leg,null_rate,real_rate,lift
L1_H1,0.7186666666666667,0.9555555555555556,0.23688888888888893
L2_H2,0.7864444444444444,1.0,0.2135555555555556
L3_OOS,0.9313333333333333,1.0,0.06866666666666665
L4_DD,0.5395555555555556,0.8666666666666667,0.32711111111111113
L5_CAGR,0.6188888888888889,0.8,0.1811111111111111
