panel,sleeve,gross,volmatch_gross,full_dS,full_SE,full_t,oos_dS,oos_SE,oos_t,full_resolvable,oos_resolvable
U56,SHY,0.5,0.5,0.06944939978558273,0.01985032975225063,3.498652196329815,0.07958626118824519,0.029992946960700637,2.653499214082765,True,True
U56,SHY,0.6,0.6,0.04657981135653255,0.013200212115749763,3.5287168833412985,0.0535003853704219,0.019980521159677928,2.677627122078746,True,True
U56,SHY,0.75,0.75,0.023325501159299877,0.0065802694002992336,3.544763860008401,0.026857598624856927,0.009977634311647256,2.691780214224235,True,True
U56,IEF,0.5,0.5,0.09940230694509644,0.09603926027310143,1.035017415403156,0.011267717101498764,0.11037029859441491,0.10209012066647563,False,False
U56,IEF,0.6,0.6,0.08318224652900663,0.06411093172454914,1.29747368025155,0.020188467431173418,0.07414713006193584,0.27227577674698655,False,False
U56,IEF,0.75,0.75,0.049526316434695516,0.03164334974184193,1.5651413911216543,0.01647236854867762,0.03692735795917513,0.4460749281572911,False,False
U56,TLT,0.5,0.6,-0.0735633741961974,0.17658051533809013,-0.41659961211093527,-0.20154903175735228,0.19280344763719642,-1.0453601023598533,False,False
U56,TLT,0.6,0.65,0.01351629620238759,0.12960986190347668,0.10428447344889137,-0.09595907941607251,0.14090599535874346,-0.6810148792587774,False,False
U56,TLT,0.75,0.75,0.046950478484880875,0.0680387896709618,0.6900545808050847,-0.019972886905581744,0.07470513122780081,-0.26735629236334196,False,False
B136,SHY,0.5,0.5,0.06482111450923034,0.018205031405334537,3.5606153631921833,0.07481186643237847,0.028130736554438603,2.6594350378136222,True,True
B136,SHY,0.6,0.6,0.04331723003207144,0.012105047403116612,3.578443651605926,0.050103957804820354,0.018745084071067182,2.6729118746474563,True,True
B136,SHY,0.75,0.75,0.021612201058650804,0.006033324811590626,3.5821378317195163,0.025063728286682352,0.00936108700509198,2.6774378096313916,True,True
B136,IEF,0.5,0.5,0.10550260915396859,0.0857991342496141,1.2296465468641147,0.0198854885337183,0.09785263738436799,0.2032187283374645,False,False
B136,IEF,0.6,0.6,0.08294392115514237,0.05706557378539836,1.453484397914976,0.02263118756695004,0.06586515117661851,0.3435988100333078,False,False
B136,IEF,0.75,0.75,0.04716486804892228,0.028129218392130464,1.6767215992790365,0.01593392194102039,0.032933357636308884,0.48382318368453603,False,False
B136,TLT,0.5,0.55,-0.02467845046830175,0.1636535772155636,-0.1507968899194634,-0.1519671818845607,0.17483651944996273,-0.8691958771694314,False,False
B136,TLT,0.6,0.6,0.036845967427914905,0.11784316462901906,0.3126695344945067,-0.07029315298924588,0.12607391625896083,-0.5575550841528627,False,False
B136,TLT,0.75,0.75,0.04950262912498382,0.06085601338282537,0.8134385802365807,-0.014177405113813046,0.06625458686126534,-0.21398375245324538,False,False
SMALL,SHY,0.5,0.5,0.05038859838959697,0.015751247598434753,3.199022685327112,0.06355966661209844,0.023154068549712442,2.7450755134301357,True,True
SMALL,SHY,0.6,0.6,0.03337970836112314,0.010484685859201023,3.1836631835593034,0.04218117793260551,0.015423687532448726,2.734830943888336,True,True
SMALL,SHY,0.75,0.75,0.016485262963495173,0.005232800769157727,3.1503708416838205,0.020888198555878257,0.007702819983169849,2.711759927080937,True,True
SMALL,IEF,0.5,0.5,0.09267264893689575,0.0633393201958913,1.463114044329564,0.031403748528489706,0.08174688216951971,0.38415836414858356,False,False
SMALL,IEF,0.6,0.6,0.06559599316748033,0.041953606772956266,1.5635364444938304,0.023863828726340186,0.054456583716186106,0.4382175138035174,False,False
SMALL,IEF,0.75,0.75,0.03427738800852087,0.020697081688145144,1.6561459497043123,0.013174824865548662,0.02701531569639974,0.4876798410800891,False,False
SMALL,TLT,0.5,0.55,0.07916904011047077,0.1328253158925203,0.5960387865708735,-0.05390868308319219,0.1572984579019406,-0.3427159032722285,False,False
SMALL,TLT,0.6,0.6,0.07584648750647405,0.09215070223170505,0.8230700978899168,-0.024311441242238108,0.10914250843626654,-0.22274951886812008,False,False
SMALL,TLT,0.75,0.75,0.049080680525547926,0.046465379685757015,1.0562849342344356,-0.005114835905040027,0.05539925888317003,-0.09232679295993045,False,False
