held_out,cells,pred_rate,OOS_acc,base,lift
B136,77,0.7142857142857143,0.8311688311688312,0.6233766233766234,0.20779220779220786
BSTK100,77,0.8441558441558441,0.6363636363636364,0.5064935064935064,0.1298701298701299
ETF36,63,0.0,0.6666666666666666,0.6666666666666667,-1.1102230246251565e-16
SMALL439,77,0.0,1.0,1.0,0.0
U56,77,0.8701298701298701,0.6233766233766234,0.5714285714285714,0.051948051948051965
