panel,dialset,dial,split,n_arms,pick_S,pick_C,disagree,dOOS_Sharpe,dOOS_CAGR_pp,S_OOS_Sharpe,C_OOS_Sharpe,DN_OOS_Sharpe,S_OOS_CAGR,C_OOS_CAGR,DN_OOS_CAGR,S_OOS_MaxDD,C_OOS_MaxDD,DN_OOS_MaxDD,S_pass4a,C_pass4a,S_pass4b,C_pass4b,DN_pass4a,DN_pass4b,gross_range,nheld_ratio,ORD_b1_S,ORD_b2_S,ORD_R2_S,ORD_b1_C,ORD_b2_C,ORD_R2_C,ORD_LEVELGAP,ORD_CURVGAP,ORD_SHAPEDIST,VAL_b1_S,VAL_b2_S,VAL_R2_S,VAL_b1_C,VAL_b2_C,VAL_R2_C,VAL_LEVELGAP,VAL_CURVGAP,VAL_SHAPEDIST,SIGNFLIP,CURVFLIP
B136,B,cadence,CAL,4,FREQ_Q,FREQ_Q,False,0.0,0.0,0.9768440286278972,0.9768440286278972,1.0185476662771331,0.110717217347634,0.110717217347634,0.1058365739430409,-0.244356580294578,-0.244356580294578,-0.1768793110522646,False,False,False,False,False,True,0.0,1.0,0.9626350538578614,-0.1493917976628556,0.9489841561248664,0.9685692994151996,-0.174074552439633,0.9684284375767088,0.0059342455573382,0.0246827547767774,0.0544614913952083,0.9689529518015264,-0.1004857717754357,0.9489672131341956,0.9774547379282468,-0.1180523692598832,0.969354126586249,0.0085017861267204,0.0175665974844474,0.0544614913952083,0.0,0.0
B136,B,gross,CAL,6,G1.00,G1.00,False,0.0,0.0,1.0174784887003725,1.0174784887003725,1.018750290409031,0.1409110132294775,0.1409110132294775,0.0987986066484238,-0.2309185650520945,-0.2309185650520945,-0.1657821113164095,False,False,False,False,False,False,0.7499999999999997,1.0,0.9999052693399112,-0.013759552480736,0.9999998729381908,0.9999999608795604,-8.420398556276314e-06,0.999999921830025,9.469153964902775e-05,0.0137511320821797,0.0137518241373461,0.9999052693399112,-0.0137595524807358,0.9999998729381908,0.9999999608795602,-8.420398556290399e-06,0.999999921830025,9.469153964891674e-05,0.0137511320821795,0.0137518241373461,0.0,0.0
B136,B,n,CAL,7,FWD10,FWD5,True,0.0437140249444839,3.62568248092685,0.780593339534181,0.8243073644786649,1.0185476662771331,0.1276690513739742,0.1639258761832427,0.1058365739430409,-0.214447929322596,-0.2398884377180858,-0.1768793110522646,False,False,False,False,False,True,1.1102230246251563e-15,18.43979652087024,0.240481910883698,-0.3497446470025016,0.1801528675691791,-0.9703464254010048,0.1995045470820066,0.9813742495949038,1.210828336284703,0.5492491940845082,1.5648752586401056,0.3249963209012328,-0.4183070634100571,0.2806034078980824,-0.9861011632327328,0.0704614413693847,0.9773603188488008,1.3110974841339658,0.4887685047794418,1.5648752586401056,1.0,1.0
B136,B,trim,CAL,6,B0.08,B0.08,False,0.0,0.0,1.1094642338971092,1.1094642338971092,1.1185082795688426,0.0836349346118179,0.0836349346118179,0.0798333748160433,-0.1481399523021177,-0.1481399523021177,-0.1224079386020802,False,False,False,False,False,False,0.0062196073330489,1.0117997418042406,0.8018292215299284,0.1910866017259435,0.6794441898584604,0.9023546113422076,0.2454236161069899,0.8744765959535784,0.1005253898122793,0.0543370143810464,0.2486646541574836,0.8578028248614302,0.1654945298152372,0.7632141257390165,0.956908300061002,0.1213949385950721,0.9304102258421392,0.0991054751995718,0.0440995912201651,0.2486646541574836,0.0,0.0
B136,B,volgate,CAL,6,V1.00,V1.00,False,0.0,0.0,1.052744469717349,1.052744469717349,1.0185476662771331,0.1161085241741504,0.1161085241741504,0.1058365739430409,-0.198049442211571,-0.198049442211571,-0.1768793110522646,False,False,True,True,False,True,0.0,1.227175047036479,0.7731025822334958,0.3036977426864773,0.6899199215689611,0.9694407779489492,-0.1440316647972825,0.9605605424145406,0.1963381957154534,0.4477294074837599,0.6134276804981597,0.7920806682892968,0.0682374121497434,0.6320481294945132,0.92463840053946,-0.3264122075984925,0.9615011010214904,0.1325577322501632,0.394649619748236,0.6134276804981597,0.0,1.0
B136,C,band,CAL,6,B0.08,B0.12,True,-0.0186252541300828,0.0450270929192697,1.1094642338971092,1.0908389797670264,1.1185082795688426,0.0836349346118179,0.0840852055410106,0.0798333748160433,-0.1481399523021177,-0.1481118990657625,-0.1224079386020802,False,False,False,False,False,False,0.0065213388500091,1.0123425397073782,0.895711823191855,0.1193561852428524,0.8165455691614028,0.9580507330658926,0.2153866332261517,0.9642526089005908,0.0623389098740375,0.0960304479832993,0.2690640904717722,0.9015994629625488,-0.1101933867510465,0.8250241740980205,0.9825147422157255,-0.0015166817661822,0.9653375189948132,0.0809152792531767,0.1086767049848642,0.2690640904717722,0.0,0.0
B136,C,cadence,CAL,4,FREQ_W,FREQ_M,True,-0.0222261584259348,0.3649049065721943,1.1185082795688426,1.0962821211429077,1.1185082795688426,0.0798333748160433,0.0834824238817653,0.0798333748160433,-0.1224079386020802,-0.1568742430760445,-0.1224079386020802,False,False,False,False,False,False,0.0,1.0,-0.4774118705239283,-0.8710693587492654,0.9866839218690115,0.536650036626304,-0.7578006965768276,0.8622551575433384,1.014061907150232,0.1132686621724378,1.0519299630712773,-0.4029060617078954,-0.88359576222027,0.9430747655745912,0.6013437196601193,-0.657002603745748,0.7932666905033555,1.004249781368015,0.226593158474522,1.0519299630712773,1.0,0.0
B136,C,gross,CAL,4,G1.00,G1.00,False,0.0,0.0,1.1174115114630112,1.1174115114630112,1.1185082795688426,0.106585570135826,0.106585570135826,0.0798333748160433,-0.1615773477730451,-0.1615773477730451,-0.1224079386020802,False,False,True,True,False,False,0.5321349688077623,1.0,0.9988625551628464,-0.0476515561120622,0.999997074906351,0.9999985617004022,0.0016901283537223,0.9999999799367252,0.0011360065375557,0.0493416844657846,0.0493796819134522,0.9988625551628464,-0.0476515561120622,0.999997074906351,0.9999985617004022,0.0016901283537223,0.9999999799367252,0.0011360065375557,0.0493416844657846,0.0493796819134522,0.0,1.0
B136,C,n,CAL,5,N30,N30,False,0.0,0.0,0.8124207614580526,0.8124207614580526,0.7889845045976785,0.090306314142226,0.090306314142226,0.0865248181791573,-0.20865051967414,-0.20865051967414,-0.199084197649355,False,False,False,False,False,False,6.661338147750939e-16,9.668078396035144,0.8511089077389141,-0.4684517598895673,0.94383342417616,0.91830885568344,-0.295779334249021,0.930776568995424,0.0671999479445257,0.1726724256405462,0.1871187836438433,0.7121306175643385,-0.7017524760646876,0.9995865541354874,0.8149961364166272,-0.5735148249765336,0.9931379568418957,0.1028655188522886,0.128237651088154,0.1871187836438433,0.0,0.0
B136,C,quantile,CAL,5,Q1.00,Q1.00,False,0.0,0.0,1.0650316962823982,1.0650316962823982,1.0650316962823982,0.1196214828659694,0.1196214828659694,0.1196214828659694,-0.2012239672094971,-0.2012239672094971,-0.2012239672094971,False,False,True,True,False,True,0.0028722685289479,10.503265482452797,0.8116953222690398,-0.1965963214134819,0.6974994097867531,0.9363692803824196,-0.0857948815014395,0.8841481909357353,0.1246739581133796,0.1108014399120423,0.267920284760776,0.7693813671385297,-0.1465067655763936,0.6134119204596105,0.9111469651368174,-0.0829677055335652,0.8370724322395382,0.1417655979982877,0.0635390600428283,0.267920284760776,0.0,0.0
