panel,book,lam,cost,metric,base,COST,PATH,INTER,TOTAL
u56,EWall,0.7,0.0,MaxDD,-0.22511399325077008,0.0,-1.1102230246251565e-16,0.0,-1.1102230246251565e-16
u56,EWall,0.7,0.0,H1,1.2008399256563154,0.0,0.0007380849004940959,0.0,0.0007380849004940959
u56,EWall,0.7,0.0,H2,1.0715938713951347,0.0,-1.589502397103537e-05,0.0,-1.589502397103537e-05
u56,EWall,0.7,0.0,OOS_Sharpe,1.138690049774078,0.0,-1.5478982144045972e-05,0.0,-1.5478982144045972e-05
u56,EWall,0.7,5.0,CAGR,0.1328270825809792,8.281530172737916e-08,4.7087306049187205e-05,-7.005063196174888e-11,4.717005130028262e-05
u56,EWall,0.7,5.0,Sharpe,1.1252381271502077,5.507373310731367e-07,0.00033593851621782633,-5.481733511558673e-09,0.0003364837718153879
u56,EWall,0.7,5.0,MaxDD,-0.22518643287069406,1.1102230246251565e-16,0.0,0.0,1.1102230246251565e-16
u56,EWall,0.7,5.0,H1,1.197238390023955,7.184181844976933e-07,0.0007383227243566992,-1.3601240134164527e-08,0.0007390275413010627
u56,EWall,0.7,5.0,H2,1.068054420868083,3.9366353110636965e-07,-1.58790814916987e-05,-3.3965497081567264e-11,-1.548545192608941e-05
u56,EWall,0.7,5.0,OOS_Sharpe,1.1351212562698194,3.702857793719261e-07,-1.546303738830801e-05,-3.541367199488832e-11,-1.5092787022608078e-05
u56,EWall,0.7,10.0,CAGR,0.1323577283971884,1.655689758628398e-07,4.7068477131206876e-05,-1.400484173075256e-10,4.723390605865241e-05
u56,EWall,0.7,10.0,Sharpe,1.1216798503721155,1.1024807433646089e-06,0.00033604821857013967,-1.0928611571259239e-08,0.000337139770701933
u56,EWall,0.7,10.0,MaxDD,-0.22525886731411915,0.0,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16
u56,EWall,0.7,10.0,H1,1.1936367528161018,1.438849270840592e-06,0.0007385597155387114,-2.711960456203144e-08,0.0007399714452049899
u56,EWall,0.7,10.0,H2,1.0645147667529837,7.876270042839195e-07,-1.5863148448369557e-05,-6.771472271793755e-11,-1.5075589158808356e-05
u56,EWall,0.7,10.0,OOS_Sharpe,1.1315522372463844,7.408754598703382e-07,-1.544710179723907e-05,-7.06124048122092e-11,-1.4706296949773545e-05
u56,EWall,0.7,15.0,CAGR,0.1318885643953316,2.4826105526898345e-07,4.704965557822405e-05,-2.0999224581430553e-10,4.729770664124722e-05
u56,EWall,0.7,15.0,Sharpe,1.118121414716349,1.6552251931312156e-06,0.0003361575641043224,-1.6340625519362106e-08,0.00033779644867193426
u56,EWall,0.7,15.0,MaxDD,-0.22533129658130857,-4.440892098500626e-16,-7.771561172376096e-16,5.551115123125783e-16,-6.661338147750939e-16
u56,EWall,0.7,15.0,H1,1.1900350165450517,2.161282959267652e-06,0.0007387958736901901,-4.0555078184567606e-08,0.0007409166015712731
u56,EWall,0.7,15.0,H2,1.0609749114230214,1.1818891483272864e-06,-1.5847224874132593e-05,-1.0124767690911085e-10,-1.4665436973482215e-05
u56,EWall,0.7,15.0,OOS_Sharpe,1.1279829951558515,1.111767784944817e-06,-1.5431175402147446e-05,-1.0559575436275281e-10,-1.4319513212956991e-05
u56,EWall,0.7,25.0,CAGR,0.1309508066360825,4.1346056400826114e-07,4.701203456036751e-05,-3.4972047480152924e-10,4.742514540390097e-05
u56,EWall,0.7,25.0,Sharpe,1.1110040764979634,2.7636970136857286e-06,0.0003363751839666751,-2.706003332519913e-08,0.0003391118209470356
u56,EWall,0.7,25.0,MaxDD,-0.2254761395880328,3.3306690738754696e-16,-2.220446049250313e-16,-3.3306690738754696e-16,-2.220446049250313e-16
u56,EWall,0.7,25.0,H1,1.1828312568617119,3.61211692889718e-06,0.0007392656895264249,-6.71773083826821e-08,0.0007428106291469394
u56,EWall,0.7,25.0,H2,1.0538946066128925,1.9713043575286804e-06,-1.5815406255281772e-05,-1.676645489112616e-10,-1.3844269562302003e-05
u56,EWall,0.7,25.0,OOS_Sharpe,1.1208438515837233,1.8544553446186995e-06,-1.539935032757178e-05,-1.749189681987673e-10,-1.354506990192128e-05
u56,EWall,0.7,50.0,CAGR,0.1286097351515212,8.253837748828374e-07,4.6918110725879814e-05,-6.981106803749526e-10,4.7742796390082276e-05
u56,EWall,0.7,50.0,Sharpe,1.0932081208123061,5.552041048240142e-06,0.00033691297624827143,-5.3247932729760805e-08,0.0003424117693637818
u56,EWall,0.7,50.0,MaxDD,-0.22583815653911044,2.220446049250313e-16,-2.220446049250313e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
u56,EWall,0.7,50.0,H1,1.164820299874522,7.273525551410032e-06,0.000740425627293817,-1.3228148887378666e-07,0.0007475668713563532
u56,EWall,0.7,50.0,H2,1.0361904895121328,3.949979910711221e-06,-1.5736027589863255e-05,-3.299189810235248e-10,-1.1786377598133058e-05
u56,EWall,0.7,50.0,OOS_Sharpe,1.1029922606967983,3.7163824422314917e-06,-1.5319950814385308e-05,-3.4446578922597837e-10,-1.1603912837943042e-05
u56,EWall,0.5,0.0,CAGR,0.13329662702207123,0.0,7.975276723359848e-05,0.0,7.975276723359848e-05
u56,EWall,0.5,0.0,Sharpe,1.1287962426192406,0.0,0.000561710566666207,0.0,0.000561710566666207
u56,EWall,0.5,0.0,MaxDD,-0.22511399325077008,0.0,-1.1102230246251565e-16,0.0,-1.1102230246251565e-16
u56,EWall,0.5,0.0,H1,1.2008399256563154,0.0,0.001286375089929015,0.0,0.001286375089929015
u56,EWall,0.5,0.0,H2,1.0715938713951347,0.0,-7.020043350003391e-05,0.0,-7.020043350003391e-05
u56,EWall,0.5,0.0,OOS_Sharpe,1.138690049774078,0.0,-6.84312938807885e-05,0.0,-6.84312938807885e-05
u56,EWall,0.5,5.0,CAGR,0.1328270825809792,1.5293404809213484e-07,7.972106841380722e-05,-1.9718937593893315e-10,7.987380527252341e-05
u56,EWall,0.5,5.0,Sharpe,1.1252381271502077,9.77717275585377e-07,0.0005619351255667926,-1.5536284481143525e-08,0.0005628973065578968
u56,EWall,0.5,5.0,MaxDD,-0.22518643287069406,4.440892098500626e-16,3.3306690738754696e-16,-6.661338147750939e-16,1.1102230246251565e-16
u56,EWall,0.5,5.0,H1,1.197238390023955,8.599461014391352e-07,0.0012868049995997666,-3.7659476648244095e-08,0.0012876272862245575
u56,EWall,0.5,5.0,H2,1.068054420868083,1.0460125305922219e-06,-7.012700511910275e-05,-7.333442741952467e-10,-6.908172593278472e-05
u56,EWall,0.5,5.0,OOS_Sharpe,1.1351212562698194,9.860703276132199e-07,-6.835783671488294e-05,-7.65834728966297e-10,-6.737253222199868e-05
u56,EWall,0.5,10.0,CAGR,0.1323577283971884,3.0575661669196563e-07,7.968938191793562e-05,-3.9422753950191236e-10,7.999474430708808e-05
u56,EWall,0.5,10.0,Sharpe,1.1216798503721155,1.9577405487858357e-06,0.0005621589946316341,-3.097398670881546e-08,0.0005640857611937111
u56,EWall,0.5,10.0,MaxDD,-0.22525886731411915,1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
u56,EWall,0.5,10.0,H1,1.1936367528161018,1.7243706185166019e-06,0.0012872333390641089,-7.50903508262013e-08,0.0012888826193317993
u56,EWall,0.5,10.0,H2,1.0645147667529837,2.0928033406253377e-06,-7.005362299516982e-05,-1.4619483401645539e-09,-6.796228160288464e-05
u56,EWall,0.5,10.0,OOS_Sharpe,1.1315522372463844,1.9729364313381126e-06,-6.828442452899708e-05,-1.5269627784419981e-09,-6.631301506043741e-05
u56,EWall,0.5,15.0,CAGR,0.1318885643953316,4.5846776441926806e-07,7.965770774021053e-05,-5.911158229565672e-10,8.011558438880684e-05
u56,EWall,0.5,15.0,Sharpe,1.118121414716349,2.9400589458550286e-06,0.0005623821734686008,-4.6313083368332286e-08,0.0005652759193310875
u56,EWall,0.5,15.0,MaxDD,-0.22533129658130857,-2.220446049250313e-16,-5.551115123125783e-16,2.220446049250313e-16,-5.551115123125783e-16
u56,EWall,0.5,15.0,H1,1.1900350165450517,2.5932539489126327e-06,0.0012876601077067562,-1.1229258323197655e-07,0.0012901410690724369
u56,EWall,0.5,15.0,H2,1.0609749114230214,3.140367751397477e-06,-6.998028727212002e-05,-2.185811087684897e-09,-6.684210533181023e-05
u56,EWall,0.5,15.0,OOS_Sharpe,1.1279829951558515,2.9605936802123978e-06,-6.821105747101264e-05,-2.283381705936449e-09,-6.525274717250618e-05
u56,EWall,0.5,25.0,CAGR,0.1309508066360825,7.635560343999259e-07,7.959439632165832e-05,-9.844383086488051e-10,8.03569679177496e-05
u56,EWall,0.5,25.0,Sharpe,1.1110040764979634,4.9115375806429995e-06,0.0005628264589165877,-7.669537183119246e-08,0.0005676613011253995
u56,EWall,0.5,25.0,MaxDD,-0.2254761395880328,0.0,-2.220446049250313e-16,0.0,-2.220446049250313e-16
u56,EWall,0.5,25.0,H1,1.1828312568617119,4.344318579319051e-06,0.0012885089301044594,-1.8601097817594336e-07,0.0012926672377056025
u56,EWall,0.5,25.0,H2,1.0538946066128925,5.237798650359338e-06,-6.983375560687399e-05,-3.619304189683703e-09,-6.459957626070434e-05
u56,EWall,0.5,25.0,OOS_Sharpe,1.1208438515837233,4.9382630771255265e-06,-6.806445933138505e-05,-3.782085533643453e-09,-6.312997833979317e-05
u56,EWall,0.5,50.0,CAGR,0.1286097351515212,1.5243309832158047e-06,7.943633302232023e-05,-1.9651145155563654e-09,8.095869889102048e-05
u56,EWall,0.5,50.0,Sharpe,1.0932081208123061,9.879636254428448e-06,0.0005639250667806017,-1.5092400462712874e-07,0.000573653779030403
u56,EWall,0.5,50.0,MaxDD,-0.22583815653911044,0.0,0.0,0.0,0.0
u56,EWall,0.5,50.0,H1,1.164820299874522,8.798634816731266e-06,0.0012906034549000633,-3.6630327460152046e-07,0.001299035786442193
u56,EWall,0.5,50.0,H2,1.0361904895121328,1.0494585914733179e-05,-6.94682485342657e-05,-7.119950851119938e-09,-5.898078257038364e-05
u56,EWall,0.5,50.0,OOS_Sharpe,1.1029922606967983,9.895956908811954e-06,-6.769876405199327e-05,-7.4463319954531926e-09,-5.7810253475176765e-05
u56,EWall,0.35,0.0,CAGR,0.13329662702207123,0.0,0.00010865836329965184,0.0,0.00010865836329965184
u56,EWall,0.35,0.0,Sharpe,1.1287962426192406,0.0,0.0007562616324683358,0.0,0.0007562616324683358
u56,EWall,0.35,0.0,MaxDD,-0.22511399325077008,0.0,4.440892098500626e-16,0.0,4.440892098500626e-16
u56,EWall,0.35,0.0,H1,1.2008399256563154,0.0,0.0017936982591992834,0.0,0.0017936982591992834
u56,EWall,0.35,0.0,H2,1.0715938713951347,0.0,-0.0001464231066765631,0.0,-0.0001464231066765631
u56,EWall,0.35,0.0,OOS_Sharpe,1.138690049774078,0.0,-0.0001428916420376236,0.0,-0.0001428916420376236
u56,EWall,0.35,5.0,CAGR,0.1328270825809792,2.7927447465714295e-07,0.00010861548034357682,-3.534199599641852e-10,0.000108894401398274
u56,EWall,0.35,5.0,Sharpe,1.1252381271502077,1.8401705843551497e-06,0.0007566216564462991,-2.8429990583944686e-08,0.0007584333970400703
u56,EWall,0.35,5.0,MaxDD,-0.22518643287069406,2.220446049250313e-16,4.440892098500626e-16,0.0,6.661338147750939e-16
u56,EWall,0.35,5.0,H1,1.197238390023955,1.7547686430585685e-06,0.0017943305855365743,-6.583514577940264e-08,0.0017960195190338535
u56,EWall,0.35,5.0,H2,1.068054420868083,1.8582563656721618e-06,-0.00014626289050845287,-3.489240896215051e-09,-0.00014440812338367692
u56,EWall,0.35,5.0,OOS_Sharpe,1.1351212562698194,1.7553975941719813e-06,-0.00014273131975617304,-3.645146406938693e-09,-0.000140979567308408
u56,EWall,0.35,10.0,CAGR,0.1323577283971884,5.583412661103182e-07,0.00010857261393470985,-7.065699136887815e-10,0.00010913024863090648
u56,EWall,0.35,10.0,Sharpe,1.1216798503721155,3.6838585515397426e-06,0.0007569806034095627,-5.667990010671531e-08,0.0007606077820609958
u56,EWall,0.35,10.0,MaxDD,-0.22525886731411915,-1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16,2.220446049250313e-16
u56,EWall,0.35,10.0,H1,1.1936367528161018,3.516300555395091e-06,0.0017949605105189725,-1.3127202058704768e-07,0.0017983455390537806
u56,EWall,0.35,10.0,H2,1.0645147667529837,3.717731956953685e-06,-0.0001461027818108196,-6.955836795441428e-09,-0.00014239200569066135
u56,EWall,0.35,10.0,OOS_Sharpe,1.1315522372463844,3.5120509187525073e-06,-0.00014257110211390867,-7.2678050244689985e-09,-0.00013906631900018063
u56,EWall,0.35,15.0,CAGR,0.1318885643953316,8.372004847156944e-07,0.00010852976406527937,-1.0594480848169496e-09,0.00010936590510191024
u56,EWall,0.35,15.0,Sharpe,1.118121414716349,5.5310468896063725e-06,0.0007573384727324051,-8.474968660188154e-08,0.0007627847699354096
u56,EWall,0.35,15.0,MaxDD,-0.22533129658130857,-1.1102230246251565e-16,-2.220446049250313e-16,1.1102230246251565e-16,-2.220446049250313e-16
u56,EWall,0.35,15.0,H1,1.1900350165450517,5.2845675786450386e-06,0.001795588033265405,-1.9631055048208168e-07,0.001800676290293568
u56,EWall,0.35,15.0,H2,1.0609749114230214,5.578417617835285e-06,-0.00014594278089852253,-1.0399780370207168e-08,-0.00014037476306105745
u56,EWall,0.35,15.0,OOS_Sharpe,1.1279829951558515,5.269950902109244e-06,-0.00014241098943457153,-1.0867968525118954e-08,-0.0001371519065009874
u56,EWall,0.35,25.0,CAGR,0.1309508066360825,1.394296659018579e-06,0.00010844411392141318,-1.7643930760868898e-09,0.00010983664618735567
u56,EWall,0.35,25.0,Sharpe,1.1110040764979634,9.235856571532253e-06,0.0007580509759783638,-1.40348719535055e-07,0.000767146483830361
u56,EWall,0.35,25.0,MaxDD,-0.2254761395880328,-1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16
u56,EWall,0.35,25.0,H1,1.1828312568617119,8.84119423649743e-06,0.0017968358685866992,-3.2519230885874606e-07,0.0018053518705143379
u56,EWall,0.35,25.0,H2,1.0538946066128925,9.30338250793028e-06,-0.00014562310368892994,-1.721968279078112e-08,-0.00013633694086379045
u56,EWall,0.35,25.0,OOS_Sharpe,1.1208438515837233,8.789454535751418e-06,-0.00014209108025542427,-1.800077709113168e-08,-0.000133319626496764
u56,EWall,0.35,50.0,CAGR,0.1286097351515212,2.783412475171332e-06,0.00010823027757833614,-3.5220302230243306e-09,0.00011101016802328445
u56,EWall,0.35,50.0,Sharpe,1.0932081208123061,1.855794422422896e-05,0.0007598133324511203,-2.7619129716605073e-07,0.0007780950853781832
u56,EWall,0.35,50.0,MaxDD,-0.22583815653911044,1.1102230246251565e-16,3.3306690738754696e-16,-1.1102230246251565e-16,3.3306690738754696e-16
u56,EWall,0.35,50.0,H1,1.164820299874522,1.784865059040186e-05,0.0017999133580295368,-6.404210535215782e-07,0.001817121587566417
u56,EWall,0.35,50.0,H2,1.0361904895121328,1.863632927823211e-05,-0.00014482581886166024,-3.387254610132118e-08,-0.00012622336212952945
u56,EWall,0.35,50.0,OOS_Sharpe,1.1029922606967983,1.7609394264539446e-05,-0.00014129316669508896,-3.543861470944876e-08,-0.00012371921104525896
u56,EWall,0.25,0.0,CAGR,0.13329662702207123,0.0,0.00012782265970612272,0.0,0.00012782265970612272
u56,EWall,0.25,0.0,Sharpe,1.1287962426192406,0.0,0.000878594886221773,0.0,0.000878594886221773
u56,EWall,0.25,0.0,MaxDD,-0.22511399325077008,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16
u56,EWall,0.25,0.0,H1,1.2008399256563154,0.0,0.002144833233073351,0.0,0.002144833233073351
u56,EWall,0.25,0.0,H2,1.0715938713951347,0.0,-0.00022238833500365374,0.0,-0.00022238833500365374
u56,EWall,0.25,0.0,OOS_Sharpe,1.138690049774078,0.0,-0.0002170020588927457,0.0,-0.0002170020588927457
u56,EWall,0.25,5.0,CAGR,0.1328270825809792,4.2979401748688417e-07,0.0001277726150530345,-5.144704662285449e-10,0.00012820189460005516
u56,EWall,0.25,5.0,Sharpe,1.1252381271502077,2.9143505873019393e-06,0.0008790867495120924,-4.209121606812971e-08,0.0008819590088833262
u56,EWall,0.25,5.0,MaxDD,-0.22518643287069406,3.3306690738754696e-16,3.3306690738754696e-16,-2.220446049250313e-16,4.440892098500626e-16
u56,EWall,0.25,5.0,H1,1.197238390023955,3.2286366207223693e-06,0.002145665109368755,-9.313758186912935e-08,0.0021488006084076083
u56,EWall,0.25,5.0,H2,1.068054420868083,2.578102535233384e-06,-0.0002221445871262162,-8.077550184282245e-09,-0.0002195745621411671
u56,EWall,0.25,5.0,OOS_Sharpe,1.1351212562698194,2.4358170322980044e-06,-0.00021675808941434838,-8.440097509776479e-09,-0.00021433071247956015
u56,EWall,0.25,10.0,CAGR,0.1323577283971884,8.592628639725319e-07,0.00012772258954418803,-1.0285470253279527e-09,0.00012858082386113523
u56,EWall,0.25,10.0,Sharpe,1.1216798503721155,5.83311657242902e-06,0.0008795771642797767,-8.391612560387784e-08,0.0008853263647266019
u56,EWall,0.25,10.0,MaxDD,-0.22525886731411915,2.220446049250313e-16,0.0,0.0,2.220446049250313e-16
u56,EWall,0.25,10.0,H1,1.1936367528161018,6.465518125109426e-06,0.0021464937919928317,-1.85712291767004e-07,0.002152773597826174
u56,EWall,0.25,10.0,H2,1.0645147667529837,5.157897394969524e-06,-0.0002219010103765573,-1.610257460704645e-08,-0.00021675921555619482
u56,EWall,0.25,10.0,OOS_Sharpe,1.1315522372463844,4.873378593561739e-06,-0.00021651428672386785,-1.6828031634830154e-08,-0.00021165773616194095
u56,EWall,0.25,15.0,CAGR,0.1318885643953316,1.2884067179808056e-06,0.00012767258317181174,-1.5422290111644088e-09,0.00012895944766078138
u56,EWall,0.25,15.0,Sharpe,1.118121414716349,8.756275609922426e-06,0.0008800661296708423,-1.2547466265999674e-07,0.0008886969306181047
u56,EWall,0.25,15.0,MaxDD,-0.22533129658130857,-3.3306690738754696e-16,-3.3306690738754696e-16,5.551115123125783e-16,-1.1102230246251565e-16
u56,EWall,0.25,15.0,H1,1.1900350165450517,9.710608918522823e-06,0.0021473192798033836,-2.777240208917675e-07,0.0021567521647010146
u56,EWall,0.25,15.0,H2,1.0609749114230214,7.73937158426996e-06,-0.00022165760523473743,-2.407505639290264e-08,-0.00021394230870686037
u56,EWall,0.25,15.0,OOS_Sharpe,1.1279829951558515,7.312671806980475e-06,-0.00021627065131424317,-2.5163784389548027e-08,-0.00020898314329165224
u56,EWall,0.25,25.0,CAGR,0.1309508066360825,2.1457201699881523e-06,0.00012757262780782597,-2.5684094850930705e-09,0.00012971577956832903
u56,EWall,0.25,25.0,Sharpe,1.1110040764979634,1.461568339000685e-05,0.0008810397089438204,-2.0779236775680943e-07,0.0008954475999660705
u56,EWall,0.25,25.0,MaxDD,-0.2254761395880328,0.0,-1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16
u56,EWall,0.25,25.0,H1,1.1828312568617119,1.6225275889292234e-05,0.0021489606664941707,-4.600581355873601e-07,0.0021647258842478756
u56,EWall,0.25,25.0,H2,1.0538946066128925,1.2907305943388181e-05,-0.00022117131168353232,-3.986232699482173e-08,-0.00020830386806713896
u56,EWall,0.25,25.0,OOS_Sharpe,1.1208438515837233,1.2196401649067212e-05,-0.00021578388429666084,-4.167868050686252e-08,-0.0002036291613281005
u56,EWall,0.25,50.0,CAGR,0.1286097351515212,4.2833290228028176e-06,0.00012732307378748864,-5.126970181734691e-09,0.00013160127584010972
u56,EWall,0.25,50.0,Sharpe,1.0932081208123061,2.9339514339588035e-05,0.0008834482344601824,-4.0892080166443634e-07,0.000912378827998106
u56,EWall,0.25,50.0,MaxDD,-0.22583815653911044,2.220446049250313e-16,0.0,0.0,2.220446049250313e-16
u56,EWall,0.25,50.0,H1,1.164820299874522,3.265310985067771e-05,0.0021530081466489825,-9.060343837408169e-07,0.0021847552221159194
u56,EWall,0.25,50.0,H2,1.0361904895121328,2.5855619364634208e-05,-0.00021995861429124908,-7.84099212225442e-08,-0.0001941814048478374
u56,EWall,0.25,50.0,OOS_Sharpe,1.1029922606967983,2.443512753735888e-05,-0.00021456992841795142,-8.205158907870214e-08,-0.00019021685246967124
u56,EWall,0.15,0.0,CAGR,0.13329662702207123,0.0,0.00013225943442463084,0.0,0.00013225943442463084
u56,EWall,0.15,0.0,Sharpe,1.1287962426192406,0.0,0.0008828775901799091,0.0,0.0008828775901799091
u56,EWall,0.15,0.0,MaxDD,-0.22511399325077008,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16
u56,EWall,0.15,0.0,H1,1.2008399256563154,0.0,0.002411400754406934,0.0,0.002411400754406934
u56,EWall,0.15,0.0,H2,1.0715938713951347,0.0,-0.000447706899932232,0.0,-0.000447706899932232
u56,EWall,0.15,0.0,OOS_Sharpe,1.138690049774078,0.0,-0.0004328588927564603,0.0,-0.0004328588927564603
u56,EWall,0.15,5.0,CAGR,0.1328270825809792,7.122541221260548e-07,0.00013220861042628762,-7.920959443907805e-10,0.00013292007245246928
u56,EWall,0.15,5.0,Sharpe,1.1252381271502077,4.980256923081683e-06,0.0008835494345054151,-6.53713285725388e-08,0.0008884643200999243
u56,EWall,0.15,5.0,MaxDD,-0.22518643287069406,1.1102230246251565e-16,3.3306690738754696e-16,1.1102230246251565e-16,5.551115123125783e-16
u56,EWall,0.15,5.0,H1,1.197238390023955,6.180226095997554e-06,0.002412535623239842,-1.379420546676613e-07,0.002418577907281172
u56,EWall,0.15,5.0,H2,1.068054420868083,3.896549697568474e-06,-0.0004473706122543053,-1.6818989312383792e-08,-0.0004434908815460492
u56,EWall,0.15,5.0,OOS_Sharpe,1.1351212562698194,3.6755709482694243e-06,-0.00043252219548217674,-1.7578541289253735e-08,-0.00042886420307519657
u56,EWall,0.15,10.0,CAGR,0.1323577283971884,1.423959524737839e-06,0.00013215780547271017,-1.5835823763410417e-09,0.00013358018141507166
u56,EWall,0.15,10.0,Sharpe,1.1216798503721155,9.966024296481635e-06,0.000884219345189674,-1.3032950674229937e-07,0.0008940550399794134
u56,EWall,0.15,10.0,MaxDD,-0.22525886731411915,1.1102230246251565e-16,0.0,-1.1102230246251565e-16,0.0
u56,EWall,0.15,10.0,H1,1.1936367528161018,1.2369725020500155e-05,0.002413666222401467,-2.7504877331274713e-07,0.0024257608986486545
u56,EWall,0.15,10.0,H2,1.0645147667529837,7.795931606269235e-06,-0.000447034550854708,-3.3528519294279135e-08,-0.00043927214776773305
u56,EWall,0.15,10.0,OOS_Sharpe,1.1315522372463844,7.354044603280485e-06,-0.00043218571889358515,-3.5048369984025385e-08,-0.0004248667226602887
u56,EWall,0.15,15.0,CAGR,0.1318885643953316,2.1351165162553087e-06,0.000132107019556571,-2.3744601840292034e-09,0.00013423976161264228
u56,EWall,0.15,15.0,Sharpe,1.118121414716349,1.4957271939008976e-05,0.0008848873210691721,-1.948744301483174e-07,0.0008996497185780328
u56,EWall,0.15,15.0,MaxDD,-0.22533129658130857,-3.3306690738754696e-16,-2.220446049250313e-16,2.220446049250313e-16,-3.3306690738754696e-16
u56,EWall,0.15,15.0,H1,1.1900350165450517,1.8568449989597724e-05,0.0024147925503403833,-4.113199931765621e-07,0.0024329496803368045
u56,EWall,0.15,15.0,H2,1.0609749114230214,1.169812738877063e-05,-0.00044669871639313463,-5.0128558637396736e-08,-0.0004350507175630014
u56,EWall,0.15,15.0,OOS_Sharpe,1.1279829951558515,1.1035402805559258e-05,-0.00043184946366991994,-5.240944811468751e-08,-0.00042086647031247537
u56,EWall,0.15,25.0,CAGR,0.1309508066360825,3.555786507236647e-06,0.0001320055048079638,-3.954389038440809e-09,0.000135557336926162
u56,EWall,0.15,25.0,Sharpe,1.1110040764979634,2.4956087220529e-05,0.000886217463805794,-3.2272411321088157e-07,0.0009108508269131121
u56,EWall,0.15,25.0,MaxDD,-0.2254761395880328,-2.220446049250313e-16,-1.1102230246251565e-16,3.3306690738754696e-16,0.0
u56,EWall,0.15,25.0,H1,1.1828312568617119,3.099339081646946e-05,0.0024170323864376453,-6.813553190543331e-07,0.0024473444219350604
