sleeve,f,mean_gross,full|S,full|dS_base,full|CAGR,full|MaxDD,OOS_a 2017-2021|S,OOS_a 2017-2021|dS_base,OOS_a 2017-2021|CAGR,OOS_a 2017-2021|MaxDD,OOS_b 2022-2026|S,OOS_b 2022-2026|dS_base,OOS_b 2022-2026|CAGR,OOS_b 2022-2026|MaxDD
S3,0.25,0.5857238509229347,1.2707953990759577,0.06865530182771162,0.07058239550766365,-0.09504420639782052,1.3218079845084947,-0.049771173198089436,0.08075868874580361,-0.09504420639782085,1.350403011796388,0.17941357355830712,0.07171107848728364,-0.05666216309694094
S3,0.4,0.6175018590429651,1.2518299964877717,0.0496898992395256,0.06098020201605436,-0.08181282445923932,1.2217047718508471,-0.14987438585573698,0.06357483826422605,-0.08181282445923899,1.4431027162314205,0.2721132779933395,0.0669798873834122,-0.047229018417391244
S4,0.25,0.5862731090918919,1.2503197744809722,0.04817967723272609,0.07186899726984541,-0.09599007311780261,1.4070738666552352,0.03549470894865103,0.08923743127072292,-0.09599007311780261,1.3175908025510272,0.14660136431294624,0.07154567887229657,-0.061696085288924785
S4,0.4,0.6183813610138403,1.2288376592680965,0.026697562019850407,0.06305337981900916,-0.08333796182229447,1.392166200658551,0.020587042951966783,0.07701415753208063,-0.08333796182229458,1.3806082485960216,0.2096188103579406,0.06670015979646893,-0.05533525138515605
S3-TLT,0.25,0.5848877671654215,1.2449736097481565,0.04283351249991041,0.07300037734059805,-0.09806190184836472,1.2314189684943175,-0.14016018921226658,0.07858215205611874,-0.09806190184836483,1.455851637552604,0.28486219931452306,0.07979440726429932,-0.05678606775132933
S3-TLT,0.4,0.6161630342171355,1.1984013270295073,-0.003738770218738807,0.06483647801051684,-0.08583098227329589,1.0603831308211007,-0.3111960268854834,0.06017389183698252,-0.08583098227329622,1.5934921461066718,0.4225027078685908,0.07987514012875674,-0.04741591858481431
S4-TLT,0.25,0.5856485382958279,1.2409436705879127,0.03880357333966655,0.07476735278113322,-0.09901541554960636,1.3695916858388784,-0.001987471867705759,0.09026960404112372,-0.09901541554960624,1.4158276868449353,0.24483824860685433,0.07859452966351022,-0.06186880461857025
S4-TLT,0.4,0.6173811618189369,1.2098659403909453,0.007725843142699196,0.06767393015523226,-0.08736938303718833,1.3239763900424977,-0.04760276766408644,0.07867142507150526,-0.08736938303718844,1.5319689554572764,0.3609795172191954,0.07793908312106534,-0.05560566390670074
TLTonly,0.25,0.5540468910292513,1.229895356865985,0.027755259617738837,0.06693520088842142,-0.09262752819216258,1.5663231696159086,0.19474401190932444,0.09284436339850921,-0.08666686057940631,0.7655606905694726,-0.40542874766860837,0.04222562311442779,-0.08714759504936409
TLTonly,0.4,0.5668149067031107,1.0498838231436736,-0.15225627410457254,0.054964596489533335,-0.1137974048813104,1.4989042493727815,0.12732509166619743,0.0824340663909564,-0.07509517847210678,0.39689078891786317,-0.7740986493202178,0.020305021146482582,-0.10409115792678458
GLDonly,0.25,0.5594466479704959,1.2383259207168613,0.03618582346861521,0.08252043190271219,-0.10046176782953609,1.4332721530333066,0.061692995326722455,0.097596485898791,-0.10046176782953575,1.3528343383610555,0.1818449001229745,0.09650195431914232,-0.06266918273052491
GLDonly,0.4,0.5754529693290457,1.1412026062219471,-0.06093749102629897,0.07983066678561279,-0.09428351822074243,1.3584327629661264,-0.013146394740457756,0.09014871706808836,-0.09428351822074277,1.3223416617570327,0.15135222351895172,0.10649201883932347,-0.08005997008056909
DBConly,0.25,0.5405265202871424,1.075133432579597,-0.12700666466864918,0.07417350740356343,-0.10908065510701892,1.237567321942968,-0.1340118357636162,0.09064536281193014,-0.10908065510701648,1.1712666658724102,0.0002772276343292468,0.07780767693244828,-0.070735879679244
DBConly,0.4,0.5451810681727428,0.9229085413473082,-0.27923155590093796,0.066584865182862,-0.14272948542589026,1.079211668507313,-0.29236748919927114,0.07918403007686692,-0.1427294854258898,1.0371943055329393,-0.13379513270514165,0.07630823711307322,-0.08587627020148858
UUPonly,0.25,0.5519562782872146,1.253266535102685,0.05112643785443893,0.06710070474365648,-0.09397774920109181,1.3230404020145377,-0.048538755692046465,0.08011106879597985,-0.09397774920109181,1.4066412125001908,0.23565177426210981,0.06962271601071368,-0.06310503227209496
UUPonly,0.4,0.563468350755005,1.23038647097585,0.02824637372760397,0.055474301558446015,-0.07793543898069566,1.2374619174661745,-0.1341172402404096,0.06254189054074155,-0.07793543898069588,1.5394507788378717,0.36846134059979074,0.06363948928556695,-0.061624851970522365
