panel,gross,cost_bps,family,shp,dCAGR,dSharpe,dMaxDD,dOOS_Sharpe,dTurn,dGross,cap4b,arm4b,dominates
U56,0.5,0.0,KINK,CAP0.015,-0.002616831006023501,0.015669199198129258,8.884345497028878e-05,0.012094330756238447,-0.07834847588296867,-0.016532584269662864,False,False,False
U56,0.5,0.0,KINK,CAP0.030,0.0020278963815210105,-0.02406010515961876,-0.010794768391316656,-0.04145601462795745,0.06350781909992276,0.014229213483146208,False,False,False
U56,0.5,0.0,KINK,CAND,0.0032627618529272873,-0.05023053888078266,-0.014393024521755948,-0.0686671423008014,0.1132452551676475,0.02586516853932591,False,False,False
U56,0.5,0.0,SMOOTH,A0.25,-0.004292825362520958,-0.0038683791699978265,0.0006298003941614949,-0.0063003436945392455,-0.07316216569156175,-0.020289921403494948,False,False,False
U56,0.5,0.0,SMOOTH,A0.50,-0.010667443265268473,0.023672476815499666,0.012550940971557067,0.033533894269768494,-0.1874207966377226,-0.05861832384744875,False,False,False
U56,0.5,0.0,SMOOTH,A1.00,-0.020916048990955893,0.04555825624398335,0.023841731764822405,0.07318001190281964,-0.3174100845761575,-0.11907346566651328,False,False,False
U56,0.5,0.0,SMOOTH,A2.00,-0.03526876658250733,0.03669434419411233,0.028266744211643657,0.08919107653680647,-0.2913506924725294,-0.2020162520562528,False,False,False
U56,0.5,10.0,KINK,CAP0.015,-0.002376845163904351,0.017456075897179568,0.0005789216503677697,0.013638440408187291,-0.07834847588296867,-0.016532584269662864,False,False,False
U56,0.5,10.0,KINK,CAP0.030,0.0018326730222451015,-0.025048442429579598,-0.010790503249936134,-0.042452305726343065,0.06350781909992276,0.014229213483146208,False,False,False
U56,0.5,10.0,KINK,CAND,0.002915475807715895,-0.051727089366732315,-0.014395372163541142,-0.0701835232368313,0.1132452551676475,0.02586516853932591,False,False,False
U56,0.5,10.0,SMOOTH,A0.25,-0.0040645852831247,-0.0026779805495442677,0.0007374218155987711,-0.005246511850535818,-0.07316216569156175,-0.020289921403494948,False,False,False
U56,0.5,10.0,SMOOTH,A0.50,-0.01008616305194554,0.026281854592232312,0.012714444437765038,0.035912729662817666,-0.1874207966377226,-0.05861832384744875,False,False,False
