panel,control,n_bars,obs_maxdd,episode_bars,CAGR,Sharpe,MaxDD,peak,trough,ac1,ac2,ac3,ac5,ac10,VR2,VR5,VR10,VR21,VR63,VR126,VR252
U56,C_BOOK,4446,19.12756183046503,18,0.1555201865472391,1.1380787773059986,-0.19127561830465023,2020-02-19,2020-03-16,-0.05007350418339452,0.03788514642006874,-0.04223115152525221,-0.017753241852874795,-0.013773466759170008,0.9665223497986222,1.0125061572713394,0.8123877003478723,0.7363554665464819,0.5326792202218696,0.4564768632942182,0.5220043930550711
U56,C_GATEOFF,4446,20.10683222103151,58,0.15757729658977215,1.1445376706646013,-0.20106832221031512,2018-10-01,2018-12-24,-0.044525475954102174,0.031031746257922,-0.033148527177019195,-0.01653726632076531,-0.009839613508040697,0.9684553040716279,1.0030636284333272,0.8082817081754161,0.7566741482334814,0.4891938609704331,0.4765890268784397,0.5901630717045317
U56,C_NOREBAL,4446,71.9447238308778,120,0.19306686020645847,0.7091338548167451,-0.7194472383087784,2021-11-17,2022-05-11,0.0020815115890156204,0.027466963473837137,0.009218861928756008,-0.02908398480076942,-0.027710906977940365,1.0025889499635126,1.0695160253852218,0.9787396521504227,1.006107865733466,0.9946715408178791,1.3330924284889183,0.7773086756492887
U56,C_SHUFFLE,4446,23.161189826322556,148,0.1555201865472391,1.1380787773059982,-0.2316118982632227,,,-0.00808918420645897,-0.008571150823893918,0.0075959199264318935,0.00383791314943112,0.012291961341287483,1.0055110136950764,1.0023816648390826,1.022520509705165,1.017084756030552,0.8698194591958434,0.9977784066569131,1.1749099674415049
U56,C_SPY,4446,26.19715110967317,23,0.11475593187414468,0.8866449452690215,-0.261971511096732,2020-02-19,2020-03-23,-0.09905928899287335,0.051174309143928794,-0.041017977371134204,-0.0009407872756520062,-0.009590177017356953,0.9072509062360319,0.9264922390428534,0.7737141620971482,0.7508863927010575,0.49342079984126735,0.3721353822593223,0.4731306978459974
B136,C_BOOK,4443,20.74030226784948,23,0.16040704123612182,1.063431890092473,-0.20740302267849497,2020-02-19,2020-03-23,-0.0378395357435556,-0.016116166941436787,-0.023656646222563905,-0.028294641517627398,-0.011499459312988762,0.9832853887739346,0.9616848383420702,0.7983830742344747,0.670019452755532,0.5325632537639451,0.49982164334169615,0.4637994525900543
B136,C_GATEOFF,4443,22.30648993613683,23,0.16914064621134806,1.0723269520324255,-0.22306489936136864,2020-02-19,2020-03-23,-0.05517382699072874,0.00387665536851752,-0.03775116107671309,-0.01005629103028229,-0.026560686268536162,0.9610782834705565,0.9231429521808794,0.7768276750289623,0.7275490899153236,0.4583406808643638,0.48309422622175247,0.5179043988087965
B136,C_NOREBAL,4443,60.003504311453824,143,0.17720946157404893,0.7776269672744306,-0.6000350431145383,2021-11-17,2022-06-14,-0.014504038556049911,0.037006214036956836,0.0017722212053679959,-0.024823747144333407,-0.0348227556606709,0.9902995296610656,1.0570466026245642,0.9513289546289665,0.9404997492267414,0.8820032392569811,1.1328087830484683,0.6560138909500994
B136,C_SHUFFLE,4443,25.71741913062771,155,0.16040704123612182,1.063431890092473,-0.25717419130627706,,,0.01731675254973869,0.026760169446112834,-0.016132759882520595,-0.0013134339972662406,-0.009264066256904211,1.042379771535626,1.093840858387682,1.1825627884981817,1.0822335665552516,0.8169191436649923,0.7214207461816926,0.517318811363819
B136,C_SPY,4443,26.196107494224975,23,0.1154799360956873,0.891355344151303,-0.26196107494224974,2020-02-19,2020-03-23,-0.09906899253320907,0.051148015218031626,-0.04108093558931557,-0.0012225784203735786,-0.009632908133630744,0.9073634281312875,0.9267705432387437,0.7734965086999135,0.7505948675581376,0.4931876808053567,0.3718651880925699,0.47283375570221403
SMALL,C_BOOK,3938,35.81405418032813,39,0.07874421355849703,0.5072342327234494,-0.35814054180328125,2020-01-22,2020-03-18,-0.0301451683478112,0.046223817386191454,-0.036628184517095014,-0.00944246399833636,-0.010332021662275847,0.9709158304408422,1.0638608353812635,0.9964701754332026,0.9163692657433439,0.5679927570126914,0.5478092535772895,0.41051093564506763
SMALL,C_GATEOFF,3938,33.14305676645737,23,0.11562315212546315,0.6314732389389491,-0.3314305676645738,2020-02-13,2020-03-18,-0.005331177441513155,0.03854578681732686,-0.02493491052198273,-0.009311886675337876,-0.008384761731451673,0.995855370036692,1.1016966174986915,1.0864775552756367,1.0578356229836887,0.5263827761102264,0.5055896409894327,0.3954996281163663
SMALL,C_NOREBAL,3938,38.93723162501094,1439,0.025528078067768023,0.22745948617554737,-0.3893723162501096,2014-07-03,2020-03-23,-0.03617214061787902,0.06221499919070259,-0.03711398854166613,-0.010238373994084346,0.013145402562329354,0.952357172843335,1.078821025163946,0.964027883443588,0.8323207133474044,0.8927561029175481,0.5530258586558569,0.5662775822871334
SMALL,C_SHUFFLE,3938,46.78093364985628,1006,0.07874421355849703,0.5072342327234494,-0.4678093364985618,,,-0.013809464626105338,0.011174938784832817,-0.008614666362424844,0.004086905915367808,0.0021851384264791763,1.013338824888703,0.9853049141213706,1.0493458823606727,1.1926071464564196,1.126470341614643,0.9870556329751279,1.0876571050489494
SMALL,C_SPY,3938,26.1971511096732,23,0.1059035956744403,0.8538889041359328,-0.2619715110967321,2020-02-19,2020-03-23,-0.10396413592758398,0.06317041098209446,-0.043219569115088854,0.0005589043368190619,-0.012290874241314191,0.8821542253563799,0.9720632213714682,0.8885971717805109,0.7809386676205787,0.4984182240306585,0.35607692170574995,0.5064695192436436
