panel,bookrule,cost,credit,treat,cash,CAGR,Sharpe,MaxDD,CAGR_floor,m_H1,m_H2,m_OOS,m_DD,m_CAGR,m_min,m_bind,pass4b
u56,v2,10.0,0.0,C0,0.4672340097229823,0.08631725018912006,1.2021400972482479,-0.12054946142590717,0.10607970498984544,0.27217029362533884,0.3541624446114785,0.4030581574681745,0.0817539502744826,-0.019762454800725374,-0.019762454800725374,CAGR,False
u56,v2,10.0,150.0,C1,0.4672599468754078,0.09395187938537419,1.3009260499180626,-0.12016946725418853,0.10607970498984544,0.3761034528777628,0.44862447335555344,0.4983728862932263,0.08213394444620123,-0.012127825604471246,-0.012127825604471246,CAGR,False
u56,v2,10.0,150.0,C2,0.4672599468754078,0.09395187938537419,1.0895901140390596,-0.12016946725418853,0.10607970498984544,0.24305503310164522,0.32760534641639416,0.3752708902861983,0.08213394444620123,-0.012127825604471246,-0.012127825604471246,CAGR,False
u56,v2,10.0,300.0,C1,0.4672858829062196,0.10164076302992964,1.3997313050452407,-0.11978927670920825,0.10607970498984544,0.4800559864744197,0.543105640232047,0.5937073191154852,0.08251413499118151,-0.004438941959915801,-0.004438941959915801,CAGR,False
u56,v2,10.0,300.0,C2,0.4672858829062196,0.10164076302992964,0.9770306812098328,-0.11978927670920825,0.10607970498984544,0.2139310340324232,0.30103831155862837,0.34747242410162515,0.08251413499118151,-0.004438941959915801,-0.004438941959915801,CAGR,False
u56,v2,25.0,0.0,C0,0.4672340097229823,0.08342936664540934,1.164549391629261,-0.12092634875468689,0.10607970498984544,0.2343517880429401,0.3166656322720184,0.3662015145820433,0.08137706294570288,-0.022650338344436097,-0.022650338344436097,CAGR,False
u56,v2,25.0,150.0,C1,0.4672599468754078,0.0910443031685455,1.263333709947189,-0.12054650986517623,0.10607970498984544,0.33828065605616386,0.4111278698398454,0.46151675465814124,0.08175690183521353,-0.015035401821299935,-0.015035401821299935,CAGR,False
u56,v2,25.0,150.0,C2,0.4672599468754078,0.0910443031685455,1.052012507659485,-0.12054650986517623,0.10607970498984544,0.20525441025378321,0.2901181664896535,0.33842414781320684,0.08175690183521353,-0.015035401821299935,-0.015035401821299935,CAGR,False
u56,v2,25.0,300.0,C1,0.4672858829062196,0.09871332541467281,1.3621372670811744,-0.12016647933779301,0.10607970498984544,0.442228901379491,0.505609130745465,0.556851565411041,0.08213693236259675,-0.007366379575172624,-0.007366379575172624,CAGR,False
u56,v2,25.0,300.0,C2,0.4672858829062196,0.09871332541467281,0.9394656495688984,-0.12016647933779301,0.10607970498984544,0.1761476853472328,0.26356030411977616,0.3106350601473682,0.08213693236259675,-0.007366379575172624,-0.007366379575172624,CAGR,False
