correction_set,domain_rule,decisions,applied,decisive,moved,mean_oos_Sharpe,mean_oos_CAGR,worst_oos_MaxDD,n_4a,n_4b
C_ALL,R_LOOSE,12,12,0,0,0.9338850823050246,0.14958335591800279,-0.3049132865050129,0,4
C_ALL,R_STATED,12,6,0,0,0.9338850823050246,0.14958335591800279,-0.3049132865050129,0,4
C_ALL,R_TABULATED,12,6,0,0,0.9338850823050246,0.14958335591800279,-0.3049132865050129,0,4
C_COUNT,R_LOOSE,12,12,0,0,0.9338850823050246,0.14958335591800279,-0.3049132865050129,0,4
C_COUNT,R_STATED,12,6,0,0,0.9338850823050246,0.14958335591800279,-0.3049132865050129,0,4
C_COUNT,R_TABULATED,12,6,0,0,0.9338850823050246,0.14958335591800279,-0.3049132865050129,0,4
C_D2,R_LOOSE,12,12,0,0,0.9338850823050246,0.14958335591800279,-0.3049132865050129,0,4
C_D2,R_STATED,12,6,0,0,0.9338850823050246,0.14958335591800279,-0.3049132865050129,0,4
C_D2,R_TABULATED,12,6,0,0,0.9338850823050246,0.14958335591800279,-0.3049132865050129,0,4
