panel,cadence,m,fold_start,is_fold,ladder,rung,moved,moved_value,OOS_Sharpe
U56,QUARTER,4,1572,True,N,10,True,True,1.156998401471033
U56,QUARTER,4,1635,True,N,10,True,True,1.4290450612493786
U56,QUARTER,4,1699,True,N,10,True,True,0.4808946248189871
U56,QUARTER,4,1763,True,N,10,True,True,2.272913913484724
U56,QUARTER,4,1824,True,N,10,True,True,0.7555981383216254
U56,QUARTER,4,1887,True,N,10,True,True,-0.8606983914917627
U56,QUARTER,4,1951,True,N,15,True,True,3.079073245444742
U56,QUARTER,4,2015,True,N,15,True,True,-0.6735595757441135
U56,QUARTER,4,2076,True,N,15,True,True,2.090666947270325
U56,QUARTER,4,2140,True,N,15,True,True,1.8130626944645452
U56,QUARTER,4,2204,True,N,15,True,True,2.5300647136477514
U56,QUARTER,4,2267,False,N,15,True,True,3.6383454720001245
U56,QUARTER,4,2329,False,N,15,True,True,1.6501571518176574
U56,QUARTER,4,2392,False,N,15,True,True,1.8036020324838495
U56,QUARTER,4,2455,False,N,15,True,True,2.294580368843324
U56,QUARTER,4,2518,False,N,15,True,True,1.4857007538928964
U56,QUARTER,4,2579,False,N,15,True,True,2.0447304794627708
U56,QUARTER,4,2643,False,N,15,True,True,4.088999030462816
U56,QUARTER,4,2706,False,N,15,True,True,-2.814809156643431
U56,QUARTER,4,2769,False,N,10,True,True,2.9819601238772924
U56,QUARTER,4,2830,False,N,15,True,True,1.2448094815855055
U56,QUARTER,4,2893,False,N,15,True,True,-0.14835650530945893
U56,QUARTER,4,2957,False,N,10,True,True,3.3074628863574405
U56,QUARTER,4,3021,False,N,15,True,True,-0.8972260986949482
U56,QUARTER,4,3083,False,N,10,True,True,3.4533912620410514
U56,QUARTER,4,3146,False,N,15,True,True,2.8230569910365473
U56,QUARTER,4,3210,False,N,15,True,True,1.73506871953198
U56,QUARTER,4,3274,False,N,15,True,True,0.33858578157936775
U56,QUARTER,4,3335,False,N,15,True,True,2.625475422042174
U56,QUARTER,4,3398,False,N,15,True,True,0.012765689730876138
U56,QUARTER,4,3462,False,N,15,True,True,2.8731302850684193
U56,QUARTER,4,3526,False,N,15,True,True,0.42942789150218535
U56,QUARTER,4,3588,False,N,15,True,True,-1.9496266067776362
U56,QUARTER,4,3650,False,N,15,True,True,-0.12090266926851402
U56,QUARTER,4,3714,False,N,15,True,True,2.32794383591147
U56,QUARTER,4,3777,False,N,15,True,True,0.22995973076809834
U56,QUARTER,4,3839,False,N,15,True,True,4.654296399304511
U56,QUARTER,4,3901,False,N,15,True,True,-0.9446649376536035
U56,QUARTER,4,3964,False,N,15,True,True,3.687386236648363
U56,QUARTER,4,4027,False,N,15,True,True,4.263282965829855
U56,QUARTER,4,4088,False,N,15,True,True,0.916134016701269
U56,QUARTER,4,4151,False,N,15,True,True,1.025352285551699
U56,QUARTER,4,4215,False,N,15,True,True,2.346687814512874
U56,QUARTER,4,4279,False,N,15,True,True,-1.0007143451270455
U56,QUARTER,4,4339,False,N,15,True,True,1.7501690706460689
U56,QUARTER,4,4401,False,N,15,True,True,3.85832053042502
U56,QUARTER,4,4465,False,N,15,True,True,0.7337800408158554
U56,QUARTER,4,4529,False,N,15,True,True,-0.17824149344005288
U56,QUARTER,4,4590,False,N,15,True,True,3.7541857387857682
U56,QUARTER,4,4652,False,N,15,True,True,1.8061375464942198
U56,QUARTER,8,566,True,N,10,True,True,-2.044555617113697
U56,QUARTER,8,629,True,N,40,True,True,3.3476219391863253
U56,QUARTER,8,693,True,N,40,True,True,3.5805385290630305
U56,QUARTER,8,757,True,N,40,True,True,2.137058466815996
U56,QUARTER,8,819,True,N,40,True,True,-0.11602864961207363
U56,QUARTER,8,882,True,N,40,True,True,-1.6516483052434636
U56,QUARTER,8,946,True,N,40,True,True,1.3869494869932308
U56,QUARTER,8,1009,True,N,40,True,True,5.180191544641873
U56,QUARTER,8,1071,True,N,40,True,True,-0.6657171613370546
U56,QUARTER,8,1134,True,N,40,True,True,1.5562893195826797
U56,QUARTER,8,1197,True,N,40,True,True,0.12459530387573028
U56,QUARTER,8,1259,True,N,40,True,True,3.9884593751310606
U56,QUARTER,8,1319,True,N,40,True,True,1.125399253192995
U56,QUARTER,8,1383,True,N,5,True,True,3.097574531192937
U56,QUARTER,8,1447,True,N,5,True,True,2.3042761537645724
U56,QUARTER,8,1511,True,N,5,True,True,0.5734414039496324
U56,QUARTER,8,1572,True,N,5,True,True,0.9914650541510817
U56,QUARTER,8,1635,True,N,40,True,True,0.10635772797238453
U56,QUARTER,8,1699,True,N,5,True,True,0.7296744885383271
U56,QUARTER,8,1763,True,N,5,True,True,1.7778352171803222
U56,QUARTER,8,1824,True,N,5,True,True,0.6450525027060685
U56,QUARTER,8,1887,True,N,5,True,True,-1.1757018662085377
U56,QUARTER,8,1951,True,N,40,True,True,2.4992591562376667
U56,QUARTER,8,2015,True,N,5,True,True,-1.2006855481678178
U56,QUARTER,8,2076,True,N,40,True,True,2.0522490324300136
U56,QUARTER,8,2140,True,N,40,True,True,1.923512011239096
U56,QUARTER,8,2204,True,N,40,True,True,1.4147224547848072
U56,QUARTER,8,2267,False,N,40,True,True,4.39906931561487
U56,QUARTER,8,2329,False,N,40,True,True,1.887707809634945
U56,QUARTER,8,2392,False,N,40,True,True,2.388993771182316
U56,QUARTER,8,2455,False,N,40,True,True,3.2890661030492025
U56,QUARTER,8,2518,False,N,40,True,True,0.47892116812516755
U56,QUARTER,8,2579,False,N,15,True,True,2.0447304794627708
U56,QUARTER,8,2643,False,N,15,True,True,4.088999030462816
U56,QUARTER,8,2706,False,N,15,True,True,-2.814809156643431
U56,QUARTER,8,2769,False,N,10,True,True,2.9819601238772924
U56,QUARTER,8,2830,False,N,15,True,True,1.2448094815855055
U56,QUARTER,8,2893,False,N,15,True,True,-0.14835650530945893
U56,QUARTER,8,2957,False,N,10,True,True,3.3074628863574405
U56,QUARTER,8,3021,False,N,40,True,True,-0.9497768323074025
U56,QUARTER,8,3083,False,N,10,True,True,3.4533912620410514
U56,QUARTER,8,3146,False,N,15,True,True,2.8230569910365473
U56,QUARTER,8,3210,False,N,15,True,True,1.73506871953198
U56,QUARTER,8,3274,False,N,15,True,True,0.33858578157936775
U56,QUARTER,8,3335,False,N,15,True,True,2.625475422042174
U56,QUARTER,8,3398,False,N,40,True,True,0.711303248871205
U56,QUARTER,8,3462,False,N,40,True,True,2.53227035694846
U56,QUARTER,8,3526,False,N,40,True,True,-0.6416919557358631
U56,QUARTER,8,3588,False,N,15,True,True,-1.9496266067776362
U56,QUARTER,8,3650,False,N,15,True,True,-0.12090266926851402
U56,QUARTER,8,3714,False,N,15,True,True,2.32794383591147
U56,QUARTER,8,3777,False,N,15,True,True,0.22995973076809834
U56,QUARTER,8,3839,False,N,15,True,True,4.654296399304511
U56,QUARTER,8,3901,False,N,15,True,True,-0.9446649376536035
U56,QUARTER,8,3964,False,N,15,True,True,3.687386236648363
U56,QUARTER,8,4027,False,N,15,True,True,4.263282965829855
U56,QUARTER,8,4088,False,N,15,True,True,0.916134016701269
U56,QUARTER,8,4151,False,N,15,True,True,1.025352285551699
U56,QUARTER,8,4215,False,N,15,True,True,2.346687814512874
U56,QUARTER,8,4279,False,N,15,True,True,-1.0007143451270455
U56,QUARTER,8,4339,False,N,15,True,True,1.7501690706460689
U56,QUARTER,8,4401,False,N,15,True,True,3.85832053042502
U56,QUARTER,8,4465,False,N,15,True,True,0.7337800408158554
U56,QUARTER,8,4529,False,N,15,True,True,-0.17824149344005288
U56,QUARTER,8,4590,False,N,15,True,True,3.7541857387857682
U56,QUARTER,8,4652,False,N,15,True,True,1.8061375464942198
U56,QUARTER,14,566,True,N,10,True,True,-2.044555617113697
U56,QUARTER,14,629,True,N,40,True,True,3.3476219391863253
U56,QUARTER,14,693,True,N,40,True,True,3.5805385290630305
U56,QUARTER,14,757,True,N,40,True,True,2.137058466815996
U56,QUARTER,14,819,True,N,40,True,True,-0.11602864961207363
U56,QUARTER,14,882,True,N,40,True,True,-1.6516483052434636
U56,QUARTER,14,946,True,N,40,True,True,1.3869494869932308
U56,QUARTER,14,1009,True,N,40,True,True,5.180191544641873
U56,QUARTER,14,1071,True,N,40,True,True,-0.6657171613370546
U56,QUARTER,14,1134,True,N,40,True,True,1.5562893195826797
U56,QUARTER,14,1197,True,N,40,True,True,0.12459530387573028
U56,QUARTER,14,1259,True,N,40,True,True,3.9884593751310606
U56,QUARTER,14,1319,True,N,40,True,True,1.125399253192995
U56,QUARTER,14,1383,True,N,5,True,True,3.097574531192937
U56,QUARTER,14,1447,True,N,5,True,True,2.3042761537645724
U56,QUARTER,14,1511,True,N,5,True,True,0.5734414039496324
U56,QUARTER,14,1572,True,N,5,True,True,0.9914650541510817
U56,QUARTER,14,1635,True,N,40,True,True,0.10635772797238453
U56,QUARTER,14,1699,True,N,5,True,True,0.7296744885383271
U56,QUARTER,14,1763,True,N,5,True,True,1.7778352171803222
U56,QUARTER,14,1824,True,N,5,True,True,0.6450525027060685
U56,QUARTER,14,1887,True,N,5,True,True,-1.1757018662085377
U56,QUARTER,14,1951,True,N,40,True,True,2.4992591562376667
U56,QUARTER,14,2015,True,N,5,True,True,-1.2006855481678178
U56,QUARTER,14,2076,True,N,40,True,True,2.0522490324300136
U56,QUARTER,14,2140,True,N,40,True,True,1.923512011239096
U56,QUARTER,14,2204,True,N,40,True,True,1.4147224547848072
U56,QUARTER,14,2267,False,N,40,True,True,4.39906931561487
U56,QUARTER,14,2329,False,N,40,True,True,1.887707809634945
U56,QUARTER,14,2392,False,N,40,True,True,2.388993771182316
U56,QUARTER,14,2455,False,N,40,True,True,3.2890661030492025
U56,QUARTER,14,2518,False,N,40,True,True,0.47892116812516755
U56,QUARTER,14,2579,False,N,15,True,True,2.0447304794627708
U56,QUARTER,14,2643,False,N,15,True,True,4.088999030462816
U56,QUARTER,14,2706,False,N,15,True,True,-2.814809156643431
U56,QUARTER,14,2769,False,N,10,True,True,2.9819601238772924
U56,QUARTER,14,2830,False,N,15,True,True,1.2448094815855055
U56,QUARTER,14,2893,False,N,15,True,True,-0.14835650530945893
U56,QUARTER,14,2957,False,N,10,True,True,3.3074628863574405
U56,QUARTER,14,3021,False,N,40,True,True,-0.9497768323074025
U56,QUARTER,14,3083,False,N,10,True,True,3.4533912620410514
U56,QUARTER,14,3146,False,H,252,True,True,2.6929660863220968
U56,QUARTER,14,3210,False,H,252,True,True,1.8158291529418156
U56,QUARTER,14,3274,False,H,252,True,True,-0.09045572055633785
U56,QUARTER,14,3335,False,H,252,True,True,2.224298512848264
U56,QUARTER,14,3398,False,N,40,True,True,0.711303248871205
U56,QUARTER,14,3462,False,N,40,True,True,2.53227035694846
U56,QUARTER,14,3526,False,N,40,True,True,-0.6416919557358631
U56,QUARTER,14,3588,False,N,15,True,True,-1.9496266067776362
U56,QUARTER,14,3650,False,H,21,True,True,-2.176507435252831
U56,QUARTER,14,3714,False,N,15,True,True,2.32794383591147
U56,QUARTER,14,3777,False,N,15,True,True,0.22995973076809834
U56,QUARTER,14,3839,False,N,15,True,True,4.654296399304511
U56,QUARTER,14,3901,False,N,15,True,True,-0.9446649376536035
U56,QUARTER,14,3964,False,N,15,True,True,3.687386236648363
U56,QUARTER,14,4027,False,N,15,True,True,4.263282965829855
U56,QUARTER,14,4088,False,N,15,True,True,0.916134016701269
U56,QUARTER,14,4151,False,N,15,True,True,1.025352285551699
U56,QUARTER,14,4215,False,H,252,True,True,1.9939723919638452
U56,QUARTER,14,4279,False,N,15,True,True,-1.0007143451270455
U56,QUARTER,14,4339,False,H,252,True,True,1.7413301780702939
U56,QUARTER,14,4401,False,H,252,True,True,4.392154383912903
U56,QUARTER,14,4465,False,H,252,True,True,0.6581987715808195
U56,QUARTER,14,4529,False,H,252,True,True,-0.5709546210274252
U56,QUARTER,14,4590,False,H,252,True,True,1.3097538046839476
U56,QUARTER,14,4652,False,N,15,True,True,1.8061375464942198
U56,QUARTER,20,566,True,N,10,True,True,-2.044555617113697
U56,QUARTER,20,629,True,N,40,True,True,3.3476219391863253
U56,QUARTER,20,693,True,N,40,True,True,3.5805385290630305
U56,QUARTER,20,757,True,N,40,True,True,2.137058466815996
U56,QUARTER,20,819,True,N,40,True,True,-0.11602864961207363
U56,QUARTER,20,882,True,N,40,True,True,-1.6516483052434636
U56,QUARTER,20,946,True,N,40,True,True,1.3869494869932308
U56,QUARTER,20,1009,True,N,40,True,True,5.180191544641873
U56,QUARTER,20,1071,True,N,40,True,True,-0.6657171613370546
U56,QUARTER,20,1134,True,N,40,True,True,1.5562893195826797
U56,QUARTER,20,1197,True,N,40,True,True,0.12459530387573028
U56,QUARTER,20,1259,True,N,40,True,True,3.9884593751310606
U56,QUARTER,20,1319,True,N,40,True,True,1.125399253192995
U56,QUARTER,20,1383,True,N,5,True,True,3.097574531192937
U56,QUARTER,20,1447,True,N,5,True,True,2.3042761537645724
U56,QUARTER,20,1511,True,N,5,True,True,0.5734414039496324
U56,QUARTER,20,1572,True,N,5,True,True,0.9914650541510817
U56,QUARTER,20,1635,True,N,40,True,True,0.10635772797238453
U56,QUARTER,20,1699,True,N,5,True,True,0.7296744885383271
U56,QUARTER,20,1763,True,N,5,True,True,1.7778352171803222
U56,QUARTER,20,1824,True,N,5,True,True,0.6450525027060685
U56,QUARTER,20,1887,True,N,5,True,True,-1.1757018662085377
U56,QUARTER,20,1951,True,N,40,True,True,2.4992591562376667
U56,QUARTER,20,2015,True,N,5,True,True,-1.2006855481678178
U56,QUARTER,20,2076,True,N,40,True,True,2.0522490324300136
U56,QUARTER,20,2140,True,N,40,True,True,1.923512011239096
U56,QUARTER,20,2204,True,N,40,True,True,1.4147224547848072
U56,QUARTER,20,2267,False,N,40,True,True,4.39906931561487
U56,QUARTER,20,2329,False,N,40,True,True,1.887707809634945
U56,QUARTER,20,2392,False,N,40,True,True,2.388993771182316
U56,QUARTER,20,2455,False,N,40,True,True,3.2890661030492025
U56,QUARTER,20,2518,False,N,40,True,True,0.47892116812516755
U56,QUARTER,20,2579,False,N,15,True,True,2.0447304794627708
U56,QUARTER,20,2643,False,N,15,True,True,4.088999030462816
U56,QUARTER,20,2706,False,N,15,True,True,-2.814809156643431
U56,QUARTER,20,2769,False,N,10,True,True,2.9819601238772924
U56,QUARTER,20,2830,False,N,15,True,True,1.2448094815855055
U56,QUARTER,20,2893,False,N,15,True,True,-0.14835650530945893
U56,QUARTER,20,2957,False,N,10,True,True,3.3074628863574405
U56,QUARTER,20,3021,False,N,40,True,True,-0.9497768323074025
U56,QUARTER,20,3083,False,N,10,True,True,3.4533912620410514
U56,QUARTER,20,3146,False,H,252,True,True,2.6929660863220968
U56,QUARTER,20,3210,False,H,252,True,True,1.8158291529418156
U56,QUARTER,20,3274,False,H,252,True,True,-0.09045572055633785
U56,QUARTER,20,3335,False,CADENCE,M,True,True,2.61195455035729
U56,QUARTER,20,3398,False,CADENCE,M,True,True,0.6963847502393834
U56,QUARTER,20,3462,False,CADENCE,M,True,True,1.4814889950145764
U56,QUARTER,20,3526,False,N,40,True,True,-0.6416919557358631
U56,QUARTER,20,3588,False,N,15,True,True,-1.9496266067776362
U56,QUARTER,20,3650,False,H,21,True,True,-2.176507435252831
U56,QUARTER,20,3714,False,N,15,True,True,2.32794383591147
U56,QUARTER,20,3777,False,N,15,True,True,0.22995973076809834
U56,QUARTER,20,3839,False,N,15,True,True,4.654296399304511
U56,QUARTER,20,3901,False,N,15,True,True,-0.9446649376536035
U56,QUARTER,20,3964,False,N,15,True,True,3.687386236648363
U56,QUARTER,20,4027,False,N,15,True,True,4.263282965829855
U56,QUARTER,20,4088,False,N,15,True,True,0.916134016701269
U56,QUARTER,20,4151,False,N,15,True,True,1.025352285551699
U56,QUARTER,20,4215,False,H,252,True,True,1.9939723919638452
U56,QUARTER,20,4279,False,N,15,True,True,-1.0007143451270455
U56,QUARTER,20,4339,False,H,252,True,True,1.7413301780702939
U56,QUARTER,20,4401,False,H,252,True,True,4.392154383912903
U56,QUARTER,20,4465,False,H,252,True,True,0.6581987715808195
U56,QUARTER,20,4529,False,H,252,True,True,-0.5709546210274252
U56,QUARTER,20,4590,False,H,252,True,True,1.3097538046839476
U56,QUARTER,20,4652,False,N,15,True,True,1.8061375464942198
U56,YEAR,1,757,True,CADENCE,W,False,False,-0.2113827661148031
U56,YEAR,1,1009,True,CADENCE,W,False,False,1.5573000841813864
U56,YEAR,1,1259,True,CADENCE,W,False,False,2.5568857038167834
U56,YEAR,1,1511,True,CADENCE,W,False,False,0.8921107325943569
U56,YEAR,1,1763,True,CADENCE,W,False,False,1.1970392197168795
U56,YEAR,1,2015,True,CADENCE,W,False,False,1.064881337722707
U56,YEAR,1,2267,False,CADENCE,W,False,False,2.2713449074391034
U56,YEAR,1,2518,False,CADENCE,W,False,False,0.27841926344661655
U56,YEAR,1,2769,False,CADENCE,W,False,False,1.9836618210743198
U56,YEAR,1,3021,False,CADENCE,W,False,False,1.168455535411927
