panel,cost_bps,chooser,pick_target,pick_window,picks_inherited,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4b_oos,keep4b_full,keep4a,dSharpe_OOS_vs_twin
U56,0,C_SHARPE,0.15,20,True,0.15920399212752034,1.2492903441081227,-0.1904574573534994,True,True,False,0.11587217347559142
U56,0,C_CAGR,0.25,40,False,0.17269767910173295,1.1356239297762964,-0.2486820777627604,False,False,False,0.002335092009560613
U56,0,C_CALMAR,0.2,40,False,0.165208352194385,1.1416776288825243,-0.22654770173461825,False,False,False,0.008349137343188762
U56,0,C_MEMO,0.1,10,False,0.13654862964814973,1.315594157941823,-0.14149243730913708,True,True,False,0.18193827090411596
U56,0,"C_INHERITED (incumbent, NOT a chooser)",0.15,20,True,0.15920399212752034,1.2492903441081227,-0.1904574573534994,True,True,False,0.11587217347559142
U56,10,C_SHARPE,0.15,20,True,0.15681276627708796,1.2327168326042066,-0.19292357075706257,True,True,False,0.10635241357720782
U56,10,C_CAGR,0.25,40,False,0.17121042532348651,1.1270956201110012,-0.2491410814528594,False,False,False,0.0008579256086842513
U56,10,C_CALMAR,0.2,40,False,0.16360466318889144,1.131950117120029,-0.22705708229470145,False,False,False,0.005671914555174462
U56,10,C_MEMO,0.1,10,False,0.1310542309961491,1.2677980318675584,-0.1422479681769997,True,True,False,0.14124473736652488
U56,10,"C_INHERITED (incumbent, NOT a chooser)",0.15,20,True,0.15681276627708796,1.2327168326042066,-0.19292357075706257,True,True,False,0.10635241357720782
U56,25,C_SHARPE,0.2,40,False,0.16120307671919631,1.1173540471660428,-0.2278207973837808,False,False,False,0.0016528471792929267
U56,25,C_CAGR,0.25,40,False,0.16898293669049802,1.114300519926362,-0.24982933233352678,False,False,False,-0.0013588930829944168
U56,25,C_CALMAR,0.2,40,False,0.16120307671919631,1.1173540471660428,-0.2278207973837808,False,False,False,0.0016528471792929267
U56,25,C_MEMO,0.1,20,False,0.1273148820576928,1.2474167327207168,-0.14855115767056282,True,True,False,0.13151699161960728
U56,25,"C_INHERITED (incumbent, NOT a chooser)",0.15,20,True,0.15323468804021712,1.20782497945829,-0.1966091265731178,True,True,False,0.09204276646414833
U56,50,C_SHARPE,0.2,40,False,0.15721093589312685,1.0930154058648838,-0.22935033297452667,False,False,False,-0.005053428043416908
U56,50,C_CAGR,0.25,40,False,0.16527948333346743,1.0929688730666527,-0.2509757382503778,False,False,False,-0.005056049038998589
U56,50,C_CALMAR,0.2,40,False,0.15721093589312685,1.0930154058648838,-0.22935033297452667,False,False,False,-0.005053428043416908
U56,50,C_MEMO,0.125,10,False,0.1336571020573356,1.16033986212009,-0.1758753071005179,True,True,False,0.062166481910013394
U56,50,"C_INHERITED (incumbent, NOT a chooser)",0.15,20,True,0.14729451341234134,1.1662599122534463,-0.20271558690858293,False,False,False,0.0681187626554951
