panel,anchor,ladder,K,chooser,pick,reach,P_boot,pick_OOS,anchor_OOS,delta,mean_OOS,rank_IS_OOS,spy_OOS
U56,A,N,2,C_ISSHARPE,15,0,0.425,1.1928585103411742,1.1690155684196564,0.023842941921517813,1.1809370393804153,,0.8747033226162612
U56,A,N,2,C_ISCAGR,15,0,0.244,1.1928585103411742,1.1690155684196564,0.023842941921517813,1.1809370393804153,,0.8747033226162612
U56,A,N,2,C_ISDD,20,1,0.654,1.1690155684196564,1.1690155684196564,0.0,1.1809370393804153,,0.8747033226162612
U56,A,N,3,C_ISSHARPE,15,0,0.226,1.1928585103411742,1.1690155684196564,0.023842941921517813,1.1748438285253715,1.0,0.8747033226162612
U56,A,N,3,C_ISCAGR,15,0,0.177,1.1928585103411742,1.1690155684196564,0.023842941921517813,1.1748438285253715,1.0,0.8747033226162612
U56,A,N,3,C_ISDD,20,1,0.209,1.1690155684196564,1.1690155684196564,0.0,1.1748438285253715,1.0,0.8747033226162612
U56,A,N,4,C_ISSHARPE,12,0,0.096,1.1750718567424734,1.1690155684196564,0.006056288322817016,1.1749008355796469,0.7999999999999998,0.8747033226162612
U56,A,N,4,C_ISCAGR,12,0,0.023,1.1750718567424734,1.1690155684196564,0.006056288322817016,1.1749008355796469,0.7999999999999998,0.8747033226162612
U56,A,N,4,C_ISDD,20,1,0.191,1.1690155684196564,1.1690155684196564,0.0,1.1749008355796469,0.7999999999999998,0.8747033226162612
U56,A,N,6,C_ISSHARPE,12,0,0.074,1.1750718567424734,1.1690155684196564,0.006056288322817016,1.1555563314593165,0.3142857142857143,0.8747033226162612
U56,A,N,6,C_ISCAGR,10,0,0.02,1.0974346731743851,1.1690155684196564,-0.07158089524527123,1.1555563314593165,0.3142857142857143,0.8747033226162612
U56,A,N,6,C_ISDD,20,1,0.097,1.1690155684196564,1.1690155684196564,0.0,1.1555563314593165,0.3142857142857143,0.8747033226162612
U56,A,N,8,C_ISSHARPE,12,0,0.048,1.1750718567424734,1.1690155684196564,0.006056288322817016,1.1149363036677493,0.40476190476190477,0.8747033226162612
U56,A,N,8,C_ISCAGR,5,0,0.01,0.9060838087852843,1.1690155684196564,-0.2629317596343721,1.1149363036677493,0.40476190476190477,0.8747033226162612
U56,A,N,8,C_ISDD,20,1,0.089,1.1690155684196564,1.1690155684196564,0.0,1.1149363036677493,0.40476190476190477,0.8747033226162612
U56,A,H,2,C_ISSHARPE,90,0,0.267,1.1055854458430214,1.1690155684196564,-0.06343012257663494,1.137300507131339,,0.8747033226162612
U56,A,H,2,C_ISCAGR,90,0,0.353,1.1055854458430214,1.1690155684196564,-0.06343012257663494,1.137300507131339,,0.8747033226162612
U56,A,H,2,C_ISDD,90,0,0.146,1.1055854458430214,1.1690155684196564,-0.06343012257663494,1.137300507131339,,0.8747033226162612
U56,A,H,3,C_ISSHARPE,189,0,0.017,1.0526948324707202,1.1690155684196564,-0.11632073594893622,1.1090986155777993,-1.0,0.8747033226162612
U56,A,H,3,C_ISCAGR,189,0,0.066,1.0526948324707202,1.1690155684196564,-0.11632073594893622,1.1090986155777993,-1.0,0.8747033226162612
U56,A,H,3,C_ISDD,90,0,0.012,1.1055854458430214,1.1690155684196564,-0.06343012257663494,1.1090986155777993,-1.0,0.8747033226162612
U56,A,H,4,C_ISSHARPE,189,0,0.022,1.0526948324707202,1.1690155684196564,-0.11632073594893622,1.1084605732401611,-0.7999999999999998,0.8747033226162612
U56,A,H,4,C_ISCAGR,189,0,0.069,1.0526948324707202,1.1690155684196564,-0.11632073594893622,1.1084605732401611,-0.7999999999999998,0.8747033226162612
U56,A,H,4,C_ISDD,90,0,0.009,1.1055854458430214,1.1690155684196564,-0.06343012257663494,1.1084605732401611,-0.7999999999999998,0.8747033226162612
U56,A,H,6,C_ISSHARPE,189,0,0.017,1.0526948324707202,1.1690155684196564,-0.11632073594893622,1.110699745847784,-0.5428571428571428,0.8747033226162612
U56,A,H,6,C_ISCAGR,189,0,0.073,1.0526948324707202,1.1690155684196564,-0.11632073594893622,1.110699745847784,-0.5428571428571428,0.8747033226162612
U56,A,H,6,C_ISDD,21,0,0.006,1.1184397798067252,1.1690155684196564,-0.050575788612931216,1.110699745847784,-0.5428571428571428,0.8747033226162612
U56,A,H,8,C_ISSHARPE,189,0,0.019,1.0526948324707202,1.1690155684196564,-0.11632073594893622,1.1225312617577292,-0.5952380952380952,0.8747033226162612
U56,A,H,8,C_ISCAGR,189,0,0.08,1.0526948324707202,1.1690155684196564,-0.11632073594893622,1.1225312617577292,-0.5952380952380952,0.8747033226162612
U56,A,H,8,C_ISDD,10,0,0.008,1.149374252546475,1.1690155684196564,-0.01964131587318141,1.1225312617577292,-0.5952380952380952,0.8747033226162612
U56,A,GROSS,2,C_ISSHARPE,0.75,1,0.744,1.1690155684196564,1.1690155684196564,0.0,1.1688123712573364,,0.8747033226162612
U56,A,GROSS,2,C_ISCAGR,0.75,1,1.0,1.1690155684196564,1.1690155684196564,0.0,1.1688123712573364,,0.8747033226162612
U56,A,GROSS,2,C_ISDD,0.65,0,0.0,1.1686091740950164,1.1690155684196564,-0.00040639432463995817,1.1688123712573364,,0.8747033226162612
U56,A,GROSS,3,C_ISSHARPE,0.85,0,0.061,1.1693750274611296,1.1690155684196564,0.0003594590414732757,1.1689999233252675,1.0,0.8747033226162612
U56,A,GROSS,3,C_ISCAGR,0.85,0,0.0,1.1693750274611296,1.1690155684196564,0.0003594590414732757,1.1689999233252675,1.0,0.8747033226162612
U56,A,GROSS,3,C_ISDD,0.65,0,0.0,1.1686091740950164,1.1690155684196564,-0.00040639432463995817,1.1689999233252675,1.0,0.8747033226162612
U56,A,GROSS,4,C_ISSHARPE,0.85,0,0.042,1.1693750274611296,1.1690155684196564,0.0003594590414732757,1.168790207525597,0.9999999999999998,0.8747033226162612
U56,A,GROSS,4,C_ISCAGR,0.85,0,0.0,1.1693750274611296,1.1690155684196564,0.0003594590414732757,1.168790207525597,0.9999999999999998,0.8747033226162612
U56,A,GROSS,4,C_ISDD,0.55,0,0.0,1.1681610601265848,1.1690155684196564,-0.0008545082930715431,1.168790207525597,0.9999999999999998,0.8747033226162612
U56,A,GROSS,6,C_ISSHARPE,1.0,0,0.044,1.169824974619825,1.1690155684196564,0.0008094062001686719,1.168776584723605,1.0,0.8747033226162612
U56,A,GROSS,6,C_ISCAGR,1.0,0,0.0,1.169824974619825,1.1690155684196564,0.0008094062001686719,1.168776584723605,1.0,0.8747033226162612
U56,A,GROSS,6,C_ISDD,0.45,0,0.0,1.1676737036194167,1.1690155684196564,-0.0013418648002396782,1.168776584723605,1.0,0.8747033226162612
U56,A,GROSS,8,C_ISSHARPE,1.0,0,0.045,1.169824974619825,1.1690155684196564,0.0008094062001686719,1.168299455907989,1.0,0.8747033226162612
U56,A,GROSS,8,C_ISCAGR,1.0,0,0.0,1.169824974619825,1.1690155684196564,0.0008094062001686719,1.168299455907989,1.0,0.8747033226162612
U56,A,GROSS,8,C_ISDD,0.25,0,0.0,1.1665879955127398,1.1690155684196564,-0.002427572906916531,1.168299455907989,1.0,0.8747033226162612
U56,A,CADENCE,2,C_ISSHARPE,W,1,0.685,1.1690155684196564,1.1690155684196564,0.0,1.1471846854038512,,0.8747033226162612
U56,A,CADENCE,2,C_ISCAGR,W,1,0.725,1.1690155684196564,1.1690155684196564,0.0,1.1471846854038512,,0.8747033226162612
U56,A,CADENCE,2,C_ISDD,D,0,0.459,1.1253538023880458,1.1690155684196564,-0.04366176603161054,1.1471846854038512,,0.8747033226162612
U56,A,CADENCE,3,C_ISSHARPE,2W,0,0.21,1.1477439869967874,1.1690155684196564,-0.021271581422869,1.1473711192681633,0.5,0.8747033226162612
U56,A,CADENCE,3,C_ISCAGR,2W,0,0.276,1.1477439869967874,1.1690155684196564,-0.021271581422869,1.1473711192681633,0.5,0.8747033226162612
U56,A,CADENCE,3,C_ISDD,D,0,0.132,1.1253538023880458,1.1690155684196564,-0.04366176603161054,1.1473711192681633,0.5,0.8747033226162612
U56,A,CADENCE,4,C_ISSHARPE,2W,0,0.169,1.1477439869967874,1.1690155684196564,-0.021271581422869,1.1304012217499164,0.5999999999999999,0.8747033226162612
U56,A,CADENCE,4,C_ISCAGR,2W,0,0.245,1.1477439869967874,1.1690155684196564,-0.021271581422869,1.1304012217499164,0.5999999999999999,0.8747033226162612
U56,A,CADENCE,4,C_ISDD,D,0,0.069,1.1253538023880458,1.1690155684196564,-0.04366176603161054,1.1304012217499164,0.5999999999999999,0.8747033226162612
U56,A,CADENCE,6,C_ISSHARPE,2W,0,0.101,1.1477439869967874,1.1690155684196564,-0.021271581422869,1.1429992813460546,-0.02857142857142857,0.8747033226162612
U56,A,CADENCE,6,C_ISCAGR,2W,0,0.187,1.1477439869967874,1.1690155684196564,-0.021271581422869,1.1429992813460546,-0.02857142857142857,0.8747033226162612
U56,A,CADENCE,6,C_ISDD,D,0,0.033,1.1253538023880458,1.1690155684196564,-0.04366176603161054,1.1429992813460546,-0.02857142857142857,0.8747033226162612
U56,A,CADENCE,8,C_ISSHARPE,2W,0,0.114,1.1477439869967874,1.1690155684196564,-0.021271581422869,1.1103903548792933,0.5476190476190477,0.8747033226162612
U56,A,CADENCE,8,C_ISCAGR,2W,0,0.201,1.1477439869967874,1.1690155684196564,-0.021271581422869,1.1103903548792933,0.5476190476190477,0.8747033226162612
U56,A,CADENCE,8,C_ISDD,D,0,0.043,1.1253538023880458,1.1690155684196564,-0.04366176603161054,1.1103903548792933,0.5476190476190477,0.8747033226162612
U56,B,N,2,C_ISSHARPE,10,0,0.346,0.9424818192502933,1.0222691173123764,-0.07978729806208307,0.9823754682813348,,0.8747033226162612
U56,B,N,2,C_ISCAGR,10,0,0.045,0.9424818192502933,1.0222691173123764,-0.07978729806208307,0.9823754682813348,,0.8747033226162612
U56,B,N,2,C_ISDD,12,1,0.77,1.0222691173123764,1.0222691173123764,0.0,0.9823754682813348,,0.8747033226162612
U56,B,N,3,C_ISSHARPE,10,0,0.195,0.9424818192502933,1.0222691173123764,-0.07978729806208307,1.0188889407085489,-1.0,0.8747033226162612
U56,B,N,3,C_ISCAGR,10,0,0.046,0.9424818192502933,1.0222691173123764,-0.07978729806208307,1.0188889407085489,-1.0,0.8747033226162612
U56,B,N,3,C_ISDD,12,1,0.243,1.0222691173123764,1.0222691173123764,0.0,1.0188889407085489,-1.0,0.8747033226162612
U56,B,N,4,C_ISSHARPE,10,0,0.201,0.9424818192502933,1.0222691173123764,-0.07978729806208307,0.9939764303192573,0.19999999999999996,0.8747033226162612
U56,B,N,4,C_ISCAGR,10,0,0.025,0.9424818192502933,1.0222691173123764,-0.07978729806208307,0.9939764303192573,0.19999999999999996,0.8747033226162612
U56,B,N,4,C_ISDD,12,1,0.248,1.0222691173123764,1.0222691173123764,0.0,0.9939764303192573,0.19999999999999996,0.8747033226162612
U56,B,N,6,C_ISSHARPE,10,0,0.102,0.9424818192502933,1.0222691173123764,-0.07978729806208307,0.9757164911638135,0.4285714285714286,0.8747033226162612
U56,B,N,6,C_ISCAGR,5,0,0.003,0.6954922165124116,1.0222691173123764,-0.3267769007999648,0.9757164911638135,0.4285714285714286,0.8747033226162612
U56,B,N,6,C_ISDD,20,0,0.061,1.1829010091934413,1.0222691173123764,0.16063189188106497,0.9757164911638135,0.4285714285714286,0.8747033226162612
U56,B,N,8,C_ISSHARPE,10,0,0.095,0.9424818192502933,1.0222691173123764,-0.07978729806208307,1.0013041072199198,0.3333333333333333,0.8747033226162612
U56,B,N,8,C_ISCAGR,5,0,0.008,0.6954922165124116,1.0222691173123764,-0.3267769007999648,1.0013041072199198,0.3333333333333333,0.8747033226162612
U56,B,N,8,C_ISDD,20,0,0.029,1.1829010091934413,1.0222691173123764,0.16063189188106497,1.0013041072199198,0.3333333333333333,0.8747033226162612
U56,B,H,2,C_ISSHARPE,42,0,0.186,1.063078090310802,1.0222691173123764,0.04080897299842556,1.0426736038115891,,0.8747033226162612
U56,B,H,2,C_ISCAGR,42,0,0.219,1.063078090310802,1.0222691173123764,0.04080897299842556,1.0426736038115891,,0.8747033226162612
U56,B,H,2,C_ISDD,42,0,0.415,1.063078090310802,1.0222691173123764,0.04080897299842556,1.0426736038115891,,0.8747033226162612
U56,B,H,3,C_ISSHARPE,42,0,0.152,1.063078090310802,1.0222691173123764,0.04080897299842556,1.0054608697355636,0.5,0.8747033226162612
U56,B,H,3,C_ISCAGR,42,0,0.16,1.063078090310802,1.0222691173123764,0.04080897299842556,1.0054608697355636,0.5,0.8747033226162612
U56,B,H,3,C_ISDD,90,0,0.123,0.9310354015835123,1.0222691173123764,-0.09123371572886407,1.0054608697355636,0.5,0.8747033226162612
U56,B,H,4,C_ISSHARPE,42,0,0.148,1.063078090310802,1.0222691173123764,0.04080897299842556,1.0223093813740989,0.0,0.8747033226162612
U56,B,H,4,C_ISCAGR,42,0,0.154,1.063078090310802,1.0222691173123764,0.04080897299842556,1.0223093813740989,0.0,0.8747033226162612
U56,B,H,4,C_ISDD,90,0,0.107,0.9310354015835123,1.0222691173123764,-0.09123371572886407,1.0223093813740989,0.0,0.8747033226162612
U56,B,H,6,C_ISSHARPE,42,0,0.063,1.063078090310802,1.0222691173123764,0.04080897299842556,1.064874794568069,-0.2571428571428572,0.8747033226162612
U56,B,H,6,C_ISCAGR,42,0,0.079,1.063078090310802,1.0222691173123764,0.04080897299842556,1.064874794568069,-0.2571428571428572,0.8747033226162612
U56,B,H,6,C_ISDD,10,0,0.044,1.223483720996983,1.0222691173123764,0.20121460368460675,1.064874794568069,-0.2571428571428572,0.8747033226162612
U56,B,H,8,C_ISSHARPE,189,0,0.028,0.8677921130534038,1.0222691173123764,-0.1544770042589726,1.06006557518235,-0.6867469879518072,0.8747033226162612
U56,B,H,8,C_ISCAGR,189,0,0.034,0.8677921130534038,1.0222691173123764,-0.1544770042589726,1.06006557518235,-0.6867469879518072,0.8747033226162612
U56,B,H,8,C_ISDD,5,0,0.028,1.223483720996983,1.0222691173123764,0.20121460368460675,1.06006557518235,-0.6867469879518072,0.8747033226162612
U56,B,GROSS,2,C_ISSHARPE,0.55,1,0.99,1.0222691173123764,1.0222691173123764,0.0,1.021434615902498,,0.8747033226162612
U56,B,GROSS,2,C_ISCAGR,0.55,1,1.0,1.0222691173123764,1.0222691173123764,0.0,1.021434615902498,,0.8747033226162612
U56,B,GROSS,2,C_ISDD,0.45,0,0.0,1.0206001144926196,1.0222691173123764,-0.001669002819756793,1.021434615902498,,0.8747033226162612
U56,B,GROSS,3,C_ISSHARPE,0.65,0,0.002,1.0239200158766748,1.0222691173123764,0.001650898564298453,1.022263082560557,1.0,0.8747033226162612
U56,B,GROSS,3,C_ISCAGR,0.65,0,0.0,1.0239200158766748,1.0222691173123764,0.001650898564298453,1.022263082560557,1.0,0.8747033226162612
U56,B,GROSS,3,C_ISDD,0.45,0,0.0,1.0206001144926196,1.0222691173123764,-0.001669002819756793,1.022263082560557,1.0,0.8747033226162612
U56,B,GROSS,4,C_ISSHARPE,0.65,0,0.002,1.0239200158766748,1.0222691173123764,0.001650898564298453,1.0214250099664728,0.9999999999999998,0.8747033226162612
U56,B,GROSS,4,C_ISCAGR,0.65,0,0.0,1.0239200158766748,1.0222691173123764,0.001650898564298453,1.0214250099664728,0.9999999999999998,0.8747033226162612
U56,B,GROSS,4,C_ISDD,0.35,0,0.0,1.0189107921842209,1.0222691173123764,-0.0033583251281554816,1.0214250099664728,0.9999999999999998,0.8747033226162612
U56,B,GROSS,6,C_ISSHARPE,0.75,0,0.0,1.0255472800905547,1.0222691173123764,0.003278162778178384,1.021408073547184,1.0,0.8747033226162612
U56,B,GROSS,6,C_ISCAGR,0.75,0,0.0,1.0255472800905547,1.0222691173123764,0.003278162778178384,1.021408073547184,1.0,0.8747033226162612
U56,B,GROSS,6,C_ISDD,0.25,0,0.0,1.0172011213266579,1.0222691173123764,-0.005067995985718499,1.021408073547184,1.0,0.8747033226162612
U56,B,GROSS,8,C_ISSHARPE,1.0,0,0.001,1.0295212231316342,1.0222691173123764,0.007252105819257837,1.023140149969459,1.0,0.8747033226162612
U56,B,GROSS,8,C_ISCAGR,1.0,0,0.0,1.0295212231316342,1.0222691173123764,0.007252105819257837,1.023140149969459,1.0,0.8747033226162612
U56,B,GROSS,8,C_ISDD,0.25,0,0.0,1.0172011213266579,1.0222691173123764,-0.005067995985718499,1.023140149969459,1.0,0.8747033226162612
U56,B,CADENCE,2,C_ISSHARPE,2W,0,0.441,1.0863326489453056,1.0222691173123764,0.06406353163292922,1.054300883128841,,0.8747033226162612
U56,B,CADENCE,2,C_ISCAGR,2W,0,0.445,1.0863326489453056,1.0222691173123764,0.06406353163292922,1.054300883128841,,0.8747033226162612
U56,B,CADENCE,2,C_ISDD,M,1,0.415,1.0222691173123764,1.0222691173123764,0.0,1.054300883128841,,0.8747033226162612
U56,B,CADENCE,3,C_ISSHARPE,2M,0,0.084,1.0305489534905943,1.0222691173123764,0.008279836178217925,1.0463835732494253,0.5,0.8747033226162612
U56,B,CADENCE,3,C_ISCAGR,2M,0,0.05,1.0305489534905943,1.0222691173123764,0.008279836178217925,1.0463835732494253,0.5,0.8747033226162612
U56,B,CADENCE,3,C_ISDD,M,1,0.304,1.0222691173123764,1.0222691173123764,0.0,1.0463835732494253,0.5,0.8747033226162612
U56,B,CADENCE,4,C_ISSHARPE,2M,0,0.057,1.0305489534905943,1.0222691173123764,0.008279836178217925,1.0646631521536392,0.3999999999999999,0.8747033226162612
U56,B,CADENCE,4,C_ISCAGR,2M,0,0.037,1.0305489534905943,1.0222691173123764,0.008279836178217925,1.0646631521536392,0.3999999999999999,0.8747033226162612
U56,B,CADENCE,4,C_ISDD,W,0,0.223,1.1195018888662804,1.0222691173123764,0.09723277155390408,1.0646631521536392,0.3999999999999999,0.8747033226162612
U56,B,CADENCE,6,C_ISSHARPE,2M,0,0.06,1.0305489534905943,1.0222691173123764,0.008279836178217925,1.074272143481481,0.2571428571428572,0.8747033226162612
U56,B,CADENCE,6,C_ISCAGR,2M,0,0.039,1.0305489534905943,1.0222691173123764,0.008279836178217925,1.074272143481481,0.2571428571428572,0.8747033226162612
U56,B,CADENCE,6,C_ISDD,W,0,0.174,1.1195018888662804,1.0222691173123764,0.09723277155390408,1.074272143481481,0.2571428571428572,0.8747033226162612
U56,B,CADENCE,8,C_ISSHARPE,2M,0,0.039,1.0305489534905943,1.0222691173123764,0.008279836178217925,1.0502712818994255,0.47619047619047616,0.8747033226162612
U56,B,CADENCE,8,C_ISCAGR,2M,0,0.025,1.0305489534905943,1.0222691173123764,0.008279836178217925,1.0502712818994255,0.47619047619047616,0.8747033226162612
U56,B,CADENCE,8,C_ISDD,W,0,0.141,1.1195018888662804,1.0222691173123764,0.09723277155390408,1.0502712818994255,0.47619047619047616,0.8747033226162612
B135,A,N,2,C_ISSHARPE,20,1,0.645,1.0102419886913445,1.0102419886913445,0.0,1.0281225677812413,,0.8769078511614361
B135,A,N,2,C_ISCAGR,20,1,0.433,1.0102419886913445,1.0102419886913445,0.0,1.0281225677812413,,0.8769078511614361
B135,A,N,2,C_ISDD,20,1,0.795,1.0102419886913445,1.0102419886913445,0.0,1.0281225677812413,,0.8769078511614361
B135,A,N,3,C_ISSHARPE,25,0,0.304,1.0624688615212503,1.0102419886913445,0.05222687282990579,1.0395713323612443,0.5,0.8769078511614361
B135,A,N,3,C_ISCAGR,20,1,0.239,1.0102419886913445,1.0102419886913445,0.0,1.0395713323612443,0.5,0.8769078511614361
B135,A,N,3,C_ISDD,25,0,0.063,1.0624688615212503,1.0102419886913445,0.05222687282990579,1.0395713323612443,0.5,0.8769078511614361
B135,A,N,4,C_ISSHARPE,12,0,0.041,0.9405801094502244,1.0102419886913445,-0.0696618792411201,1.0148235266334895,-0.3999999999999999,0.8769078511614361
B135,A,N,4,C_ISCAGR,12,0,0.002,0.9405801094502244,1.0102419886913445,-0.0696618792411201,1.0148235266334895,-0.3999999999999999,0.8769078511614361
B135,A,N,4,C_ISDD,25,0,0.061,1.0624688615212503,1.0102419886913445,0.05222687282990579,1.0148235266334895,-0.3999999999999999,0.8769078511614361
B135,A,N,6,C_ISSHARPE,10,0,0.02,0.8856576597873749,1.0102419886913445,-0.12458432890396964,1.0024540742260226,-0.5428571428571428,0.8769078511614361
B135,A,N,6,C_ISCAGR,10,0,0.0,0.8856576597873749,1.0102419886913445,-0.12458432890396964,1.0024540742260226,-0.5428571428571428,0.8769078511614361
B135,A,N,6,C_ISDD,30,0,0.013,1.0697726790348028,1.0102419886913445,0.05953069034345826,1.0024540742260226,-0.5428571428571428,0.8769078511614361
B135,A,N,8,C_ISSHARPE,8,0,0.007,0.7868081988787825,1.0102419886913445,-0.223433789812562,0.9462973363898581,-0.7857142857142857,0.8769078511614361
B135,A,N,8,C_ISCAGR,5,0,0.0,0.7688460468839476,1.0102419886913445,-0.24139594180739687,0.9462973363898581,-0.7857142857142857,0.8769078511614361
B135,A,N,8,C_ISDD,30,0,0.026,1.0697726790348028,1.0102419886913445,0.05953069034345826,0.9462973363898581,-0.7857142857142857,0.8769078511614361
B135,A,H,2,C_ISSHARPE,126,1,0.584,1.0102419886913445,1.0102419886913445,0.0,0.9590796158083709,,0.8769078511614361
B135,A,H,2,C_ISCAGR,90,0,0.417,0.9079172429253972,1.0102419886913445,-0.1023247457659473,0.9590796158083709,,0.8769078511614361
B135,A,H,2,C_ISDD,126,1,0.249,1.0102419886913445,1.0102419886913445,0.0,0.9590796158083709,,0.8769078511614361
B135,A,H,3,C_ISSHARPE,126,1,0.425,1.0102419886913445,1.0102419886913445,0.0,0.97877073275582,-0.5,0.8769078511614361
B135,A,H,3,C_ISCAGR,90,0,0.333,0.9079172429253972,1.0102419886913445,-0.1023247457659473,0.97877073275582,-0.5,0.8769078511614361
B135,A,H,3,C_ISDD,126,1,0.114,1.0102419886913445,1.0102419886913445,0.0,0.97877073275582,-0.5,0.8769078511614361
B135,A,H,4,C_ISSHARPE,63,0,0.176,0.9962408428094426,1.0102419886913445,-0.014001145881901933,0.9831382602692258,-0.3999999999999999,0.8769078511614361
B135,A,H,4,C_ISCAGR,63,0,0.128,0.9962408428094426,1.0102419886913445,-0.014001145881901933,0.9831382602692258,-0.3999999999999999,0.8769078511614361
B135,A,H,4,C_ISDD,63,0,0.025,0.9962408428094426,1.0102419886913445,-0.014001145881901933,0.9831382602692258,-0.3999999999999999,0.8769078511614361
B135,A,H,6,C_ISSHARPE,63,0,0.148,0.9962408428094426,1.0102419886913445,-0.014001145881901933,0.9833323909033395,-0.2571428571428572,0.8769078511614361
B135,A,H,6,C_ISCAGR,63,0,0.108,0.9962408428094426,1.0102419886913445,-0.014001145881901933,0.9833323909033395,-0.2571428571428572,0.8769078511614361
B135,A,H,6,C_ISDD,21,0,0.011,0.9968160714786513,1.0102419886913445,-0.013425917212693261,0.9833323909033395,-0.2571428571428572,0.8769078511614361
B135,A,H,8,C_ISSHARPE,63,0,0.141,0.9962408428094426,1.0102419886913445,-0.014001145881901933,0.9529189894172941,0.023809523809523808,0.8769078511614361
B135,A,H,8,C_ISCAGR,63,0,0.106,0.9962408428094426,1.0102419886913445,-0.014001145881901933,0.9529189894172941,0.023809523809523808,0.8769078511614361
