timing,panel,anchor,stat,rule,widest,pick,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,KEEP_4b
T_REC,U56,A,Sharpe,M_NONE,N,"(5, 126, 0.75, 'W')",1.2455800930859422,0.9511765429040251,0.1755047844559492,-0.228724897227081,False
T_REC,U56,A,Sharpe,M_SUBSAMPLE,N,"(5, 126, 0.75, 'W')",1.2455800930859422,0.9511765429040251,0.1755047844559492,-0.228724897227081,False
T_REC,U56,A,Sharpe,M_PAIRWISE,N,"(5, 126, 0.75, 'W')",1.2455800930859422,0.9511765429040251,0.1755047844559492,-0.228724897227081,False
T_REC,U56,A,Sharpe,M_D2,N,"(5, 126, 0.75, 'W')",1.2455800930859422,0.9511765429040251,0.1755047844559492,-0.228724897227081,False
T_REC,U56,A,CAGR,M_NONE,N,"(5, 126, 0.75, 'W')",1.2455800930859422,0.9511765429040251,0.1755047844559492,-0.228724897227081,False
T_REC,U56,A,CAGR,M_SUBSAMPLE,GROSS,"(20, 126, 0.75, 'W')",1.1096150791361883,1.104248242431545,0.16133522165270264,-0.19471934652598477,True
T_REC,U56,A,CAGR,M_PAIRWISE,GROSS,"(20, 126, 0.75, 'W')",1.1096150791361883,1.104248242431545,0.16133522165270264,-0.19471934652598477,True
T_REC,U56,A,CAGR,M_D2,N,"(5, 126, 0.75, 'W')",1.2455800930859422,0.9511765429040251,0.1755047844559492,-0.228724897227081,False
T_REC,U56,A,MaxDD,M_NONE,N,"(40, 126, 0.75, 'W')",1.167817224534204,1.1159761734350306,0.1411859344426969,-0.23016832693691924,False
T_REC,U56,A,MaxDD,M_SUBSAMPLE,N,"(40, 126, 0.75, 'W')",1.167817224534204,1.1159761734350306,0.1411859344426969,-0.23016832693691924,False
T_REC,U56,A,MaxDD,M_PAIRWISE,N,"(40, 126, 0.75, 'W')",1.167817224534204,1.1159761734350306,0.1411859344426969,-0.23016832693691924,False
T_REC,U56,A,MaxDD,M_D2,N,"(40, 126, 0.75, 'W')",1.167817224534204,1.1159761734350306,0.1411859344426969,-0.23016832693691924,False
T_REC,U56,A,Vol,M_NONE,GROSS,"(20, 126, 0.3, 'W')",1.1077075597351085,1.1018225791568694,0.06410759067959981,-0.08112039612621591,False
T_REC,U56,A,Vol,M_SUBSAMPLE,GROSS,"(20, 126, 0.3, 'W')",1.1077075597351085,1.1018225791568694,0.06410759067959981,-0.08112039612621591,False
T_REC,U56,A,Vol,M_PAIRWISE,GROSS,"(20, 126, 0.3, 'W')",1.1077075597351085,1.1018225791568694,0.06410759067959981,-0.08112039612621591,False
T_REC,U56,A,Vol,M_D2,GROSS,"(20, 126, 0.3, 'W')",1.1077075597351085,1.1018225791568694,0.06410759067959981,-0.08112039612621591,False
T_REC,U56,A,Calmar,M_NONE,H,"(20, 21, 0.75, 'W')",1.1878855553843823,1.1175069003211013,0.15067808061904642,-0.1999262401123033,True
T_REC,U56,A,Calmar,M_SUBSAMPLE,H,"(20, 21, 0.75, 'W')",1.1878855553843823,1.1175069003211013,0.15067808061904642,-0.1999262401123033,True
T_REC,U56,A,Calmar,M_PAIRWISE,H,"(20, 21, 0.75, 'W')",1.1878855553843823,1.1175069003211013,0.15067808061904642,-0.1999262401123033,True
T_REC,U56,A,Calmar,M_D2,H,"(20, 21, 0.75, 'W')",1.1878855553843823,1.1175069003211013,0.15067808061904642,-0.1999262401123033,True
T_REC,U56,A,Turnover,M_NONE,H,"(20, 252, 0.75, 'W')",1.1688137249375148,1.188262573981591,0.1730194621219916,-0.21117758494594296,False
T_REC,U56,A,Turnover,M_SUBSAMPLE,H,"(20, 252, 0.75, 'W')",1.1688137249375148,1.188262573981591,0.1730194621219916,-0.21117758494594296,False
T_REC,U56,A,Turnover,M_PAIRWISE,H,"(20, 252, 0.75, 'W')",1.1688137249375148,1.188262573981591,0.1730194621219916,-0.21117758494594296,False
T_REC,U56,A,Turnover,M_D2,H,"(20, 252, 0.75, 'W')",1.1688137249375148,1.188262573981591,0.1730194621219916,-0.21117758494594296,False
T_REC,U56,B,Sharpe,M_NONE,N,"(5, 63, 0.55, 'M')",1.25166370081822,0.6944965821667771,0.09473770644392498,-0.1863230943758576,False
T_REC,U56,B,Sharpe,M_SUBSAMPLE,CADENCE,"(12, 63, 0.55, 'W')",1.2526813665261396,1.105275133536985,0.1343936796438927,-0.18037242572785817,True
T_REC,U56,B,Sharpe,M_PAIRWISE,CADENCE,"(12, 63, 0.55, 'W')",1.2526813665261396,1.105275133536985,0.1343936796438927,-0.18037242572785817,True
T_REC,U56,B,Sharpe,M_D2,N,"(5, 63, 0.55, 'M')",1.25166370081822,0.6944965821667771,0.09473770644392498,-0.1863230943758576,False
T_REC,U56,B,CAGR,M_NONE,GROSS,"(12, 63, 0.75, 'M')",1.1043968544231486,1.1451796206332345,0.19201918901341486,-0.2869679685908897,False
T_REC,U56,B,CAGR,M_SUBSAMPLE,GROSS,"(12, 63, 0.75, 'M')",1.1043968544231486,1.1451796206332345,0.19201918901341486,-0.2869679685908897,False
T_REC,U56,B,CAGR,M_PAIRWISE,GROSS,"(12, 63, 0.75, 'M')",1.1043968544231486,1.1451796206332345,0.19201918901341486,-0.2869679685908897,False
T_REC,U56,B,CAGR,M_D2,GROSS,"(12, 63, 0.75, 'M')",1.1043968544231486,1.1451796206332345,0.19201918901341486,-0.2869679685908897,False
T_REC,U56,B,MaxDD,M_NONE,GROSS,"(12, 63, 0.3, 'M')",1.0971447296969918,1.1403340300916098,0.07537900465512792,-0.12292479952497859,False
T_REC,U56,B,MaxDD,M_SUBSAMPLE,GROSS,"(12, 63, 0.3, 'M')",1.0971447296969918,1.1403340300916098,0.07537900465512792,-0.12292479952497859,False
T_REC,U56,B,MaxDD,M_PAIRWISE,GROSS,"(12, 63, 0.3, 'M')",1.0971447296969918,1.1403340300916098,0.07537900465512792,-0.12292479952497859,False
T_REC,U56,B,MaxDD,M_D2,GROSS,"(12, 63, 0.3, 'M')",1.0971447296969918,1.1403340300916098,0.07537900465512792,-0.12292479952497859,False
T_REC,U56,B,Vol,M_NONE,GROSS,"(12, 63, 0.3, 'M')",1.0971447296969918,1.1403340300916098,0.07537900465512792,-0.12292479952497859,False
T_REC,U56,B,Vol,M_SUBSAMPLE,GROSS,"(12, 63, 0.3, 'M')",1.0971447296969918,1.1403340300916098,0.07537900465512792,-0.12292479952497859,False
T_REC,U56,B,Vol,M_PAIRWISE,GROSS,"(12, 63, 0.3, 'M')",1.0971447296969918,1.1403340300916098,0.07537900465512792,-0.12292479952497859,False
T_REC,U56,B,Vol,M_D2,GROSS,"(12, 63, 0.3, 'M')",1.0971447296969918,1.1403340300916098,0.07537900465512792,-0.12292479952497859,False
T_REC,U56,B,Calmar,M_NONE,N,"(40, 63, 0.55, 'M')",1.1109217151720054,1.1167432669484698,0.09988721991834382,-0.17536725502513006,False
T_REC,U56,B,Calmar,M_SUBSAMPLE,CADENCE,"(12, 63, 0.55, 'D')",1.1873570200855348,1.1448309188109775,0.1452803385276129,-0.19958059601818734,True
T_REC,U56,B,Calmar,M_PAIRWISE,CADENCE,"(12, 63, 0.55, 'D')",1.1873570200855348,1.1448309188109775,0.1452803385276129,-0.19958059601818734,True
T_REC,U56,B,Calmar,M_D2,CADENCE,"(12, 63, 0.55, 'D')",1.1873570200855348,1.1448309188109775,0.1452803385276129,-0.19958059601818734,True
T_REC,U56,B,Turnover,M_NONE,H,"(12, 252, 0.55, 'M')",1.1621861467919896,1.1104657205228812,0.13628998678764948,-0.17371279222175906,True
T_REC,U56,B,Turnover,M_SUBSAMPLE,H,"(12, 252, 0.55, 'M')",1.1621861467919896,1.1104657205228812,0.13628998678764948,-0.17371279222175906,True
T_REC,U56,B,Turnover,M_PAIRWISE,H,"(12, 252, 0.55, 'M')",1.1621861467919896,1.1104657205228812,0.13628998678764948,-0.17371279222175906,True
T_REC,U56,B,Turnover,M_D2,H,"(12, 252, 0.55, 'M')",1.1621861467919896,1.1104657205228812,0.13628998678764948,-0.17371279222175906,True
T_REC,B136,A,Sharpe,M_NONE,H,"(20, 63, 0.75, 'W')",1.3127647372536797,0.9895325417141484,0.16319635749834172,-0.2773712386015065,False
T_REC,B136,A,Sharpe,M_SUBSAMPLE,CADENCE,"(20, 126, 0.75, 'W')",1.1918099681217487,1.04747990596546,0.16339009540823834,-0.20499735359972404,False
T_REC,B136,A,Sharpe,M_PAIRWISE,CADENCE,"(20, 126, 0.75, 'W')",1.1918099681217487,1.04747990596546,0.16339009540823834,-0.20499735359972404,False
T_REC,B136,A,Sharpe,M_D2,H,"(20, 63, 0.75, 'W')",1.3127647372536797,0.9895325417141484,0.16319635749834172,-0.2773712386015065,False
T_REC,B136,A,CAGR,M_NONE,GROSS,"(20, 126, 0.75, 'W')",1.1918099681217487,1.04747990596546,0.16339009540823834,-0.20499735359972404,False
T_REC,B136,A,CAGR,M_SUBSAMPLE,GROSS,"(20, 126, 0.75, 'W')",1.1918099681217487,1.04747990596546,0.16339009540823834,-0.20499735359972404,False
T_REC,B136,A,CAGR,M_PAIRWISE,GROSS,"(20, 126, 0.75, 'W')",1.1918099681217487,1.04747990596546,0.16339009540823834,-0.20499735359972404,False
T_REC,B136,A,CAGR,M_D2,GROSS,"(20, 126, 0.75, 'W')",1.1918099681217487,1.04747990596546,0.16339009540823834,-0.20499735359972404,False
T_REC,B136,A,MaxDD,M_NONE,N,"(30, 126, 0.75, 'W')",1.209201349426576,1.0650786203153042,0.16455037139127082,-0.23413203184784193,False
T_REC,B136,A,MaxDD,M_SUBSAMPLE,N,"(30, 126, 0.75, 'W')",1.209201349426576,1.0650786203153042,0.16455037139127082,-0.23413203184784193,False
T_REC,B136,A,MaxDD,M_PAIRWISE,N,"(30, 126, 0.75, 'W')",1.209201349426576,1.0650786203153042,0.16455037139127082,-0.23413203184784193,False
T_REC,B136,A,MaxDD,M_D2,N,"(30, 126, 0.75, 'W')",1.209201349426576,1.0650786203153042,0.16455037139127082,-0.23413203184784193,False
T_REC,B136,A,Vol,M_NONE,GROSS,"(20, 126, 0.3, 'W')",1.1884685502197465,1.0433554497133912,0.06515124095620162,-0.08597597656527678,False
T_REC,B136,A,Vol,M_SUBSAMPLE,GROSS,"(20, 126, 0.3, 'W')",1.1884685502197465,1.0433554497133912,0.06515124095620162,-0.08597597656527678,False
T_REC,B136,A,Vol,M_PAIRWISE,GROSS,"(20, 126, 0.3, 'W')",1.1884685502197465,1.0433554497133912,0.06515124095620162,-0.08597597656527678,False
T_REC,B136,A,Vol,M_D2,GROSS,"(20, 126, 0.3, 'W')",1.1884685502197465,1.0433554497133912,0.06515124095620162,-0.08597597656527678,False
T_REC,B136,A,Calmar,M_NONE,H,"(20, 63, 0.75, 'W')",1.3127647372536797,0.9895325417141484,0.16319635749834172,-0.2773712386015065,False
T_REC,B136,A,Calmar,M_SUBSAMPLE,H,"(20, 63, 0.75, 'W')",1.3127647372536797,0.9895325417141484,0.16319635749834172,-0.2773712386015065,False
T_REC,B136,A,Calmar,M_PAIRWISE,H,"(20, 63, 0.75, 'W')",1.3127647372536797,0.9895325417141484,0.16319635749834172,-0.2773712386015065,False
T_REC,B136,A,Calmar,M_D2,H,"(20, 63, 0.75, 'W')",1.3127647372536797,0.9895325417141484,0.16319635749834172,-0.2773712386015065,False
T_REC,B136,A,Turnover,M_NONE,H,"(20, 252, 0.75, 'W')",1.117362368938594,1.0023709518432538,0.15906633859479302,-0.23597952027014535,False
T_REC,B136,A,Turnover,M_SUBSAMPLE,H,"(20, 252, 0.75, 'W')",1.117362368938594,1.0023709518432538,0.15906633859479302,-0.23597952027014535,False
T_REC,B136,A,Turnover,M_PAIRWISE,H,"(20, 252, 0.75, 'W')",1.117362368938594,1.0023709518432538,0.15906633859479302,-0.23597952027014535,False
T_REC,B136,A,Turnover,M_D2,H,"(20, 252, 0.75, 'W')",1.117362368938594,1.0023709518432538,0.15906633859479302,-0.23597952027014535,False
T_REC,B136,B,Sharpe,M_NONE,H,"(12, 21, 0.55, 'M')",1.3040789259460395,1.0563032803155215,0.1380090078625671,-0.1921908077308987,True
T_REC,B136,B,Sharpe,M_SUBSAMPLE,H,"(12, 21, 0.55, 'M')",1.3040789259460395,1.0563032803155215,0.1380090078625671,-0.1921908077308987,True
T_REC,B136,B,Sharpe,M_PAIRWISE,H,"(12, 21, 0.55, 'M')",1.3040789259460395,1.0563032803155215,0.1380090078625671,-0.1921908077308987,True
T_REC,B136,B,Sharpe,M_D2,H,"(12, 21, 0.55, 'M')",1.3040789259460395,1.0563032803155215,0.1380090078625671,-0.1921908077308987,True
T_REC,B136,B,CAGR,M_NONE,GROSS,"(12, 63, 0.75, 'M')",1.2900500383135471,0.7743970280341763,0.13675606851242428,-0.2820224720339187,False
T_REC,B136,B,CAGR,M_SUBSAMPLE,GROSS,"(12, 63, 0.75, 'M')",1.2900500383135471,0.7743970280341763,0.13675606851242428,-0.2820224720339187,False
