panel,bps,selector,pick,IS_Sharpe,IS_CAGR,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v1_OOS_Sharpe,v1_OOS_CAGR,v1_OOS_MaxDD,SPY_OOS_Sharpe,full_4a,full_4b,SPY_OOS_CAGR,SPY_OOS_MaxDD
BSTK100,0,EWALL,EWall,1.1058399718205227,0.14429772763156223,0.13132879645093487,1.082045875367407,-0.25809103219438734,0.7235682121760401,0.09133904149771532,-0.2079286541323384,0.8820239235972316,False,False,0.1545044425578177,-0.3371595330739301
BSTK100,0,FWD20,FWD20,1.1040841361789604,0.1645296405957979,0.1459228284017242,0.9818249098311408,-0.2706033625096158,0.7235682121760401,0.09133904149771532,-0.2079286541323384,0.8820239235972316,False,False,0.1545044425578177,-0.3371595330739301
BSTK100,10,S_SHARPE,FWD10,1.0495996581958842,0.17218874145745944,0.12338297887674621,0.7488975844407562,-0.29130802180516846,0.5026265124152564,0.0597336961101913,-0.2112535680441392,0.8820239235972316,False,False,0.1545044425578177,-0.3371595330739301
BSTK100,10,S_CAGR,FWD5,0.9446990222926394,0.17627916366578344,0.15348668380469555,0.7794566584876192,-0.2866972641388026,0.5026265124152564,0.0597336961101913,-0.2112535680441392,0.8820239235972316,False,False,0.1545044425578177,-0.3371595330739301
BSTK100,10,EWALL,EWall,1.0388605326610394,0.13448453700049945,0.12155660613742114,1.0095999331099443,-0.2609327726929146,0.5026265124152564,0.0597336961101913,-0.2112535680441392,0.8820239235972316,False,False,0.1545044425578177,-0.3371595330739301
BSTK100,10,FWD20,FWD20,1.0130953078333733,0.1490304441683643,0.13046460605228716,0.8910729150865583,-0.27294930694382613,0.5026265124152564,0.0597336961101913,-0.2112535680441392,0.8820239235972316,False,False,0.1545044425578177,-0.3371595330739301
SMALL439,0,S_SHARPE,FWD20,0.5382250903698914,0.07433627283404509,0.09331664899323333,0.5889205753173833,-0.3136917510583286,0.7911844682129741,0.11401229613383279,-0.2929797122159079,0.8820107671822842,False,False,0.15450717694493266,-0.33717235283398284
SMALL439,0,S_CAGR,FWD20,0.5382250903698914,0.07433627283404509,0.09331664899323333,0.5889205753173833,-0.3136917510583286,0.7911844682129741,0.11401229613383279,-0.2929797122159079,0.8820107671822842,False,False,0.15450717694493266,-0.33717235283398284
SMALL439,0,EWALL,EWall,0.5144957704523956,0.057306129135701545,0.046507467045281636,0.39486276949292853,-0.38621536487273866,0.7911844682129741,0.11401229613383279,-0.2929797122159079,0.8820107671822842,False,False,0.15450717694493266,-0.33717235283398284
SMALL439,0,FWD20,FWD20,0.5382250903698914,0.07433627283404509,0.09331664899323333,0.5889205753173833,-0.3136917510583286,0.7911844682129741,0.11401229613383279,-0.2929797122159079,0.8820107671822842,False,False,0.15450717694493266,-0.33717235283398284
SMALL439,10,S_SHARPE,FWD20,0.42314714464226266,0.05523996598278136,0.06952666704630439,0.46573138739537995,-0.33479416717597366,0.5710706738784666,0.07765620835877263,-0.3400752501494083,0.8820107671822842,False,False,0.15450717694493266,-0.33717235283398284
SMALL439,10,S_CAGR,FWD20,0.42314714464226266,0.05523996598278136,0.06952666704630439,0.46573138739537995,-0.33479416717597366,0.5710706738784666,0.07765620835877263,-0.3400752501494083,0.8820107671822842,False,False,0.15450717694493266,-0.33717235283398284
SMALL439,10,EWALL,EWall,0.42105878487589055,0.045247157053363685,0.03139636424374004,0.29095981782086194,-0.39980691311185323,0.5710706738784666,0.07765620835877263,-0.3400752501494083,0.8820107671822842,False,False,0.15450717694493266,-0.33717235283398284
SMALL439,10,FWD20,FWD20,0.42314714464226266,0.05523996598278136,0.06952666704630439,0.46573138739537995,-0.33479416717597366,0.5710706738784666,0.07765620835877263,-0.3400752501494083,0.8820107671822842,False,False,0.15450717694493266,-0.33717235283398284
U56,0,S_SHARPE,FWD20,1.0729399129541783,0.12009481730905458,0.1573376597525562,1.218588771085467,-0.1822003619415381,0.9780477105237235,0.10442384778230118,-0.135943942404961,0.8820107671822842,False,True,0.15450717694493266,-0.33717235283398284
U56,0,S_CAGR,FWD5,0.990211392379776,0.16159660984251367,0.20186376120172334,1.052082788087777,-0.20535881414456447,0.9780477105237235,0.10442384778230118,-0.135943942404961,0.8820107671822842,False,False,0.15450717694493266,-0.33717235283398284
U56,0,EWALL,EWall,1.0530336720591569,0.10174928028647812,0.12264409917161023,1.194763825348269,-0.15769540293383966,0.9780477105237235,0.10442384778230118,-0.135943942404961,0.8820107671822842,False,True,0.15450717694493266,-0.33717235283398284
U56,0,FWD20,FWD20,1.0729399129541783,0.12009481730905458,0.1573376597525562,1.218588771085467,-0.1822003619415381,0.9780477105237235,0.10442384778230118,-0.135943942404961,0.8820107671822842,False,True,0.15450717694493266,-0.33717235283398284
U56,10,S_SHARPE,FWD20,0.9759401521429143,0.10803155993739111,0.14453585654383216,1.1306969416161394,-0.1830834869787813,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,False,True,0.15450717694493266,-0.33717235283398284
U56,10,S_CAGR,FWD5,0.8800312315415106,0.14064257783185408,0.17956766240699396,0.9548662408690617,-0.2150878998120782,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,False,False,0.15450717694493266,-0.33717235283398284
U56,10,EWALL,EWall,0.9696219470490614,0.09295248819931046,0.11329149227062874,1.111874408264675,-0.1587470484779454,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,False,False,0.15450717694493266,-0.33717235283398284
U56,10,FWD20,FWD20,0.9759401521429143,0.10803155993739111,0.14453585654383216,1.1306969416161394,-0.1830834869787813,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.8820107671822842,False,True,0.15450717694493266,-0.33717235283398284
