panel,mode,fam,pi,kind,B,bps,free_strata,overlap,infl,cert_ok,cert_disc,d_real,band_max,band_q95,band_sd,clears,clears_q95,clears_two,clears_is
U56,skip,THRESH,0.1,ROT,1,10,,0.1056122448979592,1.056122448979592,True,,-0.07171949165134883,0.02982440257131236,0.01334833587558262,0.027047210448389133,False,False,False,False
U56,skip,THRESH,0.1,ROT,1,25,,0.1056122448979592,1.056122448979592,True,,-0.050791820513842456,0.03809708382080901,0.021499671642680174,0.026748805093061673,False,False,False,False
U56,skip,THRESH,0.1,RS1,1,10,1.0,0.09897959183673469,0.9897959183673468,True,False,-0.07171949165134883,0.030923592663888666,0.023901104124497446,0.023819264866410114,False,False,True,False
U56,skip,THRESH,0.1,RS1,1,25,1.0,0.09897959183673469,0.9897959183673468,True,False,-0.050791820513842456,0.03979130722016877,0.03213130324583457,0.023583013702162137,False,False,False,False
U56,skip,THRESH,0.1,RS2,2,10,1.0,0.1989795918367347,1.9897959183673468,True,False,-0.07171949165134883,0.04086261433304861,0.029159249623244354,0.024460001523196693,False,False,True,False
U56,skip,THRESH,0.1,RS2,2,25,1.0,0.1989795918367347,1.9897959183673468,True,False,-0.050791820513842456,0.05171702857396099,0.04141417256240279,0.02393561339774151,False,False,False,False
U56,skip,THRESH,0.1,RS4,4,10,1.0,0.411734693877551,4.11734693877551,False,False,-0.07171949165134883,0.04547881975571699,0.029009534595806397,0.03292380008238725,False,False,True,False
U56,skip,THRESH,0.1,RS4,4,25,1.0,0.411734693877551,4.11734693877551,False,False,-0.050791820513842456,0.05954324924110854,0.04432317634886481,0.032395539129109946,False,False,False,False
U56,skip,THRESH,0.1,RS8,8,10,1.0,0.8056122448979591,8.056122448979592,False,False,-0.07171949165134883,-0.014332391413201417,-0.02058630139631586,0.030374969364520346,False,False,False,False
U56,skip,THRESH,0.1,RS8,8,25,1.0,0.8056122448979591,8.056122448979592,False,False,-0.050791820513842456,0.004049384225303432,-0.002178567094264878,0.029421176644420385,False,False,False,False
U56,skip,THRESH,0.1,RS16,16,10,2.0,0.8076530612244897,8.076530612244897,False,True,-0.07171949165134883,-0.017315432928652008,-0.032257887828562204,0.027437348351422898,False,False,False,False
U56,skip,THRESH,0.1,RS16,16,25,2.0,0.8076530612244897,8.076530612244897,False,True,-0.050791820513842456,0.0012189620637933496,-0.014796630362022473,0.026276217126519105,False,False,False,False
U56,skip,THRESH,0.25,ROT,1,10,,0.2508196721311475,1.00327868852459,True,,-0.11294325313857745,0.03463971243045583,0.03039863625767956,0.03341765969636281,False,False,True,False
U56,skip,THRESH,0.25,ROT,1,25,,0.2508196721311475,1.00327868852459,True,,-0.07554928754171375,0.05985102166644252,0.05260565541608382,0.03375498457339401,False,False,True,False
U56,skip,THRESH,0.25,RS1,1,10,1.0,0.2610655737704918,1.044262295081967,True,False,-0.11294325313857745,0.06288194480284948,0.05569414434581326,0.03971004477019158,False,False,True,False
U56,skip,THRESH,0.25,RS1,1,25,1.0,0.2610655737704918,1.044262295081967,True,False,-0.07554928754171375,0.08524560614868104,0.07799270054889684,0.039023990625499765,False,False,False,False
U56,skip,THRESH,0.25,RS2,2,10,1.0,0.4956967213114754,1.9827868852459016,True,False,-0.11294325313857745,0.04729832961554381,0.02957277635224962,0.03888717204749178,False,False,True,False
U56,skip,THRESH,0.25,RS2,2,25,1.0,0.4956967213114754,1.9827868852459016,True,False,-0.07554928754171375,0.07627023219621498,0.06047297367363974,0.03796866438940062,False,False,False,False
U56,skip,THRESH,0.25,RS4,4,10,2.0,0.6504098360655737,2.6016393442622947,False,True,-0.11294325313857745,0.019343482549042168,0.004241011820632534,0.0390376032719739,False,False,True,False
U56,skip,THRESH,0.25,RS4,4,25,2.0,0.6504098360655737,2.6016393442622947,False,True,-0.07554928754171375,0.052921897745014546,0.035184939077805656,0.03806253077168421,False,False,True,False
U56,skip,THRESH,0.25,RS8,8,10,2.0,0.7561475409836066,3.0245901639344264,False,True,-0.11294325313857745,-0.05618405882679767,-0.07065808617582785,0.022497151583073808,False,False,False,False
U56,skip,THRESH,0.25,RS8,8,25,2.0,0.7561475409836066,3.0245901639344264,False,True,-0.07554928754171375,-0.018620485919218388,-0.0332500647332868,0.022383470865537474,False,False,False,False
U56,skip,THRESH,0.25,RS16,16,10,3.0,0.851844262295082,3.407377049180328,False,True,-0.11294325313857745,-0.07035368001763809,-0.07336678825868433,0.014199613762590203,False,False,False,False
U56,skip,THRESH,0.25,RS16,16,25,3.0,0.851844262295082,3.407377049180328,False,True,-0.07554928754171375,-0.0330878470287328,-0.03554531341210746,0.014267295963565001,False,False,False,False
U56,skip,THRESH,0.5,ROT,1,10,,0.510450819672131,1.020901639344262,True,,-0.09889892630467711,0.07743708464610677,0.07420666835317645,0.05413483419717006,False,False,False,False
U56,skip,THRESH,0.5,ROT,1,25,,0.510450819672131,1.020901639344262,True,,-0.03534301905863191,0.12209741540303143,0.12165307119504618,0.05399997292047347,False,False,False,False
U56,skip,THRESH,0.5,RS1,1,10,1.0,0.4990778688524591,0.9981557377049182,True,False,-0.09889892630467711,0.058540049980436715,0.0444179147505712,0.04235148527798874,False,False,False,False
U56,skip,THRESH,0.5,RS1,1,25,1.0,0.4990778688524591,0.9981557377049182,True,False,-0.03534301905863191,0.10037382640226933,0.09014297969539957,0.04152290029105715,False,False,False,False
U56,skip,THRESH,0.5,RS2,2,10,2.0,0.6478483606557377,1.2956967213114754,True,True,-0.09889892630467711,0.07182880016044235,0.04468109894478793,0.04835105939294209,False,False,False,False
U56,skip,THRESH,0.5,RS2,2,25,2.0,0.6478483606557377,1.2956967213114754,True,True,-0.03534301905863191,0.12491433437547417,0.09771362626237776,0.047711250466887296,False,False,False,False
U56,skip,THRESH,0.5,RS4,4,10,2.0,0.7520491803278688,1.5040983606557377,True,True,-0.09889892630467711,-0.04610717880860804,-0.05573841014600729,0.030598894095635716,False,False,False,False
U56,skip,THRESH,0.5,RS4,4,25,2.0,0.7520491803278688,1.5040983606557377,True,True,-0.03534301905863191,0.015956704359895157,0.006327552759686524,0.030416087217359833,False,False,False,False
U56,skip,THRESH,0.5,RS8,8,10,3.0,0.8781762295081968,1.7563524590163937,True,True,-0.09889892630467711,-0.09614860115222479,-0.09734432950177122,0.01590216520535991,False,False,False,False
U56,skip,THRESH,0.5,RS8,8,25,3.0,0.8781762295081968,1.7563524590163937,True,True,-0.03534301905863191,-0.03353698485002754,-0.034951523083750546,0.01593036402688105,False,False,False,False
U56,skip,THRESH,0.5,RS16,16,10,3.0,0.9188524590163935,1.837704918032787,True,True,-0.09889892630467711,-0.08388994665726135,-0.09627132161019222,0.015682721644130627,False,False,False,True
U56,skip,THRESH,0.5,RS16,16,25,3.0,0.9188524590163935,1.837704918032787,True,True,-0.03534301905863191,-0.0213352355386216,-0.033600361695813534,0.015740941855087377,False,False,False,True
U56,skip,THRESH,0.75,ROT,1,10,,0.7514363885088919,1.0019151846785226,True,,-0.2657762036549113,0.08298951423902512,0.06382901230041518,0.08610945484076775,False,False,True,False
