panel,selector,instr,m,IS_Sharpe,IS_4b_pass,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_4b_pass,OOS_4b_fails,base_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD
u56,IS_SHARPE,G200,0.05,1.3762993167366186,False,0.2543239155317154,0.9689990292870246,-0.3449502080274848,False,DD,0.747063834691694,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,IS_4bMARGIN,OFF,0.53,1.1220567372273806,True,0.15611927649731383,1.1972127762110563,-0.2120415577477457,False,DD,0.747063834691694,0.8820107671822842,0.15450717694493266,-0.33717235283398284
u56,CONTROL_OFF_m053,OFF,0.53,1.1220567372273806,True,0.15611927649731383,1.1972127762110563,-0.2120415577477457,False,DD,0.747063834691694,0.8820107671822842,0.15450717694493266,-0.33717235283398284
broad,IS_SHARPE,OFF,0.05,1.2469784341327068,False,0.19094917355599228,0.8875469466189556,-0.2800479500800238,False,H1|DD,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,IS_4bMARGIN,DEGROSS,0.1,1.1474082227976317,True,0.11836577586772568,0.8933383486249088,-0.20360941000433574,False,H1|DD,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad,CONTROL_OFF_m053,OFF,0.53,1.0836587460743818,False,0.1397296145197362,1.0908609428006903,-0.23702674153505632,False,DD,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301
small,IS_SHARPE,OFF,0.7,0.7669621246547103,False,0.08731468207420634,0.5841834949659497,-0.3718650551078049,False,H1|H2|OOS|DD|CAGR,0.5806618551671671,0.8820107671822842,0.15450717694493266,-0.33717235283398284
small,IS_4bMARGIN,DEGROSS,1.0,0.7669019940569648,False,0.06930591808323561,0.638042365296465,-0.2310839257246623,False,H1|H2|OOS|DD|CAGR,0.5806618551671671,0.8820107671822842,0.15450717694493266,-0.33717235283398284
small,CONTROL_OFF_m053,OFF,0.53,0.6848363238701041,False,0.08430249700204095,0.5771047587914102,-0.36774479890806944,False,H1|H2|OOS|DD|CAGR,0.5806618551671671,0.8820107671822842,0.15450717694493266,-0.33717235283398284
