panel,k,draw,r,n,arm,Ebar,n_over_Ebar,breadth,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,CAGR_0bps,Sharpe_0bps,MaxDD_0bps,H1_0bps,H2_0bps,OOS_CAGR_0bps,OOS_Sharpe_0bps,OOS_MaxDD_0bps,IS_Sharpe_0bps,spy_S,spy_CAGR,spy_DD,spy_H1,spy_H2,spy_OOS_S,spy_OOS_CAGR,spy_OOS_DD,v2_S,v2_H1,v2_H2,v2_DD,v2_OOS_S,v2_OOS_CAGR,v2_OOS_DD,pass4a,pass4b
MIX q=1.00 k=40 d0,40,0,0.05,2.0,CAND,10.867469879518072,0.18403547671840353,0.2716867469879518,0.20478220138026693,0.8126603460963202,-0.38981246709510886,0.4781512981360395,1.0794571458611923,0.2989735648176468,1.0226993442283934,-0.38981246709510753,0.3931759351903928,0.23148271820195676,0.8921792659204678,-0.36430934473386034,0.5625817884254649,1.1566048828546494,0.32986794758930116,1.101254964209103,-0.36430439547363525,0.4763635155160359,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.4414452351892587,-0.011155415221475411,0.8582457263535503,-0.20628458803883976,0.7808524144316686,0.061056145331843226,-0.14440717986563734,False,False
MIX q=1.00 k=40 d0,40,0,0.1,4.0,CAND,10.867469879518072,0.36807095343680707,0.2716867469879518,0.1391530062080888,0.7263564092434169,-0.2888823052495314,0.609444618374431,0.8268605018885741,0.18986812979036505,0.8731962355988687,-0.2888823052495322,0.43141490069067817,0.16080984368965878,0.8161274893896422,-0.2698783419416947,0.6981588320449674,0.9192443426541065,0.21530663022417396,0.9654890856760578,-0.26987834194169646,0.5182829541539749,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.4414452351892587,-0.011155415221475411,0.8582457263535503,-0.20628458803883976,0.7808524144316686,0.061056145331843226,-0.14440717986563734,False,False
MIX q=1.00 k=40 d0,40,0,0.25,10.0,CAND,10.867469879518072,0.9201773835920177,0.2716867469879518,0.05410484052468223,0.4411915547971265,-0.3290206322688298,0.2301499915106063,0.6035315794238785,0.07450539371143794,0.5393234409493254,-0.32084910498961783,0.2427750077724656,0.06505928711541231,0.5138770527327771,-0.30873233660212973,0.2982963178814498,0.6811361662596606,0.08763143691740138,0.6174513522117235,-0.3087323366021286,0.3057850106263345,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.4414452351892587,-0.011155415221475411,0.8582457263535503,-0.20628458803883976,0.7808524144316686,0.061056145331843226,-0.14440717986563734,False,False
MIX q=1.00 k=40 d0,40,0,0.5,20.0,CAND,10.867469879518072,1.8403547671840355,0.2716867469879518,0.028406322651064686,0.3604116402773532,-0.2142694557242184,0.22482540017620017,0.45877798535704534,0.03576076246199822,0.3968119600335208,-0.20370398316970495,0.29570972119005473,0.03402431977930531,0.4219432836637843,-0.19710037440666195,0.2828897709184261,0.5257118611639902,0.04277842152197442,0.4633638423208756,-0.1971003744066635,0.34937353861001846,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.4414452351892587,-0.011155415221475411,0.8582457263535503,-0.20628458803883976,0.7808524144316686,0.061056145331843226,-0.14440717986563734,False,False
MIX q=1.00 k=40 d0,40,0,,,EWall,10.867469879518072,,0.2716867469879518,0.052172751417125296,0.39818093356449447,-0.35111640253979903,0.3922453212981331,0.4068486372281238,0.05718484690660919,0.4164058045708532,-0.35111640253979837,0.3666258684418008,0.06699491667222013,0.4857629806476121,-0.33654157640680626,0.4762369910409172,0.49821347046184883,0.07357499567070769,0.5084575501667616,-0.3365415764068078,0.44642290773885895,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.4414452351892587,-0.011155415221475411,0.8582457263535503,-0.20628458803883976,0.7808524144316686,0.061056145331843226,-0.14440717986563734,False,False
MIX q=1.00 k=40 d1,40,1,0.05,2.0,CAND,13.337349397590362,0.14995483288166214,0.33343373493975903,0.03782146145144494,0.27255924048988084,-0.6088312843325077,0.20205177715323325,0.33413684547807276,0.04416352786769662,0.29445729243589797,-0.5135517369061441,0.23421141171542098,0.06170912068888046,0.3561282004026025,-0.5604271681505526,0.29122618611232953,0.4134146578552844,0.06843326993119003,0.37593231111172215,-0.4801055071318794,0.32174538583209505,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.41286686172895193,0.3669278354003217,0.45454989494012676,-0.2159319759272883,0.42458506081762704,0.030992528312619116,-0.21593197592728863,False,False
MIX q=1.00 k=40 d1,40,1,0.1,4.0,CAND,13.337349397590362,0.2999096657633243,0.33343373493975903,0.032664350966424394,0.2588405183722279,-0.4437989074338856,0.24536138554615466,0.271992243166657,0.038085274079523224,0.28142433483163987,-0.4437989074338864,0.21915144728663707,0.05184474681115003,0.34776730395222927,-0.4250282882541029,0.334345267467132,0.36154407098941543,0.058295874912339674,0.3712785361409471,-0.42502828825410266,0.306676644792939,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.41286686172895193,0.3669278354003217,0.45454989494012676,-0.2159319759272883,0.42458506081762704,0.030992528312619116,-0.21593197592728863,False,False
MIX q=1.00 k=40 d1,40,1,0.25,10.0,CAND,13.337349397590362,0.7497741644083107,0.33343373493975903,0.01956396264129756,0.20449254337666686,-0.5093752594260529,0.011594759822129512,0.3660408666055499,0.03883316029924444,0.32179443063571367,-0.4521623602607354,-0.011721622881584862,0.032774536721143166,0.29086063533376705,-0.47311504053561526,0.09963237236230255,0.45164176254189836,0.05306589770538417,0.40886164563513927,-0.4407090615630147,0.07379228572814615,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.41286686172895193,0.3669278354003217,0.45454989494012676,-0.2159319759272883,0.42458506081762704,0.030992528312619116,-0.21593197592728863,False,False
MIX q=1.00 k=40 d1,40,1,0.5,20.0,CAND,13.337349397590362,1.4995483288166214,0.33343373493975903,0.022175212033166414,0.26705669349774164,-0.2968877899775708,0.3066281373633868,0.23945247606652148,0.023397542416292882,0.2668389362493827,-0.2957551079574221,0.271493996886221,0.029114865682150493,0.33381564491166815,-0.28798064824289404,0.36989486888413076,0.30983972668577736,0.031112944522071473,0.3357993671970398,-0.28798064824289493,0.334860889627904,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.41286686172895193,0.3669278354003217,0.45454989494012676,-0.2159319759272883,0.42458506081762704,0.030992528312619116,-0.21593197592728863,False,False
MIX q=1.00 k=40 d1,40,1,,,EWall,13.337349397590362,,0.33343373493975903,-0.008601087971294663,0.041479218176634046,-0.5816176458715903,-0.018828302212057953,0.085564257869722,0.007857550346556552,0.1383015758346555,-0.5323550756728523,-0.15158099635456423,0.00663295902807759,0.1272862846541687,-0.5376375779830225,0.07037195426195567,0.17095382135923068,0.024102538045031263,0.22223046836229515,-0.5123937197341168,-0.060763262304968965,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.41286686172895193,0.3669278354003217,0.45454989494012676,-0.2159319759272883,0.42458506081762704,0.030992528312619116,-0.21593197592728863,False,False
