book,parent,anchor,gross,dm,dCAGR,dSharpe,dMaxDD,dH1,dH2,dOOS,g_mC,g_mD,g_mH1,g_mH2,g_mO,s_mC,s_mD,s_mH1,s_mH2,s_mO,g_pass4b,s_pass4b
U56,U56,0.75,0.2,0.55,8.732372194697469e-05,0.0012807379283037434,0.000740094936631408,0.0009410385729002879,0.0016606363696305415,0.001663710884809877,-0.07254908169508056,0.15186618674672037,0.1522995798237997,0.27600466488973086,0.29381672549475624,-0.07246175797313359,0.15112609181008896,0.1532406183967,0.2776653012593614,0.2954804363795661,False,False
U56,U56,0.75,0.3,0.45,0.00010609034996211797,0.0009738231173144207,0.0008994044810388679,0.0006942593732099933,0.001287729884631661,0.0012862992796185413,-0.05544081263618639,0.12716366373920174,0.15254635902349,0.27637757137472974,0.2941941370999478,-0.05533472228622427,0.12626425925816287,0.1532406183967,0.2776653012593614,0.29548043637956634,False,False
U56,U56,0.75,0.4,0.35,0.00010852481934486846,0.0006958398001577493,0.000923256283491547,0.0004763986585818447,0.0009430491359097015,0.0009381636969374441,-0.038286743086754726,0.10280385301904649,0.15276421973811816,0.2767222521234517,0.29454227268262867,-0.03817821826740986,0.10188059673555494,0.1532406183967,0.2776653012593614,0.2954804363795661,False,False
U56,U56,0.75,0.5,0.25,9.521414158042418e-05,0.0004502261144656572,0.0008158763645477185,0.00029208796347512944,0.0006289787244839751,0.0006226010054002362,-0.021095451496848328,0.07878612369773574,0.1529485304332251,0.27703632253487764,0.2948578353741659,-0.021000237355267903,0.07797024733318803,0.15324061839670022,0.2776653012593616,0.2954804363795661,False,False
U56,U56,0.75,0.6,0.15000000000000002,6.705281371277572e-05,0.00024011696449277586,0.0005812739256190191,0.00014388851063307229,0.000349106880705774,0.0003434572462861496,-0.0038759901380408524,0.0551095751550319,0.15309672988606693,0.2773161943786556,0.2951369791332802,-0.0038089373243280766,0.05452830122941288,0.1532406183967,0.2776653012593614,0.29548043637956634,False,False
U56,U56,0.75,0.7,0.050000000000000044,2.5411543652653634e-05,6.969753025010128e-05,0.00022361697358308508,3.6982045721778434e-05,0.000106774414019295,0.00010439522034477733,0.01336195059329548,0.031773415682103345,0.15320363635097844,0.2775585268453421,0.29537604115922134,0.013387362136948133,0.03154979870852026,0.15324061839670022,0.2776653012593614,0.2954804363795661,True,True
U56,U56,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021984743627423087,0.02023277597177775,0.1532406183967,0.2776653012593616,0.2954804363795659,0.021984743627423087,0.02023277597177775,0.1532406183967,0.2776653012593616,0.2954804363795659,True,True
U56,U56,0.75,0.8,0.050000000000000044,-2.806015001866058e-05,-5.8091833048834474e-05,-0.00025280400765315125,-2.4832300165034127e-05,-9.584782304128403e-05,-9.307716784889841e-05,0.030608244269503593,0.008776929133220479,0.15326545069686504,0.2777611490824027,0.295573513547415,0.030580184119484932,0.00902973314087363,0.1532406183967,0.2776653012593614,0.2954804363795661,True,True
U56,U56,0.75,0.9,0.15000000000000002,-9.046172584348255e-05,-0.00013504044725687336,-0.0008446881192539779,-3.248078588113934e-05,-0.0002512967301457891,-0.00024178603685021116,0.0478513611831185,-0.013881634195186066,0.15327309918258158,0.2779165979895074,0.2957222224164163,0.04776089945727502,-0.013036946075932088,0.15324061839670045,0.2776653012593616,0.2954804363795661,False,False
U56,U56,0.75,1.0,0.25,-0.00015894361714097194,-0.00015813514161266973,-0.0015502826154735194,1.3171124070066043e-05,-0.00035326791574430416,-0.0003346930097798406,0.06507967557718286,-0.036205613230898104,0.15322744727263016,0.2780185691751059,0.29581512938934595,0.06492073196004189,-0.034655330615424584,0.15324061839670022,0.2776653012593616,0.2954804363795661,False,False
