panel,family,level,cad,gross,con,CAGR,Sharpe,MaxDD,H1,H2,isCAGR,isSharpe,isMaxDD,oCAGR,oSharpe,oMaxDD,turn_yr,p4a,f4b,p4b
SMALL439,QUANTILE,0.2,W,1.0,DEGROSS,0.019213112889170603,0.5054885656793141,-0.11471046469771262,0.4688866686109944,0.544889970614853,0.01349627674223286,0.42683646223876726,-0.053295046378879274,0.02274681985377347,0.5482651753071297,-0.11471046469771395,3.3073609424945265,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.2,M,0.5,RESPREAD,0.0626835685031466,0.6545044895817826,-0.2560867957026619,0.752675722574876,0.6041370331376629,0.06103303569881757,0.7436790222131852,-0.11347083400381697,0.06370045271715852,0.6191352438091231,-0.25608679570266024,3.8604505939480593,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.2,M,0.5,DEGROSS,0.012953477848466788,0.6512998511941184,-0.05419604790187316,0.7458944837673104,0.6026512365200418,0.012328286592622417,0.7340585911096753,-0.023728877062529463,0.013338363393160968,0.6186292737419659,-0.05419604790187482,0.7821611957531104,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.2,M,0.75,RESPREAD,0.09205274476613545,0.6562137077923426,-0.37099687048380703,0.7565036719947555,0.604954357731714,0.0910243878549204,0.7486097496213794,-0.1661427875413114,0.09268599662577359,0.6195560175918731,-0.3709968704838067,5.769397319566111,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.2,M,0.75,DEGROSS,0.01936413536223025,0.6517433336371238,-0.08077115305469573,0.7466487468548685,0.6029032751739477,0.01847715850726539,0.7350190066857915,-0.03541813597026511,0.01991029521554366,0.6188256779334755,-0.08077115305469706,1.1715966599948655,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.2,M,1.0,RESPREAD,0.11986735661790138,0.6577180406419685,-0.47713106132804406,0.7603940988809522,0.6057206350996923,0.12055947182288773,0.7536514849565978,-0.21627136551498038,0.1194416956548574,0.6198103393159263,-0.4771310613280445,7.678688418571973,False,"H1,H2,OOS,DD",False
SMALL439,QUANTILE,0.2,M,1.0,DEGROSS,0.025729030140579034,0.6521753642564085,-0.10699637799551676,0.7474046095041033,0.6031421072114327,0.024615059055123067,0.735982788923144,-0.04699207860175647,0.026415082407240664,0.6190074232697834,-0.10699637799551642,1.5600334116148518,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.2,Q,0.5,RESPREAD,0.05918405448797892,0.6122408109015929,-0.2588209521453172,0.7177208757347551,0.5573790865325319,0.0609377740181436,0.7360128547661628,-0.12463994402281464,0.0581063939647235,0.5611882412664232,-0.2588209521453173,2.1967055238453246,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.2,Q,0.5,DEGROSS,0.012610052537538108,0.6207852216825337,-0.05289190628868312,0.7161396470872189,0.5729642761159482,0.012509893349248458,0.7361773776462219,-0.025901977314382374,0.01267168757236603,0.5737375041038988,-0.052891906288686896,0.4477731482182031,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.2,Q,0.75,RESPREAD,0.08513614504298661,0.6058203267080514,-0.38186794233947663,0.7189964013775137,0.5462125900403983,0.09010796934473109,0.7360306809461582,-0.18340794011254224,0.082088150014338,0.5520170457289781,-0.38186794233947585,3.272196077723369,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.2,Q,0.75,DEGROSS,0.018787486217796356,0.6201048588845445,-0.07914047366213339,0.7164192977832003,0.571475315457805,0.018720413753964937,0.7361892079303165,-0.03870016237780771,0.018828759547482532,0.5726263107169889,-0.0791404736621335,0.6701726083150247,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.2,Q,1.0,RESPREAD,0.1082719181696965,0.597917394610427,-0.4997319443593661,0.7202354757738804,0.5336357656621669,0.11826769150782623,0.7360553619152645,-0.2399392330434249,0.10216575768237712,0.5413189975471734,-0.4997319443593663,4.342472776116823,False,"H1,H2,OOS,DD",False
SMALL439,QUANTILE,0.2,Q,1.0,DEGROSS,0.024877730023535216,0.6193622756422609,-0.1052501296371926,0.7166961402554693,0.5699029455678453,0.02490030793726583,0.7361998297392296,-0.05139775688369708,0.02486383759295352,0.5714367476111156,-0.10525012963719271,0.8916536197999656,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.3,D,0.5,RESPREAD,0.01830111821499547,0.24173866948707956,-0.3032736388985062,0.16319007113295553,0.3019038608344762,0.004320370444066413,0.09485111598560708,-0.14540194402586404,0.02700032309386491,0.3121070281946248,-0.3032736388985072,15.957030826701805,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.3,D,0.5,DEGROSS,0.0063566754547697,0.2406978232844494,-0.10094741271547325,0.16203415792476997,0.3009212529534368,0.0018863953341947681,0.0941141601998331,-0.04465231496210531,0.009117242137744341,0.31096368443501565,-0.10094741271547314,4.833627260000868,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.3,D,0.75,RESPREAD,0.024284492436075,0.24214536334689293,-0.4230522964895036,0.16353496376133458,0.30236529686395863,0.004357341341687748,0.09520051082202617,-0.21449032102977383,0.036742089016833734,0.31254574141732994,-0.42305229648950216,23.879068726593395,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.3,D,0.75,DEGROSS,0.009267230969726592,0.2410157286439549,-0.14811502971217583,0.16232504209105403,0.3012677791606894,0.002645704512245217,0.09440912040412136,-0.06669406205197503,0.013363312803490457,0.31129653464077056,-0.14811502971217527,7.237148641969615,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.3,D,1.0,RESPREAD,0.028005813935703117,0.2421412813939168,-0.5249209986727853,0.163493105357137,0.3023861839729732,0.0029107501226866006,0.09515789448754183,-0.28086278744785853,0.04375842109621697,0.3125593905324267,-0.5249209986727856,31.839681065859438,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.3,D,1.0,DEGROSS,0.011995032645931936,0.24130384163069704,-0.19318149591502054,0.1625863024768727,0.3015833990381556,0.003280494751491947,0.09467385366251498,-0.08853579374036291,0.017394852338946,0.31159937474192123,-0.19318149591502132,9.63347029648142,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.3,W,0.5,RESPREAD,0.04256187192845773,0.4920903512659769,-0.26901537028226863,0.54078275136563,0.4756400257910329,0.03788028307965341,0.5239332286260332,-0.11407645225316321,0.04545304326953703,0.48412486239578784,-0.26901537028226885,7.1211014073516266,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.3,W,0.5,DEGROSS,0.013514073196909226,0.49179206640728457,-0.08762302326830551,0.5384344777870553,0.47643398478572785,0.011811210844831388,0.521630841186296,-0.035320437163746665,0.01456330512377968,0.48460767122092563,-0.08762302326830762,2.1584023199036304,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.3,W,0.75,RESPREAD,0.06113758806219449,0.49241854135987995,-0.3807102349102206,0.5424145680433288,0.4752759971283771,0.0552978894870364,0.5259041533082851,-0.16738748127935965,0.06474692898034728,0.4837845385337319,-0.3807102349102197,10.65172583432503,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.3,W,0.75,DEGROSS,0.020052085863894398,0.4919613767248487,-0.12917714957893345,0.5389748110606113,0.47639628642726406,0.017592149498034226,0.5222657187157582,-0.05263330725624493,0.02156869222768032,0.48458213812188233,-0.12917714957893123,3.2313263748602097,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.3,W,1.0,RESPREAD,0.07769086231944988,0.4926027642198634,-0.47883572162825894,0.5439380272985089,0.4747733833443721,0.07158787767843178,0.5277771120132277,-0.2183077065901594,0.08146342174078014,0.48329490514555623,-0.47883572162825916,14.197436199910948,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.3,W,1.0,DEGROSS,0.02643830957974247,0.4921195636883418,-0.16927232546536208,0.5395077825014689,0.47634686154354183,0.023287017928884657,0.5228944982076913,-0.06971716026958341,0.028382188394124652,0.484544183398992,-0.16927232546536264,4.300787947064952,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.3,M,0.5,RESPREAD,0.054965511536133826,0.6101898417533959,-0.26858763097702776,0.7351156602389007,0.5444201877476793,0.05520305048824303,0.7230794585480169,-0.1060816856599267,0.05481937526579905,0.565238599028952,-0.26858763097702876,3.342598561394095,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.3,M,0.5,DEGROSS,0.01704567728143136,0.6091271638481055,-0.0852156875992206,0.7296727132069015,0.5454747877710532,0.016707618427747706,0.715788609712399,-0.032882467282412176,0.017253748052662887,0.5666922625914107,-0.08521568759922027,1.0145613964676408,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.3,M,0.75,RESPREAD,0.08047649911297428,0.6110207464413808,-0.3868492067800672,0.7388745017615687,0.5441002071373611,0.08237312959584964,0.7281556894732998,-0.15562227151184793,0.0793111134568929,0.5644883544947537,-0.38684920678006796,4.993631911373353,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.3,M,0.75,DEGROSS,0.025414353576339144,0.6095223377297826,-0.12635145153917604,0.7307849601384527,0.5454878314259961,0.02503129163883777,0.7172757661293508,-0.04899239917881337,0.025650130996172305,0.5666155838450694,-0.12635145153917848,1.5184782861785617,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.3,M,1.0,RESPREAD,0.10445108097581746,0.6115934842621955,-0.49471168643255536,0.7426891899440505,0.5437221202579032,0.1091763917207238,0.7333341062022682,-0.20295279005209388,0.10155350513597283,0.5635494093361902,-0.4947116864325555,6.6461480688045045,False,"H1,H2,OOS,DD",False
SMALL439,QUANTILE,0.3,M,1.0,DEGROSS,0.03367499895769499,0.6098924397309998,-0.1665105592847378,0.7319002139010852,0.5454767759566197,0.033332825117009746,0.7187693186300211,-0.06488505418402235,0.03388560221671599,0.5665101673641012,-0.16651055928473824,2.0204925919981216,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.3,Q,0.5,RESPREAD,0.05749565262027212,0.6263411505362746,-0.24668207258828234,0.7624265421899294,0.554022938854414,0.05941834685221692,0.7635738006059336,-0.11890553471145726,0.05631431189296099,0.5705831126942827,-0.24668207258828312,1.877993295677691,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.3,Q,0.5,DEGROSS,0.018123591067372935,0.633907866904696,-0.07498739624387785,0.7624350855864187,0.5667812025768267,0.018161705192671462,0.7650496273944851,-0.03656854459050818,0.018100139332280163,0.5811227638740554,-0.07498739624387718,0.5737098943363977,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.3,Q,0.75,RESPREAD,0.08304433278021195,0.6192892737659496,-0.365876225088241,0.7622022801129248,0.5431108711338472,0.08800864064697023,0.7622765219778,-0.175622959640778,0.08000095040223143,0.5612275375073401,-0.36587622508824125,2.7949718490243067,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.3,Q,0.75,DEGROSS,0.02693352566563223,0.6326653159634431,-0.11220615646635457,0.7624385711802308,0.5645377324532742,0.027156648929125282,0.764725155365083,-0.05459583337122653,0.026796257192234885,0.5793394311455538,-0.11220615646635534,0.8575005495554464,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.3,Q,1.0,RESPREAD,0.10606457212730347,0.6104916189317948,-0.4814560760698835,0.7618549100402011,0.5305294513395284,0.1157110065008824,0.7608725773335042,-0.23059155427181177,0.1001704077909562,0.5500506872753462,-0.48145607606988283,3.7089788429079684,False,"H1,H2,OOS,DD",False
SMALL439,QUANTILE,0.3,Q,1.0,DEGROSS,0.035568102716073025,0.6312770244109437,-0.14921922806003673,0.7624301041670255,0.5621104352104856,0.03609099261811122,0.764389713525907,-0.07245400002827329,0.03524648842451228,0.5773786107812441,-0.14921922806003574,1.1394712881147626,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.4,D,0.5,RESPREAD,0.022230489674485154,0.2854549310354841,-0.2948762990806848,0.2418565645636665,0.32415963352611926,0.012096509875939576,0.19939723904960807,-0.13631257694217225,0.028516509426686376,0.3284981259864062,-0.29487629908068447,13.507240014709131,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.4,D,0.5,DEGROSS,0.00982131163655775,0.28388547815596504,-0.12856942176892427,0.23985461456066426,0.32280260681499473,0.005431982051267159,0.1971526799797781,-0.05618175592376873,0.012531678594295936,0.3272229895582711,-0.12856942176892605,5.450947996569975,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.4,D,0.75,RESPREAD,0.030302307286635966,0.2858923742272347,-0.41277132879233724,0.2422291097643271,0.32465511622450177,0.01614080894556813,0.19977566153448423,-0.20000442136845653,0.039114091954217445,0.328968792820614,-0.4127713287923379,20.20081222858595,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.4,D,0.75,DEGROSS,0.01427328702683095,0.28428657285868036,-0.18755205762220428,0.24021490983247668,0.32324472209123845,0.007841143031436237,0.19751650016084424,-0.08355778358560495,0.01825150839490286,0.32764692614488683,-0.18755205762220417,8.15433074169714,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.4,D,1.0,RESPREAD,0.036179403784411424,0.28591590273666684,-0.5138075113583558,0.24221715266671387,0.32470255860305125,0.01876138831043117,0.19976467754574095,-0.2607086244928466,0.047044760258666996,0.329008271977709,-0.5138075113583553,26.93029060905651,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.4,D,1.0,DEGROSS,0.0184086759295925,0.28463211317089504,-0.2432000432373358,0.2405216868674193,0.3236279583863513,0.01004014843610257,0.19782647465317144,-0.1104546272297321,0.023592433108544197,0.32801370258133905,-0.24320004323733702,10.847066045223515,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.4,W,0.5,RESPREAD,0.04387488956050567,0.51234270214229,-0.2672316436490716,0.5904092922324359,0.4793888114623923,0.04089815805969477,0.5754317085658398,-0.11623792746761996,0.04571076577201527,0.49140221956382163,-0.26723164364907126,5.991244893842806,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.4,W,0.5,DEGROSS,0.018324385368012397,0.5111140715562418,-0.11491377120296553,0.587802265601795,0.47867258914907795,0.01677731952997652,0.5720924011345503,-0.0478533855092268,0.0192774979808239,0.4909210504893151,-0.1149137712029662,2.419581521030357,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.4,W,0.75,RESPREAD,0.06329133274638865,0.5128644901694371,-0.3782758462110388,0.5919166927380307,0.4795070884969585,0.06000619159227405,0.5772587659225484,-0.17091634130033373,0.06531780878508786,0.49145789200699236,-0.3782758462110388,8.955951264309599,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.4,W,0.75,DEGROSS,0.02711935086809225,0.5114091723404792,-0.16843299351815977,0.5884777627911365,0.478796492596262,0.02497007070651569,0.5728886530348801,-0.07121812508046865,0.02844408853507474,0.49102835005928813,-0.16843299351816032,3.6187910635294345,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.4,W,1.0,RESPREAD,0.08081190303715147,0.5132358673866428,-0.4758990395742001,0.5933074241674295,0.479490756622475,0.0781074537103097,0.5789799617862355,-0.22333131550866958,0.08247937954041928,0.49136445111236327,-0.4758990395741982,11.93504375392947,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.4,W,1.0,DEGROSS,0.03565603797162242,0.5116816454201916,-0.21943617831051287,0.5891363991160772,0.47889867174548406,0.033025143774048527,0.5736704579947713,-0.09420972359471202,0.03727821275273935,0.4911119257863844,-0.21943617831051165,4.8127951194758944,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.4,M,0.5,RESPREAD,0.055641425739022754,0.628536735175664,-0.26497287308845896,0.7907912237906194,0.5400535834365255,0.05980526622345028,0.7959802179261218,-0.10307127127723337,0.05308745894564715,0.5589234128058004,-0.2649728730884585,2.8149182152910273,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.4,M,0.5,DEGROSS,0.022837978193460895,0.6277358713129026,-0.11141996316133862,0.786551318113367,0.5404968460351751,0.024026438595829758,0.7901539307316351,-0.042482907060449326,0.02210737842317778,0.5598701628465357,-0.11141996316133596,1.138290967205177,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.4,M,0.75,RESPREAD,0.08160918041886722,0.6287351957344804,-0.38172197544956565,0.7940199528799049,0.539290311714747,0.08948227000440645,0.8002635754784045,-0.15133908537038343,0.07679299960592068,0.5577986880683846,-0.38172197544956477,4.202061877077106,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.4,M,0.75,DEGROSS,0.03399549278013447,0.6279859285679439,-0.16456124883191958,0.7878399295695422,0.5402815889871756,0.03601684351102885,0.7918394213052975,-0.06317688814044009,0.032753672488290864,0.559561910867719,-0.16456124883191725,1.701724092808519,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.4,M,1.0,RESPREAD,0.10612027152671555,0.6286352210916037,-0.48824105782021987,0.7972715306344823,0.538485426730178,0.11892924112212344,0.8046152243248681,-0.19753804294921207,0.09831161475508643,0.5564979941643164,-0.48824105782022054,5.591674205440652,False,"H1,H2,OOS,DD",False
SMALL439,QUANTILE,0.4,M,1.0,DEGROSS,0.044966085271856304,0.6281876446911608,-0.21600030977496576,0.7891293819463814,0.5400302733047316,0.047987160169962406,0.7935320864664333,-0.0835134033551942,0.04311148237385676,0.5592069014751732,-0.21600030977496465,2.262218403315209,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.4,Q,0.5,RESPREAD,0.060920339437221305,0.6742977101211955,-0.2389846852105314,0.856651841211979,0.5754745067356204,0.06453188725156567,0.850362918553168,-0.11218450894768617,0.058704167933237184,0.6028665928799887,-0.2389846852105323,1.590826623997539,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.4,Q,0.5,DEGROSS,0.025253231198793413,0.6815518158842376,-0.09648051762445886,0.8582704376295143,0.5857689247903003,0.026137763650649237,0.8529225232795863,-0.045763593468016506,0.024709338251234447,0.6119503198818834,-0.09648051762445753,0.6475462454972508,True,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.4,Q,0.75,RESPREAD,0.088579518661688,0.6670462071038508,-0.3549734341530024,0.856101978846069,0.5651083880066372,0.09600223034162636,0.8488715125320291,-0.16580630583605172,0.08403716867695143,0.5936780251543865,-0.3549734341530014,2.363587118231093,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.4,Q,0.75,DEGROSS,0.03748649549327432,0.6796791770009402,-0.14431253268471012,0.8581845106418898,0.5827103872272378,0.03910195274425643,0.852457870868987,-0.0682363005028106,0.036493718160578226,0.6094039954554634,-0.14431253268471145,0.9659559924350736,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.4,Q,1.0,RESPREAD,0.11399160567805833,0.6578933739588335,-0.46777287228954056,0.8553505163757751,0.5530923549266686,0.12680589510435603,0.8471856591565947,-0.21784624119628593,0.10617922486302289,0.5826127389870127,-0.46777287228954134,3.1340156674305395,False,"H1,H2,OOS,DD",False
SMALL439,QUANTILE,0.4,Q,1.0,DEGROSS,0.04943958377084878,0.67754493831941,-0.19181910913255606,0.8580659885608747,0.5793562494150263,0.05198865380437745,0.8519610915884217,-0.09044048580215303,0.04787415651364646,0.6065592731920364,-0.19181910913255618,1.281319404097009,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.5,D,0.5,RESPREAD,0.030292920676672885,0.3711253495478783,-0.27795087794155204,0.3791508437450351,0.37997740502551,0.02673919708230743,0.39514334138010054,-0.12857225673092676,0.03248571359127217,0.36619900693848556,-0.2779508779415496,11.091159160489887,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.5,D,0.5,DEGROSS,0.016080225732230558,0.37014894757220984,-0.14817655268562302,0.3786132986439974,0.3786646009786302,0.013968424516556777,0.39457483187110826,-0.06592192786614415,0.017381847841622555,0.3650090588696764,-0.1481765526856229,5.589981360383821,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.5,D,0.75,RESPREAD,0.042524196444242435,0.37159219148866474,-0.3916273890236923,0.3795392740545318,0.3805122559768623,0.03829832451061921,0.3955351358442432,-0.18848382144006703,0.04513300977528911,0.36670662728195746,-0.39162738902369176,16.572691581871762,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.5,D,0.75,DEGROSS,0.02343650780898532,0.3706199116755384,-0.21542691043780904,0.3790295214813465,0.37918854786968875,0.020527758442808075,0.39499490886918526,-0.09776978043365081,0.025230442794185404,0.36551008496445403,-0.21542691043780815,8.352595155052095,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.5,D,1.0,RESPREAD,0.05261273728311,0.37164205255110777,-0.49047027241472096,0.3795447990264429,0.38059230435655306,0.048524828375199336,0.39554024109637675,-0.2455432026286627,0.0551360324769925,0.36677713083915137,-0.49047027241472163,22.08802301910664,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.5,D,1.0,DEGROSS,0.030311969406385586,0.37099938209713546,-0.2783832145831211,0.3793591998831758,0.37961435090104867,0.0267884683676467,0.39532808645841927,-0.12888226113298118,0.03248606198067994,0.3659161332141974,-0.278383214583119,11.102017956663012,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.5,W,0.5,RESPREAD,0.04781260366135953,0.5545347451313726,-0.25583762759171325,0.6603855911395495,0.5062136645906187,0.0488049628834879,0.6806974223066803,-0.11358452579908285,0.047202450295768195,0.5061714593916143,-0.25583762759171236,4.925041918960927,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.5,W,0.5,DEGROSS,0.0246523295577441,0.5534651032685408,-0.13521522965140753,0.6584992063402028,0.5053863266767346,0.02474917096569995,0.6784255071142449,-0.05804670375320953,0.024592745496885948,0.5054584812369997,-0.13521522965140764,2.4837164774369245,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.5,W,0.75,RESPREAD,0.0693638406114434,0.5551776577131972,-0.36357313805334335,0.6620805893293134,0.506463327088677,0.07215094066810956,0.6826045852156611,-0.16710414297851117,0.0676524796210547,0.5064223994914425,-0.3635731380533437,7.355109275243192,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.5,W,0.75,DEGROSS,0.03643924219281569,0.5538810906797107,-0.19745508132041,0.6594178779400589,0.5055959362115829,0.03688693291029943,0.679445867773962,-0.08624080736156836,0.036163864497195775,0.5056741700624228,-0.19745508132041067,3.7100461256059494,False,"H1,H2,OOS,CAGR",False
SMALL439,QUANTILE,0.5,W,1.0,RESPREAD,0.0891222693570135,0.5556656571472699,-0.4591263816961696,0.6636567381452525,0.506581854624713,0.09466999055357195,0.6844021566473765,-0.21846845331938325,0.08572261842719175,0.5065296061138973,-0.45912638169617037,9.798908357592293,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.5,W,1.0,DEGROSS,0.0478395659673283,0.5542597748683953,-0.2562781957134158,0.6603090900919385,0.5057714234319989,0.04885195596208014,0.6804415797651205,-0.11388502731563688,0.04721710624466646,0.5058532548008375,-0.2562781957134148,4.929801246794356,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,QUANTILE,0.5,M,0.5,RESPREAD,0.0581194303616952,0.660578494335593,-0.2487590524410649,0.8433684641458817,0.5621418304694046,0.06460486709870161,0.871694079032124,-0.1039993698060615,0.05414845104923027,0.5730177258089643,-0.2487590524410651,2.320283294014597,False,"H1,H2,OOS,DD,CAGR",False
