universe,gate,conv,pick_tilt,pick_n,pick_IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,anchor_OOS_Sharpe,anchor_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_CAGR,v2_OOS_Sharpe,best_tilt,best_n,best_OOS_Sharpe,regret,pick_beats_spy_OOS,pick_pass4b,pick_pass4a
U56,OFF,dg,0.25,5,1.326932254870356,0.23225670721708203,1.0444864014984752,-0.2845418645837048,1.1699736707025599,0.1650495169231634,0.8820107671822842,0.15450717694493266,1.293742502269834,1.0,20,1.1810482788752894,0.13656187737681424,True,False,False
U56,OFF,rw,0.25,5,1.3046744041499863,0.23869195432181023,1.0520544689638058,-0.28454186458370434,1.1579971067308013,0.16434551860815327,0.8820107671822842,0.15450717694493266,1.293742502269834,0.0,20,1.1631141974895052,0.11105972852569934,True,False,False
U56,MA,dg,0.0,5,1.326932254870356,0.23225670721708203,1.0444864014984752,-0.2845418645837048,1.1810482788752894,0.15846055424652117,0.8820107671822842,0.15450717694493266,1.293742502269834,0.0,20,1.1810482788752894,0.13656187737681424,True,False,False
U56,MA,rw,0.0,5,1.3046744041499863,0.23869195432181023,1.0520544689638058,-0.28454186458370434,1.1331970447227386,0.159618227946432,0.8820107671822842,0.15450717694493266,1.293742502269834,0.0,20,1.1331970447227386,0.0811425757589328,True,False,False
U56,V1,dg,0.0,20,1.0052803452465389,0.1436022779170596,1.1683867309132516,-0.1814921081999462,1.1683867309132516,0.1436022779170596,0.8820107671822842,0.15450717694493266,1.293742502269834,0.0,20,1.1683867309132516,0.0,True,True,False
U56,V1,rw,0.0,20,0.998370936721119,0.14535059685473062,1.136438347804123,-0.1809168464449179,1.136438347804123,0.14535059685473062,0.8820107671822842,0.15450717694493266,1.293742502269834,0.0,20,1.136438347804123,0.0,True,True,False
B136,OFF,dg,0.0,10,1.2011443837711644,0.1617622511651211,0.8493202836444044,-0.2601489005608496,0.9354036680444221,0.14777911134361732,0.8820239235972316,0.1545044425578177,1.1206044691812698,0.0,20,0.9362048941400338,0.08688461049562946,False,False,False
B136,OFF,rw,0.25,10,1.2040893513273796,0.15922569853921975,0.8388125009713804,-0.26014890056084905,0.9383213279781448,0.14869260816378405,0.8820239235972316,0.1545044425578177,1.1206044691812698,1.0,20,0.9417177096080445,0.10290520863666408,False,False,False
B136,MA,dg,0.0,10,1.1934177372804535,0.15764658703329637,0.8346987441138076,-0.26014890056084927,0.9207695597928325,0.14397856331994796,0.8820239235972316,0.1545044425578177,1.1206044691812698,0.0,20,0.9207695597928325,0.08607081567902486,False,False,False
B136,MA,rw,0.0,10,1.1990966067010556,0.15922569853921975,0.8388125009713804,-0.26014890056084905,0.9417177096080445,0.14886822080839401,0.8820239235972316,0.1545044425578177,1.1206044691812698,0.0,20,0.9417177096080445,0.10290520863666408,False,False,False
B136,V1,dg,0.0,10,1.0454638726578864,0.12974294555503474,0.7965072966001814,-0.21444792932259593,0.8954740980816512,0.12539998994740253,0.8820239235972316,0.1545044425578177,1.1206044691812698,0.0,20,0.8954740980816512,0.09896680148146986,False,False,False
B136,V1,rw,0.0,10,1.0527261549706004,0.12954159838336388,0.7907407657254544,-0.21444792932259604,0.8884603609379885,0.12520273138333993,0.8820239235972316,0.1545044425578177,1.1206044691812698,0.0,20,0.8884603609379885,0.09771959521253415,False,False,False
