panel,cost_bps,chooser,b_in,b_out,n_IS4a,n_IS4b,Sharpe_IS,CAGR_OOS,Sharpe_OOS,MaxDD_OOS,BASE_CAGR_OOS,BASE_Sharpe_OOS,BASE_MaxDD_OOS,SPY_CAGR_OOS,SPY_Sharpe_OOS,SPY_MaxDD_OOS,beats_base_OOS_Sharpe,beats_SPY_OOS_Sharpe,OOS_DDcap,OOS_CAGRfloor,pass4a,pass4b_FULL,pass4b_OOS
U56,0,C_IS_SHARPE,0.02,0.08,0,0,1.2034694928589713,0.0993094349710113,1.2024319188558648,-0.146001319380073,0.09651574458861623,1.3012453352065745,-0.12029812214763824,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,True,True,False,False,False,False
U56,0,C_ZERO_PARAM_live,0.03,0.03,0,0,1.1299587672429432,0.09651574458861623,1.3012453352065745,-0.12029812214763824,0.09651574458861623,1.3012453352065745,-0.12029812214763824,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,True,True,False,False,False,False
U56,5,C_IS_SHARPE,0.02,0.08,0,0,1.195056574291867,0.09852411025105368,1.193623749485604,-0.14606311905157232,0.09553693392108098,1.2889815018993998,-0.12042377450517261,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,True,True,False,False,False,False
U56,5,C_ZERO_PARAM_live,0.03,0.03,0,0,1.1171174962276558,0.09553693392108098,1.2889815018993998,-0.12042377450517261,0.09553693392108098,1.2889815018993998,-0.12042377450517261,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,True,True,False,False,False,False
U56,10,C_IS_SHARPE,0.02,0.08,0,0,1.1866417994412464,0.09773932435358113,1.1848129872369046,-0.1461249163201409,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,True,True,False,False,False,False
U56,10,C_ZERO_PARAM_live,0.03,0.03,0,0,1.1042710247053533,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,True,True,False,False,False,False
U56,25,C_IS_SHARPE,0.02,0.08,0,0,1.16138691605899,0.0953881960338796,1.1583658684997162,-0.1463102937085783,0.09163013641609163,1.2398733886368856,-0.12092630671374771,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,True,True,False,False,False,False
U56,25,C_ZERO_PARAM_live,0.03,0.03,0,0,1.065702404318384,0.09163013641609163,1.2398733886368856,-0.12092630671374771,0.09163013641609163,1.2398733886368856,-0.12092630671374771,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,True,True,False,False,False,False
U56,50,C_IS_SHARPE,0.03,0.12,5,0,1.1287782315337724,0.09561925673841465,1.1036442518641756,-0.15869134657565775,0.08676558828999292,1.1783814389985978,-0.1215542982343576,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,True,True,False,False,False,False
U56,50,C_ZERO_PARAM_live,0.03,0.03,5,0,1.001336027169409,0.08676558828999292,1.1783814389985978,-0.1215542982343576,0.08676558828999292,1.1783814389985978,-0.1215542982343576,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,True,True,False,False,False,False
