panel,axis,L,step,date,pick,anchor,rand,on_anchor,s_pick,s_anc,s_rand,delta,delta_rand,is_oos_half
U56,N,252,512,2010-01-13,10,20,20,0,2.624435110923852,2.1044507528028547,2.1044507528028547,-0.5199843581209973,0.0,0
U56,H,252,512,2010-01-13,252,126,126,0,2.497759204889522,2.1044507528028547,2.1044507528028547,-0.3933084520866674,0.0,0
U56,GROSS,252,512,2010-01-13,0.3,0.75,0.5,0,2.100890656432765,2.1044507528028547,2.1026115488165487,0.0035600963700894717,0.0018392039863059928,0
U56,CADENCE,252,512,2010-01-13,W,W,M,1,2.1044507528028547,2.1044507528028547,2.2667809160207937,0.0,-0.16233016321793903,0
U56,N,252,575,2010-04-15,10,20,40,0,-1.7074287438005553,-1.194816468915346,-1.3251533674897722,0.5126122748852093,0.1303368985744262,0
U56,H,252,575,2010-04-15,252,126,252,0,-0.9324587502036946,-1.194816468915346,-0.9324587502036946,-0.26235771871165137,-0.26235771871165137,0
U56,GROSS,252,575,2010-04-15,0.3,0.75,0.45,0,-1.197128759247077,-1.194816468915346,-1.1961912146540865,0.0023122903317309706,0.0013747457387405237,0
U56,CADENCE,252,575,2010-04-15,W,W,W,1,-1.194816468915346,-1.194816468915346,-1.194816468915346,0.0,0.0,0
U56,N,252,638,2010-07-15,40,20,20,0,2.7564427596994063,2.4060206250015392,2.4060206250015392,-0.3504221346978671,0.0,0
U56,H,252,638,2010-07-15,252,126,126,0,2.0291860098250902,2.4060206250015392,2.4060206250015392,0.376834615176449,0.0,0
U56,GROSS,252,638,2010-07-15,0.3,0.75,0.55,0,2.39992434167604,2.4060206250015392,2.4033989475112074,0.006096283325499385,0.0026216774903318196,0
U56,CADENCE,252,638,2010-07-15,M,W,M,0,1.0902825840532853,2.4060206250015392,1.0902825840532853,1.315738040948254,1.315738040948254,0
U56,N,252,701,2010-10-13,40,20,15,0,3.9817058579824174,3.342050916750218,3.079684807710902,-0.6396549412321995,0.2623661090393159,0
U56,H,252,701,2010-10-13,252,126,252,0,3.9198110078074797,3.342050916750218,3.9198110078074797,-0.5777600910572618,-0.5777600910572618,0
U56,GROSS,252,701,2010-10-13,0.3,0.75,0.5,0,3.3317194457845205,3.342050916750218,3.3363489057375157,0.01033147096569742,0.0057020110127021795,0
U56,CADENCE,252,701,2010-10-13,W,W,W,1,3.342050916750218,3.342050916750218,3.342050916750218,0.0,0.0,0
U56,N,252,764,2011-01-12,40,20,5,0,1.328335101056584,1.1042062121595995,2.0444558949904343,-0.22412888889698457,-0.9402496828308349,0
U56,H,252,764,2011-01-12,21,126,63,0,1.3594621794925006,1.1042062121595995,1.1745798732621135,-0.2552559673329011,-0.07037366110251408,0
U56,GROSS,252,764,2011-01-12,0.75,0.75,0.3,1,1.1042062121595995,1.1042062121595995,1.114545502675008,0.0,-0.010339290515408495,0
U56,CADENCE,252,764,2011-01-12,M,W,M,0,1.9652204760504168,1.1042062121595995,1.9652204760504168,-0.8610142638908174,-0.8610142638908174,0
U56,N,252,827,2011-04-13,5,20,40,0,2.2277681224953962,0.7061061450592033,0.3490109495574694,-1.5216619774361928,0.3570951955017339,0
U56,H,252,827,2011-04-13,21,126,63,0,0.6983840409726739,0.7061061450592033,1.2063688794542273,0.007722104086529402,-0.500262734395024,0
U56,GROSS,252,827,2011-04-13,0.7,0.75,0.75,0,0.705805196353743,0.7061061450592033,0.7061061450592033,0.0003009487054603799,0.0,0
U56,CADENCE,252,827,2011-04-13,M,W,M,0,0.9298014882580266,0.7061061450592033,0.9298014882580266,-0.22369534319882323,-0.22369534319882323,0
U56,N,252,890,2011-07-14,5,20,10,0,-1.7686819859647693,-1.4177004793188832,-1.3580574833584864,0.3509815066458861,-0.059642995960396794,0
U56,H,252,890,2011-07-14,21,126,63,0,-1.2505302253676913,-1.4177004793188832,-1.8322215222591074,-0.1671702539511919,0.4145210429402242,0
U56,GROSS,252,890,2011-07-14,0.75,0.75,0.3,1,-1.4177004793188832,-1.4177004793188832,-1.4329977339227205,0.0,0.01529725460383724,0
U56,CADENCE,252,890,2011-07-14,W,W,M,1,-1.4177004793188832,-1.4177004793188832,-1.5225564442658404,0.0,0.10485596494695715,0
U56,N,252,953,2011-10-12,5,20,15,0,-0.3464141627005251,0.1952053753232183,0.27975817094271466,0.5416195380237434,-0.08455279561949636,0
U56,H,252,953,2011-10-12,21,126,252,0,0.1749555634330956,0.1952053753232183,0.4721483356588218,0.020249811890122704,-0.2769429603356035,0
U56,GROSS,252,953,2011-10-12,0.75,0.75,0.3,1,0.1952053753232183,0.1952053753232183,0.19918127637055308,0.0,-0.003975901047334779,0
U56,CADENCE,252,953,2011-10-12,M,W,W,0,0.9112358280666271,0.1952053753232183,0.1952053753232183,-0.7160304527434087,0.0,0
U56,N,252,1016,2012-01-12,40,20,5,0,2.646494911506095,4.096169519258918,4.373292358052744,1.449674607752823,-0.2771228387938258,0
U56,H,252,1016,2012-01-12,21,126,126,0,2.5591578718074843,4.096169519258918,4.096169519258918,1.537011647451434,0.0,0
U56,GROSS,252,1016,2012-01-12,0.75,0.75,0.7,1,4.096169519258918,4.096169519258918,4.095682670553388,0.0,0.00048684870553028503,0
U56,CADENCE,252,1016,2012-01-12,M,W,M,0,3.627434609909432,4.096169519258918,3.627434609909432,0.46873490934948636,0.46873490934948636,0
U56,N,252,1079,2012-04-13,5,20,15,0,2.2553521010341973,-0.3321374315908358,0.08578003095344046,-2.587489532625033,-0.41791746254427625,0
U56,H,252,1079,2012-04-13,63,126,63,0,-0.9627914846052407,-0.3321374315908358,-0.9627914846052407,0.6306540530144049,0.6306540530144049,0
U56,GROSS,252,1079,2012-04-13,0.75,0.75,0.4,1,-0.3321374315908358,-0.3321374315908358,-0.3283532316109919,0.0,-0.0037841999798439163,0
U56,CADENCE,252,1079,2012-04-13,W,W,M,1,-0.3321374315908358,-0.3321374315908358,-0.7560234907760524,0.0,0.42388605918521655,0
U56,N,252,1142,2012-07-13,10,20,20,0,2.3920767728810604,2.657567275156599,2.657567275156599,0.2654905022755387,0.0,0
U56,H,252,1142,2012-07-13,126,126,21,1,2.657567275156599,2.657567275156599,2.4032522342970353,0.0,0.2543150408595638,0
U56,GROSS,252,1142,2012-07-13,0.75,0.75,0.7,1,2.657567275156599,2.657567275156599,2.6571177996187405,0.0,0.000449475537858568,0
U56,CADENCE,252,1142,2012-07-13,W,W,M,1,2.657567275156599,2.657567275156599,2.325108140617047,0.0,0.332459134539552,0
U56,N,252,1205,2012-10-11,10,20,10,0,1.2019859494218041,0.9706791537222638,1.2019859494218041,-0.23130679569954038,-0.23130679569954038,0
U56,H,252,1205,2012-10-11,126,126,126,1,0.9706791537222638,0.9706791537222638,0.9706791537222638,0.0,0.0,0
U56,GROSS,252,1205,2012-10-11,0.3,0.75,0.6,0,0.9752099316978224,0.9706791537222638,0.972267167479056,-0.004530777975558675,-0.0015880137567921837,0
U56,CADENCE,252,1205,2012-10-11,W,W,W,1,0.9706791537222638,0.9706791537222638,0.9706791537222638,0.0,0.0,0
U56,N,252,1268,2013-01-15,5,20,5,0,1.0407634941139339,1.4187666825940082,1.0407634941139339,0.3780031884800743,0.3780031884800743,0
U56,H,252,1268,2013-01-15,252,126,252,0,2.881643713088596,1.4187666825940082,2.881643713088596,-1.462877030494588,-1.462877030494588,0
U56,GROSS,252,1268,2013-01-15,0.45,0.75,0.75,0,1.410682217218819,1.4187666825940082,1.4187666825940082,0.008084465375189254,0.0,0
U56,CADENCE,252,1268,2013-01-15,W,W,M,1,1.4187666825940082,1.4187666825940082,1.4256189867773925,0.0,-0.006852304183384339,0
U56,N,252,1331,2013-04-17,5,20,5,0,4.001396147260347,3.258054067883773,4.001396147260347,-0.7433420793765739,-0.7433420793765739,0
U56,H,252,1331,2013-04-17,252,126,126,0,2.735075763724421,3.258054067883773,3.258054067883773,0.5229783041593516,0.0,0
U56,GROSS,252,1331,2013-04-17,0.75,0.75,0.5,1,3.258054067883773,3.258054067883773,3.2583587681522896,0.0,-0.000304700268516811,0
U56,CADENCE,252,1331,2013-04-17,W,W,W,1,3.258054067883773,3.258054067883773,3.258054067883773,0.0,0.0,0
U56,N,252,1394,2013-07-17,5,20,40,0,2.2646031638278807,1.3783390084872513,1.5246498693559334,-0.8862641553406294,-0.14631086086868206,0
U56,H,252,1394,2013-07-17,252,126,21,0,1.6582837926531078,1.3783390084872513,1.6449626274621305,-0.27994478416585644,-0.2666236189748792,0
U56,GROSS,252,1394,2013-07-17,0.75,0.75,0.65,1,1.3783390084872513,1.3783390084872513,1.3773176005405634,0.0,0.0010214079466879245,0
U56,CADENCE,252,1394,2013-07-17,M,W,M,0,2.377093566315245,1.3783390084872513,2.377093566315245,-0.9987545578279935,-0.9987545578279935,0
U56,N,252,1457,2013-10-15,5,20,40,0,2.728029870595739,3.1729193104853284,3.236988015243382,0.4448894398895895,-0.06406870475805349,0
U56,H,252,1457,2013-10-15,21,126,252,0,2.5008579005348084,3.1729193104853284,3.5509643356256335,0.67206140995052,-0.37804502514030514,0
U56,GROSS,252,1457,2013-10-15,0.75,0.75,0.45,1,3.1729193104853284,3.1729193104853284,3.169135505062652,0.0,0.003783805422676423,0
U56,CADENCE,252,1457,2013-10-15,M,W,W,0,3.176332072622203,3.1729193104853284,3.1729193104853284,-0.00341276213687447,0.0,0
U56,N,252,1520,2014-01-15,5,20,5,0,-0.8255589473994164,-0.22240430552267232,-0.8255589473994164,0.6031546418767441,0.6031546418767441,0
U56,H,252,1520,2014-01-15,252,126,63,0,0.0733708358568833,-0.22240430552267232,-0.21186652867265499,-0.29577514137955563,-0.010537776850017333,0
U56,GROSS,252,1520,2014-01-15,0.75,0.75,0.6,1,-0.22240430552267232,-0.22240430552267232,-0.22944117011871304,0.0,0.0070368645960407206,0
U56,CADENCE,252,1520,2014-01-15,M,W,M,0,-0.34799562868724526,-0.22240430552267232,-0.34799562868724526,0.12559132316457294,0.12559132316457294,0
U56,N,252,1583,2014-04-16,5,20,40,0,2.293485209518855,3.1933562707409777,3.4061348342720885,0.8998710612221226,-0.2127785635311108,0
U56,H,252,1583,2014-04-16,252,126,126,0,2.6367152014479482,3.1933562707409777,3.1933562707409777,0.5566410692930295,0.0,0
U56,GROSS,252,1583,2014-04-16,0.75,0.75,0.35,1,3.1933562707409777,3.1933562707409777,3.178454083933047,0.0,0.01490218680793065,0
U56,CADENCE,252,1583,2014-04-16,M,W,W,0,2.558065524604467,3.1933562707409777,3.1933562707409777,0.6352907461365107,0.0,0
U56,N,252,1646,2014-07-17,40,20,40,0,-1.6893639010387684,-1.437737572812078,-1.6893639010387684,0.2516263282266904,0.2516263282266904,0
U56,H,252,1646,2014-07-17,252,126,63,0,-1.1299347265142716,-1.437737572812078,-1.7001805030237442,-0.3078028462978064,0.2624429302116662,0
U56,GROSS,252,1646,2014-07-17,0.75,0.75,0.55,1,-1.437737572812078,-1.437737572812078,-1.4397078336466835,0.0,0.0019702608346054973,0
U56,CADENCE,252,1646,2014-07-17,M,W,W,0,-0.4341192720411191,-1.437737572812078,-1.437737572812078,-1.003618300770959,0.0,0
U56,N,252,1709,2014-10-15,15,20,15,0,1.4164789328071334,1.8725879425820176,1.4164789328071334,0.4561090097748841,0.4561090097748841,0
U56,H,252,1709,2014-10-15,252,126,126,0,1.6031569633866973,1.8725879425820176,1.8725879425820176,0.2694309791953202,0.0,0
U56,GROSS,252,1709,2014-10-15,0.75,0.75,0.55,1,1.8725879425820176,1.8725879425820176,1.8713121640910262,0.0,0.0012757784909913639,0
U56,CADENCE,252,1709,2014-10-15,M,W,W,0,2.338892322355301,1.8725879425820176,1.8725879425820176,-0.46630437977328354,0.0,0
U56,N,252,1772,2015-01-15,40,20,5,0,2.417954744018441,3.296981044653851,2.721198309488187,0.87902630063541,0.5757827351656641,0
U56,H,252,1772,2015-01-15,63,126,252,0,2.0997300314773586,3.296981044653851,2.4338215796445297,1.1972510131764924,0.8631594650093213,0
U56,GROSS,252,1772,2015-01-15,0.75,0.75,0.5,1,3.296981044653851,3.296981044653851,3.2985076064435845,0.0,-0.0015265617897335382,0
U56,CADENCE,252,1772,2015-01-15,M,W,M,0,2.006644383750741,3.296981044653851,2.006644383750741,1.29033666090311,1.29033666090311,0
U56,N,252,1835,2015-04-17,15,20,5,0,1.5640079528796536,2.120101631893837,1.2991917266340407,0.5560936790141833,0.8209099052597961,0
U56,H,252,1835,2015-04-17,126,126,126,1,2.120101631893837,2.120101631893837,2.120101631893837,0.0,0.0,0
U56,GROSS,252,1835,2015-04-17,0.75,0.75,0.45,1,2.120101631893837,2.120101631893837,2.113291659835238,0.0,0.006809972058599012,0
U56,CADENCE,252,1835,2015-04-17,W,W,W,1,2.120101631893837,2.120101631893837,2.120101631893837,0.0,0.0,0
U56,N,252,1898,2015-07-17,20,20,15,1,-0.6860160328351652,-0.6860160328351652,-0.46953922564215567,0.0,-0.21647680719300955,0
U56,H,252,1898,2015-07-17,21,126,252,0,-1.0393855455910268,-0.6860160328351652,-0.2590211198783104,0.3533695127558616,-0.4269949129568548,0
U56,GROSS,252,1898,2015-07-17,0.75,0.75,0.55,1,-0.6860160328351652,-0.6860160328351652,-0.6966986822235678,0.0,0.010682649388402576,0
U56,CADENCE,252,1898,2015-07-17,W,W,W,1,-0.6860160328351652,-0.6860160328351652,-0.6860160328351652,0.0,0.0,0
U56,N,252,1961,2015-10-15,20,20,15,1,0.021054695725634984,0.021054695725634984,0.3175025309068669,0.0,-0.2964478351812319,0
U56,H,252,1961,2015-10-15,126,126,126,1,0.021054695725634984,0.021054695725634984,0.021054695725634984,0.0,0.0,0
U56,GROSS,252,1961,2015-10-15,0.75,0.75,0.35,1,0.021054695725634984,0.021054695725634984,0.03367142053279796,0.0,-0.012616724807162975,0
