tiebreak,mean_N_of_modal_pick,gap_vs_B_POINT,share_weekly
T_FIRST,8.88888888888889,0.0,0.3888888888888889
T_LAST,34.72222222222222,0.10592338029284576,1.0
T_RANDOM,19.444444444444443,0.04534987192934237,0.7222222222222222
T_CH_Z,21.11111111111111,0.0683085096450029,1.0
T_ISSHARPE,10.0,-0.0006392551222461629,0.3888888888888889
T_IS4B,28.88888888888889,0.09087681573159712,0.8333333333333334
T_NULLGAP,10.833333333333334,-0.01156014505810421,1.0
T_HOLD,34.72222222222222,0.1085805636874081,0.8333333333333334
B_POINT,8.88888888888889,0.0,0.3888888888888889
