panel,subset,nlegs,comb,ann_turnover,full_CAGR,full_Sharpe,full_MaxDD,h1_CAGR,h1_Sharpe,h1_MaxDD,h2_CAGR,h2_Sharpe,h2_MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,is__CAGR,is__Sharpe,is__MaxDD,a_H1,a_H2,a_DD,b_H1,b_H2,b_OOS,b_DD,b_CAGR,pass4a,pass4b
U56,M12_1,1,MEAN,2.5150081279673464,0.1671051292929242,1.189307034564196,-0.2058128050608834,0.169465508107284,1.345014406930262,-0.14848465370183717,0.16474951452513875,1.07772680418176,-0.20581280506088373,0.1731507964718526,1.1544550521650778,-0.20581280506088406,0.1598000734653271,1.2493872279615457,-0.14848465370183717,True,False,False,True,True,True,False,True,False,False
U56,M12_1,1,MIN,2.5150081279673464,0.1671051292929242,1.189307034564196,-0.2058128050608834,0.169465508107284,1.345014406930262,-0.14848465370183717,0.16474951452513875,1.07772680418176,-0.20581280506088373,0.1731507964718526,1.1544550521650778,-0.20581280506088406,0.1598000734653271,1.2493872279615457,-0.14848465370183717,True,False,False,True,True,True,False,True,False,False
U56,M6,1,MEAN,3.072220133368314,0.15559422290938985,1.1068051940250538,-0.22736440857496587,0.15000555754406553,1.2110822350492485,-0.14715693791798068,0.1612100474309115,1.0399503634877993,-0.22736440857496565,0.16994934639647186,1.116409147704435,-0.22736440857496576,0.1383860827381982,1.1050654531786435,-0.14715693791798068,False,False,False,True,True,True,False,True,False,False
U56,M6,1,MIN,3.072220133368314,0.15559422290938985,1.1068051940250538,-0.22736440857496587,0.15000555754406553,1.2110822350492485,-0.14715693791798068,0.1612100474309115,1.0399503634877993,-0.22736440857496565,0.16994934639647186,1.116409147704435,-0.22736440857496576,0.1383860827381982,1.1050654531786435,-0.14715693791798068,False,False,False,True,True,True,False,True,False,False
U56,M3,1,MEAN,3.304485581353921,0.14594563579092656,1.0932038718015633,-0.22225330697560552,0.13977759529237344,1.1592808230789564,-0.1366608561936018,0.15214705536601913,1.0487688070203685,-0.22225330697560552,0.15733215159582614,1.1094092661265444,-0.22225330697560552,0.13225889676397662,1.0768273574542881,-0.1366608561936018,False,False,False,True,True,True,False,True,False,False
U56,M3,1,MIN,3.304485581353921,0.14594563579092656,1.0932038718015633,-0.22225330697560552,0.13977759529237344,1.1592808230789564,-0.1366608561936018,0.15214705536601913,1.0487688070203685,-0.22225330697560552,0.15733215159582614,1.1094092661265444,-0.22225330697560552,0.13225889676397662,1.0768273574542881,-0.1366608561936018,False,False,False,True,True,True,False,True,False,False
U56,M12_1+M6,2,MEAN,2.6311309379668835,0.16075056413222177,1.1581895552807047,-0.1995255723637943,0.16950136116635428,1.348596421908738,-0.13909855617849165,0.15206524496008744,1.016096523079817,-0.1995255723637932,0.16434912462747153,1.1133340569419188,-0.19952557236379442,0.15639239258560567,1.2314551527474802,-0.13909855617849165,True,False,False,True,True,True,True,True,False,True
U56,M12_1+M6,2,MIN,2.6813704938308436,0.1522377562153001,1.0961868680827767,-0.20586639633818005,0.16567337112515923,1.3200329167609202,-0.15513778524014377,0.13895700093634344,0.9297631358720626,-0.20586639633818016,0.15049734360311895,1.021212950771413,-0.20586639633818016,0.15435633102345792,1.21395994875363,-0.15513778524014377,True,False,False,True,True,True,False,True,False,False
U56,M12_1+M3,2,MEAN,2.809240677758655,0.15209352517806685,1.1161387712467528,-0.20233940454916532,0.14402300367541354,1.1796714636323464,-0.14951214589480044,0.16022098025383524,1.0758075493165997,-0.2023394045491652,0.16620353658064646,1.1400579527784565,-0.2023394045491652,0.13517597437015705,1.0901434909490675,-0.14951214589480044,False,False,False,True,True,True,False,True,False,False
U56,M12_1+M3,2,MIN,2.833085014866286,0.14783601093528498,1.090920488202285,-0.2109539225418281,0.15146948837703378,1.2418372927142896,-0.15257435785839057,0.14421399898042275,0.9813730685826282,-0.21095392254182765,0.15168618224290054,1.0522800962426517,-0.21095392254182777,0.14317442441229722,1.1548195942018435,-0.15257435785839057,True,False,False,True,True,True,False,True,False,False
