panel,refresh,target,cost_bps,zero_IS,n_dials,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR,keep4b,binding4b,keep4a,binding4a,turnover_yr,refresh_yr,mean_gross
B136,D,MEDMULT_1.00,0,True,0,0.16322326404836773,1.264069639945385,-0.16693847192485978,1.3354520146076887,1.188870897668051,0.15159481504805417,1.3156132779134004,-0.14231448480627018,0.3783783074759043,0.3639565432385008,0.44194114701215004,0.03535724791949835,0.057363058988320795,True,none,False,MaxDD,2.952467565802592,266.7302158273381,0.9056237870367159
B136,D,MEDMULT_1.00,10,True,0,0.15979481998749123,1.2405586498428833,-0.16823556834546716,1.3184714481001074,1.1575515244870243,0.14773748583842905,1.285495741557947,-0.1463586295626732,0.361397740968323,0.33263717005747395,0.4118236106566967,0.03406015149889097,0.053934614927444294,True,none,False,MaxDD,2.952467565802592,266.7302158273381,0.9056237870367159
B136,D,MEDMULT_1.00,25,True,0,0.15467070857499987,1.2052765526938813,-0.17017762243311307,1.29298632676179,1.1105608713127726,0.14197524538612116,1.2403047587249858,-0.1523895304964311,0.3359126196300056,0.2856465168832223,0.3666326278237354,0.03211809741124505,0.04881050351495293,True,none,False,MaxDD,2.952467565802592,266.7302158273381,0.9056237870367159
B136,D,MEDMULT_1.00,50,True,0,0.14617976891694795,1.1464367267682358,-0.17340482683546155,1.2504753521069778,1.0322229406863472,0.13243451366526182,1.1649575403444485,-0.16234757719638904,0.2934016449751934,0.20730858625679693,0.29128540944319814,0.02889089300889658,0.04031956385690101,True,none,False,MaxDD,2.952467565802592,266.7302158273381,0.9056237870367159
B136,W,MEDMULT_1.00,0,True,0,0.1602661626958537,1.2290515632533021,-0.1626865788052101,1.3383116634327676,1.1094993343378285,0.14434589672770803,1.2379659330505521,-0.1626865788052103,0.3812379563009832,0.28458497990827825,0.36429380214930174,0.03960914103914803,0.05440595763580676,True,none,False,MaxDD,2.135009448457724,55.35161870503597,0.9060644257655599
B136,W,MEDMULT_1.00,10,True,0,0.15779230018681356,1.2122834970894798,-0.16332628137834426,1.326058841319951,1.0873953392587052,0.14153878493105498,1.2165456977439977,-0.16332628137834448,0.3689851341881666,0.26248098482915494,0.3428735668427473,0.03896943846601386,0.05193209512676662,True,none,False,MaxDD,2.135009448457724,55.35161870503597,0.9060644257655599
B136,W,MEDMULT_1.00,25,True,0,0.1540908947043731,1.1871043062906257,-0.16428522745844332,1.3076676159896636,1.0541903110468436,0.1373404063558672,1.184363224140959,-0.16428522745844354,0.3505939088578792,0.22927595661729328,0.31069109323970856,0.03801049238591481,0.048230689644326155,True,none,False,MaxDD,2.135009448457724,55.35161870503597,0.9060644257655599
B136,W,MEDMULT_1.00,50,True,0,0.14794684059117458,1.1450722687682788,-0.16588185100973785,1.2769858231581637,0.9987293691653796,0.13037575811212032,1.1305977005196672,-0.16588185100973762,0.31991211602637926,0.17381501473582928,0.25692556961841684,0.03641386883462028,0.04208663553112764,True,none,False,MaxDD,2.135009448457724,55.35161870503597,0.9060644257655599
B136,M,MEDMULT_1.00,0,True,0,0.1686558237251381,1.2423899048214018,-0.23166530451496903,1.3640438248380191,1.1111201959785917,0.15281584303588014,1.2294297114751167,-0.23166530451496892,0.4069701177062347,0.2862058415490414,0.3557575805738663,-0.029369584670610904,0.06279561866509116,False,L4_DD,False,MaxDD,1.9186559664649434,12.74730215827338,0.9052814251716859
B136,M,MEDMULT_1.00,10,True,0,0.16641572784178482,1.2278414161793556,-0.2321159365475567,1.3522095649325951,1.0935313178088053,0.1504072793568061,1.2122520030042279,-0.2321159365475567,0.39513585780081073,0.268616963379255,0.33857987210297746,-0.029820216703198565,0.06055552278173788,False,L4_DD,False,MaxDD,1.9186559664649434,12.74730215827338,0.9052814251716859
B136,M,MEDMULT_1.00,25,True,0,0.1630629737662559,1.205985115587467,-0.23279170289602336,1.3344370855055563,1.0671004020733337,0.1468031037354951,1.1864340840225,-0.23279170289602358,0.3773633783737719,0.24218604764378338,0.31276195312124966,-0.030495983051665232,0.057202768706208953,False,L4_DD,False,MaxDD,1.9186559664649434,12.74730215827338,0.9052814251716859
B136,M,MEDMULT_1.00,50,True,0,0.15749470253885467,1.1694744652978706,-0.23391749571050613,1.3047632645753835,1.022932250619587,0.1408191953601341,1.1432771195718292,-0.23391749571050535,0.3476895574435991,0.19801789619003674,0.2696049886705788,-0.031621775866148005,0.05163449747880773,False,L4_DD,False,MaxDD,1.9186559664649434,12.74730215827338,0.9052814251716859
B136,Q,MEDMULT_1.00,0,True,0,0.15350622999343777,1.0721091738369768,-0.3270639215932927,1.2781186306671597,0.877964323599833,0.13833116348819385,0.9872943730305369,-0.32706392159329256,0.3210449235353753,0.05304996917028271,0.11362224212928651,-0.12476820174893455,0.04764602493339083,False,L4_DD,False,"H2,MaxDD",1.4731316038306366,4.24910071942446,0.8947497967807625
B136,Q,MEDMULT_1.00,10,True,0,0.15180785786534856,1.0617382022390867,-0.3272153855796246,1.2688577967945742,0.8665482654170615,0.13651245198971051,0.9759279309628989,-0.3272153855796248,0.3117840896627898,0.041633910987511236,0.10225580006164847,-0.12491966573526647,0.04594765280530162,False,L4_DD,False,"H2,MaxDD",1.4731316038306366,4.24910071942446,0.8947497967807625
B136,Q,MEDMULT_1.00,25,True,0,0.14926457441319219,1.0461661660944734,-0.32744253254476086,1.2549556864317837,0.849407349338958,0.1337892852854523,0.958859133199881,-0.3274425325447612,0.29788197929999927,0.024492994909407706,0.08518700229863063,-0.12514681270040273,0.04340436935314525,False,L4_DD,False,"H2,MaxDD",1.4731316038306366,4.24910071942446,0.8947497967807625
B136,Q,MEDMULT_1.00,50,True,0,0.1450371437978517,1.0201735784678716,-0.3278209801418427,1.2317577148923677,0.8207978781222964,0.12926371277150328,0.9303636522172287,-0.3278209801418427,0.2746840077605833,-0.004116476307253869,0.05669152131597832,-0.12552526029748456,0.03917693873780477,False,"L2_H2,L4_DD",False,"H2,MaxDD",1.4731316038306366,4.24910071942446,0.8947497967807625
U56,D,MEDMULT_1.00,0,True,0,0.15656912272036672,1.286838125951156,-0.15513076850558205,1.2993986412822394,1.275624202110001,0.15596024538024822,1.376942669451482,-0.1551307685055805,0.3423519945853415,0.45071553307025913,0.5032815329788073,0.04717296669846044,0.05071093331966291,True,none,False,MaxDD,3.093207768297372,266.7302158273381,0.8960186418179801
U56,D,MEDMULT_1.00,10,True,0,0.15299881139335492,1.2607255974530078,-0.15943422858472922,1.2808354381902132,1.241187672534266,0.15179850024578956,1.3439639620847397,-0.15943422858472822,0.3237887914933153,0.4162790034945242,0.47030282561206505,0.04286950661931327,0.04714062199265111,True,none,False,MaxDD,3.093207768297372,266.7302158273381,0.8960186418179801
U56,D,MEDMULT_1.00,25,True,0,0.14766359830486642,1.221533941722763,-0.16584873969061964,1.2529742784903342,1.1895056376958775,0.1455834569213128,1.2944661827997563,-0.16584873969061997,0.2959276317934363,0.36459696865613556,0.4208050463270817,0.03645499551342285,0.04180540890416261,True,none,False,MaxDD,3.093207768297372,266.7302158273381,0.8960186418179801
U56,D,MEDMULT_1.00,50,True,0,0.1388253199653351,1.1561604650269708,-0.17643201573851086,1.2064983010271753,1.1033095404027211,0.13529815804535628,1.2119032129738614,-0.17643201573851108,0.24945165433027738,0.2784008713629792,0.33824207650118676,0.02587171946553163,0.03296713056463128,True,none,False,MaxDD,3.093207768297372,266.7302158273381,0.8960186418179801
U56,W,MEDMULT_1.00,0,True,0,0.15399148089351788,1.2571799998437716,-0.1621548594575517,1.30908537576133,1.2028003556840556,0.1491675429876358,1.30662481255073,-0.16215485945755082,0.35203872906443223,0.3778916866443137,0.4329636760780554,0.040148875746490786,0.048133291492814076,True,none,False,"H2,MaxDD",2.1320293453177355,55.35161870503597,0.8964121566463884
U56,W,MEDMULT_1.00,10,True,0,0.1515340473198581,1.239291648926121,-0.16438216822073015,1.296074696732423,1.1795873842506348,0.14630300269472807,1.2841969388822754,-0.1643821682207296,0.33902805003552516,0.3546787152108929,0.41053580240960075,0.03792156698331234,0.04567585791915428,True,none,False,"H2,MaxDD",2.1320293453177355,55.35161870503597,0.8964121566463884
U56,W,MEDMULT_1.00,25,True,0,0.14785722144651503,1.2124300995642185,-0.1677123904945076,1.276546382311693,1.144717579451058,0.1420189517733963,1.2505020615235356,-0.16771239049450837,0.31949973561479506,0.3198089104113161,0.376840925050861,0.0345913447095349,0.04199903204581122,True,none,False,MaxDD,2.1320293453177355,55.35161870503597,0.8964121566463884
U56,W,MEDMULT_1.00,50,True,0,0.14175396373954885,1.1675899976109256,-0.17323423733069987,1.243968989002986,1.0864798832370195,0.13491276371913097,1.1942145919970915,-0.1732342373307003,0.28692234230608804,0.2615712141972776,0.32055345552441683,0.02906949787334262,0.03589577433884504,True,none,False,MaxDD,2.1320293453177355,55.35161870503597,0.8964121566463884
