panel,epset,chooser,pick,pool_n,elig_n,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,V2_OOS_CAGR,V2_OOS_Sharpe,V2_OOS_MaxDD,V1_OOS_Sharpe,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,pass4a,pass4b,fail4b,pass4b_fixedbar,OOS_clause_minmargin,OOS_clause_pass
U56,QUEUE2,UNSCREENED,U56-band0.08-g1.00,18,6,1.1226116827022217,0.12038538471401328,1.1654257169217481,-0.1905060857627323,1.2460773008515493,1.0785339624617318,0.09474682024310699,1.2782424661570655,-0.12054943679771168,0.7361139961542333,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-,True,0.011797325937657505,True
U56,QUEUE2,SCREENED,U56-band0.08-g1.00,18,6,1.1226116827022217,0.12038538471401328,1.1654257169217481,-0.1905060857627323,1.2460773008515493,1.0785339624617318,0.09474682024310699,1.2782424661570655,-0.12054943679771168,0.7361139961542333,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-,True,0.011797325937657505,True
U56,REAL5,UNSCREENED,U56-band0.08-g1.00,18,6,1.1226116827022217,0.12038538471401328,1.1654257169217481,-0.1905060857627323,1.2460773008515493,1.0785339624617318,0.09474682024310699,1.2782424661570655,-0.12054943679771168,0.7361139961542333,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-,True,0.011797325937657505,True
U56,REAL5,SCREENED,U56-band0.08-g1.00,18,6,1.1226116827022217,0.12038538471401328,1.1654257169217481,-0.1905060857627323,1.2460773008515493,1.0785339624617318,0.09474682024310699,1.2782424661570655,-0.12054943679771168,0.7361139961542333,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-,True,0.011797325937657505,True
U56,PLACEBO3,UNSCREENED,U56-band0.08-g1.00,18,6,1.1226116827022217,0.12038538471401328,1.1654257169217481,-0.1905060857627323,1.2460773008515493,1.0785339624617318,0.09474682024310699,1.2782424661570655,-0.12054943679771168,0.7361139961542333,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-,True,0.011797325937657505,True
U56,PLACEBO3,SCREENED,U56-band0.08-g1.00,18,6,1.1226116827022217,0.12038538471401328,1.1654257169217481,-0.1905060857627323,1.2460773008515493,1.0785339624617318,0.09474682024310699,1.2782424661570655,-0.12054943679771168,0.7361139961542333,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-,True,0.011797325937657505,True
B136,QUEUE2,UNSCREENED,B136-band0.08-g1.00,18,7,1.1420690350363973,0.11047139028283737,1.0974353329692366,-0.19499148724221482,1.2176638022213346,0.962784480598078,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.570246889585127,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-,True,0.007311924458174995,True
B136,QUEUE2,SCREENED,B136-band0.08-g1.00,18,7,1.1420690350363973,0.11047139028283737,1.0974353329692366,-0.19499148724221482,1.2176638022213346,0.962784480598078,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.570246889585127,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-,True,0.007311924458174995,True
B136,REAL5,UNSCREENED,B136-band0.08-g1.00,18,7,1.1420690350363973,0.11047139028283737,1.0974353329692366,-0.19499148724221482,1.2176638022213346,0.962784480598078,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.570246889585127,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-,True,0.007311924458174995,True
B136,REAL5,SCREENED,B136-band0.08-g1.00,18,7,1.1420690350363973,0.11047139028283737,1.0974353329692366,-0.19499148724221482,1.2176638022213346,0.962784480598078,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.570246889585127,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-,True,0.007311924458174995,True
B136,PLACEBO3,UNSCREENED,B136-band0.08-g1.00,18,7,1.1420690350363973,0.11047139028283737,1.0974353329692366,-0.19499148724221482,1.2176638022213346,0.962784480598078,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.570246889585127,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-,True,0.007311924458174995,True
B136,PLACEBO3,SCREENED,B136-band0.08-g1.00,18,7,1.1420690350363973,0.11047139028283737,1.0974353329692366,-0.19499148724221482,1.2176638022213346,0.962784480598078,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.570246889585127,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-,True,0.007311924458174995,True
