family,kind,n,med_IS,med_OOS,rho,sign_agree
BREADTH-LO,RAND,432,0.18805547196032246,0.25723826132341365,0.8964522653215902,1.0
BREADTH-LO,YEARMATCH,432,0.09030197733856177,0.163823251106067,0.6267017077276914,0.7754629629629629
BREADTH-LO,EPMATCH,432,0.1319468422142661,0.08722776653202585,0.7477634649057786,0.8379629629629629
BREADTH-LO,BLOCK,432,0.017740072218768888,0.10693030409459908,0.29148916978793254,0.7476851851851852
BREADTH-LO,BLOCKYEAR,432,0.0,0.03236210691389729,-0.027711000857141052,0.4375
BREADTH-LO,BLOCKEP,432,0.011013934109710077,-0.037356118704822666,-0.04081817949079755,0.37037037037037035
BREADTH-LO,SHIFT5,432,-0.04760653465977788,-0.12064591121958937,0.45245059451474917,0.7916666666666666
BREADTH-LO,SHIFT10,432,-0.04192745687818067,-0.07301259761080581,0.4241741877421376,0.7916666666666666
BREADTH-LO,SHIFT21,432,-0.02590120208398372,-0.035997321390496606,0.07777556227395169,0.5578703703703703
BREADTH-LO,SHIFT63,432,0.0,0.07907688471475893,0.12783166021281375,0.4583333333333333
BREADTH-LO,SHIFT126,432,0.0,0.112805663064901,0.1126497499852695,0.4513888888888889
BREADTH-LO,SHIFT252,432,0.011866570779593522,0.16706499229422522,0.3152781222217755,0.5879629629629629
BREADTH-HI,RAND,432,0.2165947244899014,0.14539405651317422,0.86952721678345,0.9884259259259259
BREADTH-HI,YEARMATCH,432,0.12544966233863958,0.18290935414239423,0.5321659146714159,0.9166666666666666
BREADTH-HI,EPMATCH,432,0.22917252604086275,0.16112317726553343,0.8822871957547213,0.9930555555555556
BREADTH-HI,BLOCK,432,0.03101110212401098,-0.008382527873505907,-0.03642399680401428,0.4861111111111111
BREADTH-HI,BLOCKYEAR,432,0.03635398809728424,0.03126120688385742,0.13165114954549648,0.6782407407407407
BREADTH-HI,BLOCKEP,432,0.03411870441118697,0.010242273717925438,-0.02635631430447718,0.5023148148148148
BREADTH-HI,SHIFT5,432,0.058515507446028237,0.09259126277763707,0.3434933018708003,0.875
BREADTH-HI,SHIFT10,432,0.04600248376602045,0.05980013996663336,0.337110458995693,0.8379629629629629
BREADTH-HI,SHIFT21,432,0.047380663725816397,0.0568000062445046,0.3611939170148864,0.7939814814814815
BREADTH-HI,SHIFT63,432,0.04245180113501262,-0.0026920731254999053,-0.07052215821337131,0.47685185185185186
BREADTH-HI,SHIFT126,432,0.014529881890432639,0.04657168925697802,0.043355395030986434,0.5972222222222222
BREADTH-HI,SHIFT252,432,-0.0052383393754315,-0.026898255039590313,0.029322052202969004,0.5046296296296297
VOL20-LO,RAND,432,0.16059988062263725,0.1182779316816554,0.8082098967198875,0.9907407407407407
VOL20-LO,YEARMATCH,432,0.15645448567130044,0.09171481552693361,0.8728130575391251,0.9143518518518519
VOL20-LO,EPMATCH,432,0.1662542759349393,0.13051323036429868,0.8209950303850843,0.9884259259259259
VOL20-LO,BLOCK,432,0.009187530153601131,-0.020106199869487806,0.08275849648161743,0.5300925925925926
VOL20-LO,BLOCKYEAR,432,0.017059159328832507,0.003263058513588879,0.13626405331723238,0.45601851851851855
VOL20-LO,BLOCKEP,432,0.009584805655993234,0.005949984365403116,0.037312746374598346,0.5162037037037037
VOL20-LO,SHIFT5,432,0.0080255999261582,0.006256010775401721,-0.10199426497425124,0.4583333333333333
VOL20-LO,SHIFT10,432,0.03350783698486326,0.006484301949556098,0.013342480542570975,0.5439814814814815
VOL20-LO,SHIFT21,432,0.05763092657160945,0.012381744238101705,0.28238523311541075,0.6388888888888888
VOL20-LO,SHIFT63,432,0.032491681475071976,-0.019325217120851612,0.1056559273657062,0.4444444444444444
VOL20-LO,SHIFT126,432,0.01792594348331833,-0.010781335457971886,-0.1399357507371433,0.3726851851851852
VOL20-LO,SHIFT252,432,0.008589793891573327,-0.0537625864441133,0.38182913639164584,0.5277777777777778
VOL20-HI,RAND,432,0.15923660631771508,0.1964852439188613,0.6239346466167385,0.9606481481481481
VOL20-HI,YEARMATCH,432,0.04145606525310741,0.15626458026988604,0.42699663863496157,0.7175925925925926
VOL20-HI,EPMATCH,432,0.14009976339018426,0.08127781067568357,0.3226120753247635,0.7546296296296297
VOL20-HI,BLOCK,432,-0.007857922240169568,0.04482440793075104,-0.31362277008847905,0.3587962962962963
VOL20-HI,BLOCKYEAR,432,-0.025165612708050344,-0.00028087809832971766,-0.417910570539056,0.3773148148148148
VOL20-HI,BLOCKEP,432,-0.00870112513236354,-0.05798587997161597,-0.18411926123194297,0.5208333333333334
VOL20-HI,SHIFT5,432,-0.021683440333422843,-0.05360860775396811,0.036413697319328225,0.6805555555555556
VOL20-HI,SHIFT10,432,-0.0540003355553797,-0.09833434956693932,0.26885732578670835,0.7824074074074074
VOL20-HI,SHIFT21,432,-0.08388537721356054,-0.0920536521802249,0.04315632911013023,0.8425925925925926
VOL20-HI,SHIFT63,432,-0.03049215528760718,0.024229262035440624,-0.3158120663569483,0.2847222222222222
VOL20-HI,SHIFT126,432,-0.0290735633433008,0.051270556835911474,-0.4755932986340511,0.18055555555555555
VOL20-HI,SHIFT252,432,-0.009889496934748387,0.1204769062409774,-0.3027580547958295,0.3449074074074074
DISP-LO,RAND,432,0.12214971421300441,0.10570807928987297,0.7469725912103763,0.9259259259259259
DISP-LO,YEARMATCH,432,0.12952603893930997,0.0868302787611528,0.8802954979411862,0.9305555555555556
DISP-LO,EPMATCH,432,0.13060242406315653,0.12409792419615667,0.7827176532306264,0.9305555555555556
DISP-LO,BLOCK,432,-0.021188140947736744,-0.01939469903409652,-0.15437900080681288,0.48842592592592593
DISP-LO,BLOCKYEAR,432,0.0012680042666058933,-0.0038908540823547333,-0.13426310712315048,0.41435185185185186
DISP-LO,BLOCKEP,432,-0.015430467362980094,0.0014969908087262007,-0.4250809771150483,0.33101851851851855
DISP-LO,SHIFT5,432,-0.0024223241991367384,-0.002015308784722114,-0.31796002100534343,0.3472222222222222
DISP-LO,SHIFT10,432,0.0,-0.0032674512848215043,-0.21037027464759403,0.4050925925925926
DISP-LO,SHIFT21,432,0.0027407896560062706,-0.004044872616982831,-0.4753336088479223,0.2175925925925926
DISP-LO,SHIFT63,432,0.005659512231060482,-0.020195770738621804,-0.17752909654895171,0.41898148148148145
DISP-LO,SHIFT126,432,0.0,-0.0029936429612883175,-0.2200065772942903,0.4212962962962963
DISP-LO,SHIFT252,432,0.0,-0.034775583066635085,0.33884210265219755,0.5532407407407407
DISP-HI,RAND,432,0.19612252283671167,0.20515565780444744,0.6832364654350692,0.9930555555555556
DISP-HI,YEARMATCH,432,0.05579225512582342,0.17831466811815883,0.3880543624031509,0.7708333333333334
DISP-HI,EPMATCH,432,0.17431519482863628,0.10413747225604689,0.5204820234733483,0.9050925925925926
DISP-HI,BLOCK,432,0.007308528006197801,0.048692795597305466,-0.2922466386482076,0.43287037037037035
DISP-HI,BLOCKYEAR,432,-0.009622160924676049,0.01986364316580333,-0.31359732634889825,0.3333333333333333
DISP-HI,BLOCKEP,432,0.006701917344578312,-0.05396184143759919,-0.24133978960554467,0.4050925925925926
DISP-HI,SHIFT5,432,-0.005627996653515044,-0.0396845061999318,0.08718737770367316,0.5787037037037037
