panel,family,level,cad,gross,ident_max_err,window,c_bar,c_sd,gap0_pp,pred0_pp,resid0_pp
SMALL439,QUANTILE,0.3,W,0.5,5.204170427930421e-17,FULL,0.3008993824057108,0.0018151194220322774,-3.4320723707204293,-3.429154443359872,-0.002917927360557293
SMALL439,QUANTILE,0.3,W,0.5,5.204170427930421e-17,IS,0.30103051457945523,0.0015545303416058128,-3.136763412134558,-3.1310587835096992,-0.005704628624858543
SMALL439,QUANTILE,0.3,W,0.5,5.204170427930421e-17,OOS,0.3008186939481261,0.001954247174789959,-3.6146658379432983,-3.6135336492548076,-0.0011321886884907428
SMALL439,QUANTILE,0.3,W,0.75,4.85722573273506e-17,FULL,0.30092756690934097,0.0026483951867033654,-4.916740241371231,-4.909192952057251,-0.007547289313980521
SMALL439,QUANTILE,0.3,W,0.75,4.85722573273506e-17,IS,0.3010361362834967,0.00219452413739291,-4.58238640300872,-4.568338604882749,-0.014047798125971234
SMALL439,QUANTILE,0.3,W,0.75,4.85722573273506e-17,OOS,0.3008607618294632,0.0028909027524451564,-5.12374194770433,-5.1202843303882695,-0.003457617316060535
SMALL439,QUANTILE,0.3,W,1.0,1.0408340855860843e-16,FULL,0.3009536268150959,0.0034980813608870196,-6.226776149662072,-6.21184612955068,-0.014930020111392217
SMALL439,QUANTILE,0.3,W,1.0,1.0408340855860843e-16,IS,0.30104041315886265,0.0028565866092032334,-5.936387116732256,-5.909879066888246,-0.026508049844009562
SMALL439,QUANTILE,0.3,W,1.0,1.0408340855860843e-16,OOS,0.3009002253041014,0.003839505976632832,-6.406646319088782,-6.398945605309736,-0.007700713779046353
SMALL439,QUANTILE,0.3,M,0.5,3.8163916471489756e-17,FULL,0.3012329062495781,0.004336932966488484,-4.042529737120959,-4.025649253824515,-0.016880483296444204
SMALL439,QUANTILE,0.3,M,0.5,3.8163916471489756e-17,IS,0.30130042798900775,0.0032565244790248513,-4.102304332576234,-4.0751862365730585,-0.02711809600317583
SMALL439,QUANTILE,0.3,M,0.5,3.8163916471489756e-17,OOS,0.3011913586655457,0.004884566482217223,-4.005747053608366,-3.995171046004864,-0.010576007603502191
SMALL439,QUANTILE,0.3,M,0.75,4.597017211338539e-17,FULL,0.30140122003643033,0.006488479064724188,-5.892214316951838,-5.850353319376356,-0.04186099757548245
SMALL439,QUANTILE,0.3,M,0.75,4.597017211338539e-17,IS,0.3013939602876685,0.004842509016682098,-6.124836935900713,-6.062825412748962,-0.0620115231517504
SMALL439,QUANTILE,0.3,M,0.75,4.597017211338539e-17,OOS,0.301405687116578,0.007320563985782359,-5.749244096687955,-5.71978780939244,-0.029456287295515082
SMALL439,QUANTILE,0.3,M,1.0,7.632783294297951e-17,FULL,0.3015560971243623,0.008664318000933754,-7.606411434223315,-7.524070198863897,-0.08234123535941773
SMALL439,QUANTILE,0.3,M,1.0,7.632783294297951e-17,IS,0.30148008941882515,0.006442807855026056,-8.121184153537374,-8.007918100569956,-0.11326605296741832
SMALL439,QUANTILE,0.3,M,1.0,7.632783294297951e-17,OOS,0.3016028663065487,0.009784718683523139,-7.290689949518692,-7.227396901050764,-0.06329304846792727
SMALL439,QUANTILE,0.3,Q,0.5,2.949029909160572e-17,FULL,0.30258603124555467,0.007092302194445108,-4.077961665231289,-4.0839525350231165,0.005990869791827613
SMALL439,QUANTILE,0.3,Q,0.5,2.949029909160572e-17,IS,0.30196740642844616,0.005214856736752435,-4.262632525304988,-4.252532443298529,-0.010100082006458955
SMALL439,QUANTILE,0.3,Q,0.5,2.949029909160572e-17,OOS,0.30296668445132974,0.008009670476952944,-3.96449276848454,-3.9804562123424203,0.0159634438578804
SMALL439,QUANTILE,0.3,Q,0.75,2.42861286636753e-17,FULL,0.3033470569857371,0.01062865077026265,-5.826835211206971,-5.8384573529011385,0.011622141694167532
SMALL439,QUANTILE,0.3,Q,0.75,2.42861286636753e-17,IS,0.3023950375640984,0.007840216922320592,-6.29603958154985,-6.272009666232825,-0.024029915317025363
SMALL439,QUANTILE,0.3,Q,0.75,2.42861286636753e-17,OOS,0.3039328550895066,0.011991403423715085,-5.539210589290899,-5.573060270182739,0.03384968089183982
SMALL439,QUANTILE,0.3,Q,1.0,3.9898639947466563e-17,FULL,0.30407041065049917,0.014169747547811896,-7.343755402868735,-7.358745343050255,0.014989940181520112
SMALL439,QUANTILE,0.3,Q,1.0,3.9898639947466563e-17,IS,0.30280222677897206,0.010473215331008442,-8.250586587720488,-8.204828956253984,-0.04575763146650402
SMALL439,QUANTILE,0.3,Q,1.0,3.9898639947466563e-17,OOS,0.30485075156612135,0.015978181060210525,-6.789807844032447,-6.842911216441938,0.05310337240949092
SMALL439,QUANTILE,0.4,D,0.5,1.3877787807814457e-16,FULL,0.4007886120197993,0.0005948325443304383,-2.0807997368296194,-2.0789232983492445,-0.0018764384803748868
SMALL439,QUANTILE,0.4,D,0.5,1.3877787807814457e-16,IS,0.4009865227569217,0.0006282929903846848,-1.5229747613655364,-1.5191710292794536,-0.003803732086082867
SMALL439,QUANTILE,0.4,D,0.5,1.3877787807814457e-16,OOS,0.4006668332704516,0.0005383744285493451,-2.4278222669446237,-2.4273364627702243,-0.0004858041743993624
SMALL439,QUANTILE,0.4,D,0.75,1.457167719820518e-16,FULL,0.40078861201979915,0.0005948325443298739,-2.8775320912743263,-2.8746763332566205,-0.0028557580177057673
SMALL439,QUANTILE,0.4,D,0.75,1.457167719820518e-16,IS,0.40098652275692165,0.0006282929903840762,-2.124855371869705,-2.11909015628573,-0.005765215583974914
SMALL439,QUANTILE,0.4,D,0.75,1.457167719820518e-16,OOS,0.40066683327045133,0.0005383744285487508,-3.347817669955222,-3.347049347852127,-0.000768322103095187
SMALL439,QUANTILE,0.4,D,1.0,2.7755575615628914e-16,FULL,0.4007886120197993,0.0005948325443304383,-3.498382758013552,-3.4945205690324554,-0.0038621889810963594
SMALL439,QUANTILE,0.4,D,1.0,2.7755575615628914e-16,IS,0.4009865227569217,0.0006282929903846848,-2.6140958368512157,-2.6063302839804514,-0.007765552870764303
SMALL439,QUANTILE,0.4,D,1.0,2.7755575615628914e-16,OOS,0.4006668332704516,0.0005383744285493451,-4.052905994766043,-4.051827715234602,-0.0010782795314412397
SMALL439,QUANTILE,0.4,W,0.5,7.19910242530375e-17,FULL,0.4008688347942601,0.0020036962514102764,-2.9365210561906663,-2.9303477829457636,-0.006173273244902688
SMALL439,QUANTILE,0.4,W,0.5,7.19910242530375e-17,IS,0.4010244245026602,0.0016292658985359212,-2.7965134159582794,-2.7872264199893193,-0.009286995968960099
SMALL439,QUANTILE,0.4,W,0.5,7.19910242530375e-17,OOS,0.40077309708757564,0.0021975383622418157,-3.0229637500914786,-3.0187598247937375,-0.004203925297741051
SMALL439,QUANTILE,0.4,W,0.75,8.326672684688674e-17,FULL,0.4009003632622283,0.0029425243838181576,-4.2028198348048385,-4.189052204351484,-0.013767630453354052
SMALL439,QUANTILE,0.4,W,0.75,8.326672684688674e-17,IS,0.4010371835025535,0.0023482163254647218,-4.094375853595622,-4.074559287880919,-0.019816565714703138
SMALL439,QUANTILE,0.4,W,0.75,8.326672684688674e-17,OOS,0.4008161748144738,0.0032523318718699363,-4.26980764538456,-4.259825805825734,-0.009981839558825811
SMALL439,QUANTILE,0.4,W,1.0,1.43982048506075e-16,FULL,0.4009287620515364,0.00389983793339581,-5.315757714013403,-5.2906004043314026,-0.02515730968200014
SMALL439,QUANTILE,0.4,W,1.0,1.43982048506075e-16,IS,0.4010480186416133,0.0030872649717719313,-5.316173320615292,-5.28137981488126,-0.03479350573403206
SMALL439,QUANTILE,0.4,W,1.0,1.43982048506075e-16,OOS,0.4008553808969704,0.004323591038531128,-5.3154853490331,-5.296325361038123,-0.019159987994976646
SMALL439,QUANTILE,0.4,M,0.5,5.811323644522304e-17,FULL,0.4012274284301423,0.004833500581917917,-3.4618355961002267,-3.443241464240776,-0.01859413185945069
SMALL439,QUANTILE,0.4,M,0.5,5.811323644522304e-17,IS,0.40127835052038985,0.003616143289539413,-3.7626443673928422,-3.7352012118381905,-0.02744315555465171
SMALL439,QUANTILE,0.4,M,0.5,5.811323644522304e-17,OOS,0.4011960949686299,0.005449536265524991,-3.2775002268497166,-3.26432132620873,-0.01317890064098659
SMALL439,QUANTILE,0.4,M,0.75,7.632783294297951e-17,FULL,0.40140882091356495,0.0072544584009079285,-5.041403671259581,-4.9960756977492915,-0.04532797351028961
SMALL439,QUANTILE,0.4,M,0.75,7.632783294297951e-17,IS,0.4013898465133567,0.0054052365287544585,-5.633344173955934,-5.569738461826601,-0.06360571212933319
SMALL439,QUANTILE,0.4,M,0.75,7.632783294297951e-17,OOS,0.4014204962716611,0.008188389624051497,-4.6798521930068615,-4.6457466622816135,-0.03410553072524802
SMALL439,QUANTILE,0.4,M,1.0,1.1622647289044608e-16,FULL,0.4015703901585198,0.009712568629165863,-6.500040620426595,-6.411454874687106,-0.08858574573948896
SMALL439,QUANTILE,0.4,M,1.0,1.1622647289044608e-16,IS,0.401490403414457,0.007208824597748121,-7.490282294650141,-7.373060147621313,-0.11722214702882816
SMALL439,QUANTILE,0.4,M,1.0,1.1622647289044608e-16,OOS,0.40161960772901645,0.010974007446614033,-5.897706683150283,-5.826741623480891,-0.07096505966939226
SMALL439,QUANTILE,0.4,Q,0.5,2.992397996059992e-17,FULL,0.40273234349376874,0.007916437240655702,-3.6694968296821617,-3.675137092245939,0.005640262563777476
SMALL439,QUANTILE,0.4,Q,0.5,2.992397996059992e-17,IS,0.4023030397746211,0.0060830164008675944,-3.9404280200965314,-3.933557617715988,-0.006870402380543261
SMALL439,QUANTILE,0.4,Q,0.5,2.992397996059992e-17,OOS,0.4029965033406182,0.008848827479744085,-3.5033473568433005,-3.516808805633631,0.013461448790330621
SMALL439,QUANTILE,0.4,Q,0.75,4.336808689942018e-17,FULL,0.40361923217714335,0.01182477771151811,-5.267157021667668,-5.276686322142243,0.009529300474575564
SMALL439,QUANTILE,0.4,Q,0.75,4.336808689942018e-17,IS,0.4028730283500898,0.009000302340288042,-5.8461290979648695,-5.826455842503742,-0.01967325546112786
SMALL439,QUANTILE,0.4,Q,0.75,4.336808689942018e-17,OOS,0.40407838750210623,0.013248128035021402,-4.913249339501347,-4.941166175939826,0.027916836438479642
SMALL439,QUANTILE,0.4,Q,1.0,5.984795992119984e-17,FULL,0.4044521769606087,0.01575380532224509,-6.671179488716428,-6.681260035569747,0.010080546853319383
SMALL439,QUANTILE,0.4,Q,1.0,5.984795992119984e-17,IS,0.4034133233056495,0.011923028900455015,-7.69647410425176,-7.6560163196632836,-0.04045778458847682
SMALL439,QUANTILE,0.4,Q,1.0,5.984795992119984e-17,OOS,0.40509140604284904,0.01767577362092208,-6.047178317924673,-6.089317199037092,0.042138881112419035
SMALL439,QUANTILE,0.5,D,0.5,3.365363543395006e-16,FULL,0.500554312299235,0.0004948336534209959,-2.0019401139727444,-2.0013767874675015,-0.0005633265052429337
SMALL439,QUANTILE,0.5,D,0.5,3.365363543395006e-16,IS,0.5006574571603365,0.0005795944458205125,-1.8758283440248213,-1.876635002703031,0.0008066586782096152
SMALL439,QUANTILE,0.5,D,0.5,3.365363543395006e-16,OOS,0.5004908450393519,0.0004223261207840934,-2.0798463991938743,-2.078469789520798,-0.001376609673076068
SMALL439,QUANTILE,0.5,D,0.75,2.42861286636753e-16,FULL,0.5005543122992355,0.0004948336534211097,-2.7942931583182062,-2.793428069070525,-0.000865089247681361
SMALL439,QUANTILE,0.5,D,0.75,2.42861286636753e-16,IS,0.5006574571603365,0.0005795944458204439,-2.6911969611806974,-2.6924036381324123,0.0012066769517149467
SMALL439,QUANTILE,0.5,D,0.75,2.42861286636753e-16,OOS,0.5004908450393528,0.0004223261207845004,-2.8580286156877355,-2.8559203013828416,-0.002108314304893888
SMALL439,QUANTILE,0.5,D,1.0,6.730727086790012e-16,FULL,0.500554312299235,0.0004948336534209959,-3.4332262354803467,-3.4320457526370918,-0.001180482843254893
SMALL439,QUANTILE,0.5,D,1.0,6.730727086790012e-16,IS,0.5006574571603365,0.0005795944458205125,-3.4165818592882147,-3.418185473761004,0.0016036144727893387
SMALL439,QUANTILE,0.5,D,1.0,6.730727086790012e-16,OOS,0.5004908450393519,0.0004223261207840934,-3.4435027132089013,-3.440634003012022,-0.002868710196879398
SMALL439,QUANTILE,0.5,W,0.5,3.365363543395006e-16,FULL,0.5006257606589714,0.0020452748138711876,-2.57913944788446,-2.57197729913643,-0.007162148748030006
SMALL439,QUANTILE,0.5,W,0.5,3.365363543395006e-16,IS,0.5006849215392918,0.0016531442769526208,-2.6752026523471306,-2.666534261800102,-0.008668390547028615
SMALL439,QUANTILE,0.5,W,0.5,3.365363543395006e-16,OOS,0.5005893576920555,0.002252450392040071,-2.5200863582012234,-2.5138444691497064,-0.006241889051517013
SMALL439,QUANTILE,0.5,W,0.75,2.42861286636753e-16,FULL,0.5006576528870144,0.0030293566232202497,-3.6976350520508516,-3.6814365563827334,-0.016198495668118262
SMALL439,QUANTILE,0.5,W,0.75,2.42861286636753e-16,IS,0.5007046708186889,0.0023976095359514262,-3.9434379335158365,-3.9236988549558482,-0.019739078559988243
SMALL439,QUANTILE,0.5,W,0.75,2.42861286636753e-16,OOS,0.5006287217385608,0.0033597076592617858,-3.5467840932814187,-3.532748918955808,-0.014035174325610633
SMALL439,QUANTILE,0.5,W,1.0,6.730727086790012e-16,FULL,0.5006855105900646,0.004028659689716458,-4.684372916450319,-4.6545458783736615,-0.02982703807665743
SMALL439,QUANTILE,0.5,W,1.0,6.730727086790012e-16,IS,0.5007219915019037,0.0031594184286474103,-5.156376328755852,-5.120403691466691,-0.035972637289161113
SMALL439,QUANTILE,0.5,W,1.0,6.730727086790012e-16,OOS,0.5006630630974049,0.004480968488338751,-4.395416944026964,-4.369344542805664,-0.026072401221299835
SMALL439,QUANTILE,0.5,M,0.5,1.734723475976807e-16,FULL,0.5009730719474401,0.0049112039764414046,-2.978038186273513,-2.9583411098533796,-0.019697076420133186
SMALL439,QUANTILE,0.5,M,0.5,1.734723475976807e-16,IS,0.5009383115398368,0.0037055363405905746,-3.3529006048389265,-3.3287059127056873,-0.024194692133239215
SMALL439,QUANTILE,0.5,M,0.5,1.734723475976807e-16,OOS,0.5009944607766986,0.005524445690469506,-2.748978656017398,-2.7320588854397476,-0.01691977057765026
SMALL439,QUANTILE,0.5,M,0.75,8.326672684688674e-17,FULL,0.5011659994785664,0.007420810555549205,-4.3405965360455045,-4.293399189813352,-0.04719734623215288
SMALL439,QUANTILE,0.5,M,0.75,8.326672684688674e-17,IS,0.5010669917865382,0.005566308385790682,-5.02909331964807,-4.972960093792067,-0.05613322585600322
SMALL439,QUANTILE,0.5,M,0.75,8.326672684688674e-17,OOS,0.5012269210489992,0.008360457717955771,-3.9218480680747625,-3.8802180031220823,-0.04163006495268018
SMALL439,QUANTILE,0.5,M,1.0,3.469446951953614e-16,FULL,0.5013334803934566,0.009976942818311,-5.600505396508693,-5.50892833000256,-0.09157706650613218
SMALL439,QUANTILE,0.5,M,1.0,3.469446951953614e-16,IS,0.5011815122564689,0.007440619823971679,-6.698510701773208,-6.594720323224013,-0.1037903785491956
SMALL439,QUANTILE,0.5,M,1.0,3.469446951953614e-16,OOS,0.5014269896690633,0.011257577373427165,-4.936343586363079,-4.8524569687613095,-0.08388661760176941
SMALL439,QUANTILE,0.5,Q,0.5,1.734723475976807e-16,FULL,0.5024541087379607,0.008102472473642123,-2.950276324629031,-2.955780310697187,0.005503986068156053
SMALL439,QUANTILE,0.5,Q,0.5,1.734723475976807e-16,IS,0.5018799410539759,0.006186120745535351,-3.263105860348059,-3.256469484212765,-0.006636376135293887
SMALL439,QUANTILE,0.5,Q,0.5,1.734723475976807e-16,OOS,0.5028074065099167,0.009066066443868542,-2.7587946553384146,-2.7720248729728336,0.013230217634419006
SMALL439,QUANTILE,0.5,Q,0.75,6.591949208711867e-17,FULL,0.5033501216090227,0.012128336997051695,-4.211274006649535,-4.221438808009004,0.010164801359469067
SMALL439,QUANTILE,0.5,Q,0.75,6.591949208711867e-17,IS,0.5024709903566646,0.009218010749403635,-4.836419162225081,-4.818091238600752,-0.018327923624328335
SMALL439,QUANTILE,0.5,Q,0.75,6.591949208711867e-17,OOS,0.5038910700486138,0.01358695321577241,-3.830241752714425,-3.858646541976385,0.028404789261959884
SMALL439,QUANTILE,0.5,Q,1.0,3.469446951953614e-16,FULL,0.5041776066748317,0.016204534478532606,-5.294699952193493,-5.307702061591413,0.013002109397919348
SMALL439,QUANTILE,0.5,Q,1.0,3.469446951953614e-16,IS,0.5030235757997126,0.012259955205291547,-6.359006194239458,-6.321929063593701,-0.03707713064575735
SMALL439,QUANTILE,0.5,Q,1.0,3.469446951953614e-16,OOS,0.5048877067872565,0.0181780408162957,-4.649494887875427,-4.694768139430616,0.04527325155518902
SMALL439,QUANTILE,0.6,D,0.5,1.682681771697503e-16,FULL,0.6007537173229012,0.0005985687561189752,-1.7294880444875371,-1.7289554632069049,-0.0005325812806322716
SMALL439,QUANTILE,0.6,D,0.5,1.682681771697503e-16,IS,0.6010508806440968,0.0006306752757538178,-1.7513067218738687,-1.752138737721265,0.000832015847396228
SMALL439,QUANTILE,0.6,D,0.5,1.682681771697503e-16,OOS,0.6005708663157582,0.0004963323471531569,-1.716052779179189,-1.7146803786955545,-0.0013724004836346282
SMALL439,QUANTILE,0.6,D,0.75,3.434752482434078e-16,FULL,0.6007537173229008,0.0005985687561185659,-2.4166753764879756,-2.4159183601360823,-0.0007570163518932915
SMALL439,QUANTILE,0.6,D,0.75,3.434752482434078e-16,IS,0.6010508806440956,0.0006306752757543143,-2.5317198887021997,-2.5330035518491556,0.0012836631469559379
SMALL439,QUANTILE,0.6,D,0.75,3.434752482434078e-16,OOS,0.6005708663157585,0.0004963323471525351,-2.3459025205662565,-2.3438461622529383,-0.002056358313318185
SMALL439,QUANTILE,0.6,D,1.0,3.365363543395006e-16,FULL,0.6007537173229012,0.0005985687561189752,-2.9713664273416818,-2.970415707724916,-0.0009507196167657384
SMALL439,QUANTILE,0.6,D,1.0,3.365363543395006e-16,IS,0.6010508806440968,0.0006306752757538178,-3.2401109045200105,-3.241870233980637,0.001759329460626624
SMALL439,QUANTILE,0.6,D,1.0,3.365363543395006e-16,OOS,0.6005708663157582,0.0004963323471531569,-2.8063407568390986,-2.8036054052021253,-0.002735351636973249
SMALL439,QUANTILE,0.6,W,0.5,1.2836953722228372e-16,FULL,0.6008281196464155,0.0020237416611752312,-2.112191091410809,-2.1065294933028333,-0.005661598107975507
SMALL439,QUANTILE,0.6,W,0.5,1.2836953722228372e-16,IS,0.6011096716328783,0.0016314634863402512,-2.339068418689738,-2.331888943596172,-0.00717947509356609
SMALL439,QUANTILE,0.6,W,0.5,1.2836953722228372e-16,OOS,0.6006548746305747,0.0022136942970474994,-1.9733174193127478,-1.9684523127300402,-0.004865106582707668
SMALL439,QUANTILE,0.6,W,0.75,3.434752482434078e-16,FULL,0.6008560502172748,0.0029730231701015778,-3.0215325985411656,-3.0076497163593174,-0.013882882181848188
SMALL439,QUANTILE,0.6,W,0.75,3.434752482434078e-16,IS,0.6011308767649435,0.002335782565818587,-3.463168720084675,-3.444974297661507,-0.018194422423167822
SMALL439,QUANTILE,0.6,W,0.75,3.434752482434078e-16,OOS,0.6006869435091232,0.003293702738447812,-2.7522665479826847,-2.740778366578911,-0.011488181403773723
SMALL439,QUANTILE,0.6,W,1.0,2.5673907444456745e-16,FULL,0.6008791962525355,0.0039441615164948415,-3.8164109885539865,-3.789734372551945,-0.02667661600204152
SMALL439,QUANTILE,0.6,W,1.0,2.5673907444456745e-16,IS,0.6011493121350676,0.003059644880170235,-4.548561815667584,-4.513636987126324,-0.034924828541260666
SMALL439,QUANTILE,0.6,W,1.0,2.5673907444456745e-16,OOS,0.6007129881183433,0.004393309186620452,-3.3721772781705406,-3.350150480401881,-0.022026797768659456
