constr,tape,donor,mech,target,frac_ladder,lam,gross,donor_MAXDD,target_MAXDD,solved_hit,R_unscaled,R_scaled,R_target,gap_before,gap_after,frac_gap_closed,lands
C_POOLED,T_OWN,U56,M_GROSS,S_NONE,F_1140,1.0,0.75,-19.127561830465023,-35.81405418032813,,1.149520263216346,1.149520263216346,0.794259149871056,0.35526111334529,0.35526111334529,0.0,False
C_POOLED,T_OWN,U56,M_GROSS,S_NONE,F_FINE,1.0,0.75,-19.127561830465023,-35.81405418032813,,0.7258777875609574,0.7258777875609574,0.550193704602331,0.17568408295862648,0.17568408295862648,0.0,False
C_POOLED,T_OWN,U56,M_GROSS,S_NONE,F_FINER,1.0,0.75,-19.127561830465023,-35.81405418032813,,0.6454469547169345,0.6454469547169345,0.46988745137109145,0.17555950334584303,0.17555950334584303,0.0,False
C_BOOK,T_OWN,U56,M_GROSS,S_NONE,F_1140,1.0,0.75,-19.127561830465023,-35.81405418032813,,1.2844843739710543,1.2844843739710543,0.8967883315689938,0.38769604240206046,0.38769604240206046,0.0,False
C_BOOK,T_OWN,U56,M_GROSS,S_NONE,F_FINE,1.0,0.75,-19.127561830465023,-35.81405418032813,,0.7399763618077051,0.7399763618077051,0.6117958231986302,0.12818053860907486,0.12818053860907486,0.0,False
C_BOOK,T_OWN,U56,M_GROSS,S_NONE,F_FINER,1.0,0.75,-19.127561830465023,-35.81405418032813,,0.7451503773445044,0.7451503773445044,0.5192397169271324,0.22591066041737196,0.22591066041737196,0.0,False
C_POOLED,T_OWN,U56,M_GROSS,S_MAXDD,F_1140,2.007154870394113,1.5053661527955848,-35.814054180328114,-35.81405418032813,35.814054180328114,1.149520263216346,1.1777822708179337,0.794259149871056,0.35526111334529,0.3835231209468778,-0.07955277552181461,False
C_POOLED,T_OWN,U56,M_GROSS,S_MAXDD,F_FINE,2.007154870394113,1.5053661527955848,-35.814054180328114,-35.81405418032813,35.814054180328114,0.7258777875609574,0.7217437396439047,0.550193704602331,0.17568408295862648,0.17155003504157373,0.023531146632255306,False
C_POOLED,T_OWN,U56,M_GROSS,S_MAXDD,F_FINER,2.007154870394113,1.5053661527955848,-35.814054180328114,-35.81405418032813,35.814054180328114,0.6454469547169345,0.6637398101656644,0.46988745137109145,0.17555950334584303,0.19385235879457297,-0.10419746638661853,False
C_BOOK,T_OWN,U56,M_GROSS,S_MAXDD,F_1140,2.007154870394113,1.5053661527955848,-35.814054180328114,-35.81405418032813,35.814054180328114,1.2844843739710543,1.2009186138665342,0.8967883315689938,0.38769604240206046,0.30413028229754036,0.21554452706498917,False
C_BOOK,T_OWN,U56,M_GROSS,S_MAXDD,F_FINE,2.007154870394113,1.5053661527955848,-35.814054180328114,-35.81405418032813,35.814054180328114,0.7399763618077051,0.8096867988455705,0.6117958231986302,0.12818053860907486,0.19789097564694025,-0.5438457178781901,False
C_BOOK,T_OWN,U56,M_GROSS,S_MAXDD,F_FINER,2.007154870394113,1.5053661527955848,-35.814054180328114,-35.81405418032813,35.814054180328114,0.7451503773445044,0.7763443850670965,0.5192397169271324,0.22591066041737196,0.257104668139964,-0.13808116741795562,False
C_POOLED,T_OWN,U56,M_GROSS,S_VOL,F_1140,1.3489957207671095,1.0117467905753321,-25.19331258405787,-35.81405418032813,18.242031995166172,1.149520263216346,1.1080902761586842,0.794259149871056,0.35526111334529,0.3138311262876282,0.11661841248973004,False
C_POOLED,T_OWN,U56,M_GROSS,S_VOL,F_FINE,1.3489957207671095,1.0117467905753321,-25.19331258405787,-35.81405418032813,18.242031995166172,0.7258777875609574,0.7082041500386707,0.550193704602331,0.17568408295862648,0.15801044543633969,0.1005989684702906,False
C_POOLED,T_OWN,U56,M_GROSS,S_VOL,F_FINER,1.3489957207671095,1.0117467905753321,-25.19331258405787,-35.81405418032813,18.242031995166172,0.6454469547169345,0.63232397663075,0.46988745137109145,0.17555950334584303,0.16243652525965857,0.07474946007527072,False
C_BOOK,T_OWN,U56,M_GROSS,S_VOL,F_1140,1.3489957207671095,1.0117467905753321,-25.19331258405787,-35.81405418032813,18.242031995166172,1.2844843739710543,1.2543537005437775,0.8967883315689938,0.38769604240206046,0.35756536897478364,0.07771725819174025,False
C_BOOK,T_OWN,U56,M_GROSS,S_VOL,F_FINE,1.3489957207671095,1.0117467905753321,-25.19331258405787,-35.81405418032813,18.242031995166172,0.7399763618077051,0.7600748430821102,0.6117958231986302,0.12818053860907486,0.1482790198834799,-0.15679822765998375,False
