band,gross,CAGR,Sharpe,MaxDD,H1,H2,isS,oosC,oosS,oosD,pass4a,margin4a,pass4b,margin4b
0.03,1.1,0.12692169049363056,1.1995120381290678,-0.17430622468074997,1.2355527726205118,1.170742472233458,1.1048761773636393,0.1394951302687919,1.2736280039561296,-0.17430622468075008,0,-0.0537567729160181,1,0.021142475154489332
0.05,0.55,0.06067083248268745,1.143668802162769,-0.09293827507596586,1.1949059731196083,1.102131338658431,1.0619205941665963,0.06628090629332584,1.207507790904892,-0.09293827507596586,0,-0.06970480420323999,0,-0.04510838285645377
0.05,0.75,0.08291884950762407,1.1436645132692564,-0.12567305561354025,1.1955163999558112,1.101647009159898,1.0624907023341437,0.0906739690270324,1.2070480480620316,-0.12567305561354014,0,-0.07018913370177304,0,-0.022860365831517154
0.05,0.95,0.10523507188188108,1.1435692640053008,-0.1578392703571906,1.1960386207524327,1.1010727865989938,1.062974249391552,0.11518808742954656,1.2064937997758562,-0.1578392703571908,0,-0.07076335626267727,0,-0.0005441434572601433
0.05,1.0,0.11082216247552612,1.1435295379426231,-0.16579202432646456,1.1961544256042247,1.1009128304170381,1.0630806876941534,0.12133255412173516,1.2063381795865937,-0.16579202432646445,0,-0.0709233124446329,1,0.0050429471363848954
0.05,1.1,0.12200351593965575,1.1434307487333333,-0.18159076466240964,1.1963680637443292,1.1005730632339992,1.063275878150575,0.13363784680457225,1.206006309707554,-0.18159076466240953,0,-0.07126307962767187,1,0.016224300600514524
0.08,0.55,0.06221376364936915,1.1446164189715178,-0.10713960381892762,1.2428004802140136,1.0636235519400927,1.1218433831383068,0.06560598929950978,1.163376623603833,-0.10713960381892818,0,-0.10821259092157831,0,-0.04356545168977208
0.08,0.75,0.08504008749054859,1.1443663826160282,-0.1446692172248485,1.2432489775048141,1.062929054695462,1.122238493148958,0.08970841454328005,1.1626595234215016,-0.14466921722484838,0,-0.10890708816620909,0,-0.020739127848592637
0.08,0.95,0.10794225729802598,1.144017834253739,-0.1814341804786317,1.2436075299927167,1.0621396324341283,1.122545871825424,0.11390597134651204,1.161838460564277,-0.1814341804786318,0,-0.10969651042754269,1,0.002163041958884754
0.08,1.0,0.11367693601075812,1.1439139554635542,-0.1905060478611258,1.2436822851104492,1.0619257310263233,1.1226081240349866,0.11996718309904564,1.161615279891426,-0.19050604786112602,0,-0.10991041183534778,1,0.007897720671616898
0.08,1.1,0.12515449076314766,1.1436841622698513,-0.20850661614404964,1.2438112381060025,1.0614768666700032,1.1227124598198348,0.13210078772874412,1.16114604466131,-0.20850661614404964,0,-0.11035927619166785,0,-0.006203075490328197
