band,gross,CAGR,Sharpe,MaxDD,H1,H2,isS,oosC,oosS,oosD,pass4a,margin4a,pass4b,margin4b
0.0,0.55,0.05968286439926218,1.1655842705756523,-0.0888661432111606,1.1893594569553743,1.1467042182409757,1.0543188127618572,0.0659283660404637,1.253152788062854,-0.08886614321116071,0,-0.04549571550778686,0,-0.046096350939879044
0.0,0.75,0.0815840455749346,1.1655692352749538,-0.12011678079620314,1.1898504035017787,1.1462595680041863,1.0547576766655864,0.09023730017516285,1.2527642387538178,-0.12011678079620347,0,-0.04500476896138239,0,-0.02419516976420663
0.0,0.95,0.10356270337967777,1.1654687403721484,-0.15080204830852884,1.1902598179671087,1.145727290645718,1.0551179223861566,0.11469433787045125,1.2522842728354582,-0.1508020483085294,0,-0.04459535449605245,0,-0.0022165119594634575
0.0,1.0,0.10906711246555667,1.1654290031781978,-0.15838543013001427,1.1903480371391748,1.1455793927003626,1.055194256613703,0.12082918233944895,1.2521488796352584,-0.1583854301300145,0,-0.04450713532398631,1,0.0032878971264154455
0.0,1.1,0.12008533434059898,1.165331316114547,-0.17344682395601552,1.1905061432027397,1.1452657707234932,1.0553286470477243,0.13312118366283876,1.2518598095633076,-0.17344682395601563,0,-0.052897372191283654,1,0.014306119001457757
0.01,0.55,0.061093506615709225,1.1839008933013615,-0.08895979319005187,1.2086727571851472,1.164142086272114,1.077838067478944,0.0671634872845488,1.267453717241421,-0.08895979319005176,0,-0.026182415278013904,0,-0.044685708723432
0.01,0.75,0.08353818529319335,1.1838712366886213,-0.12025471509580388,1.2091454382669085,1.163687822119236,1.0782552398459255,0.09195172905296456,1.2670560912006217,-0.12025471509580377,0,-0.025709734196252665,0,-0.02224103004594788
0.01,0.95,0.1060761502514509,1.183754516481006,-0.15098904847881367,1.2095360383052327,1.1631434753223462,1.0785929187098826,0.11690376915936707,1.2665648992514063,-0.15098904847881334,0,-0.030439596714081807,1,0.00029693491230967095
0.01,1.0,0.11172282104836673,1.1837105751885895,-0.1585854056475684,1.2096195100035791,1.1629923348738538,1.078663422203587,0.12316480027393473,1.2664265880664896,-0.15858540564756796,0,-0.03803595388283654,1,0.005943605709225502
0.01,1.1,0.12302844548013403,1.1836042360774337,-0.17367354930933476,1.2097681219492074,1.1626717776291509,1.0787861708686604,0.13571203322971348,1.2661312441211954,-0.17367354930933476,0,-0.0531240975446029,1,0.017249230140992805
0.02,0.55,0.0618952275964908,1.192362246599783,-0.0876610097088627,1.2117800475856366,1.17792122938266,1.0841242513514613,0.06825557740454924,1.2773123951408973,-0.08766100970886259,0,-0.0230751248775245,0,-0.04388398774265043
0.02,0.75,0.08464618776210653,1.1923070240054567,-0.11858553062326938,1.2122434495155976,1.1774316886262128,1.0845316693514713,0.09346386831081355,1.2768773617227605,-0.11858553062326993,0,-0.02261172294756353,0,-0.021133027577034696
0.02,0.95,0.10749793368371985,1.1921634721324765,-0.14900019753361526,1.212623685300872,1.176850820039351,1.0848575971857464,0.11884783191661019,1.2763480591470244,-0.14900019753361549,0,-0.0284507457688834,1,0.0017187183445786236
0.02,1.0,0.11322418909707976,1.19211261351676,-0.15652429356313113,1.212704247386766,1.1766904607151378,1.0849248085287608,0.12521866462350628,1.2762001253755484,-0.1565242935631309,0,-0.03597484179839927,1,0.007444973757938539
0.02,1.1,0.12469035464838796,1.1919925423485247,-0.17147683206221154,1.2128479600831252,1.1763508621428105,1.0850422406787719,0.13798756610026675,1.275884727781226,-0.17147683206221187,0,-0.050927380297479674,1,0.018911139309246733
0.03,0.55,0.06296950287344583,1.1998471694684263,-0.08911538250149487,1.234333550568749,1.1723316123164387,1.1037825032535058,0.06899052453789922,1.2751244843370264,-0.0891153825014952,0,-0.0005216218944121831,0,-0.0428097124656954
0.03,0.75,0.08613208348721235,1.199806892667932,-0.12054945176473186,1.2348551724631611,1.171836142861671,1.1042568982946726,0.09447597045404743,1.2746660728287855,-0.12054945176473153,0,0.0,0,-0.019647131851928873
0.03,0.95,0.1094060430264765,1.1996759629561429,-0.15146293399667599,1.2352895392844654,1.1712494459410083,1.1046459388218055,0.12014167623033534,1.274112457831481,-0.1514629339966761,0,-0.030913482231944123,1,0.003626827687335271
0.03,1.0,0.11523943200801279,1.1996276726447266,-0.15910990855024065,1.2353834127141374,1.171086845015704,1.1047287296204842,0.1265835231142587,1.273957588508626,-0.15910990855024065,0,-0.03856045678550879,1,0.009460216668871563
