wstart,rec_passes,destroyed,created,destroyed_share,SPY_H1_bar,SPY_H2_bar,half_len_days
2009-01-01,60,13,4,0.21666666666666667,0.8377497662257906,1.0603122235597955,1003
2010-01-01,60,20,8,0.3333333333333333,0.805175752810617,0.9465922474525762,881
2011-01-01,60,5,8,0.08333333333333333,0.9689107818397729,0.7212336084596098,755
2012-01-01,60,55,0,0.9166666666666666,1.8067534942921046,0.567150494209081,629
2013-01-01,60,51,0,0.85,1.876828368352639,0.5110070317563842,504
