panel,gross,cost_bps,theta,L_prem_yr,L_prem_in_yr,L_prem_out_yr,L_day_share,L_prem_share_in,L_conc,L_mean_in_yr,L_mean_out_yr,L_mean_gap_yr,L_episodes,L_days_in,L_days,now_prem_share_in,now_conc,now_day_share,cand_prem_share_in,cand_conc,cand_prem_yr,boot_lo,boot_med,boot_hi,gap_lo,gap_med,gap_hi,IS_prem_yr,IS_prem_share_in,IS_conc,IS_day_share,IS_episodes,OOS_prem_yr,OOS_prem_share_in,OOS_conc,OOS_day_share,OOS_episodes,IS_gap_yr,OOS_gap_yr,IS_mean_in,OOS_mean_in,IS_mean_out,OOS_mean_out
U56,0.75,0.0,0.03,0.004088805727540536,0.002388542106550432,0.0017002636209901055,0.37191011235955057,0.5841662005270102,1.570718786915526,0.0064223639722957235,0.0027070386810039244,0.003715325291291799,126,1655,4450,0.041866038815887185,0.11257031584936433,0.37191011235955057,0.9201692782971855,2.474171171252251,0.015021161407050317,-1.2475823396035897,0.6425342143458446,2.952078990317712,-0.014780788433793898,0.006730063460245347,0.02731610630956919,0.002630213907066167,-1.7331185176198312,-5.294320951085238,0.3273542600896861,74,0.005287083985294141,1.5312276604241868,3.7482857459081043,0.4085141219811707,52,-0.024612376944942414,0.02456595853627521,-0.01392519659401617,0.019817501539497042,0.010687180350926242,-0.00474845699677817
U56,0.75,0.0,0.05,0.004088805727540536,0.0005197275930924995,0.003569078134448039,0.25865168539325845,0.12710987699704718,0.49143262609631616,0.0020093725362829045,0.0048143066681702856,-0.002804934131887381,76,1151,4450,0.8071779469612687,3.1207140434210645,0.25865168539325845,0.6884263755250776,2.6615963258788837,0.015021161407050317,-2.103789342355296,0.3691077843220735,2.819007628715335,-0.026801931581242725,-0.0012304336643394645,0.027772295237895747,0.002630213907066167,-2.0716082309316772,-10.265969677728089,0.20179372197309417,35,0.005287083985294141,1.0257138184508152,3.35900651270153,0.3053622595169873,41,-0.03712312335627525,0.017955064672754914,-0.02700169621588,0.01775934953980298,0.010121427140395255,-0.00019571513295193254
U56,0.75,0.0,0.1,0.004088805727540536,-0.0050140862480082355,0.009102891975548774,0.11842696629213482,-1.2262960341293268,-10.354871635437389,-0.042339058450923436,0.010325737774966108,-0.05266479622588954,39,527,4450,0.503847304860929,4.25449811504959,0.11842696629213482,0.2512620929951124,2.12166283458871,0.015021161407050317,-6.119684102093784,-0.4629062401772156,5.090840954819117,-0.10326397926514799,-0.04975927433143899,-0.005185470751034209,0.002630213907066167,-2.306445829966308,-33.54374478798827,0.0687593423019432,23,0.005287083985294141,-0.784844781056253,-4.928986632700324,0.15923045435939417,16,-0.09756601281574473,-0.03728376038036526,-0.08822722403644499,-0.026059966289478775,0.009338788779299736,0.011223794090886483
U56,0.75,0.0,0.15,0.004088805727540536,-0.003942646789665684,0.008031452517206222,0.05146067415730337,-0.9642538805670359,-18.73768457870441,-0.07661475202625456,0.008467179270686492,-0.08508193129694105,30,229,4450,1.2939203628913685,25.143867313827904,0.05146067415730337,0.35021405491673735,6.805469626111272,0.015021161407050317,-4.639798175359684,-0.4647496619208882,4.543068254249038,-0.19603758288325454,-0.08814406129893504,-0.029754219586547972,0.002630213907066167,-1.7948852599525584,-156.6232485532515,0.0114598903836572,7,0.005287083985294141,-0.6247794255564504,-7.409398721526254,0.08432255423659435,23,-0.41938901253345284,-0.04855552303078396,-0.4119526465146431,-0.039174113321240336,0.0074363660188097695,0.009381409709543629
U56,0.75,0.0,0.2,0.004088805727540536,-0.0019139537974809469,0.006002759525021484,0.013258426966292135,-0.468096046869953,-35.30554929781849,-0.14435753218288497,0.006083416052458574,-0.15044094823534354,9,59,4450,0.026782087123736555,2.020004876281825,0.013258426966292135,-0.015777169524291444,-1.1899729556457106,0.015021161407050317,-2.089424302258417,-0.19103651240193267,1.647944475770081,-0.41904728239582323,-0.13804462402474646,-0.034630839532780226,0.002630213907066167,-0.3577623524222807,-239.3430137705058,0.0014947683109118087,1,0.005287083985294141,-0.5131888181298547,-22.387862190914912,0.022922636103151862,8,-0.6330998749160464,-0.126554555666594,-0.6295233233783134,-0.11836650765455843,0.0035765515377329006,0.00818804801203555
U56,0.75,10.0,0.03,0.0026163859512746052,0.001763261194203208,0.0008531247570713974,0.37191011235955057,0.6739300802865927,1.8120778593808686,0.0047410950538998645,0.0013582844969473053,0.003382810556952559,126,1655,4450,-0.1668571116196842,-0.4486490312432596,0.37191011235955057,0.9775374371722609,2.6284239247229975,0.012660551762234894,-1.579740423090813,0.678540793610353,3.540423204805264,-0.014884844433201138,0.005937897152293824,0.025666889697736384,0.001271217711809452,-3.9635467699846867,-12.107820954884728,0.3273542600896861,74,0.003721483231915849,1.9753262642431393,4.835392849244478,0.4085141219811707,52,-0.02477216931946714,0.02413134566133953,-0.0153916764492671,0.017994833408189127,0.009380492870200041,-0.006136512253150403
U56,0.75,10.0,0.05,0.0026163859512746052,8.254795829807584e-05,0.0025338379929765306,0.25865168539325845,0.031550375149301486,0.12198016456506655,0.00031914718890220463,0.0034178778626085364,-0.0030987306737063317,76,1151,4450,1.0884386919230669,4.208125264168243,0.25865168539325845,0.7224599706886357,2.7931771238613625,0.012660551762234894,-2.502531393319145,0.42411942381304735,3.419496535483814,-0.027502934438689678,-0.001057303874085635,0.02682686641602651,0.001271217711809452,-4.535789475256081,-22.47735673293569,0.20179372197309417,35,0.003721483231915849,1.3132642993498136,4.300676519184443,0.3053622595169873,41,-0.037389873428646136,0.01768319169007729,-0.028573613993567285,0.016004895552039128,0.008816259435078855,-0.0016782961380381622
U56,0.75,10.0,0.1,0.0026163859512746052,-0.005190740209466653,0.007807126160741259,0.11842696629213482,-1.9839352091528848,-16.752394081082237,-0.04383072852395941,0.008855904005938976,-0.052686632529898386,39,527,4450,0.7210874719042991,6.088879032208978,0.11842696629213482,0.2398260153967947,2.0250963349444717,0.012660551762234894,-7.959274538848178,-0.3507080861382953,8.904618638737782,-0.09869905512288651,-0.0510085888719939,-0.009623685509551632,0.001271217711809452,-4.848113452064577,-70.50843259633048,0.0687593423019432,23,0.003721483231915849,-1.1801725692857779,-7.411726444126364,0.15923045435939417,16,-0.09761470926848402,-0.037232674608150704,-0.08963156834837821,-0.027582615681363536,0.007983140920105814,0.009650058926787167
U56,0.75,10.0,0.15,0.0026163859512746052,-0.003988890716803144,0.006605276668077751,0.05146067415730337,-1.5245803910772056,-29.62612550346535,-0.07751337855796503,0.006963629749572612,-0.08447700830753764,30,229,4450,1.9985242676996893,38.83595192691536,0.05146067415730337,0.38550038281760607,7.491164644272258,0.012660551762234894,-4.998014487087469,-0.4414342588251487,4.613886115907448,-0.2030420561503199,-0.08766828340907315,-0.026633482801783025,0.001271217711809452,-3.7242966968564826,-324.98536828656347,0.0114598903836572,7,0.003721483231915849,-0.9072829902372037,-10.759671578395576,0.08432255423659435,23,-0.41920238736436977,-0.047793489720990893,-0.41312715624479723,-0.04004193735992067,0.006075231119572534,0.007751552361070222
U56,0.75,10.0,0.2,0.0026163859512746052,-0.001924951282285441,0.0045413372335600475,0.013258426966292135,-0.7357291004210127,-55.49143215039842,-0.14518700349441038,0.0046023572510458235,-0.1497893607454562,9,59,4450,0.03751913803674526,2.829833292601973,0.013258426966292135,-0.03076146121598726,-2.320144108663446,0.012660551762234894,-2.4923343120326784,-0.183364495356098,1.947552680112538,-0.42438468730502343,-0.14285441148759476,-0.03441065902411326,0.001271217711809452,-0.7419176988509373,-496.342940531277,0.0014947683109118087,1,0.003721483231915849,-0.7339924193246381,-32.020419293037335,0.022922636103151862,8,-0.6331776086713753,-0.12576786777637625,-0.6309599371349449,-0.1191634534779532,0.002217671536430341,0.006604414298423042
