panel,book,arm,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
BROAD136,v1,do-nothing (control),0.714743531177852,0.05941502665859644,0.5762505378038234,-0.2119126361153263
BROAD136,v1,noop k*=2 (mean of 40 seeds),0.7149644893143696,0.05944125289929464,0.576540623616539,-0.21198321012460744
BROAD136,v1,noop best-IS arm k=256 seed=10,0.7930506525027278,0.05197110114663239,0.5218773204019148,-0.21966397672869653
BROAD136,v1,LIVE RULES v2,1.0911618922065958,0.07983337481604358,1.1185082795688428,-0.12240793860208021
BROAD136,v1,SPY,0.8986643995365173,0.1545044425578177,0.8820239235972316,-0.3371595330739301
BROAD136,v2,do-nothing (control),1.0911618922065958,0.07983337481604358,1.1185082795688428,-0.12240793860208021
BROAD136,v2,noop k*=2 (mean of 40 seeds),1.091142356784364,0.07983405538957775,1.1185298975949602,-0.12241196397127278
BROAD136,v2,noop best-IS arm k=512 seed=36,1.0963479471912911,0.07958134975778886,1.1177686502659572,-0.12182896820505684
BROAD136,v2,LIVE RULES v2,1.0911618922065958,0.07983337481604358,1.1185082795688428,-0.12240793860208021
BROAD136,v2,SPY,0.8986643995365173,0.1545044425578177,0.8820239235972316,-0.3371595330739301
U56,v1,do-nothing (control),0.5546702419943361,0.07657544479101186,0.7407821445671212,-0.13827804260512733
U56,v1,noop k*=2 (mean of 40 seeds),0.5549460972918675,0.07660060165671986,0.7411593153477276,-0.13817553012920308
U56,v1,noop best-IS arm k=256 seed=2,0.6148656488949574,0.06980648290726754,0.6957466934348993,-0.1387884081634927
U56,v1,LIVE RULES v2,1.1042574813043369,0.0950629792087272,1.2816876607860581,-0.12054947359101964
U56,v1,SPY,0.8986375241701999,0.153780735432695,0.878646168321868,-0.3371728920067377
U56,v2,do-nothing (control),1.1042574813043369,0.0950629792087272,1.2816876607860581,-0.12054947359101964
U56,v2,noop k*=1 (mean of 40 seeds),1.1043050746997451,0.09506184082926519,1.281686947867323,-0.12054947359101967
U56,v2,noop best-IS arm k=512 seed=27,1.1224516016106532,0.09242710029044443,1.2552651881220487,-0.11975162698358954
U56,v2,LIVE RULES v2,1.1042574813043369,0.0950629792087272,1.2816876607860581,-0.12054947359101964
U56,v2,SPY,0.8986375241701999,0.153780735432695,0.878646168321868,-0.3371728920067377
