family,n_claims,move_FILE,move_ROW,move_NUM,x_files,x_rows,x_nums
ARMS,15,15,15,15,1.675,7.066808789767137,18.847424634217706
BOOKS,13,13,13,13,1.6557093425605536,5.11978932014427,13.564209123772509
GRIDS,7,7,7,7,1.3798403783624003,5.002715798127919,13.185398961209014
PLACEBO,6,0,6,6,1.023890784982935,3.9388759907133135,8.392063185764322
