panel,chooser,family,N,H,cap,convention,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,O_S,O_DD,O_CAGR,pass4b_oos,pass4b_full,pass4a,EDGE_OPEN_pp,EDGE_ELIG_pp
U56,C_ISEDGE_ELIG,A,5,63,INF,REBUILT,0.18018573430424678,0.8997819838538258,-0.2626463015129019,True,False,True,False,False,False,6.636925450497233,8.583759527868306
U56,C_ISEDGE_OPEN,A,5,63,INF,REBUILT,0.18018573430424678,0.8997819838538258,-0.2626463015129019,True,False,True,False,False,False,6.636925450497233,8.583759527868306
U56,C_ISSHARPE,A,12,21,INF,REBUILT,0.17568436699087275,1.142623045544897,-0.19477561065817217,True,True,True,True,True,False,7.662377033621581,6.558009210475612
U56,C_ISDD,A,40,21,INF,REBUILT,0.1301097934463944,1.128628653827253,-0.19270190494905026,True,True,True,True,True,False,1.3432855901294616,1.207383040247123
B136,C_ISEDGE_ELIG,A,5,63,INF,REBUILT,0.20461088515896764,0.9156496419388593,-0.28623535174686987,True,False,True,False,False,False,11.268996037496814,12.474434344798713
B136,C_ISEDGE_OPEN,A,5,63,INF,REBUILT,0.20461088515896764,0.9156496419388593,-0.28623535174686987,True,False,True,False,False,False,11.268996037496814,12.474434344798713
B136,C_ISSHARPE,A,5,63,INF,REBUILT,0.20461088515896764,0.9156496419388593,-0.28623535174686987,True,False,True,False,False,False,11.268996037496814,12.474434344798713
B136,C_ISDD,A,40,63,INF,REBUILT,0.1389166505805033,0.9641411686169042,-0.2828039823666241,True,False,True,False,False,False,0.3975112005004111,1.9314209459766918
