basis,panel,cost,cell_end,gap,null_mean,null_sd,percentile
RAW,U56,0.0,2015-09-30,0.05,1.3211471754106752,0.08704838185888773,0.6666666666666666
RAW,U56,0.0,2015-09-30,0.1,1.3211471754106752,0.08704838185888773,0.8333333333333334
RAW,U56,0.0,2015-09-30,0.2,1.3211471754106752,0.08704838185888773,1.0
RAW,U56,0.0,2015-12-31,-0.2,1.3289500046036364,0.1017848379782694,0.0
RAW,U56,0.0,2015-12-31,-0.1,1.3289500046036364,0.1017848379782694,0.16666666666666666
RAW,U56,0.0,2015-12-31,-0.0884,1.3289500046036364,0.1017848379782694,0.16666666666666666
RAW,U56,0.0,2015-12-31,-0.05,1.3289500046036364,0.1017848379782694,0.2777777777777778
RAW,U56,0.0,2015-12-31,-0.02,1.3289500046036364,0.1017848379782694,0.5555555555555556
RAW,U56,0.0,2015-12-31,-0.01,1.3289500046036364,0.1017848379782694,0.5555555555555556
RAW,U56,0.0,2015-12-31,0.0,1.3289500046036364,0.1017848379782694,0.5555555555555556
RAW,U56,0.0,2015-12-31,0.01,1.3289500046036364,0.1017848379782694,0.5555555555555556
RAW,U56,0.0,2015-12-31,0.0177,1.3289500046036364,0.1017848379782694,0.5555555555555556
RAW,U56,0.0,2015-12-31,0.02,1.3289500046036364,0.1017848379782694,0.5555555555555556
RAW,U56,0.0,2015-12-31,0.0418,1.3289500046036364,0.1017848379782694,0.6666666666666666
RAW,U56,0.0,2015-12-31,0.05,1.3289500046036364,0.1017848379782694,0.7777777777777778
RAW,U56,0.0,2015-12-31,0.1,1.3289500046036364,0.1017848379782694,0.7777777777777778
RAW,U56,0.0,2015-12-31,0.2,1.3289500046036364,0.1017848379782694,1.0
RAW,U56,0.0,2016-03-31,-0.2,1.353521147817112,0.10644858890038929,0.0
RAW,U56,0.0,2016-03-31,-0.1,1.353521147817112,0.10644858890038929,0.16666666666666666
RAW,U56,0.0,2016-03-31,-0.0884,1.353521147817112,0.10644858890038929,0.16666666666666666
RAW,U56,0.0,2016-03-31,-0.05,1.353521147817112,0.10644858890038929,0.3888888888888889
RAW,U56,0.0,2016-03-31,-0.02,1.353521147817112,0.10644858890038929,0.5555555555555556
RAW,U56,0.0,2016-03-31,-0.01,1.353521147817112,0.10644858890038929,0.5555555555555556
RAW,U56,0.0,2016-03-31,0.0,1.353521147817112,0.10644858890038929,0.5555555555555556
RAW,U56,0.0,2016-03-31,0.01,1.353521147817112,0.10644858890038929,0.5555555555555556
RAW,U56,0.0,2016-03-31,0.0177,1.353521147817112,0.10644858890038929,0.5555555555555556
RAW,U56,0.0,2016-03-31,0.02,1.353521147817112,0.10644858890038929,0.5555555555555556
RAW,U56,0.0,2016-03-31,0.0418,1.353521147817112,0.10644858890038929,0.6666666666666666
RAW,U56,0.0,2016-03-31,0.05,1.353521147817112,0.10644858890038929,0.6666666666666666
RAW,U56,0.0,2016-03-31,0.1,1.353521147817112,0.10644858890038929,0.7777777777777778
RAW,U56,0.0,2016-03-31,0.2,1.353521147817112,0.10644858890038929,1.0
RAW,U56,0.0,2016-06-30,-0.2,1.3420604505357803,0.1090164981240287,0.0
RAW,U56,0.0,2016-06-30,-0.1,1.3420604505357803,0.1090164981240287,0.16666666666666666
RAW,U56,0.0,2016-06-30,-0.0884,1.3420604505357803,0.1090164981240287,0.16666666666666666
RAW,U56,0.0,2016-06-30,-0.05,1.3420604505357803,0.1090164981240287,0.3888888888888889
RAW,U56,0.0,2016-06-30,-0.02,1.3420604505357803,0.1090164981240287,0.5555555555555556
RAW,U56,0.0,2016-06-30,-0.01,1.3420604505357803,0.1090164981240287,0.5555555555555556
RAW,U56,0.0,2016-06-30,0.0,1.3420604505357803,0.1090164981240287,0.5555555555555556
RAW,U56,0.0,2016-06-30,0.01,1.3420604505357803,0.1090164981240287,0.5555555555555556
RAW,U56,0.0,2016-06-30,0.0177,1.3420604505357803,0.1090164981240287,0.5555555555555556
RAW,U56,0.0,2016-06-30,0.02,1.3420604505357803,0.1090164981240287,0.5555555555555556
RAW,U56,0.0,2016-06-30,0.0418,1.3420604505357803,0.1090164981240287,0.6666666666666666
RAW,U56,0.0,2016-06-30,0.05,1.3420604505357803,0.1090164981240287,0.6666666666666666
RAW,U56,0.0,2016-06-30,0.1,1.3420604505357803,0.1090164981240287,0.7777777777777778
RAW,U56,0.0,2016-06-30,0.2,1.3420604505357803,0.1090164981240287,1.0
RAW,U56,0.0,2016-09-30,-0.2,1.3397671944270728,0.1106263704676098,0.0
RAW,U56,0.0,2016-09-30,-0.1,1.3397671944270728,0.1106263704676098,0.16666666666666666
RAW,U56,0.0,2016-09-30,-0.0884,1.3397671944270728,0.1106263704676098,0.16666666666666666
RAW,U56,0.0,2016-09-30,-0.05,1.3397671944270728,0.1106263704676098,0.3888888888888889
RAW,U56,0.0,2016-09-30,-0.02,1.3397671944270728,0.1106263704676098,0.5555555555555556
RAW,U56,0.0,2016-09-30,-0.01,1.3397671944270728,0.1106263704676098,0.5555555555555556
RAW,U56,0.0,2016-09-30,0.0,1.3397671944270728,0.1106263704676098,0.5555555555555556
RAW,U56,0.0,2016-09-30,0.01,1.3397671944270728,0.1106263704676098,0.5555555555555556
RAW,U56,0.0,2016-09-30,0.0177,1.3397671944270728,0.1106263704676098,0.5555555555555556
RAW,U56,0.0,2016-09-30,0.02,1.3397671944270728,0.1106263704676098,0.5555555555555556
RAW,U56,0.0,2016-09-30,0.0418,1.3397671944270728,0.1106263704676098,0.6666666666666666
RAW,U56,0.0,2016-09-30,0.05,1.3397671944270728,0.1106263704676098,0.6666666666666666
RAW,U56,0.0,2016-09-30,0.1,1.3397671944270728,0.1106263704676098,0.7777777777777778
RAW,U56,0.0,2016-09-30,0.2,1.3397671944270728,0.1106263704676098,1.0
RAW,U56,0.0,2016-12-31,-0.2,1.3403321714078196,0.11596621466430442,0.0
RAW,U56,0.0,2016-12-31,-0.1,1.3403321714078196,0.11596621466430442,0.16666666666666666
RAW,U56,0.0,2016-12-31,-0.0884,1.3403321714078196,0.11596621466430442,0.16666666666666666
RAW,U56,0.0,2016-12-31,-0.05,1.3403321714078196,0.11596621466430442,0.3888888888888889
RAW,U56,0.0,2016-12-31,-0.02,1.3403321714078196,0.11596621466430442,0.5555555555555556
RAW,U56,0.0,2016-12-31,-0.01,1.3403321714078196,0.11596621466430442,0.5555555555555556
RAW,U56,0.0,2016-12-31,0.0,1.3403321714078196,0.11596621466430442,0.5555555555555556
RAW,U56,0.0,2016-12-31,0.01,1.3403321714078196,0.11596621466430442,0.5555555555555556
RAW,U56,0.0,2016-12-31,0.0177,1.3403321714078196,0.11596621466430442,0.5555555555555556
RAW,U56,0.0,2016-12-31,0.02,1.3403321714078196,0.11596621466430442,0.5555555555555556
RAW,U56,0.0,2016-12-31,0.0418,1.3403321714078196,0.11596621466430442,0.6666666666666666
RAW,U56,0.0,2016-12-31,0.05,1.3403321714078196,0.11596621466430442,0.6666666666666666
RAW,U56,0.0,2016-12-31,0.1,1.3403321714078196,0.11596621466430442,0.7777777777777778
RAW,U56,0.0,2016-12-31,0.2,1.3403321714078196,0.11596621466430442,0.9444444444444444
RAW,U56,0.0,2017-03-31,-0.2,1.3060124005884655,0.11597586454638707,0.0
RAW,U56,0.0,2017-03-31,-0.1,1.3060124005884655,0.11597586454638707,0.16666666666666666
RAW,U56,0.0,2017-03-31,-0.0884,1.3060124005884655,0.11597586454638707,0.16666666666666666
RAW,U56,0.0,2017-03-31,-0.05,1.3060124005884655,0.11597586454638707,0.3888888888888889
RAW,U56,0.0,2017-03-31,-0.02,1.3060124005884655,0.11597586454638707,0.5555555555555556
RAW,U56,0.0,2017-03-31,-0.01,1.3060124005884655,0.11597586454638707,0.5555555555555556
RAW,U56,0.0,2017-03-31,0.0,1.3060124005884655,0.11597586454638707,0.5555555555555556
RAW,U56,0.0,2017-03-31,0.01,1.3060124005884655,0.11597586454638707,0.5555555555555556
RAW,U56,0.0,2017-03-31,0.0177,1.3060124005884655,0.11597586454638707,0.5555555555555556
RAW,U56,0.0,2017-03-31,0.02,1.3060124005884655,0.11597586454638707,0.5555555555555556
RAW,U56,0.0,2017-03-31,0.0418,1.3060124005884655,0.11597586454638707,0.6666666666666666
RAW,U56,0.0,2017-03-31,0.05,1.3060124005884655,0.11597586454638707,0.6666666666666666
RAW,U56,0.0,2017-03-31,0.1,1.3060124005884655,0.11597586454638707,0.7777777777777778
RAW,U56,0.0,2017-03-31,0.2,1.3060124005884655,0.11597586454638707,0.9444444444444444
RAW,U56,0.0,2017-06-30,-0.2,1.2953768837266093,0.11951453844140857,0.0
RAW,U56,0.0,2017-06-30,-0.1,1.2953768837266093,0.11951453844140857,0.16666666666666666
RAW,U56,0.0,2017-06-30,-0.0884,1.2953768837266093,0.11951453844140857,0.16666666666666666
RAW,U56,0.0,2017-06-30,-0.05,1.2953768837266093,0.11951453844140857,0.3888888888888889
RAW,U56,0.0,2017-06-30,-0.02,1.2953768837266093,0.11951453844140857,0.5555555555555556
RAW,U56,0.0,2017-06-30,-0.01,1.2953768837266093,0.11951453844140857,0.5555555555555556
RAW,U56,0.0,2017-06-30,0.0,1.2953768837266093,0.11951453844140857,0.5555555555555556
RAW,U56,0.0,2017-06-30,0.01,1.2953768837266093,0.11951453844140857,0.5555555555555556
