basis,panel,cost,cell_end,gap,null_mean,null_sd,percentile
SEQ,U56,0.0,seq,-0.2,1.3075299377960101,0.025687016734363508,0.0
SEQ,U56,0.0,seq,-0.1,1.3075299377960101,0.025687016734363508,0.0
SEQ,U56,0.0,seq,-0.0884,1.3075299377960101,0.025687016734363508,0.0
SEQ,U56,0.0,seq,-0.05,1.3075299377960101,0.025687016734363508,0.023
SEQ,U56,0.0,seq,-0.02,1.3075299377960101,0.025687016734363508,0.21
SEQ,U56,0.0,seq,-0.01,1.3075299377960101,0.025687016734363508,0.351
SEQ,U56,0.0,seq,0.0,1.3075299377960101,0.025687016734363508,0.513
SEQ,U56,0.0,seq,0.01,1.3075299377960101,0.025687016734363508,0.6575
SEQ,U56,0.0,seq,0.0177,1.3075299377960101,0.025687016734363508,0.7485
SEQ,U56,0.0,seq,0.02,1.3075299377960101,0.025687016734363508,0.7805
SEQ,U56,0.0,seq,0.0418,1.3075299377960101,0.025687016734363508,0.947
SEQ,U56,0.0,seq,0.05,1.3075299377960101,0.025687016734363508,0.9735
SEQ,U56,0.0,seq,0.1,1.3075299377960101,0.025687016734363508,1.0
SEQ,U56,0.0,seq,0.2,1.3075299377960101,0.025687016734363508,1.0
SEQ,U56,10.0,seq,-0.2,1.2429553645265532,0.02114301977740037,0.0
SEQ,U56,10.0,seq,-0.1,1.2429553645265532,0.02114301977740037,0.0
SEQ,U56,10.0,seq,-0.0884,1.2429553645265532,0.02114301977740037,0.0
SEQ,U56,10.0,seq,-0.05,1.2429553645265532,0.02114301977740037,0.008
SEQ,U56,10.0,seq,-0.02,1.2429553645265532,0.02114301977740037,0.173
SEQ,U56,10.0,seq,-0.01,1.2429553645265532,0.02114301977740037,0.3255
SEQ,U56,10.0,seq,0.0,1.2429553645265532,0.02114301977740037,0.5145
SEQ,U56,10.0,seq,0.01,1.2429553645265532,0.02114301977740037,0.6835
SEQ,U56,10.0,seq,0.0177,1.2429553645265532,0.02114301977740037,0.798
SEQ,U56,10.0,seq,0.02,1.2429553645265532,0.02114301977740037,0.827
SEQ,U56,10.0,seq,0.0418,1.2429553645265532,0.02114301977740037,0.9745
SEQ,U56,10.0,seq,0.05,1.2429553645265532,0.02114301977740037,0.99
SEQ,U56,10.0,seq,0.1,1.2429553645265532,0.02114301977740037,1.0
SEQ,U56,10.0,seq,0.2,1.2429553645265532,0.02114301977740037,1.0
SEQ,U56,25.0,seq,-0.2,1.1484340709310652,0.018396362402640812,0.0
SEQ,U56,25.0,seq,-0.1,1.1484340709310652,0.018396362402640812,0.0
SEQ,U56,25.0,seq,-0.0884,1.1484340709310652,0.018396362402640812,0.0
SEQ,U56,25.0,seq,-0.05,1.1484340709310652,0.018396362402640812,0.003
SEQ,U56,25.0,seq,-0.02,1.1484340709310652,0.018396362402640812,0.141
SEQ,U56,25.0,seq,-0.01,1.1484340709310652,0.018396362402640812,0.286
SEQ,U56,25.0,seq,0.0,1.1484340709310652,0.018396362402640812,0.4985
SEQ,U56,25.0,seq,0.01,1.1484340709310652,0.018396362402640812,0.713
SEQ,U56,25.0,seq,0.0177,1.1484340709310652,0.018396362402640812,0.828
SEQ,U56,25.0,seq,0.02,1.1484340709310652,0.018396362402640812,0.858
SEQ,U56,25.0,seq,0.0418,1.1484340709310652,0.018396362402640812,0.9915
SEQ,U56,25.0,seq,0.05,1.1484340709310652,0.018396362402640812,0.998
SEQ,U56,25.0,seq,0.1,1.1484340709310652,0.018396362402640812,1.0
SEQ,U56,25.0,seq,0.2,1.1484340709310652,0.018396362402640812,1.0
SEQ,B136,0.0,seq,-0.2,1.1544762444418515,0.019548030161216583,0.0
SEQ,B136,0.0,seq,-0.1,1.1544762444418515,0.019548030161216583,0.0
SEQ,B136,0.0,seq,-0.0884,1.1544762444418515,0.019548030161216583,0.0
SEQ,B136,0.0,seq,-0.05,1.1544762444418515,0.019548030161216583,0.005
SEQ,B136,0.0,seq,-0.02,1.1544762444418515,0.019548030161216583,0.151
SEQ,B136,0.0,seq,-0.01,1.1544762444418515,0.019548030161216583,0.3055
SEQ,B136,0.0,seq,0.0,1.1544762444418515,0.019548030161216583,0.4945
SEQ,B136,0.0,seq,0.01,1.1544762444418515,0.019548030161216583,0.7035
SEQ,B136,0.0,seq,0.0177,1.1544762444418515,0.019548030161216583,0.8265
SEQ,B136,0.0,seq,0.02,1.1544762444418515,0.019548030161216583,0.845
SEQ,B136,0.0,seq,0.0418,1.1544762444418515,0.019548030161216583,0.981
SEQ,B136,0.0,seq,0.05,1.1544762444418515,0.019548030161216583,0.995
SEQ,B136,0.0,seq,0.1,1.1544762444418515,0.019548030161216583,1.0
SEQ,B136,0.0,seq,0.2,1.1544762444418515,0.019548030161216583,1.0
SEQ,B136,10.0,seq,-0.2,1.087921737645783,0.014278760297078546,0.0
SEQ,B136,10.0,seq,-0.1,1.087921737645783,0.014278760297078546,0.0
SEQ,B136,10.0,seq,-0.0884,1.087921737645783,0.014278760297078546,0.0
SEQ,B136,10.0,seq,-0.05,1.087921737645783,0.014278760297078546,0.0
SEQ,B136,10.0,seq,-0.02,1.087921737645783,0.014278760297078546,0.0725
SEQ,B136,10.0,seq,-0.01,1.087921737645783,0.014278760297078546,0.241
SEQ,B136,10.0,seq,0.0,1.087921737645783,0.014278760297078546,0.518
SEQ,B136,10.0,seq,0.01,1.087921737645783,0.014278760297078546,0.755
SEQ,B136,10.0,seq,0.0177,1.087921737645783,0.014278760297078546,0.89
SEQ,B136,10.0,seq,0.02,1.087921737645783,0.014278760297078546,0.9145
SEQ,B136,10.0,seq,0.0418,1.087921737645783,0.014278760297078546,0.9965
SEQ,B136,10.0,seq,0.05,1.087921737645783,0.014278760297078546,0.9995
SEQ,B136,10.0,seq,0.1,1.087921737645783,0.014278760297078546,1.0
SEQ,B136,10.0,seq,0.2,1.087921737645783,0.014278760297078546,1.0
SEQ,B136,25.0,seq,-0.2,0.9878696558205907,0.01273414939860532,0.0
SEQ,B136,25.0,seq,-0.1,0.9878696558205907,0.01273414939860532,0.0
SEQ,B136,25.0,seq,-0.0884,0.9878696558205907,0.01273414939860532,0.0
SEQ,B136,25.0,seq,-0.05,0.9878696558205907,0.01273414939860532,0.0005
SEQ,B136,25.0,seq,-0.02,0.9878696558205907,0.01273414939860532,0.063
SEQ,B136,25.0,seq,-0.01,0.9878696558205907,0.01273414939860532,0.2105
SEQ,B136,25.0,seq,0.0,0.9878696558205907,0.01273414939860532,0.4855
SEQ,B136,25.0,seq,0.01,0.9878696558205907,0.01273414939860532,0.78
SEQ,B136,25.0,seq,0.0177,0.9878696558205907,0.01273414939860532,0.921
SEQ,B136,25.0,seq,0.02,0.9878696558205907,0.01273414939860532,0.9445
SEQ,B136,25.0,seq,0.0418,0.9878696558205907,0.01273414939860532,1.0
SEQ,B136,25.0,seq,0.05,0.9878696558205907,0.01273414939860532,1.0
SEQ,B136,25.0,seq,0.1,0.9878696558205907,0.01273414939860532,1.0
SEQ,B136,25.0,seq,0.2,0.9878696558205907,0.01273414939860532,1.0
FIXED,U56,0.0,fixed,-0.2,1.3064169845361535,0.10444746430068298,0.0
FIXED,U56,0.0,fixed,-0.1,1.3064169845361535,0.10444746430068298,0.16666666666666666
FIXED,U56,0.0,fixed,-0.0884,1.3064169845361535,0.10444746430068298,0.16666666666666666
FIXED,U56,0.0,fixed,-0.05,1.3064169845361535,0.10444746430068298,0.3333333333333333
FIXED,U56,0.0,fixed,-0.02,1.3064169845361535,0.10444746430068298,0.5555555555555556
FIXED,U56,0.0,fixed,-0.01,1.3064169845361535,0.10444746430068298,0.5555555555555556
FIXED,U56,0.0,fixed,0.0,1.3064169845361535,0.10444746430068298,0.5555555555555556
FIXED,U56,0.0,fixed,0.01,1.3064169845361535,0.10444746430068298,0.5555555555555556
FIXED,U56,0.0,fixed,0.0177,1.3064169845361535,0.10444746430068298,0.5555555555555556
FIXED,U56,0.0,fixed,0.02,1.3064169845361535,0.10444746430068298,0.5555555555555556
FIXED,U56,0.0,fixed,0.0418,1.3064169845361535,0.10444746430068298,0.6111111111111112
FIXED,U56,0.0,fixed,0.05,1.3064169845361535,0.10444746430068298,0.6666666666666666
FIXED,U56,0.0,fixed,0.1,1.3064169845361535,0.10444746430068298,0.7777777777777778
FIXED,U56,0.0,fixed,0.2,1.3064169845361535,0.10444746430068298,1.0
FIXED,U56,10.0,fixed,-0.2,1.243264914837358,0.08429674897342872,0.0
FIXED,U56,10.0,fixed,-0.1,1.243264914837358,0.08429674897342872,0.16666666666666666
FIXED,U56,10.0,fixed,-0.0884,1.243264914837358,0.08429674897342872,0.16666666666666666
FIXED,U56,10.0,fixed,-0.05,1.243264914837358,0.08429674897342872,0.3888888888888889
FIXED,U56,10.0,fixed,-0.02,1.243264914837358,0.08429674897342872,0.3888888888888889
FIXED,U56,10.0,fixed,-0.01,1.243264914837358,0.08429674897342872,0.3888888888888889
FIXED,U56,10.0,fixed,0.0,1.243264914837358,0.08429674897342872,0.5555555555555556
FIXED,U56,10.0,fixed,0.01,1.243264914837358,0.08429674897342872,0.5555555555555556
FIXED,U56,10.0,fixed,0.0177,1.243264914837358,0.08429674897342872,0.5555555555555556
FIXED,U56,10.0,fixed,0.02,1.243264914837358,0.08429674897342872,0.5555555555555556
FIXED,U56,10.0,fixed,0.0418,1.243264914837358,0.08429674897342872,0.7777777777777778
FIXED,U56,10.0,fixed,0.05,1.243264914837358,0.08429674897342872,0.7777777777777778
FIXED,U56,10.0,fixed,0.1,1.243264914837358,0.08429674897342872,0.7777777777777778
FIXED,U56,10.0,fixed,0.2,1.243264914837358,0.08429674897342872,1.0
FIXED,U56,25.0,fixed,-0.2,1.148126855116343,0.07142157264245735,0.0
FIXED,U56,25.0,fixed,-0.1,1.148126855116343,0.07142157264245735,0.1111111111111111
FIXED,U56,25.0,fixed,-0.0884,1.148126855116343,0.07142157264245735,0.16666666666666666
FIXED,U56,25.0,fixed,-0.05,1.148126855116343,0.07142157264245735,0.2222222222222222
FIXED,U56,25.0,fixed,-0.02,1.148126855116343,0.07142157264245735,0.3888888888888889
FIXED,U56,25.0,fixed,-0.01,1.148126855116343,0.07142157264245735,0.3888888888888889
FIXED,U56,25.0,fixed,0.0,1.148126855116343,0.07142157264245735,0.5555555555555556
FIXED,U56,25.0,fixed,0.01,1.148126855116343,0.07142157264245735,0.6111111111111112
FIXED,U56,25.0,fixed,0.0177,1.148126855116343,0.07142157264245735,0.6111111111111112
FIXED,U56,25.0,fixed,0.02,1.148126855116343,0.07142157264245735,0.6111111111111112
FIXED,U56,25.0,fixed,0.0418,1.148126855116343,0.07142157264245735,0.6111111111111112
FIXED,U56,25.0,fixed,0.05,1.148126855116343,0.07142157264245735,0.6111111111111112
FIXED,U56,25.0,fixed,0.1,1.148126855116343,0.07142157264245735,0.8888888888888888
FIXED,U56,25.0,fixed,0.2,1.148126855116343,0.07142157264245735,1.0
FIXED,B136,0.0,fixed,-0.2,1.1540499382341842,0.07588197283799705,0.0
FIXED,B136,0.0,fixed,-0.1,1.1540499382341842,0.07588197283799705,0.0
FIXED,B136,0.0,fixed,-0.0884,1.1540499382341842,0.07588197283799705,0.0
FIXED,B136,0.0,fixed,-0.05,1.1540499382341842,0.07588197283799705,0.3888888888888889
FIXED,B136,0.0,fixed,-0.02,1.1540499382341842,0.07588197283799705,0.4444444444444444
FIXED,B136,0.0,fixed,-0.01,1.1540499382341842,0.07588197283799705,0.4444444444444444
FIXED,B136,0.0,fixed,0.0,1.1540499382341842,0.07588197283799705,0.4444444444444444
FIXED,B136,0.0,fixed,0.01,1.1540499382341842,0.07588197283799705,0.5
FIXED,B136,0.0,fixed,0.0177,1.1540499382341842,0.07588197283799705,0.5555555555555556
FIXED,B136,0.0,fixed,0.02,1.1540499382341842,0.07588197283799705,0.5555555555555556
FIXED,B136,0.0,fixed,0.0418,1.1540499382341842,0.07588197283799705,0.6666666666666666
FIXED,B136,0.0,fixed,0.05,1.1540499382341842,0.07588197283799705,0.7222222222222222
FIXED,B136,0.0,fixed,0.1,1.1540499382341842,0.07588197283799705,0.8888888888888888
FIXED,B136,0.0,fixed,0.2,1.1540499382341842,0.07588197283799705,1.0
FIXED,B136,10.0,fixed,-0.2,1.0879619108626948,0.053844631312070866,0.0
FIXED,B136,10.0,fixed,-0.1,1.0879619108626948,0.053844631312070866,0.0
FIXED,B136,10.0,fixed,-0.0884,1.0879619108626948,0.053844631312070866,0.0
FIXED,B136,10.0,fixed,-0.05,1.0879619108626948,0.053844631312070866,0.1111111111111111
FIXED,B136,10.0,fixed,-0.02,1.0879619108626948,0.053844631312070866,0.5
FIXED,B136,10.0,fixed,-0.01,1.0879619108626948,0.053844631312070866,0.5
FIXED,B136,10.0,fixed,0.0,1.0879619108626948,0.053844631312070866,0.5555555555555556
FIXED,B136,10.0,fixed,0.01,1.0879619108626948,0.053844631312070866,0.6111111111111112
FIXED,B136,10.0,fixed,0.0177,1.0879619108626948,0.053844631312070866,0.6111111111111112
FIXED,B136,10.0,fixed,0.02,1.0879619108626948,0.053844631312070866,0.6111111111111112
FIXED,B136,10.0,fixed,0.0418,1.0879619108626948,0.053844631312070866,0.7777777777777778
FIXED,B136,10.0,fixed,0.05,1.0879619108626948,0.053844631312070866,0.8333333333333334
FIXED,B136,10.0,fixed,0.1,1.0879619108626948,0.053844631312070866,0.9444444444444444
FIXED,B136,10.0,fixed,0.2,1.0879619108626948,0.053844631312070866,1.0
FIXED,B136,25.0,fixed,-0.2,0.9884322406674276,0.04752690477862432,0.0
FIXED,B136,25.0,fixed,-0.1,0.9884322406674276,0.04752690477862432,0.05555555555555555
FIXED,B136,25.0,fixed,-0.0884,0.9884322406674276,0.04752690477862432,0.05555555555555555
FIXED,B136,25.0,fixed,-0.05,0.9884322406674276,0.04752690477862432,0.16666666666666666
FIXED,B136,25.0,fixed,-0.02,0.9884322406674276,0.04752690477862432,0.2222222222222222
FIXED,B136,25.0,fixed,-0.01,0.9884322406674276,0.04752690477862432,0.2777777777777778
FIXED,B136,25.0,fixed,0.0,0.9884322406674276,0.04752690477862432,0.4444444444444444
FIXED,B136,25.0,fixed,0.01,0.9884322406674276,0.04752690477862432,0.5
FIXED,B136,25.0,fixed,0.0177,0.9884322406674276,0.04752690477862432,0.5555555555555556
FIXED,B136,25.0,fixed,0.02,0.9884322406674276,0.04752690477862432,0.6666666666666666
FIXED,B136,25.0,fixed,0.0418,0.9884322406674276,0.04752690477862432,0.8888888888888888
FIXED,B136,25.0,fixed,0.05,0.9884322406674276,0.04752690477862432,0.8888888888888888
FIXED,B136,25.0,fixed,0.1,0.9884322406674276,0.04752690477862432,1.0
FIXED,B136,25.0,fixed,0.2,0.9884322406674276,0.04752690477862432,1.0
RAW,U56,0.0,2015-03-31,-0.2,1.273479381490391,0.08196807729450889,0.0
RAW,U56,0.0,2015-03-31,-0.1,1.273479381490391,0.08196807729450889,0.16666666666666666
RAW,U56,0.0,2015-03-31,-0.0884,1.273479381490391,0.08196807729450889,0.16666666666666666
RAW,U56,0.0,2015-03-31,-0.05,1.273479381490391,0.08196807729450889,0.16666666666666666
RAW,U56,0.0,2015-03-31,-0.02,1.273479381490391,0.08196807729450889,0.5555555555555556
RAW,U56,0.0,2015-03-31,-0.01,1.273479381490391,0.08196807729450889,0.5555555555555556
RAW,U56,0.0,2015-03-31,0.0,1.273479381490391,0.08196807729450889,0.5555555555555556
RAW,U56,0.0,2015-03-31,0.01,1.273479381490391,0.08196807729450889,0.5555555555555556
RAW,U56,0.0,2015-03-31,0.0177,1.273479381490391,0.08196807729450889,0.6111111111111112
RAW,U56,0.0,2015-03-31,0.02,1.273479381490391,0.08196807729450889,0.6111111111111112
RAW,U56,0.0,2015-03-31,0.0418,1.273479381490391,0.08196807729450889,0.7222222222222222
RAW,U56,0.0,2015-03-31,0.05,1.273479381490391,0.08196807729450889,0.7777777777777778
RAW,U56,0.0,2015-03-31,0.1,1.273479381490391,0.08196807729450889,0.8888888888888888
RAW,U56,0.0,2015-03-31,0.2,1.273479381490391,0.08196807729450889,1.0
RAW,U56,0.0,2015-06-30,-0.2,1.2764427350901248,0.08166630427819065,0.0
RAW,U56,0.0,2015-06-30,-0.1,1.2764427350901248,0.08166630427819065,0.16666666666666666
RAW,U56,0.0,2015-06-30,-0.0884,1.2764427350901248,0.08166630427819065,0.16666666666666666
RAW,U56,0.0,2015-06-30,-0.05,1.2764427350901248,0.08166630427819065,0.16666666666666666
RAW,U56,0.0,2015-06-30,-0.02,1.2764427350901248,0.08166630427819065,0.5555555555555556
RAW,U56,0.0,2015-06-30,-0.01,1.2764427350901248,0.08166630427819065,0.5555555555555556
RAW,U56,0.0,2015-06-30,0.0,1.2764427350901248,0.08166630427819065,0.5555555555555556
RAW,U56,0.0,2015-06-30,0.01,1.2764427350901248,0.08166630427819065,0.5555555555555556
RAW,U56,0.0,2015-06-30,0.0177,1.2764427350901248,0.08166630427819065,0.6111111111111112
RAW,U56,0.0,2015-06-30,0.02,1.2764427350901248,0.08166630427819065,0.6111111111111112
RAW,U56,0.0,2015-06-30,0.0418,1.2764427350901248,0.08166630427819065,0.7222222222222222
RAW,U56,0.0,2015-06-30,0.05,1.2764427350901248,0.08166630427819065,0.7777777777777778
RAW,U56,0.0,2015-06-30,0.1,1.2764427350901248,0.08166630427819065,0.8888888888888888
RAW,U56,0.0,2015-06-30,0.2,1.2764427350901248,0.08166630427819065,1.0
RAW,U56,0.0,2015-09-30,-0.2,1.3211471754106752,0.08704838185888773,0.0
RAW,U56,0.0,2015-09-30,-0.1,1.3211471754106752,0.08704838185888773,0.16666666666666666
RAW,U56,0.0,2015-09-30,-0.0884,1.3211471754106752,0.08704838185888773,0.16666666666666666
RAW,U56,0.0,2015-09-30,-0.05,1.3211471754106752,0.08704838185888773,0.3333333333333333
RAW,U56,0.0,2015-09-30,-0.02,1.3211471754106752,0.08704838185888773,0.5555555555555556
RAW,U56,0.0,2015-09-30,-0.01,1.3211471754106752,0.08704838185888773,0.5555555555555556
RAW,U56,0.0,2015-09-30,0.0,1.3211471754106752,0.08704838185888773,0.5555555555555556
RAW,U56,0.0,2015-09-30,0.01,1.3211471754106752,0.08704838185888773,0.5555555555555556
RAW,U56,0.0,2015-09-30,0.0177,1.3211471754106752,0.08704838185888773,0.5555555555555556
RAW,U56,0.0,2015-09-30,0.02,1.3211471754106752,0.08704838185888773,0.5555555555555556
RAW,U56,0.0,2015-09-30,0.0418,1.3211471754106752,0.08704838185888773,0.6111111111111112
