panel,conv,book,cost_bps,chooser,pick_sweep,pick_gross,full4b,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,committed_OOS_Sharpe,committed_OOS_CAGR,base_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR
U56,INCL,CAP2,0.0,C_ISSHARPE,LQD,0.75,False,0.13856265524462685,1.2167893542239587,-0.2426332642617154,1.3693466954314064,0.13168913356431755,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,INCL,CAP2,0.0,C_ISCALMAR,TIP,0.75,True,0.13383948006323165,1.3011297872688494,-0.18118630484985998,1.3693466954314064,0.13168913356431755,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,INCL,CAP2,10.0,C_ISSHARPE,LQD,0.75,False,0.13458803523714513,1.185279505235616,-0.24362458510995622,1.3318413815124672,0.12773946456006335,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,INCL,CAP2,10.0,C_ISCALMAR,TIP,0.75,True,0.12988611065392175,1.2660510904156086,-0.18228182567776352,1.3318413815124672,0.12773946456006335,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,INCL,CAP2,25.0,C_ISSHARPE,LQD,0.75,False,0.12865099710796568,1.137959036605877,-0.24511026178854,1.275468963789105,0.12183969460699817,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,INCL,CAP2,25.0,C_ISCALMAR,TIP,0.75,True,0.12398078187431838,1.2133597522564772,-0.18392365286984935,1.275468963789105,0.12183969460699817,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,INCL,CAP2,50.0,C_ISSHARPE,LQD,0.75,False,0.11882195771934634,1.0589731802498181,-0.24758291218399675,1.181260845927782,0.1120723488705766,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,INCL,CAP2,50.0,C_ISCALMAR,TIP,0.75,True,0.11420415009290541,1.125387132182126,-0.1866561557436498,1.181260845927782,0.1120723488705766,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,INCL,CAND,0.0,C_ISSHARPE,TLT,0.75,True,0.13763015592971994,1.1988892567064902,-0.1994059712782733,1.2803390722324455,0.14353853330986377,1.2839355379722956,0.8831406547160487,0.15454794790057602
U56,INCL,CAND,0.0,C_ISCALMAR,IEF,0.75,True,0.14158596127477852,1.2615676771457385,-0.17155539573240575,1.2803390722324455,0.14353853330986377,1.2839355379722956,0.8831406547160487,0.15454794790057602
