panel,etf_share,predicted,actual,resid
U56,0.6428571428571429,-0.1101691364918228,-0.004496275786484076,0.10567286070533873
B136,0.2647058823529412,-0.08591949446012752,-0.04652453310441784,0.039394961355709676
SMALL439,0.0,-0.06894474503794082,-0.10227731712053757,-0.033332572082596754
