panel,src,dSharpe,dMaxDD,win,odSharpe,odMaxDD,owin,v4b,t4b,n
U56,PANEL,0.0640100563323483,7.950284458431963,1.0,0.11143410158777944,8.033612697429577,1.0,15,0,20
U56,SPY,0.0441582007388734,7.506853518326039,0.9,0.09273594845542475,7.664202411240425,1.0,12,3,20
U56,BLEND,0.055112927223515226,7.710318187004497,0.95,0.10214577714532891,7.8335632324798095,1.0,13,1,20
B136,PANEL,0.05783230497319597,11.123683453698083,0.95,0.10155047960093774,11.59238057489155,1.0,13,0,20
B136,SPY,0.0642329812376888,11.024674168024982,0.95,0.11124829080398105,11.20000577978851,1.0,13,0,20
B136,BLEND,0.06163505384869665,11.09150656273751,0.95,0.10689449214394711,11.418075744406227,1.0,13,0,20
SMALL665,PANEL,-0.129378773931762,6.682677672067958,0.0,-0.22383827718518354,4.876894289846173,0.0,0,0,20
SMALL665,SPY,-0.02968694375590191,10.979683756889495,0.35,-0.07062956122918371,10.523730560977947,0.15,0,0,20
SMALL665,BLEND,-0.08082840954710704,8.899696984079897,0.15,-0.15101545923766596,7.749432644001383,0.0,0,0,20
