knob,setting,resolution_rate,mean_P_pick,mean_B_BOOT95,mean_B_PCTRANK,mean_B_RECRANGE,mean_B_MODALMATCH,mean_O_REACH
K_SEED,0,0.2222222222222222,0.6070138888888889,0.07662877745012947,0.5275,0.43678090931195007,0.8055555555555556,0.19444444444444445
K_SEED,1,0.20833333333333334,0.6081666666666666,0.07709581229086362,0.5272638888888889,0.4405010409755159,0.75,0.19444444444444445
K_SEED,2,0.2222222222222222,0.604375,0.07627412403388045,0.526611111111111,0.4440592998424886,0.75,0.19444444444444445
K_SEED,3,0.2222222222222222,0.608111111111111,0.07659985442161861,0.5253333333333333,0.4377799680715143,0.75,0.19444444444444445
K_SEED,4,0.2222222222222222,0.6064722222222222,0.0758853576779909,0.529236111111111,0.43713739250228406,0.7638888888888888,0.19444444444444445
K_SEED,5,0.2222222222222222,0.6079305555555555,0.07643870045835205,0.5266388888888889,0.43799096089475675,0.7638888888888888,0.19444444444444445
K_SEED,6,0.2222222222222222,0.6068194444444445,0.07664570177610289,0.5305833333333333,0.4385710200729894,0.7638888888888888,0.19444444444444445
K_SEED,7,0.2222222222222222,0.6068611111111112,0.07667145400411385,0.5277222222222222,0.4398025146084391,0.7916666666666666,0.19444444444444445
K_B,125,0.23148148148148148,0.6046666666666667,0.07551665744464563,0.5224444444444445,0.43096554925141867,0.7777777777777778,0.19444444444444445
K_B,250,0.24074074074074073,0.6075555555555555,0.07618005357604694,0.5258518518518519,0.4363737866918801,0.7824074074074074,0.19444444444444445
K_B,500,0.2361111111111111,0.6077407407407407,0.07656852934208376,0.52675,0.44016921640268397,0.7731481481481481,0.19444444444444445
K_B,1000,0.2175925925925926,0.6065185185185186,0.07666623792495784,0.527125,0.44044708337665156,0.7685185185185185,0.19444444444444445
K_B,2000,0.2222222222222222,0.6066828703703704,0.07634417098937474,0.5265115740740741,0.4395454713202184,0.7685185185185185,0.19444444444444445
K_DRAW,MBB,0.2175925925925926,0.6065185185185186,0.07666623792495784,0.527125,0.44044708337665156,0.7685185185185185,0.19444444444444445
K_DRAW,CBB,0.25,0.5943333333333334,0.07667378263756124,0.5372824074074074,0.43765519014968435,0.8101851851851852,0.19444444444444445
K_DRAW,SB,0.24537037037037038,0.6034768518518518,0.07426374308060772,0.5328009259259259,0.42647543929436005,0.8518518518518519,0.19444444444444445
K_DRAW,IID,0.16666666666666666,0.5621527777777777,0.08203528146873973,0.596925925925926,0.5323169436057021,0.8425925925925926,0.19444444444444445
K_RECENTRE,RAW,0.2175925925925926,0.6065185185185186,0.07666623792495784,0.527125,0.44044708337665156,0.7685185185185185,0.19444444444444445
K_RECENTRE,RECENTRED,0.2175925925925926,0.6181157407407407,0.07597220521541116,0.47891203703703705,0.44044708337665156,0.8981481481481481,0.19444444444444445
