panel,ladder,chooser,statistic,claimset,rungs,pick,runner_up,margin,spread,margin_over_spread,ndraws,admissible,own_hw_q0.5,own_res_ratio_q0.5,own_hw_q0.68,own_res_ratio_q0.68,own_hw_q0.8,own_res_ratio_q0.8,own_hw_q0.9,own_res_ratio_q0.9,own_hw_q0.95,own_res_ratio_q0.95,agreement
U56,L_N,C_ISSHARPE,IS_Sharpe,CORE,9,40,12,0.010077615517875893,0.15176183784115138,0.06640414784923797,1000,True,0.09759348401282472,6.730585104332739,0.14487401617073703,9.991311460050829,0.18297072173100518,12.618670464207252,0.2305595603565349,15.900659334933442,0.2851025037438272,19.66224163750532,0.545
U56,L_N,C_ISDD,IS_MaxDD,CORE,9,40,20,0.013708304391296444,0.11656855453742199,0.11759864781454135,1000,False,0.009051660078910981,0.6242524192352401,0.012973096045106457,0.8946962789728591,0.0173248985507467,1.1948205897066688,0.02369032513130883,1.6338155262971605,0.029574629741003652,2.0396296373105964,0.977
U56,L_N,C_ISCAGR,IS_CAGR,CORE,9,5,10,0.023520488134305406,0.06602294917534235,0.356247159935861,1000,False,0.017437330575433948,1.2025745224437205,0.024876770181251617,1.7156393228449391,0.032375662003140265,2.232804276078639,0.04230344792979476,2.9174791675720524,0.04986138600463637,3.438716276181818,0.828
U56,L_H,C_ISSHARPE,IS_Sharpe,CORE,4,21,63,0.008473870542789808,0.19805210902196002,0.04278606567047577,1000,True,0.07639725699313604,5.26877634435421,0.11182858299081642,7.712316068332167,0.14277016810109516,9.8462184897307,0.18754661380876209,12.934249228190488,0.23543591935831065,16.23695995574556,0.505
U56,L_H,C_ISDD,IS_MaxDD,CORE,4,21,63,0.002946940093246142,0.03893760284320791,0.07568365482366084,1000,False,0.011863516984109708,0.8181735851110143,0.019685435136745297,1.3576162163272618,0.027878621185348788,1.9226635300240542,0.03799729926662228,2.620503397698088,0.046312462615981376,3.1939629390331983,0.611
U56,L_H,C_ISCAGR,IS_CAGR,CORE,4,63,126,0.0004564288190027632,0.030562858543581095,0.014934101087171501,1000,False,0.015055926254691258,1.0383397417028453,0.021609282659869312,1.490295355853056,0.02831351077115864,1.95265591525232,0.03633867312064694,2.5061153876308233,0.044233372275382085,3.0505773983022126,0.517
U56,L_G,C_ISSHARPE,IS_Sharpe,CORE,10,0.75,0.7,0.00010870912050653381,0.0013944423901530723,0.07795884668609399,1000,True,0.00012600113266308943,0.008689733287109615,0.00018740001735673148,0.012924139128050446,0.00025079904951301745,0.017296486173311545,0.0003201534904749198,0.022079551067235845,0.00038204527225197527,0.026347949810481053,0.711
U56,L_G,C_ISDD,IS_MaxDD,CORE,10,0.3,0.35,0.00934348957780684,0.08268911515257682,0.11299539921991379,1000,False,0.0015934779718877069,0.10989503254397978,0.0022875310596802752,0.1577607627365707,0.0030124975510197214,0.20775845179446353,0.004039090339627396,0.2785579544570618,0.004906023884579309,0.338346474798573,1.0
U56,L_G,C_ISCAGR,IS_CAGR,CORE,10,0.75,0.7,0.009332335567530103,0.08379590119260416,0.11136983354448102,1000,False,0.0018898282084688044,0.1303329798944003,0.002774342361422081,0.19133395596014352,0.0035837099421007533,0.24715240980005193,0.004636885963698099,0.31978523887573096,0.00533680725319594,0.36805567263420275,1.0
U56,L_CAD,C_ISSHARPE,IS_Sharpe,CORE,4,W,M,0.00784413458759503,0.03626927728303664,0.21627490744801195,1000,True,0.06196185664193976,4.27323149254757,0.09011767317248234,6.2150119429298165,0.11493283781905253,7.926402608210519,0.14744907819501576,10.168901944483846,0.17525055792189176,12.08624537392357,0.528
U56,L_CAD,C_ISDD,IS_MaxDD,CORE,4,D,M,0.007450320617598871,0.042471119464683516,0.1754208674389692,1000,False,0.011339669719589739,0.782046187557913,0.016391485933816646,1.1304473057804583,0.020919183787268855,1.4427023301564728,0.02675423164110054,1.845119423524175,0.030982675470108252,2.1367362393178104,0.483
U56,L_CAD,C_ISCAGR,IS_CAGR,CORE,4,W,D,0.006201106453944671,0.0076828643442232725,0.807134706030215,1000,False,0.006148268498750839,0.42401851715523026,0.009058986686958398,0.624757702548855,0.01191384099285747,0.8216442064039634,0.014983352430299083,1.033334650365454,0.017506797836662417,1.207365368045684,0.752
U56,L_NH,C_ISSHARPE,IS_Sharpe,WIDE,36,12/21,5/63,0.0019512209291068228,0.3770310337248203,0.005175226319780722,1000,True,0.13328441631689214,9.192028711509803,0.19196068904027286,13.238668209673989,0.2512860600485992,17.330073106799944,0.3240959161251274,22.351442491388095,0.38306876020909914,26.418535186834422,0.467
U56,L_NH,C_ISDD,IS_MaxDD,WIDE,36,40/21,40/63,0.006325275831028931,0.19891926445983543,0.03179820641407053,1000,False,0.005437208549341394,0.37497989995457887,0.007958230789618888,0.5488435027323371,0.010425356489458242,0.718990102721258,0.01391985071922316,0.9599897047740109,0.01683113498237345,1.1607679298188587,0.564
U56,L_NH,C_ISCAGR,IS_CAGR,WIDE,36,5/63,5/126,0.015418044546096299,0.09569547651944399,0.1611157089850905,1000,False,0.03241753250533261,2.23569189691949,0.046613318875054585,3.2147116465554886,0.06166906118208612,4.2530387022128355,0.07772885688448164,5.360610819619423,0.09639138644711565,6.64768182393901,0.617
