panel,ladder,chooser,statistic,claimset,rungs,pick,runner_up,margin,spread,margin_over_spread,ndraws,admissible,own_hw_q0.5,own_res_ratio_q0.5,own_hw_q0.68,own_res_ratio_q0.68,own_hw_q0.8,own_res_ratio_q0.8,own_hw_q0.9,own_res_ratio_q0.9,own_hw_q0.95,own_res_ratio_q0.95,agreement
U56,L_BOOK,C_ISSHARPE,IS_Sharpe,WIDE,5,TOP10,TOP5,0.024231014450573296,0.17096612913810194,0.141729912075158,1000,True,0.08096320542577219,5.583669339708427,0.11807824225045246,8.143327051755342,0.1549078597113796,10.683300669750317,0.20277723221707394,13.984636704625789,0.24575594938956197,16.948686164797376,0.586
U56,L_BOOK,C_ISDD,IS_MaxDD,WIDE,5,BAND03,EWELIG,0.03316105591928897,0.16351073511957304,0.20280659795846903,1000,False,0.012312522827550607,0.8491395053483177,0.018016105567505963,1.2424900391383422,0.023164652274751157,1.5975622258449074,0.030113706745906937,2.076807361786685,0.03609503468868277,2.4893127371505357,1.0
U56,L_BOOK,C_ISCAGR,IS_CAGR,WIDE,5,TOP5,TOP10,0.023520488134305406,0.11155196072329288,0.2108478235774672,1000,False,0.017437330575433948,1.2025745224437205,0.024876770181251617,1.7156393228449391,0.032375662003140265,2.232804276078639,0.04230344792979476,2.9174791675720524,0.04986138600463637,3.438716276181818,0.828
U56,L_MV,C_ISSHARPE,IS_Sharpe,WIDE,5,9.99,0.4,0.01941211909162255,0.09107773546588382,0.2131379199573314,1000,True,0.07508815473549177,5.178493430033915,0.11041628689737953,7.614916337750312,0.1440103054175913,9.931745201213193,0.18193509182594614,12.547247712134215,0.21454833266123685,14.796436735257712,0.567
U56,L_MV,C_ISDD,IS_MaxDD,WIDE,5,0.4,0.5,0.007483494017872294,0.024570234366974475,0.3045756058367544,1000,False,0.007634447614300759,0.5265136285724661,0.01065762685634342,0.7350087487133392,0.014132875757809027,0.9746810867454501,0.019537727559144454,1.3474294868375485,0.024249034922960596,1.672347236066248,0.707
U56,L_MV,C_ISCAGR,IS_CAGR,WIDE,5,9.99,0.6,0.005911853123458544,0.011927651934031225,0.4956426592723767,1000,False,0.005990553923818044,0.41314164991848573,0.00863203833986348,0.595312988956102,0.011517881669552683,0.7943366668657023,0.014847424639583044,1.0239603199712444,0.017677642055052453,1.2191477279346519,0.749
B136,L_N,C_ISSHARPE,IS_Sharpe,CORE,9,8,5,0.009369302261435175,0.1870058979110616,0.05010164046211599,1000,True,0.0744634281929345,5.135408840892034,0.10772290969411812,7.4291661858012485,0.14115499239153392,9.734827061485097,0.174928269303719,12.064018572670275,0.2112687929010591,14.570261579383386,0.495
B136,L_N,C_ISDD,IS_MaxDD,CORE,9,30,40,0.0007983238369267953,0.13607760120636447,0.005866680701669048,1000,False,0.005454018794679091,0.37613922721924764,0.008831811847913705,0.6090904722699106,0.012307672648786258,0.8488050102611212,0.016955533176288527,1.1693471156061053,0.02217387658665086,1.5292328680448868,0.505
B136,L_N,C_ISCAGR,IS_CAGR,CORE,9,5,8,0.018795664533841183,0.08966305657956641,0.20962551635926033,1000,False,0.017350087024443447,1.196557725823686,0.02528257893402094,1.7436261333807543,0.033031098358382124,2.278006783336698,0.0422308153593569,2.9124700247832345,0.0517810219818029,3.5711049642622688,0.805
B136,L_H,C_ISSHARPE,IS_Sharpe,CORE,4,63,126,0.05588777649946697,0.2876993937080623,0.1942575400634249,1000,True,0.0900405582522054,6.20969367256589,0.13037455911988968,8.991348904819978,0.1747414105306769,12.051131760736338,0.22376537907736127,15.432095108783535,0.267028872350399,18.415784300027518,0.662
B136,L_H,C_ISDD,IS_MaxDD,CORE,4,63,21,0.02572796272526412,0.05118824728946314,0.5026146447206076,1000,False,0.016085753984183326,1.109362343736781,0.024337112011476696,1.6784215180328754,0.03215390049028155,2.2175103786401067,0.04092682530027049,2.8225396758807233,0.050756865331726936,3.5004734711535814,0.771
B136,L_H,C_ISCAGR,IS_CAGR,CORE,4,63,126,0.010005088332034173,0.05339589459256788,0.18737561021080393,1000,False,0.017004711472547684,1.1727387222446677,0.024434927337993864,1.6851674026202663,0.03147219768970398,2.1704963923933778,0.041060925549301935,2.8317879689173746,0.0497880671698422,3.4336598048167035,0.656
B136,L_G,C_ISSHARPE,IS_Sharpe,CORE,10,0.75,0.7,0.000332938823043083,0.003384122485352581,0.0983826160205886,1000,True,0.00014091509258612467,0.009718282247318941,0.0002027377461552727,0.01398191352794984,0.0002611709846834121,0.018011792047131867,0.0003366680464440411,0.023218485961658004,0.0004122732189163894,0.0284326357873372,0.953
B136,L_G,C_ISDD,IS_MaxDD,CORE,10,0.3,0.35,0.009800324617187939,0.08685697914224566,0.11283289741332068,1000,False,0.0018706425168825104,0.12900982875051795,0.002655145627193215,0.18311349153056655,0.003416904981595033,0.23564861942034707,0.0044015219301197644,0.30355323655998373,0.005439237766560968,0.3751198459697219,1.0
B136,L_G,C_ISCAGR,IS_CAGR,CORE,10,0.75,0.7,0.01084004186969545,0.09700817731889533,0.1117435887292361,1000,False,0.002326896037442471,0.16047558878913593,0.0034166025834092037,0.23562776437304853,0.004290028636330767,0.29586404388488047,0.00568139490027952,0.39182033795031174,0.006608934717173719,0.4557886011843944,1.0
B136,L_CAD,C_ISSHARPE,IS_Sharpe,CORE,4,W,D,0.02047292148834412,0.09358033920496456,0.21877374737340133,1000,True,0.07347571534786945,5.067290713646169,0.1112368751460814,7.671508630764234,0.1458365544740532,10.057693412003667,0.18310794773847716,12.628134326791528,0.21606231154866107,14.900849072321453,0.581
B136,L_CAD,C_ISDD,IS_MaxDD,CORE,4,D,W,0.007648003967920758,0.026637191213079947,0.2871175082515936,1000,False,0.009790412662059308,0.6752008732454695,0.014343517056178959,0.9892080728399282,0.019723932968784177,1.3602712392264948,0.027782917249479733,1.916063258584809,0.033790864029075614,2.330404415798318,0.847
B136,L_CAD,C_ISCAGR,IS_CAGR,CORE,4,W,D,0.000439770274247131,0.020710132245849833,0.021234546888770252,1000,False,0.012210258827987356,0.8420868157232658,0.0180783241198327,1.2467809737815654,0.024268250302044533,1.6736724346237608,0.030714398320213512,2.1182343669112766,0.03718452616421976,2.5644500802910177,0.517
B136,L_NH,C_ISSHARPE,IS_Sharpe,WIDE,36,5/63,8/63,0.12377591935226939,0.5010222697479193,0.24704674188343984,1000,True,0.05314967083756246,3.6654945405215487,0.08121593638768308,5.601099061219522,0.1081386334696843,7.45783679101271,0.1412438540508274,9.740955451781199,0.16554688558400124,11.417026592000084,0.931
B136,L_NH,C_ISDD,IS_MaxDD,WIDE,36,40/63,40/21,0.0014554128569425062,0.13929332516311277,0.010448547015718197,1000,False,0.007213989412239797,0.49751651118895146,0.011258696287630933,0.7764618129400643,0.015274225514108473,1.0533948630419636,0.02002266259889357,1.3808732826823151,0.024310668526343452,1.6765978294029966,0.382
B136,L_NH,C_ISCAGR,IS_CAGR,WIDE,36,5/63,5/126,0.03865303153278732,0.1432201464381886,0.2698854350736844,1000,False,0.03058363579460319,2.109216261696772,0.04629865764185786,3.193010871852266,0.06057911693416015,4.177870133390355,0.07507204519294614,5.177382427099733,0.08860763466138558,6.1108713559576255,0.789
B136,L_BOOK,C_ISSHARPE,IS_Sharpe,WIDE,5,TOP5,TOP10,0.00011867880061866565,0.2519592134305937,0.0004710238574044353,1000,True,0.08525361698725249,5.87955979222431,0.12061358745826409,8.318178445397523,0.15858123520494066,10.936636910685563,0.20522287084074367,14.153301437292667,0.2559063287310118,17.648712326276677,0.53
B136,L_BOOK,C_ISDD,IS_MaxDD,WIDE,5,BAND03,EWELIG,0.03520375437470413,0.18893510172497707,0.1863272311671782,1000,False,0.012291961466755841,0.84772148046592,0.01912998644334428,1.3193094098858122,0.025016184710008098,1.7252541179315928,0.033009360572867345,2.276507625714989,0.03927830491662092,2.7088486149393733,0.996
B136,L_BOOK,C_ISCAGR,IS_CAGR,WIDE,5,TOP5,TOP10,0.031107771564784725,0.1570060612098514,0.1981310232552529,1000,False,0.020070899687285797,1.3841999784335033,0.030514376447239557,2.1044397549820384,0.03964287785268829,2.733991576047468,0.050862382254738374,3.507750500326784,0.061603131674559164,4.248491839624769,0.878
B136,L_MV,C_ISSHARPE,IS_Sharpe,WIDE,5,0.4,0.6,0.040530194464210245,0.11728309430777784,0.3455757601163701,1000,True,0.04877708993766629,3.3639372370804335,0.07319263764920927,5.04776811373857,0.09537231561019263,6.577401076565009,0.1281663175598452,8.8390563834376,0.15425286349803355,10.638128517105761,0.715
B136,L_MV,C_ISDD,IS_MaxDD,WIDE,5,0.4,0.6,0.005310398157485574,0.01835095942236764,0.28937986484852823,1000,False,0.010485519520885913,0.7231392773024767,0.015595405670298192,1.0755452186412546,0.020866060719681345,1.4390386703228513,0.02532234628026926,1.746368708984087,0.03061962619689402,2.111698358406484,0.885
B136,L_MV,C_ISCAGR,IS_CAGR,WIDE,5,0.4,0.6,0.0007187671674038221,0.010132060048983371,0.07093988428107881,1000,False,0.007970919066563359,0.5497185563147143,0.011663386094535634,0.8043714547955609,0.015688953193903777,1.0819967719933639,0.02064466223841168,1.423769809545633,0.02539689285637483,1.7515098521637813,0.526
