panel,book,cost_bps,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4b_full,keep4b_oos,turnover_yr
U56,"CAND G=1.00 (band, clause 6)",0,0.12347806439412712,1.2568604454870778,-0.1589210549371738,1.2781725748396804,1.2417652174625284,0.1360222689911299,1.3361288430011975,-0.15892105493717357,True,True,3.7778164952036852
U56,STATIC a=0.60 (no gate),0,0.11376099363316938,1.1821145470693117,-0.1795440617560139,1.244775695053912,1.1346224313265518,0.11938953588944123,1.1990683328447655,-0.179544061756014,True,True,0.8769142741201309
U56,"CAND G=1.00 (band, clause 6)",10,0.11923607934377412,1.2174876700772759,-0.15945258549707853,1.2380654147551802,1.2029179037583104,0.13174973336487805,1.2980524585857827,-0.15945258549707853,True,True,3.7778164952036852
U56,STATIC a=0.60 (no gate),10,0.11278321776849709,1.1728234095468215,-0.17975023460133233,1.235272640596144,1.125456959423246,0.11838184381044226,1.1898670987515767,-0.17975023460133244,True,True,0.8769142741201309
U56,"CAND G=1.00 (band, clause 6)",25,0.11290192375070851,1.1583216041886564,-0.1602496864716766,1.1777900139306607,1.1445460426061482,0.12536988479917932,1.2408291542748713,-0.1602496864716766,True,True,3.7778164952036852
U56,STATIC a=0.60 (no gate),25,0.11131812515605222,1.1588843697195537,-0.18005942217634296,1.221016496291586,1.111705891882168,0.11687196596335858,1.1760621069244286,-0.18005942217634308,True,True,0.8769142741201309
U56,"CAND G=1.00 (band, clause 6)",50,0.10242141043731268,1.0594812914946072,-0.16157766849108546,1.0770867646607585,1.0470403958345538,0.11481356943983889,1.1452149391688868,-0.1615776684910858,False,True,3.7778164952036852
U56,STATIC a=0.60 (no gate),50,0.10888048812056716,1.1356468077099204,-0.1805745436597348,1.1972525062833703,1.0887801971614652,0.1143599239479065,1.1530457971767192,-0.1805745436597349,True,True,0.8769142741201309
B136,"CAND G=1.00 (band, clause 6)",0,0.113699361044316,1.1600898171716079,-0.15920430955403386,1.2796291352376339,1.0433021783636105,0.11358289755203765,1.1753032927935225,-0.15920430955403353,True,True,4.085784932615846
B136,STATIC a=0.60 (no gate),0,0.11948718885719134,1.176725009352313,-0.20157916788311336,1.2834846864357745,1.082620409008289,0.11870474878200654,1.1614017221304833,-0.20157916788311347,True,True,0.9125685050403713
B136,"CAND G=1.00 (band, clause 6)",10,0.10915282030608409,1.1178397051839835,-0.15986798437083705,1.2399390743125347,0.9985435136548375,0.10892458843444919,1.1313853051473488,-0.15986798437083694,True,True,4.085784932615846
B136,STATIC a=0.60 (no gate),10,0.11846429422783245,1.1675464624575098,-0.20178721813084588,1.2744058446596216,1.0733248905444361,0.11765241635332435,1.1520505471538611,-0.201787218130846,True,True,0.9125685050403713
B136,"CAND G=1.00 (band, clause 6)",25,0.10236659025988648,1.0543596149248498,-0.16086321993541663,1.1803023255359704,0.9312984053109455,0.10197241710013194,1.0653907303516041,-0.16086321993541675,False,False,4.085784932615846
B136,STATIC a=0.60 (no gate),25,0.11693166359101759,1.1537768743924322,-0.20209921851565382,1.2607864624005292,1.0593793370555975,0.11607573040318342,1.1380212196356219,-0.20209921851565416,True,True,0.9125685050403713
B136,"CAND G=1.00 (band, clause 6)",50,0.09114518872210597,0.9483376674531183,-0.16252120816672222,1.080687228490556,0.8190031678329653,0.09047896517954035,0.955149351683273,-0.162521208166722,False,False,4.085784932615846
B136,STATIC a=0.60 (no gate),50,0.11438183605712071,1.1308232192983658,-0.20261901923543646,1.2380848665186084,1.036131061869811,0.11345274710752262,1.114632560018602,-0.20261901923543646,False,False,0.9125685050403713
SMALL,"CAND G=1.00 (band, clause 6)",0,0.06658726004254922,0.7700543714442319,-0.16225120904046386,0.8806821539078828,0.6904273776262955,0.06053925270290006,0.6753978315795377,-0.16225120904046397,False,False,4.662557136373256
SMALL,STATIC a=0.60 (no gate),0,0.08844580936062618,0.7583872068193571,-0.28271152121119647,1.0061663708685007,0.6413717493729754,0.08284149839568977,0.6565415448038446,-0.282711521211197,False,False,1.4707814857514938
SMALL,"CAND G=1.00 (band, clause 6)",10,0.06161629741151886,0.7174460549213971,-0.17023497369553775,0.8247157158176028,0.6398495808007154,0.05545163849043333,0.6240064246505915,-0.17023497369553786,False,False,4.662557136373256
SMALL,STATIC a=0.60 (no gate),10,0.08684245490600495,0.7462261655252187,-0.283001019279163,0.9918908632091816,0.6299312113403163,0.08112211933199398,0.6447697265184985,-0.28300101927916377,False,False,1.4707814857514938
SMALL,"CAND G=1.00 (band, clause 6)",25,0.05420219376669633,0.6384706427191321,-0.1820699046752876,0.7407379212263999,0.5639011757447443,0.04786480282567118,0.5468445448555408,-0.18206990467528694,False,False,4.662557136373256
SMALL,STATIC a=0.60 (no gate),25,0.08444175345806282,0.727983017260302,-0.2834350839933961,0.9704764909528127,0.6127688137593775,0.07854805516141727,0.6271103499841416,-0.2834350839933967,False,False,1.4707814857514938
SMALL,"CAND G=1.00 (band, clause 6)",50,0.041957429123182344,0.506752819860656,-0.20167960656415074,0.6007866769969221,0.43717151365182155,0.035338069939815364,0.41811407587124927,-0.20167960656415018,False,False,4.662557136373256
SMALL,STATIC a=0.60 (no gate),50,0.08045210457342389,0.6975743464016918,-0.2841580390422074,0.9347841094193917,0.5841612541846427,0.07427125960279568,0.5976743972932215,-0.28415803904220793,False,False,1.4707814857514938
