panel,H,N,seed,nullCAGR_FULL,nullCAGR_FULL15,nullCAGR_2014-12-31_IS,nullCAGR_2014-12-31_OOS,nullCAGR_2016-12-31_IS,nullCAGR_2016-12-31_OOS,nullCAGR_2018-12-31_IS,nullCAGR_2018-12-31_OOS
U56,63,5,0,0.10794316559115402,0.10781742547134243,0.11185530385354725,0.1050363261861198,0.10243111589243514,0.11113183979030605,0.09638215941061845,0.12104979581686037
U56,63,5,1,0.12455790106859199,0.12487490042011973,0.1347081450816625,0.11941095913593225,0.1320917055015487,0.11839863256292582,0.10576238222604961,0.1493665465738232
U56,63,5,2,0.16365728959414927,0.1633693952568427,0.16278975398427908,0.16410044199527762,0.14990474389872044,0.17509251984439267,0.1528573262847066,0.17778970280119388
U56,63,5,3,0.11560909911676664,0.11603973992622896,0.19907179167622746,0.0772208157380303,0.16284512109554639,0.07394317105188075,0.14820995161687067,0.06868258274304506
U56,63,5,4,0.14242474267047545,0.14220573034479211,0.1436903449696616,0.14177915497969118,0.12396383382327336,0.15267261519629916,0.11202702048209567,0.17547192510261334
U56,63,5,5,0.08462102439907726,0.08504231204995572,0.10611327680694105,0.08456889987291949,0.10723318263167303,0.08387245117101316,0.11489510132007963,0.07593280458606855
U56,63,5,6,0.1527337137429412,0.1535074294645986,0.13647916587830955,0.16112157965771368,0.12795455994333738,0.17352308090996482,0.12385230553274007,0.1912297734679982
U56,63,5,7,0.13872993293324343,0.1394637748548453,0.15629049681950402,0.1298678289334012,0.11460024985370598,0.15539354684633544,0.11222921345547743,0.1683725418401103
U56,63,5,8,0.13510162333809195,0.134720232270241,0.2016411988624378,0.1087634070439698,0.1882642616965735,0.10248792195545953,0.16055617070388473,0.115750833474773
U56,63,5,9,0.12974846260152195,0.13001920685552193,0.1092336859882137,0.14036772636391026,0.1028327906236759,0.15237938604065726,0.06608286211379188,0.19338086686637102
U56,63,5,10,0.10149686925120527,0.10087263546048186,0.10651857802127451,0.0989419308262931,0.1147579564306278,0.09070740998972227,0.08220695388814225,0.11973377901734517
U56,63,5,11,0.14516267651826742,0.14524631629773377,0.1721761479762849,0.1316124449303009,0.15689419200957633,0.13560224801550924,0.13569545390075288,0.15753658044481633
U56,63,5,12,0.10747735296943195,0.10660961095859278,0.19446468391346028,0.07818600892634375,0.15715093991932272,0.0849252940663392,0.13576668872715403,0.09483411144146303
U56,63,5,13,0.13119892481121265,0.13094878288880718,0.1278615271947885,0.1329065720741338,0.12255990157622665,0.13835468671536266,0.10295836813501502,0.16883682131936895
U56,63,5,14,0.07729690643586151,0.07714073566776758,0.07074945108026287,0.07874609801215104,0.033530512571210425,0.10591056801575416,0.042372549681712,0.10595424649391072
U56,63,5,15,0.13518167983967722,0.1348277032011611,0.11410612003264853,0.14609463965559044,0.11099971676090892,0.15546635533293185,0.11266090957232722,0.1650162383420084
U56,63,5,16,0.12352125567385763,0.12317517227418007,0.18687018862007343,0.10271538485936293,0.1469969391146344,0.11781239209579986,0.13892726737782146,0.1237009924100001
