panel,kind,IS,OOS,err_perpanel,err_pooled,err_zero
U56,anchor,-0.3161627705143242,-0.3377357074249565,0.021572936910632334,0.16758255043649628,0.3377357074249565
B136,anchor,-0.2864119443231231,-0.5287278473518969,0.24231590302877382,0.3585746903634367,0.5287278473518969
SMALL439,anchor,-0.02008761359706645,-0.5917511576366216,0.5716635440395551,0.42159800064816133,0.5917511576366216
B30q00s0,cut,0.07072553791786824,-0.5718915110704205,0.6426170489882888,0.40173835408196024,0.5718915110704205
B30q00s2,cut,-0.06751257484490089,-0.6432661072696468,0.5757535324247459,0.4731129502811866,0.6432661072696468
B30q00s3,cut,-0.3444075819961776,-0.32231316790038916,0.02209441409578844,0.15216001091192893,0.32231316790038916
B30q00s4,cut,-0.16173503671669712,-0.6621627917986838,0.5004277550819867,0.49200963481022353,0.6621627917986838
B30q00s5,cut,0.0052987698539488535,-0.6444423699340726,0.6497411397880214,0.4742892129456123,0.6444423699340726
B60q00s0,cut,-0.49781652052512365,-0.8981649227485816,0.40034840222345797,0.7280117657601214,0.8981649227485816
B60q00s1,cut,-0.5281607905382252,-0.775701553394328,0.24754076285610283,0.6055483964058678,0.775701553394328
B60q00s2,cut,-0.5572985092779631,-0.8334272916085964,0.2761287823306333,0.6632741346201362,0.8334272916085964
B60q00s3,cut,-0.1652840966249199,-0.6353789947669634,0.4700948981420434,0.4652258377785031,0.6353789947669634
B60q00s4,cut,-0.3346159992358397,-0.8638054355416412,0.5291894363058016,0.693652278553181,0.8638054355416412
B60q00s5,cut,-0.5347180834077998,-0.9124837022121801,0.3777656188043803,0.7423305452237199,0.9124837022121801
B30q25s0,cut,-0.32744478481620026,-0.3584426108012347,0.030997825985034422,0.18828945381277445,0.3584426108012347
B30q25s1,cut,0.13662902377987318,-0.5839152654358415,0.7205442892157147,0.41376210844738126,0.5839152654358415
B30q25s2,cut,0.23110394260994804,-0.4682230752760297,0.6993270178859777,0.29806991828756946,0.4682230752760297
B30q25s3,cut,0.07653803705178434,-0.5606001721361918,0.6371382091879761,0.3904470151477316,0.5606001721361918
B30q25s4,cut,0.1925370218327029,-0.07127872634506896,0.26381574817777187,0.09887443064339127,0.07127872634506896
B30q25s5,cut,-0.164095875149642,-0.5611755786582259,0.3970797035085839,0.39102242166976564,0.5611755786582259
B60q25s0,cut,-0.19179968591651675,-0.5082190985450201,0.31641941262850337,0.3380659415565599,0.5082190985450201
B60q25s1,cut,-0.20861040709412904,-0.6987798184192976,0.49016941132516856,0.5286266614308374,0.6987798184192976
B60q25s2,cut,-0.06374568928113424,-0.8270634297168757,0.7633177404357415,0.6569102727284155,0.8270634297168757
B60q25s3,cut,-0.32052024383426203,-0.598848425401699,0.278328181567437,0.4286952684132388,0.598848425401699
B60q25s4,cut,-0.2335905480574199,-0.4658186151317515,0.23222806707433158,0.29566545814329126,0.4658186151317515
B60q25s5,cut,-0.4684990703674893,-0.7296002094892697,0.26110113912178046,0.5594470525008095,0.7296002094892697
B30q50s0,cut,-0.2570859091029477,-0.5097541168309587,0.252668207728011,0.3396009598424985,0.5097541168309587
B30q50s1,cut,-0.2670616152716987,-0.2887624044248714,0.021700789153172695,0.11860924743641116,0.2887624044248714
B30q50s2,cut,0.027207046728470793,-0.1348434034004731,0.1620504501289439,0.03530975358798713,0.1348434034004731
B30q50s3,cut,0.17121988804057578,-0.38345446305480063,0.5546743510953764,0.2133013060663404,0.38345446305480063
B30q50s4,cut,-0.06969912659421944,-0.14275914608322626,0.07306001948900682,0.027394010905233968,0.14275914608322626
B30q50s5,cut,-0.15746104069529143,-0.23488740308541375,0.07742636239012232,0.06473424609695352,0.23488740308541375
B60q50s0,cut,-0.201691557220319,-0.37008665769073723,0.16839510047041822,0.199933500702277,0.37008665769073723
B60q50s1,cut,-0.38673724912297053,-0.4063067312388175,0.01956948211584697,0.23615357425035727,0.4063067312388175
B60q50s2,cut,0.0488863887722463,-0.3455264051708238,0.39441279394307005,0.17537324818236355,0.3455264051708238
B60q50s3,cut,0.06001018659887964,-0.2532053587228814,0.31321554532176105,0.08305220173442118,0.2532053587228814
B60q50s4,cut,-0.34321879810876893,-0.26169180793161423,0.0815269901771547,0.091538650943154,0.26169180793161423
B60q50s5,cut,-0.010502686512616157,-0.2515461425920275,0.24104345607941136,0.08139298560356728,0.2515461425920275
