claimset,n_claimcells,n_cells,median_drag_bp,p4b_here,below_direct_0.05,below_dragline_0.05,agree_0.05,below_direct_0.1,below_dragline_0.1,agree_0.1,below_direct_0.25,below_dragline_0.25,agree_0.25
STRICT,100,18,80.10627862468436,0.2777777777777778,0.2777777777777778,0.6111111111111112,0.6666666666666666,0.16666666666666666,0.6111111111111112,0.5555555555555556,0.1111111111111111,0.6111111111111112,0.5
WIDE,1114,88,48.05553905509609,0.11363636363636363,0.125,0.7386363636363636,0.38636363636363635,0.06818181818181818,0.7386363636363636,0.32954545454545453,0.045454545454545456,0.7386363636363636,0.3068181818181818
STRUCT,10,10,43.02752459215903,1.0,0.4,0.9,0.5,0.3,0.9,0.4,0.3,0.9,0.4
