claimset,book,panel,split,boundary,n1,n2,H1,H2,v2_H1,v2_H2,SPY_H1,SPY_H2,leg4a,leg4b,full4a,full4b,CAGR,Sharpe,MaxDD
LIVE,BAND03,U56,NATIVE,2017-11-07,2221,2221,1.2348551724631611,1.1718361428616706,1.2348551724631611,1.1718361428616706,0.9595433758547895,0.8210748074939859,False,True,False,False,0.08613208348721213,1.199806892667932,-0.12054945176473186
LIVE,BAND03,U56,CALMID,2017-11-13,2225,2217,1.2261934738760243,1.179626666012818,1.2261934738760243,1.179626666012818,0.9566158400792558,0.8236051853257595,False,True,False,False,0.08613208348721213,1.199806892667932,-0.12054945176473186
LIVE,BAND03,U56,2014-01-01,2014-01-02,1251,3191,1.2156909344769617,1.1934644002535664,1.2156909344769617,1.1934644002535664,1.0012788743324057,0.8334712889283659,False,True,False,False,0.08613208348721213,1.199806892667932,-0.12054945176473186
LIVE,BAND03,U56,2015-01-01,2015-01-02,1503,2939,1.1790195992670416,1.2104645398282192,1.1790195992670416,1.2104645398282192,1.0067342751314765,0.8187612258449543,False,True,False,False,0.08613208348721213,1.199806892667932,-0.12054945176473186
LIVE,BAND03,U56,2016-01-01,2016-01-04,1755,2687,1.1079054184935417,1.258511210054288,1.1079054184935417,1.258511210054288,0.898810561359777,0.873338918459419,False,True,False,False,0.08613208348721213,1.199806892667932,-0.12054945176473186
LIVE,BAND03,U56,2017-01-01,2017-01-03,2007,2435,1.1042568982946719,1.274666072828785,1.1042568982946719,1.274666072828785,0.8986364369154567,0.872122672456382,False,True,False,False,0.08613208348721213,1.199806892667932,-0.12054945176473186
LIVE,BAND03,U56,2018-01-01,2018-01-02,2258,2184,1.236960049407679,1.17001745176539,1.236960049407679,1.17001745176539,0.9750402912356504,0.8070075760226647,False,True,False,False,0.08613208348721213,1.199806892667932,-0.12054945176473186
LIVE,BAND03,U56,2019-01-01,2019-01-02,2509,1933,1.1051296449025954,1.3140200983983144,1.1051296449025954,1.3140200983983144,0.8538170992215206,0.9221173054911423,False,True,False,False,0.08613208348721213,1.199806892667932,-0.12054945176473186
LIVE,BAND03,B136,NATIVE,2017-11-03,2219,2220,1.2290677258478548,0.9843850631086558,1.2290677258478548,0.9843850631086558,0.9566383979356751,0.8340326918358352,False,True,False,False,0.0803031894255104,1.1057901818007876,-0.1224079386020801
LIVE,BAND03,B136,CALMID,2017-11-09,2223,2216,1.235260383822991,0.9780586179046589,1.235260383822991,0.9780586179046589,0.9598258431068107,0.8312512501229729,False,True,False,False,0.0803031894255104,1.1057901818007876,-0.1224079386020801
