panel,family,form,dial,gross,arm,dial_i,level,clshape,tg_clause,tg_ctrl,k,gross_gap,SD,IQR,SDDIFF,MAD,IS_SD,IS_IQR,IS_SDDIFF,IS_MAD,OOS_SD,OOS_IQR,OOS_SDDIFF,OOS_MAD,dU_Sharpe,dM_Sharpe,flip_Sharpe,dU_CAGR,dM_CAGR,flip_CAGR,dU_MaxDD,dM_MaxDD,flip_MaxDD,flip_any,dU_Sharpe_IS,dU_Sharpe_OOS,dM_Sharpe_IS,dM_Sharpe_OOS,sign_holds,sign_holds_M,clause_CAGR,clause_Sharpe,clause_MaxDD,clause_H1,clause_H2,clause_oCAGR,clause_oSharpe,clause_oMaxDD,pass4a,pass4b,pass4a_oos,pass4b_oos,pass4a_is,pass4b_is,sign_holds_is
U56,MA,DG,100.0,0.5,MA-DG,0,name,name-DG,0.335969399321658,0.5000000000000002,0.6719387986433156,0.16403060067834224,0.21214062905064285,0.25342542488977593,0.04776828075982898,0.169532098638341,0.20561903475400578,0.27557014487549536,0.048451208322735924,0.16658346191141532,0.2173451023311778,0.24206211423102553,0.0472021122987805,0.1717118810872344,-0.07933609200086345,-0.07873320020242303,False,-0.04218118118435554,-0.013163961211937636,False,0.08989922287262264,0.041165575527292386,False,False,-0.12067407958804566,-0.04436093513141004,-0.11935749814172691,-0.04429398032296428,True,True,0.045726275049379206,1.0416242079091036,-0.06465559725075865,1.0896892495121733,0.9949753670423082,0.04730056205196531,1.0873131016781543,-0.06465559725075898,False,False,False,False,False,False,True
U56,MA,DG,150.0,0.5,MA-DG,1,name,name-DG,0.34791992740967254,0.5000000000000002,0.6958398548193447,0.1520800725903277,0.20557085540058057,0.2354653051881077,0.037356410076741876,0.1622262099395446,0.20070574298435237,0.24154302084042012,0.03855957542696905,0.15984621404398514,0.2094288850732637,0.23022798064179106,0.03633512848628417,0.16402754442227946,0.0436921289424852,0.044247823709152145,False,-0.035022089627745556,-0.008113905033980906,False,0.07789750850073807,0.032778278157980734,False,False,0.020259903249469025,0.062062651983633366,0.02147815612996018,0.06212086425754593,True,True,0.05288536660598919,1.1646524288524522,-0.07665731162264322,1.2296615564256068,1.1057406710532727,0.05491345782232604,1.1937366887931977,-0.07665731162264344,False,False,False,False,True,False,False
U56,MA,DG,200.0,0.5,MA-DG,2,name,name-DG,0.354754298102166,0.5000000000000002,0.7095085962043317,0.1452457018978342,0.20248531680539145,0.21138204710682018,0.03248990405947908,0.1581738717994552,0.20003987036749482,0.24334533472383169,0.03279134327436113,0.15746203352554203,0.20431431034873662,0.19800432825848702,0.03224548319493407,0.15828390362118727,0.04674912396173925,0.04727805460704482,False,-0.033577834206356405,-0.007876164028699062,False,0.07358983893674043,0.030533104020012414,False,False,-0.05392790695450245,0.12539708994968213,-0.05276573408348484,0.12545058221089378,False,False,0.054329622027378344,1.1677094238717063,-0.08096498118664086,1.185565193103842,1.154170156346063,0.060076664324213214,1.2570711267592465,-0.08096498118664053,False,False,False,False,False,False,False
U56,MA,DG,250.0,0.5,MA-DG,3,name,name-DG,0.35860560892941473,0.5000000000000002,0.7172112178588291,0.1413943910705855,0.19920808143247767,0.2032973667804321,0.02974055945947322,0.15271728330100198,0.197910793225755,0.20809287178694302,0.031038927322489637,0.15285584399922786,0.19973710247692594,0.1860607753382012,0.02862923546538093,0.15164477354637154,0.06030838427241014,0.060822293840786745,False,-0.031985822454066115,-0.006964170020138605,False,0.07611992732683215,0.03422399518401009,False,False,-0.052516106111758276,0.14704082634151727,-0.05138548264903209,0.14709172452914632,False,False,0.055921633779668634,1.1812686841823772,-0.07843489279654914,1.1916720321764005,1.1761015148063765,0.06279624876504375,1.2787148631510816,-0.07843489279654947,False,False,False,False,False,False,False
U56,MA,DG,100.0,0.75,MA-DG,0,name,name-DG,0.5039540989824869,0.7499999999999998,0.6719387986433161,0.2460459010175129,0.21212733143840395,0.2530913133300746,0.04746447742236685,0.16952746172054736,0.20559687916883224,0.27602281320891286,0.0481408682227633,0.1665862171808544,0.21733847482991095,0.2410588751812046,0.04690352555680415,0.17169677207631387,-0.07962815402861723,-0.0789219098467484,False,-0.06371662297245528,-0.019967525712646816,False,0.12911635322012271,0.05956389815576524,False,False,-0.12138329718687613,-0.04441188755204206,-0.11956879307815582,-0.04453388967071925,True,True,0.06864110542473334,1.042051696343498,-0.09614251409399643,1.0907930119094955,0.9947511416682059,0.07103043642176354,1.0871403496943424,-0.09614251409399666,False,False,False,False,False,False,True
U56,MA,DG,150.0,0.75,MA-DG,1,name,name-DG,0.5218798911145087,0.7499999999999998,0.6958398548193452,0.22812010888549106,0.20555926988505438,0.23507142659044078,0.03704917656289806,0.16222464659964228,0.20068334280282102,0.24164448200654454,0.03824658872043694,0.159863470579037,0.20942530703139733,0.2300712575988545,0.03603229035175764,0.16401219693437102,0.043127107441591095,0.04377376455235438,False,-0.05278399126807187,-0.012214541750576569,False,0.1114570325364378,0.04711170474096238,False,False,0.019340871597569587,0.06171378900913238,0.021016354132245008,0.06159173015674679,True,True,0.07957373712911675,1.1648069578137064,-0.11380183477768135,1.2306492971383098,1.1051641025574996,0.08264105725340887,1.1932660262555168,-0.11380183477768147,False,False,False,False,False,False,False
U56,MA,DG,200.0,0.75,MA-DG,2,name,name-DG,0.5321314471532489,0.7499999999999998,0.709508596204332,0.21786855284675088,0.2024744659920412,0.21225611440538106,0.032183629529978025,0.15815512813004154,0.2000163743721739,0.24248941212243547,0.03249737530357361,0.15742989154297418,0.20431320487694987,0.19840639952266959,0.0319288075928266,0.15827777308247723,0.04602476452334758,0.046637869540580024,False,-0.05060781943993953,-0.011857419069155606,False,0.10514207152790445,0.043764652106886515,False,False,-0.055213200821666586,0.12504857305197015,-0.05361680619153342,0.1249270771964539,False,False,0.0817499089572491,1.1677046148954628,-0.1201167957862147,1.186191400196191,1.1536271963139677,0.09054596250417934,1.2566008102983546,-0.1201167957862147,False,False,False,False,False,False,False
U56,MA,DG,250.0,0.75,MA-DG,3,name,name-DG,0.5379084133941218,0.7499999999999998,0.7172112178588292,0.212091586605878,0.19919530884594885,0.202836799226206,0.02943246452791308,0.15270054015120504,0.19787945960439268,0.20782119155738266,0.03074764338546046,0.1528337367400512,0.19973858583817425,0.18604037827639475,0.02830535232212502,0.1516366957670309,0.05958670314702208,0.060181063650095235,False,-0.0481865790564302,-0.01046145342732463,False,0.10874652531081119,0.04903838748705602,False,False,-0.054011785691749026,0.14687411539999617,-0.052459858034036744,0.1467531433030238,False,False,0.08417114934075842,1.1812665535191373,-0.11651234200330796,1.1920948025626636,1.1757517744183144,0.09470630742938946,1.2784263526463806,-0.11651234200330773,False,False,False,False,False,False,False
U56,MA,DG,100.0,1.0,MA-DG,0,name,name-DG,0.671938798643316,1.0000000000000004,0.6719387986433156,0.3280612013566845,0.21211712612281083,0.253010810919451,0.047168666119903835,0.16952475411213327,0.2055779579597984,0.2764725383497191,0.04783875137087972,0.16659354767045848,0.21733482957772768,0.23992635330976897,0.046612733652023,0.17168578448544725,-0.07975734726320205,-0.07911835776208642,False,-0.0853934125142608,-0.026904463894765307,False,0.16471380988563933,0.07656128786650052,False,False,-0.12195971381408877,-0.04428462428453428,-0.11979832886891717,-0.044777105909067805,True,True,0.09155169215256542,1.0423645072886174,-0.1270761444533468,1.0917900288068807,0.9944051301768612,0.09477230127159353,1.0868435541410528,-0.12707614445334725,False,False,False,False,False,False,True
U56,MA,DG,150.0,1.0,MA-DG,1,name,name-DG,0.6958398548193451,1.0000000000000004,0.6958398548193447,0.3041601451806554,0.20555101879681534,0.23503681630148776,0.03675190820300328,0.16222562343856864,0.2006641238148388,0.24169548888034686,0.03794316830050542,0.15988497351221215,0.2094251878343101,0.23078770651436753,0.03573976784185205,0.16399917370117678,0.042716117049280466,0.0432920967106476,False,-0.0705614782924302,-0.016327221906038636,False,0.14162898991107276,0.060140149535874765,False,False,0.018547186407342764,0.06153421956311966,0.02053694277739848,0.06105979308119447,True,True,0.10638362637439602,1.1648379716011,-0.15016096442791338,1.2315217267660827,1.104458895663849,0.11050240392257327,1.1926623979887068,-0.15016096442791305,False,True,False,True,False,False,False
