dial_class,dial,cells,median,mean,min,p05,frac_moved,frac_le_010,frac_le_025,mean_neg
NONWIDTH,BAND,36.0,0.0,0.01475660773207935,-0.054643164084083096,-0.054134269790477696,0.5,0.0,0.0,-0.05435289784477896
NONWIDTH,CADENCE,36.0,0.0,0.00849919857392724,-0.04281952758948704,-0.04038770273203607,0.4166666666666667,0.0,0.0,-0.0414235007318435
NONWIDTH,GROSS,36.0,0.0008181047192911128,0.0013810115679154954,0.0,0.00013231476141481457,0.9722222222222222,0.0,0.0,0.0
WIDTH,COVERAGE,36.0,0.0,-0.062103317707942605,-0.5096930823978478,-0.5095588712858992,0.25,0.16666666666666666,0.16666666666666666,-0.45314201859418474
WIDTH,N,36.0,0.0,-0.03982519120466927,-0.4670940019642107,-0.463750075107951,0.2777777777777778,0.16666666666666666,0.16666666666666666,-0.35159365251097735
WIDTH,SLEEVECAP,12.0,0.0,-0.01843047255303437,-0.07408943985208705,-0.07388268378376986,0.25,0.0,0.0,-0.07372189021213749
WIDTH,VOLBREADTH,36.0,0.0,-0.04552371943852794,-0.5060034522177673,-0.5041642205262945,0.16666666666666666,0.08333333333333333,0.08333333333333333,-0.27314231663116767
NONWIDTH,ALL,108.0,0.0006706042450409511,0.008212272624640695,-0.054643164084083096,-0.026032446804682745,0.6296296296296297,0.0,0.0,-0.04788819928831123
WIDTH,ALL,108.0,0.0,-0.04915074278371328,-0.5096930823978478,-0.4910105583463172,0.23148148148148148,0.1388888888888889,0.1388888888888889,-0.3588874515225767
