panel,N,H,cadence,d_OOS,d_full,d_DD
B136,8,21,W,-0.34539969981823954,-0.1885623016340734,-0.029656804877852827
B136,8,21,M,-0.30350947920530424,-0.3155252206057836,-0.03282665343242763
B136,8,63,W,-0.3676715079969163,-0.3185620960959574,-0.023391569181586802
B136,8,63,M,0.0839972282664766,-0.046723658342892715,-0.028587727428100895
B136,8,126,W,0.18971818687789588,-0.062002396931945425,-0.07347440174929776
B136,8,126,M,-0.15009356614241098,-0.2402903435870558,-0.028587727428100895
B136,8,252,W,-0.030480792183511518,-0.13730150600475632,-0.10320565076524735
B136,8,252,M,-0.16675743491360406,-0.19543512040634103,-0.008235418492187008
B136,10,21,W,-0.26176603487076433,-0.1928338387209424,-0.005895487416727407
B136,10,21,M,-0.2423918778744002,-0.31835658676744794,-0.024376118040866812
B136,10,63,W,-0.38429583665877787,-0.33569401401512533,-0.025159627765321657
B136,10,63,M,0.10724297113372538,-0.021669674858464938,-0.027118860606139217
B136,10,126,W,0.13501782291178088,-0.07707105036327722,-0.029353918921291244
B136,10,126,M,-0.15591136446305087,-0.23252861689910032,-0.027118860606139106
B136,10,252,W,-0.0162867774105937,-0.0806527736332101,-0.09885685788744925
B136,10,252,M,-0.0811881018700834,-0.0902929236630744,-0.022377008240728413
B136,12,21,W,-0.214365214595997,-0.15774077708185552,-0.04025970794736977
B136,12,21,M,-0.1398702628234797,-0.22940790995269233,-0.02194418811301113
B136,12,63,W,-0.27306909572358085,-0.2692409560130937,-0.03427237388706428
B136,12,63,M,0.09747834315322756,-0.07000297236482178,-0.029181747776895417
B136,12,126,W,0.06692195119965039,-0.08616039275443765,-0.03250805254017852
B136,12,126,M,-0.09382329933280042,-0.24237343779458376,-0.02675642269200673
B136,12,252,W,-0.014434266347773228,-0.1023610671575853,-0.09165644312748078
B136,12,252,M,-0.09980092481211666,-0.11504641695689832,-0.02278735805852694
B136,15,21,W,-0.15647069415245507,-0.11703377046608765,-0.07873256286501706
B136,15,21,M,-0.19055071230802223,-0.21420355114307177,-0.013517062631793308
B136,15,63,W,-0.22226688044398257,-0.21465168112412836,-0.008029897822928844
B136,15,63,M,-0.0027540324418741102,-0.05455548996850468,-0.049530135075292026
B136,15,126,W,-0.013235681756313733,-0.06655002081382655,-0.025354861328897083
B136,15,126,M,-0.0642749668439293,-0.20887507424832086,-0.008384810558032418
B136,15,252,W,0.040599379358727594,-0.06676691600774898,-0.08441614800191366
B136,15,252,M,-0.04369312919712609,-0.1320591989590305,-0.0222143059757266
B136,20,21,W,-0.2750091564536974,-0.17578973126008857,-0.04220587362158279
B136,20,21,M,-0.1362389793627511,-0.18679029754051302,-0.014988788799210506
B136,20,63,W,-0.18088489666969265,-0.15391744689642428,-0.02774970781265551
B136,20,63,M,-0.05895784445239449,-0.08646186630275654,-0.030273763294575762
B136,20,126,W,0.01505323025127514,-0.05634753180902852,-0.01477489608077942
B136,20,126,M,0.019323891540449445,-0.1071053802824038,-0.032109759836673524
B136,20,252,W,0.0733690364840689,-0.04263358279608531,-0.056128527117559335
B136,20,252,M,-0.17601591984843734,-0.1900930736266343,-0.026561398879358267
B136,25,21,W,-0.24868785467693588,-0.169926330602583,-0.030188682537449996
B136,25,21,M,-0.1566353277630852,-0.15635734754170516,-0.016179439801652484
B136,25,63,W,-0.04834372681269361,-0.0651120537287957,-0.05306125739430734
B136,25,63,M,-0.12226321175183807,-0.10951652388273736,-0.041312589625252194
B136,25,126,W,-0.11065677403764784,-0.10743170033843374,-0.013567353007997718
B136,25,126,M,0.024894182785679897,-0.011072996146401115,-0.04027377760082207
B136,25,252,W,0.01717142766748503,-0.04626135876608517,-0.0416607597420211
B136,25,252,M,-0.09661976952274332,-0.1335319519462711,-0.03335288638999456
B136,30,21,W,-0.16768663620291024,-0.13440157232846783,-0.03497112412998504
B136,30,21,M,-0.1107705456548903,-0.07362074907377014,-0.01792405335481151
B136,30,63,W,-0.05159137074994591,-0.031170579915364982,-0.03113908072642091
B136,30,63,M,-0.21573994411988107,-0.11158773497570773,-0.04525067694919582
B136,30,126,W,-0.10870602752273173,-0.10084957136613892,-0.022764801922640743
B136,30,126,M,-0.0373023836164319,-0.017827096038963486,-0.04174355347383196
B136,30,252,W,0.0218371621512643,-0.025201747693353038,-0.04065527348806364
B136,30,252,M,-0.06526509105328826,-0.08903752914081053,-0.04066698145001002
B136,40,21,W,-0.10421512038849556,-0.07245809958912985,-0.03806751763800664
B136,40,21,M,-0.15894712986555926,-0.07532982160343682,-0.02872811713984491
B136,40,63,W,-0.017688177006495387,-0.00898517145560529,-0.03782651993885522
B136,40,63,M,-0.19323353272631127,-0.06442189815686084,-0.043948800045772174
B136,40,126,W,0.004970901966832475,0.005019093403222374,-0.021229820967544333
B136,40,126,M,-0.07957348606004033,-0.022677392182449463,-0.014495268039093068
B136,40,252,W,0.023125798438948797,-0.005473386780678657,-0.03870702727353037
B136,40,252,M,-0.07480461111355097,-0.043801855342558094,-0.03603275539615336
SMALL,5,21,W,-0.03363503662573242,0.15445512185290775,0.008019869610590535
SMALL,5,21,M,-0.6053724367616935,-0.2068882161657212,0.03218911483094333
SMALL,5,63,W,0.1298835763450531,0.24739302496698,-0.14512967920925235
SMALL,5,63,M,-0.2074815427013317,-0.10399927899327188,-0.010033129025954324
SMALL,5,126,W,0.3064262669180975,0.27823304359341466,-0.19710771052864562
SMALL,5,126,M,-0.4488423691425985,-0.31175352907489867,0.16364797517475627
SMALL,5,252,W,-0.6361766721085269,-0.4365635409672014,-0.07037971784255315
SMALL,5,252,M,-0.7459803263795575,-0.5133832277831021,0.13102332855357313
SMALL,8,21,W,0.03283607357489937,0.18010012211244375,-0.0012079175998477298
SMALL,8,21,M,-0.5335986676543738,-0.17523299089204236,0.10461704529144589
SMALL,8,63,W,0.015283543554651835,0.11660366884057105,-0.11509635688780939
SMALL,8,63,M,-0.1653260752070269,-0.008197451648234044,-0.04087522036194258
SMALL,8,126,W,0.03710354166005547,0.0843920444394265,-0.15089028055977827
SMALL,8,126,M,-0.19150829150493034,-0.11687601943809128,0.04031486577146881
SMALL,8,252,W,-0.4580422534340962,-0.3399139840640931,-0.08915110631526968
SMALL,8,252,M,-0.6333918218658139,-0.3871184519858492,0.07714140204114972
SMALL,10,21,W,-0.02218692184202481,0.15757652474814315,-0.010527430206067168
SMALL,10,21,M,-0.45755940640566634,-0.20175653996737314,0.08872777772241691
SMALL,10,63,W,-0.039255912268580384,0.04177939597807501,-0.1306247568189055
SMALL,10,63,M,-0.18046412376622728,-0.01990666439500377,-0.007832935336521518
SMALL,10,126,W,-0.047784053895108036,0.06520059903475739,-0.15304843459313866
SMALL,10,126,M,-0.42425586465510473,-0.2526238060494684,0.13190963281101586
SMALL,10,252,W,-0.4777239664224257,-0.35608499275168215,-0.06102582094211595
SMALL,10,252,M,-0.49900821634827586,-0.27041659789863925,0.04080539726344157
SMALL,12,21,W,-0.20174938622826324,-0.0421591183678946,0.03605315333785086
SMALL,12,21,M,-0.41241674525708655,-0.23347516518661093,0.1319926801344521
SMALL,12,63,W,-0.10871392163906479,0.049930690796861854,-0.12967728013090252
SMALL,12,63,M,-0.24823635381287804,-0.09764309044105812,0.008635776735245293
SMALL,12,126,W,-0.13451112998152698,0.017163990705896803,-0.14733949530553958
SMALL,12,126,M,-0.29756578524632304,-0.17420702518463138,0.11551802645275044
SMALL,12,252,W,-0.46527105420696174,-0.38611408190281493,-0.07355730617081546
SMALL,12,252,M,-0.36052635550295914,-0.1973964733701684,0.040862909435792405
SMALL,15,21,W,-0.2780820164515437,-0.07117691770614648,0.009664495010879293
SMALL,15,21,M,-0.3226707761869315,-0.20936156250753957,0.09863260307774002
SMALL,15,63,W,-0.16917610317370002,-0.015097034194389458,-0.06375680988636456
SMALL,15,63,M,-0.10978427051105236,0.0042493033941849445,-0.06604261083011631
SMALL,15,126,W,-0.12330839634274321,0.00443038892023595,-0.1412437373537091
SMALL,15,126,M,-0.08589381346795968,-0.038462467782783394,0.05657454220425684
SMALL,15,252,W,-0.3984261349337505,-0.34935780080658557,-0.03638331816477036
SMALL,15,252,M,-0.2825502480602514,-0.14004910823576078,0.012398266930293889
SMALL,20,21,W,-0.1959261383376825,-0.05049713001875433,0.020518311759684438
SMALL,20,21,M,-0.2809739301490906,-0.1284674809789057,0.06686593371747962
SMALL,20,63,W,-0.12245643536146888,0.0026608012873715614,-0.06116163827520493
SMALL,20,63,M,0.1339130428647223,0.18852618478795757,-0.11051452386758576
SMALL,20,126,W,-0.11674261554066417,0.03744707031522765,-0.08227736730671253
SMALL,20,126,M,0.07285166060172096,0.09853363595632508,0.02387270129426544
SMALL,20,252,W,-0.30569713739798926,-0.27172439816282346,-0.018018989616301218
SMALL,20,252,M,-0.21386667979148322,-0.06435053180628392,0.027812636195041485
SMALL,25,21,W,-0.18362707750949692,-0.0005545536022319997,0.016374017004679553
SMALL,25,21,M,-0.14398747502718307,0.01946252417540717,0.06063771201130064
SMALL,25,63,W,-0.15161880045967213,-0.019754907748476658,-0.050304829522891614
SMALL,25,63,M,0.052700575330966615,0.08199660922604823,-0.096833743572867
SMALL,25,126,W,0.01252361866488877,0.09720228316941504,-0.0794714444560195
SMALL,25,126,M,-0.03639644022297106,-0.031341261607117366,0.04061973264517105
SMALL,25,252,W,-0.19885753858080596,-0.19796661469400556,0.005929951676047929
SMALL,25,252,M,-0.215253978980063,-0.06529791239734217,0.04233715265599225
SMALL,30,21,W,-0.015775855624742596,0.14709758634377879,0.0318373914281781
SMALL,30,21,M,-0.1642885070083741,0.023867797319418904,0.04349707293189853
SMALL,30,63,W,-0.245727587878934,-0.05325473689338045,-0.045507352736715245
SMALL,30,63,M,0.07034924118697405,0.14644737979799943,-0.04273138849157376
SMALL,30,126,W,0.04090514269154155,0.10285011301394653,-0.09034862731088211
SMALL,30,126,M,-0.09740410667859506,-0.07342731205172537,0.03325358800231981
SMALL,30,252,W,-0.12958940319607254,-0.14980289481317588,-0.0047073884704184055
SMALL,30,252,M,-0.12765771318645341,-0.009901604175654666,0.04342647312965631
SMALL,40,21,W,-0.09034785080907631,0.0935969542700189,0.018465720576793743
SMALL,40,21,M,-0.12362984784860442,0.02058325296966368,0.01779458781035692
SMALL,40,63,W,-0.13767836900939268,-0.014250631845387662,-0.021762744291004332
SMALL,40,63,M,0.019892131260019652,0.1063271283054566,0.017826278446368193
SMALL,40,126,W,0.029716525176465558,0.09486556669167234,-0.05628296665136068
SMALL,40,126,M,-0.022484645095573463,0.002552887616038557,0.0223180835914657
SMALL,40,252,W,-0.042010206665673566,-0.043728623510739806,-0.015734045354192316
SMALL,40,252,M,-0.12724544577571628,-0.01920536314018939,0.02580416090491
