panel,cadence,claim_set,book,null,gross_nom,cost,draws,null_base_rate_4b,is_base_rate_4b,book_pass4b,book_pass4a,outside_null,pct_Sharpe,pct_CAGR,pct_MaxDD,pct_OOS_Sharpe,p_emp_Sharpe,null_mean_Sharpe,book_Sharpe,book_CAGR,book_MaxDD,turn_per_yr,drag_bps,mean_gross_null,mean_gross_book,gross_match
U56,W,CORE,TOP5,ROT,0.75,0.0,100,0.34,0.1,False,False,False,0.77,1.0,0.2,0.65,0.2376237623762376,0.9597076567207278,1.0505622623923352,0.18605356260736206,-0.2050667959804663,17.680869292618343,0.0,0.7407266811279853,0.7407266811279827,2.6645352591003757e-15
U56,W,CORE,TOP5,ROT,0.75,0.0,200,0.375,0.1,False,False,False,0.755,1.0,0.155,0.64,0.24875621890547264,0.9665361995978276,1.0505622623923352,0.18605356260736206,-0.2050667959804663,17.680869292618343,0.0,0.7407266811279853,0.7407266811279827,2.6645352591003757e-15
U56,W,CORE,TOP5,ROT,0.75,0.0,400,0.355,0.11,False,False,False,0.755,1.0,0.2125,0.6375,0.24688279301745636,0.9669172416089603,1.0505622623923352,0.18605356260736206,-0.2050667959804663,17.680869292618343,0.0,0.7407266811279853,0.7407266811279827,2.6645352591003757e-15
U56,W,CORE,TOP5,ROT,0.75,2.0,100,0.08,0.02,False,False,False,0.96,1.0,0.24,0.83,0.04950495049504951,0.8455595286722137,1.0307065292980242,0.18187199165501422,-0.2072242231624829,17.680869292618343,35.36173858523669,0.7407266811279853,0.7407266811279827,2.6645352591003757e-15
U56,W,CORE,TOP5,ROT,0.75,2.0,200,0.105,0.035,False,False,False,0.955,1.0,0.2,0.805,0.04975124378109453,0.8524490128474264,1.0307065292980242,0.18187199165501422,-0.2072242231624829,17.680869292618343,35.36173858523669,0.7407266811279853,0.7407266811279827,2.6645352591003757e-15
U56,W,CORE,TOP5,ROT,0.75,2.0,400,0.105,0.03,False,False,False,0.935,1.0,0.2575,0.8325,0.06733167082294264,0.8528286522887513,1.0307065292980242,0.18187199165501422,-0.2072242231624829,17.680869292618343,35.36173858523669,0.7407266811279853,0.7407266811279827,2.6645352591003757e-15
U56,W,CORE,TOP5,ROT,0.75,5.0,100,0.0,0.01,False,False,False,1.0,1.0,0.34,0.96,0.009900990099009901,0.6740809259715783,1.0008998075834354,0.17562648517917356,-0.2104498136069597,17.680869292618343,88.40434646309171,0.7407266811279853,0.7407266811279827,2.6645352591003757e-15
U56,W,CORE,TOP5,ROT,0.75,5.0,200,0.005,0.01,False,False,False,0.995,1.0,0.28,0.955,0.009950248756218905,0.6810600790966178,1.0008998075834354,0.17562648517917356,-0.2104498136069597,17.680869292618343,88.40434646309171,0.7407266811279853,0.7407266811279827,2.6645352591003757e-15
U56,W,CORE,TOP5,ROT,0.75,5.0,400,0.01,0.01,False,False,False,0.9925,1.0,0.3375,0.96,0.00997506234413965,0.6814433392742267,1.0008998075834354,0.17562648517917356,-0.2104498136069597,17.680869292618343,88.40434646309171,0.7407266811279853,0.7407266811279827,2.6645352591003757e-15
U56,W,CORE,TOP5,ROT,0.75,10.0,100,0.0,0.0,False,False,False,1.0,1.0,0.64,1.0,0.009900990099009901,0.38819581406622533,0.9511650341141642,0.16528851099111397,-0.2157977808392051,17.680869292618343,176.80869292618343,0.7407266811279853,0.7407266811279827,2.6645352591003757e-15
