panel,b_in,exp_bin,exp_match,g_star,dCAGR,dSharpe,dMaxDD,dOOS_CAGR,dOOS_Sharpe,dOOS_MaxDD,dTurnover,bin_4b,match_4b,bin_4a,match_4a
U56,-0.02,0.5914769524637687,0.591579432813264,0.8327727752008949,-0.006203027675581563,-0.023460973982717626,0.010420959997710866,-0.006490377444015261,-0.011520793094920379,0.010420959997710644,0.5869089528938873,0,0,0,0
U56,-0.01,0.5809292078313371,0.5810389129646051,0.81792202821393,-0.005629279590387615,-0.022939723030893644,0.009158328808124172,-0.006536264238864442,-0.021185142175693894,0.00915832880812395,0.47062921530175816,0,0,0,0
U56,0.0,0.5703110221314436,0.5704276866657947,0.8029721033925729,-0.004954908149579884,-0.02378052341691972,0.006839840258811902,-0.005103848958827761,-0.014640367060177129,0.006839840258811902,0.3478771703571566,0,0,0,0
U56,0.01,0.558964298781084,0.5590880512491274,0.786996430537434,-0.0027051324085438644,-0.006569294133191406,0.00435905419778404,-0.0027916680964255036,-0.0006944401971993308,0.00435905419778404,0.21719633253170412,0,0,0,0
U56,0.02,0.5463225897556394,0.5464538129720281,0.7691974764707553,-0.0017269400976240856,-0.007002016863256966,0.0015912217386204741,-0.0016125795272223797,-0.0022362106011846183,0.0015912217386205851,0.10261661684440981,0,0,0,0
U56,0.03,0.532826355626877,0.5329650569921285,0.750195389739643,-2.2703641771038008e-05,7.498315168774639e-08,3.045500832843384e-05,-2.5015562175934036e-05,4.81009038155733e-07,3.0455008327989752e-05,-0.0004507641604418744,0,0,0,0
U56,0.04,0.504513984175749,0.5046666942597329,0.7103328523277246,0.002541748915664055,-0.013288787456916973,-0.006388251902188946,0.003986797820528798,-0.0037007180793267036,-0.006388251902188169,-0.0314001912522921,0,0,0,0
U56,0.06,0.46758187902860515,0.467749417824245,0.6583341200537359,0.004582683604243076,-0.03028670592400795,-0.008821373533156152,0.007199171578860186,-0.007250638209594484,-0.008821373533156596,-0.08832164608807358,0,0,0,0
U56,0.08,0.4229670381798068,0.4231472315676362,0.5955184436794719,0.007328760616299723,-0.053835795043005286,-0.018169565475562255,0.01047376756576135,-0.029981525646968876,-0.018169565475561922,-0.08929132860711642,0,0,0,0
U56,0.11,0.3633284045209474,0.36351640082229664,0.5115499470974852,0.009778468807599694,-0.09114722476921844,-0.018363382779231552,0.014075096806623888,-0.056182417689023545,-0.01836338277923122,-0.06381559316652252,0,0,0,0
U56,0.14,0.29735779632965403,0.29754207627515006,0.41866631699776546,0.01038178066218376,-0.1454432163855235,-0.0140100667318942,0.016687574324249832,-0.08248576794173923,-0.011187585664437893,-0.005685647124424209,0,0,0,0
U56,0.17,0.2366391320394452,0.23680832377758856,0.3331771861756375,0.013951546335669418,-0.13181449804460232,-0.019011103946079078,0.02102506826207229,-0.0743667291450032,-0.01768947199107751,0.015183895873422282,0,0,0,0
U56,0.2,0.19631401529894393,0.1964669088077805,0.27640124716667946,0.013996473753073113,-0.16363718522409676,-0.020524247880887247,0.02070236904503253,-0.1183406147820103,-0.020524247880887025,0.03368016405569796,0,0,0,0
B136,-0.02,0.585907417467398,0.5859917202911311,0.8259089188669462,-0.001952679755777842,0.003407391041785779,0.006715695405168032,-0.000855168700549136,0.01928949614789577,0.00671569540516781,0.5921058925589202,0,0,0,0
B136,-0.01,0.5756324988137106,0.5757223269164583,0.8114251511184605,-0.001262209960169125,0.009286295140060297,0.005599536649823933,-0.001106030179771178,0.013102204084174618,0.005599536649824377,0.4682748946588333,0,0,0,0
B136,0.0,0.5652991240154477,0.5653942738365945,0.7968589822094363,-0.0008455831987004281,0.009708842245543137,0.0034231453502386877,-0.0005795668723544978,0.014421909544598321,0.0034231453502387987,0.32839175741965176,0,0,0,0
B136,0.01,0.5548436953001272,0.554943988877654,0.7821207632193323,-0.00028943323412189415,0.010954968723932312,0.002172759630228893,5.630387604615983e-05,0.016112745513133797,0.002172759630229004,0.21200916807891534,0,0,0,0
B136,0.02,0.5438712100280371,0.5439766401701542,0.7666536891079866,2.512224198270019e-05,0.008680515832684144,0.0014656005074230594,5.508059798242648e-05,0.00930870037413456,0.0014656005074228373,0.10148896782211958,0,0,0,0
B136,0.03,0.5321675891164236,0.5322782015834591,0.7501559889496213,-1.663766532566946e-05,9.55359569232428e-09,2.4696058202544613e-05,-1.63807401023508e-05,6.223336788124811e-07,2.469605820332177e-05,-0.0004081268807665239,0,0,0,0
B136,0.04,0.513993913074925,0.5141119629741718,0.7245379464333608,0.0007216588375156263,-0.012257619712890966,-0.003373721738394897,0.0014292793895016587,-0.004438124378544739,-0.003373721738394453,-0.05424089814157207,0,0,0,0
B136,0.06,0.48377817377877136,0.48390693458424267,0.6819451274471762,0.0012971630804012868,-0.029536809040776157,-0.0062375193580241906,0.002516790498103383,-0.013499797180094086,-0.006237519358024413,-0.14391985849997813,0,0,0,0
B136,0.08,0.4493548704124754,0.44949328922804055,0.6334212268794412,0.0032762298265629486,-0.035717334037285164,-0.013405964686954985,0.0048783572853912105,-0.014474689089637005,-0.013405964686955096,-0.1937890027566076,0,0,0,0
B136,0.11,0.3980248133342706,0.3981725273787164,0.5610651674014987,0.004646295972459802,-0.06332687535570192,-0.018956018282830223,0.007474769740568599,-0.02521327642728144,-0.018956018282830556,-0.20215483531666956,0,0,0,0
B136,0.14,0.3393902714617234,0.33954099105779306,0.47841253382409776,0.005590732495480255,-0.09560691188675996,-0.017712324216371478,0.009306106599743291,-0.04751478812702614,-0.017712324216371367,-0.1699822750663822,0,0,0,0
B136,0.17,0.28054722265020354,0.2806926309045052,0.39546598394625543,0.0066857116118090865,-0.125014190013925,-0.01650830213219867,0.011476443197287578,-0.05417792806638655,-0.01650830213219845,-0.12476410296451601,0,0,0,0
B136,0.2,0.2287205005598284,0.2288541831331369,0.3224098137494322,0.0077402683684706375,-0.15070428386240153,-0.019280493287891276,0.013910610860782713,-0.057030310772918646,-0.019280493287891498,-0.08673059780057146,0,0,0,0
SMALL,-0.02,0.45443512116997714,0.45446191373053374,0.8287060588224544,-0.002021336890854153,-0.013752328599066166,0.005070095295439114,-0.002381361142078431,-0.018884340374916486,0.005070095295441224,0.5490637388053585,0,0,0,0
SMALL,-0.01,0.4460803090569284,0.4461090373229155,0.8134702570636001,-0.002124381447946355,-0.017817758231888137,0.0030788595891736437,-0.0026951781251474127,-0.025238796154351317,0.003078859589174421,0.46516865444934874,0,0,0,0
SMALL,0.0,0.43739763049556807,0.4374282891635537,0.7976365593685758,-0.0008970296824113433,-0.0038054563061555857,0.0038980830377052245,-0.0010729574331191927,-0.006651143264009507,0.003898083037707445,0.343489182079709,0,0,0,0
