panel,book,cost,arm,kind,gross,pass4a,TO,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4b,fail4b,n_fail,floor_only,IS_floor_only
u56,V1u,10.0,control,ctl,0.749893462556593,False,23.235629037526,0.06297377249874825,0.6628051083845784,-0.15672092223908318,0.6818809824276346,0.6498314418932896,0.05252287623428464,0.5961099815679317,-0.13035468667421723,0.07167644913632909,0.7135835570891119,-0.15672092223908363,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,10.0,g200-dg,gate,0.7256651420904467,False,22.85023808049835,0.061519793807876866,0.6521603817962626,-0.14051673107873974,0.663668405861618,0.6454536203790463,0.05035257708979257,0.575876828966793,-0.13611749021424646,0.07082486653664155,0.710019199890369,-0.14051673107873808,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,10.0,g200-rw,gate,0.7500306958886649,False,23.62078377846554,0.06636733955682628,0.6798954117666615,-0.13827796154480831,0.6409087934305884,0.7170424490159388,0.04925613582932131,0.5534299312214817,-0.13101770077431318,0.08069826783516665,0.7741172142433231,-0.13827796154480798,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,10.0,band3-dg,gate,0.7328635251331524,False,22.787689388814783,0.062122395259848195,0.656496494714766,-0.14551358300164574,0.6612687898419901,0.6556900199754405,0.05019385916852559,0.5734271307565257,-0.13085395776429964,0.07206835543124734,0.7193257647884539,-0.1455135830016454,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,10.0,band3-rw,gate,0.7498925109129211,False,22.955990574429613,0.06553776027593372,0.676568440572967,-0.1362139229241568,0.6330690816917914,0.7177018083718305,0.04754023812741992,0.5433249907327191,-0.1304379725668554,0.08062280320732595,0.774887069713669,-0.13621392292415668,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,10.0,abs12-dg,gate,0.7109711839242498,False,22.303267396158162,0.0615358545387823,0.6568909235648656,-0.13621392292415646,0.6309788714023126,0.6826383904553907,0.04614460864521974,0.5388417263027288,-0.13412650837374251,0.07440782599996476,0.7450062488279505,-0.1362139229241568,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,10.0,abs12-rw,gate,0.7498962551217799,False,23.00066333923166,0.06416194783581197,0.6610589089882151,-0.14598353397334585,0.6312021701178266,0.690230252516765,0.04822869858921708,0.5429100111738232,-0.14598353397334585,0.07749304992217221,0.7494214357057343,-0.14559327024567947,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,10.0,vol60-dg,gate,0.749893462556593,False,23.235629037526,0.06297377249874825,0.6628051083845784,-0.15672092223908318,0.6818809824276346,0.6498314418932896,0.05252287623428464,0.5961099815679317,-0.13035468667421723,0.07167644913632909,0.7135835570891119,-0.15672092223908363,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,10.0,vol60-rw,gate,0.749893462556593,False,23.235629037526,0.06297377249874825,0.6628051083845784,-0.15672092223908318,0.6818809824276346,0.6498314418932896,0.05252287623428464,0.5961099815679317,-0.13035468667421723,0.07167644913632909,0.7135835570891119,-0.15672092223908363,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,10.0,v1gate-dg,gate,0.7256651420904467,False,22.85023808049835,0.061519793807876866,0.6521603817962626,-0.14051673107873974,0.663668405861618,0.6454536203790463,0.05035257708979257,0.575876828966793,-0.13611749021424646,0.07082486653664155,0.710019199890369,-0.14051673107873808,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,10.0,v1gate-rw,gate,0.7495210220604044,False,23.58532168462946,0.06453053483847215,0.6641804017269177,-0.13827796154480831,0.6409087934305884,0.6877921123353656,0.04925613582932131,0.5534299312214817,-0.13101770077431318,0.07730300522922962,0.747063834691694,-0.13827796154480798,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,10.0,stop15,stop,0.749644386202702,False,23.250672565144527,0.06284059264454922,0.6616358516684776,-0.1619640125683378,0.6818809824276346,0.6476351645135902,0.05252287623428464,0.5961099815679317,-0.13035468667421723,0.0714313855444102,0.711556444238919,-0.16196401256833803,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,10.0,stop25,stop,0.749893462556593,False,23.235629037526,0.06297377249874825,0.6628051083845784,-0.15672092223908318,0.6818809824276346,0.6498314418932896,0.05252287623428464,0.5961099815679317,-0.13035468667421723,0.07167644913632909,0.7135835570891119,-0.15672092223908363,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,10.0,ddctl-8/.5/recover,dd,0.5827408494808681,False,18.327587464480256,0.042994248822118664,0.5421870666245691,-0.12636777232528906,0.5368622672936567,0.5475069051589223,0.038859489490164156,0.49048948584675234,-0.11741773910395115,0.04641883670490765,0.585652743016331,-0.1263677723252873,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,10.0,ddctl-8/.5/high,dd,0.5214901168143089,False,16.351187309628937,0.03715938854814005,0.516003002750825,-0.11984243715107012,0.4453883370945398,0.5873209280485269,0.028202703505393334,0.3885834155283551,-0.11741773910395181,0.04460959495550498,0.6309280405012703,-0.11984243715107101,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,10.0,ebud-0.10,bud,0.38566531284021005,False,10.309425255951076,0.027490724039729297,0.547886254607742,-0.09312654363784945,0.6431192522650447,0.45275032119416664,0.029936449865200165,0.5828904355544451,-0.0677837955645022,0.02547677147011851,0.5179719749810424,-0.09312654363785,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,10.0,ebud-0.20,bud,0.6241448592930372,False,18.286828555440025,0.04675935905954742,0.5890534764965595,-0.13888991331438727,0.624540399359975,0.5576432986515463,0.04127136530731934,0.5397236205366678,-0.12470492978579117,0.05131008522568181,0.6278846124012678,-0.13888991331438738,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,25.0,control,ctl,0.749893462556593,False,23.235629037526,0.026556024035808035,0.3126738813902359,-0.19948029385501065,0.32764985175717887,0.3014333817637421,0.019190398794172614,0.25045220562899934,-0.15024600372225128,0.032674555494910607,0.3592038657013107,-0.19948029385500987,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,25.0,g200-dg,gate,0.7256651420904467,False,22.85023808049835,0.0257464205805642,0.30595951515995706,-0.17839510985144624,0.3099996945327022,0.30399040553519613,0.01727628382679991,0.23087259803835172,-0.1546846392797484,0.03278946239010616,0.3620266797770612,-0.17839510985144758,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,25.0,g200-rw,gate,0.7500306958886649,False,23.62078377846554,0.029236516755337227,0.33280815223151716,-0.15629933763153747,0.2848945732875525,0.37545723513267054,0.015154355024209254,0.20560330044696404,-0.15629933763153747,0.04100477946672165,0.4264805827911139,-0.14177187688535975,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,25.0,band3-dg,gate,0.7328635251331524,False,22.787689388814783,0.02642497485632278,0.3120935543557641,-0.17975876163256654,0.30692565631851915,0.3181064580283119,0.01699792817858925,0.22767713557128538,-0.1503504716556583,0.03427039091076023,0.37499504495159813,-0.17975876163256566,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,25.0,band3-rw,gate,0.7498925109129211,False,22.955990574429613,0.029464852333476843,0.3367902483899083,-0.14956446140605062,0.27911465615254544,0.3874449603884941,0.014249092014985587,0.19791862035120955,-0.14956446140605062,0.04219337560867964,0.4378039357886696,-0.1410745957419568,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,25.0,abs12-dg,gate,0.7109711839242498,False,22.303267396158162,0.026606014311714388,0.3162296642306198,-0.16288657057652012,0.2824871932607153,0.34678646650618916,0.014185958784998398,0.1996487883085612,-0.15313311581338584,0.03697009543115359,0.4021914824024414,-0.16288657057651956,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,25.0,abs12-rw,gate,0.7498962551217799,False,23.00066333923166,0.028065919354677726,0.32229712590543447,-0.1685027658588738,0.28617258994430694,0.35490985341979164,0.015286322859140888,0.2069758956361316,-0.16553963872050514,0.03873330018332122,0.40756707615176524,-0.1685027658588728,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,25.0,vol60-dg,gate,0.749893462556593,False,23.235629037526,0.026556024035808035,0.3126738813902359,-0.19948029385501065,0.32764985175717887,0.3014333817637421,0.019190398794172614,0.25045220562899934,-0.15024600372225128,0.032674555494910607,0.3592038657013107,-0.19948029385500987,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,25.0,vol60-rw,gate,0.749893462556593,False,23.235629037526,0.026556024035808035,0.3126738813902359,-0.19948029385501065,0.32764985175717887,0.3014333817637421,0.019190398794172614,0.25045220562899934,-0.15024600372225128,0.032674555494910607,0.3592038657013107,-0.19948029385500987,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,25.0,v1gate-dg,gate,0.7256651420904467,False,22.85023808049835,0.0257464205805642,0.30595951515995706,-0.17839510985144624,0.3099996945327022,0.30399040553519613,0.01727628382679991,0.23087259803835172,-0.1546846392797484,0.03278946239010616,0.3620266797770612,-0.17839510985144758,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,25.0,v1gate-rw,gate,0.7495210220604044,False,23.58532168462946,0.02751817304906079,0.3169259386690001,-0.15629933763153747,0.2848945732875525,0.3460135787879513,0.015154355024209254,0.20560330044696404,-0.15629933763153747,0.037834702288707334,0.39920030769495,-0.14177187688535975,False,"H1,H2,OOS,CAGR",4,False,False
u56,V1u,25.0,stop15,stop,0.749644386202702,False,23.250672565144527,0.02640446910154326,0.31123227296791717,-0.20445162067255562,0.32764985175717887,0.298736038754184,0.019190398794172614,0.25045220562899934,-0.15024600372225128,0.032396298546274016,0.35670865981619776,-0.2044516206725564,False,"H1,H2,OOS,DD,CAGR",5,False,False
