book,panel,memo_CAGR,memo_Sharpe,memo_MaxDD,got_CAGR,got_Sharpe,got_MaxDD,dSharpe,dMaxDD,reproduces,memo_file
u56-v2band-gross100,U56,0.1155,1.2067,-0.157,0.11544485987825248,1.201665107711654,-0.15910990262743974,0.005034892288346082,0.002109902627439736,True,2026-09-11_u56-v2band-gross100_4b_cloud_MEMO.md
u56-band008-gross100,U56,0.1137,1.1439,-0.1905,0.11390601126292133,1.1460877446699915,-0.1905060857627321,0.002187744669991609,6.0857627320887175e-06,True,2026-09-11_u56-band008-gross100_4b_cloud_MEMO.md
u56-top20-band-m20,U56,0.1287,1.112,-0.1722,0.12649936528402672,1.09180875113784,-0.1830834144627017,0.02019124886216006,0.010883414462701718,True,2026-09-07_u56-top20-band-m20_4b_B_MEMO.md
u56-marsrespread-gross075,U56,0.1155,1.0914,,0.11508784364638625,1.087689994351135,-0.18647361198328039,0.0037100056488650335,0.0,True,2026-09-11_u56-marsrespread-gross075_4b_C_MEMO.md
u56-quantile50-respread-M,U56,0.1547,1.2359,-0.198,0.15413440926441968,1.2270096617524635,-0.1975271708451556,0.008890338247536489,0.000472829154844423,True,2026-09-11_u56-quantile50-respread-M_4b_B_MEMO.md
b136-r620-gross065-W,B136,0.1499,1.1264,-0.1943,0.14985888137427095,1.1264311898720905,-0.1943271934977504,3.118987209038693e-05,2.7193497750405138e-05,True,2026-09-12_b136-r620-gross065-W_4b_C_MEMO.md
b136-qroll-q012-w1008-d050-g100,B136,0.143,1.1121,-0.1731,0.1430065891165806,1.1121424544849141,-0.17314358462261414,4.245448491402293e-05,4.358462261414009e-05,True,2026-09-12_b136-qroll-q012-w1008-depth050-gross100_4b_cloud_MEMO.md
u56-k8-qroll-q017-w1008-d100-g100,U56,0.1416,1.2226,-0.1479,0.14154109553804273,1.222310877844178,-0.14791155826842983,0.00028912215582188594,1.1558268429828766e-05,True,2026-09-14_u56-k8-qroll-q017-w1008-depth100-gross100_LIVELEG_4b_cloud_MEMO.md
