rule,window,anchor,OOS_mean_Sharpe,n
M_NONE,2,A_SLOW,1.051887255674581,30
M_NONE,2,A_FAST,0.861871497770371,30
M_NONE,3,A_SLOW,0.9682119516694602,30
M_NONE,3,A_FAST,0.8080334605814051,30
M_NONE,4,A_SLOW,0.9102380795234277,30
M_NONE,4,A_FAST,0.7777856729994607,30
M_SUBSAMPLE,2,A_SLOW,1.0379369815399688,30
M_SUBSAMPLE,2,A_FAST,0.8151645473830523,30
M_SUBSAMPLE,3,A_SLOW,1.0161541901950748,30
M_SUBSAMPLE,3,A_FAST,0.8324946539972361,30
M_SUBSAMPLE,4,A_SLOW,1.0482374690828065,30
M_SUBSAMPLE,4,A_FAST,0.8036253779180063,30
M_PAIRWISE,2,A_SLOW,1.0379369815399688,30
M_PAIRWISE,2,A_FAST,0.8151645473830523,30
M_PAIRWISE,3,A_SLOW,1.0161541901950748,30
M_PAIRWISE,3,A_FAST,0.8324946539972361,30
M_PAIRWISE,4,A_SLOW,1.0482374690828065,30
M_PAIRWISE,4,A_FAST,0.8036253779180063,30
M_D2,2,A_SLOW,1.0379369815399688,30
M_D2,2,A_FAST,0.8151645473830523,30
M_D2,3,A_SLOW,1.031305302846048,30
M_D2,3,A_FAST,0.7375570171180442,30
M_D2,4,A_SLOW,1.0482374690828065,30
M_D2,4,A_FAST,0.8249033082005395,30
C_ANCHOR,2,A_SLOW,1.0561539644138729,30
C_ANCHOR,2,A_FAST,0.9064118387909815,30
C_ANCHOR,3,A_SLOW,1.0561539644138729,30
C_ANCHOR,3,A_FAST,0.9064118387909815,30
C_ANCHOR,4,A_SLOW,1.0561539644138729,30
C_ANCHOR,4,A_FAST,0.9064118387909815,30
C_RANDOM,2,A_SLOW,0.9797330810660295,30
C_RANDOM,2,A_FAST,0.8885740184467975,30
C_RANDOM,3,A_SLOW,0.9900941773529859,30
C_RANDOM,3,A_FAST,0.7784008634327712,30
C_RANDOM,4,A_SLOW,1.0210452628740372,30
C_RANDOM,4,A_FAST,0.9346579301946539,30
C_BEST_IS,2,A_SLOW,0.9012400081102926,30
C_BEST_IS,2,A_FAST,0.8140219966398624,30
C_BEST_IS,3,A_SLOW,1.0068439184553246,30
C_BEST_IS,3,A_FAST,0.785331748334595,30
C_BEST_IS,4,A_SLOW,0.9571548695249652,30
C_BEST_IS,4,A_FAST,0.7774499884666355,30
