construction,panel,anchor,ladder,chooser,pick,anchor_rung,moved,anchor_OOS_Sharpe,pick_OOS_Sharpe,d_OOS_Sharpe,anchor_OOS_CAGR,pick_OOS_CAGR,anchor_OOS_MaxDD,pick_OOS_MaxDD,d_full_Sharpe
C_1252,U56,A,N,CH_ISSHARPE,40,20,1.0,1.1687759914997473,1.1010141536542355,-0.06776183784551182,0.17042230856703666,0.14033524612049586,-0.19127563591226404,-0.22984198631406594,-0.013984467087121644
C_1252,U56,A,N,CH_ISCAGR,5,20,1.0,1.1687759914997473,0.9058981168458846,-0.2628778746538627,0.17042230856703666,0.17190400059573552,-0.19127563591226404,-0.2585359503365696,-0.153076351043529
C_1252,U56,A,N,CH_ISDD,40,20,1.0,1.1687759914997473,1.1010141536542355,-0.06776183784551182,0.17042230856703666,0.14033524612049586,-0.19127563591226404,-0.22984198631406594,-0.013984467087121644
C_1252,U56,A,H,CH_ISSHARPE,252,126,1.0,1.1687759914997473,1.1963686168554355,0.027592625355688183,0.17042230856703666,0.17359942687788488,-0.19127563591226404,-0.21843527860630374,0.024389048978242567
C_1252,U56,A,H,CH_ISCAGR,252,126,1.0,1.1687759914997473,1.1963686168554355,0.027592625355688183,0.17042230856703666,0.17359942687788488,-0.19127563591226404,-0.21843527860630374,0.024389048978242567
C_1252,U56,A,H,CH_ISDD,21,126,1.0,1.1687759914997473,1.1182105678400176,-0.050565423659729714,0.17042230856703666,0.15411578085439204,-0.19127563591226404,-0.20241628648552012,-0.02617597653821746
C_1252,U56,A,GROSS,CH_ISSHARPE,0.75,0.75,0.0,1.1687759914997473,1.1687759914997473,0.0,0.17042230856703666,0.17042230856703666,-0.19127563591226404,-0.19127563591226404,0.0
C_1252,U56,A,GROSS,CH_ISCAGR,0.75,0.75,0.0,1.1687759914997473,1.1687759914997473,0.0,0.17042230856703666,0.17042230856703666,-0.19127563591226404,-0.19127563591226404,0.0
C_1252,U56,A,GROSS,CH_ISDD,0.3,0.75,1.0,1.1687759914997473,1.1666332574796348,-0.0021427340201125578,0.17042230856703666,0.06737302975501991,-0.19127563591226404,-0.07990333123577409,-0.0018050357788585991
C_1252,U56,A,CADENCE,CH_ISSHARPE,W,W,0.0,1.1687759914997473,1.1687759914997473,0.0,0.17042230856703666,0.17042230856703666,-0.19127563591226404,-0.19127563591226404,0.0
C_1252,U56,A,CADENCE,CH_ISCAGR,W,W,0.0,1.1687759914997473,1.1687759914997473,0.0,0.17042230856703666,0.17042230856703666,-0.19127563591226404,-0.19127563591226404,0.0
C_1252,U56,A,CADENCE,CH_ISDD,D,W,1.0,1.1687759914997473,1.1251231734682374,-0.04365281803150989,0.17042230856703666,0.17253010026723592,-0.19127563591226404,-0.2313086787921469,-0.04269590455187022
