panel,partition,construction,stat,within,repair,fmax,basis,n_K_defined,S_LAD,Kstar,ever_decidable
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_ASIS,8,J_LADDER,6,0.3812249452990104,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_ASIS,8,J_INT,5,0.3812249452990104,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_ASIS,8,J_D2,5,0.3812249452990104,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_ASIS,8,J_GROUP,7,0.3812249452990104,,False
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_ASIS,12,J_LADDER,10,0.940177138317579,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_ASIS,12,J_INT,9,0.940177138317579,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_ASIS,12,J_D2,9,0.940177138317579,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_ASIS,12,J_GROUP,11,0.940177138317579,,False
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_ASIS,20,J_LADDER,18,0.5002973124307948,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_ASIS,20,J_INT,17,0.5002973124307948,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_ASIS,20,J_D2,17,0.5002973124307948,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_ASIS,20,J_GROUP,19,0.5002973124307948,,False
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_COUNT,8,J_LADDER,6,2.563436324630341,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_COUNT,8,J_INT,5,2.563436324630341,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_COUNT,8,J_D2,5,2.563436324630341,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_COUNT,8,J_GROUP,7,2.563436324630341,,False
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_COUNT,12,J_LADDER,10,2.5553649552155804,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_COUNT,12,J_INT,9,2.5553649552155804,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_COUNT,12,J_D2,9,2.5553649552155804,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_COUNT,12,J_GROUP,11,2.5553649552155804,,False
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_COUNT,20,J_LADDER,18,4.922963715153407,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_COUNT,20,J_INT,17,4.922963715153407,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_COUNT,20,J_D2,17,4.922963715153407,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_MATCHED,R_COUNT,20,J_GROUP,19,4.922963715153407,5.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_ASIS,8,J_LADDER,6,12.779025041900365,3.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_ASIS,8,J_INT,5,12.779025041900365,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_ASIS,8,J_D2,5,12.779025041900365,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_ASIS,8,J_GROUP,7,12.779025041900365,2.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_ASIS,12,J_LADDER,10,47.4699069646867,3.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_ASIS,12,J_INT,9,47.4699069646867,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_ASIS,12,J_D2,9,47.4699069646867,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_ASIS,12,J_GROUP,11,47.4699069646867,5.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_ASIS,20,J_LADDER,18,10.612387978243316,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_ASIS,20,J_INT,17,10.612387978243316,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_ASIS,20,J_D2,17,10.612387978243316,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_ASIS,20,J_GROUP,19,10.612387978243316,2.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_COUNT,8,J_LADDER,6,15.856028257452603,3.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_COUNT,8,J_INT,5,15.856028257452603,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_COUNT,8,J_D2,5,15.856028257452603,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_COUNT,8,J_GROUP,7,15.856028257452603,2.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_COUNT,12,J_LADDER,10,63.562888503222794,3.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_COUNT,12,J_INT,9,63.562888503222794,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_COUNT,12,J_D2,9,63.562888503222794,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_COUNT,12,J_GROUP,11,63.562888503222794,3.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_COUNT,20,J_LADDER,18,11.724377336751466,3.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_COUNT,20,J_INT,17,11.724377336751466,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_COUNT,20,J_D2,17,11.724377336751466,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SPREAD,R_COUNT,20,J_GROUP,19,11.724377336751466,2.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_ASIS,8,J_LADDER,6,2.3186924053867735,3.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_ASIS,8,J_INT,5,2.3186924053867735,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_ASIS,8,J_D2,5,2.3186924053867735,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_ASIS,8,J_GROUP,7,2.3186924053867735,2.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_ASIS,12,J_LADDER,10,10.811592869579709,3.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_ASIS,12,J_INT,9,10.811592869579709,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_ASIS,12,J_D2,9,10.811592869579709,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_ASIS,12,J_GROUP,11,10.811592869579709,7.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_ASIS,20,J_LADDER,18,2.309309860661784,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_ASIS,20,J_INT,17,2.309309860661784,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_ASIS,20,J_D2,17,2.309309860661784,6.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_ASIS,20,J_GROUP,19,2.309309860661784,2.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_COUNT,8,J_LADDER,6,4.430647594799236,3.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_COUNT,8,J_INT,5,4.430647594799236,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_COUNT,8,J_D2,5,4.430647594799236,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_COUNT,8,J_GROUP,7,4.430647594799236,2.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_COUNT,12,J_LADDER,10,17.624491394708667,3.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_COUNT,12,J_INT,9,17.624491394708667,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_COUNT,12,J_D2,9,17.624491394708667,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_COUNT,12,J_GROUP,11,17.624491394708667,3.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_COUNT,20,J_LADDER,18,2.865389995844743,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_COUNT,20,J_INT,17,2.865389995844743,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_COUNT,20,J_D2,17,2.865389995844743,6.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_SD,R_COUNT,20,J_GROUP,19,2.865389995844743,2.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_ASIS,8,J_LADDER,6,2.441198429812446,3.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_ASIS,8,J_INT,5,2.441198429812446,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_ASIS,8,J_D2,5,2.441198429812446,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_ASIS,8,J_GROUP,7,2.441198429812446,2.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_ASIS,12,J_LADDER,10,12.187228436082671,3.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_ASIS,12,J_INT,9,12.187228436082671,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_ASIS,12,J_D2,9,12.187228436082671,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_ASIS,12,J_GROUP,11,12.187228436082671,7.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_ASIS,20,J_LADDER,18,2.50466759177133,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_ASIS,20,J_INT,17,2.50466759177133,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_ASIS,20,J_D2,17,2.50466759177133,6.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_ASIS,20,J_GROUP,19,2.50466759177133,2.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_COUNT,8,J_LADDER,6,5.020213374235494,3.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_COUNT,8,J_INT,5,5.020213374235494,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_COUNT,8,J_D2,5,5.020213374235494,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_COUNT,8,J_GROUP,7,5.020213374235494,2.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_COUNT,12,J_LADDER,10,20.572782862356505,3.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_COUNT,12,J_INT,9,20.572782862356505,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_COUNT,12,J_D2,9,20.572782862356505,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_COUNT,12,J_GROUP,11,20.572782862356505,3.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_COUNT,20,J_LADDER,18,3.173560702250584,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_COUNT,20,J_INT,17,3.173560702250584,4.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_COUNT,20,J_D2,17,3.173560702250584,6.0,True
U56,ALIGNED,C_POOLED,SHARPE,R_MATCHED,R_COUNT,20,J_GROUP,19,3.173560702250584,2.0,True
U56,ALIGNED,C_POOLED,MAXDD,R_SPREAD,R_ASIS,8,J_LADDER,6,0.35888739310791773,3.0,True
U56,ALIGNED,C_POOLED,MAXDD,R_SPREAD,R_ASIS,8,J_INT,5,0.35888739310791773,4.0,True
U56,ALIGNED,C_POOLED,MAXDD,R_SPREAD,R_ASIS,8,J_D2,5,0.35888739310791773,4.0,True
U56,ALIGNED,C_POOLED,MAXDD,R_SPREAD,R_ASIS,8,J_GROUP,7,0.35888739310791773,2.0,True
U56,ALIGNED,C_POOLED,MAXDD,R_SPREAD,R_ASIS,12,J_LADDER,10,0.7160054073797615,3.0,True
U56,ALIGNED,C_POOLED,MAXDD,R_SPREAD,R_ASIS,12,J_INT,9,0.7160054073797615,4.0,True
U56,ALIGNED,C_POOLED,MAXDD,R_SPREAD,R_ASIS,12,J_D2,9,0.7160054073797615,4.0,True
U56,ALIGNED,C_POOLED,MAXDD,R_SPREAD,R_ASIS,12,J_GROUP,11,0.7160054073797615,2.0,True
U56,ALIGNED,C_POOLED,MAXDD,R_SPREAD,R_ASIS,20,J_LADDER,18,0.4291768210867074,3.0,True
U56,ALIGNED,C_POOLED,MAXDD,R_SPREAD,R_ASIS,20,J_INT,17,0.4291768210867074,4.0,True
U56,ALIGNED,C_POOLED,MAXDD,R_SPREAD,R_ASIS,20,J_D2,17,0.4291768210867074,4.0,True
U56,ALIGNED,C_POOLED,MAXDD,R_SPREAD,R_ASIS,20,J_GROUP,19,0.4291768210867074,2.0,True
U56,ALIGNED,C_POOLED,MAXDD,R_SPREAD,R_COUNT,8,J_LADDER,6,1.7410536987887655,3.0,True
U56,ALIGNED,C_POOLED,MAXDD,R_SPREAD,R_COUNT,8,J_INT,5,1.7410536987887655,4.0,True
