panel,partition,construction,stat,within,repair,fmax,basis,n_K_defined,S_LAD,Kstar,ever_decidable
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_ASIS,8,J_LADDER,6,4.898255610437751,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_ASIS,8,J_INT,5,4.898255610437751,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_ASIS,8,J_D2,5,4.898255610437751,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_ASIS,8,J_GROUP,7,4.898255610437751,2.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_ASIS,12,J_LADDER,10,12.100944385726645,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_ASIS,12,J_INT,9,12.100944385726645,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_ASIS,12,J_D2,9,12.100944385726645,12.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_ASIS,12,J_GROUP,11,12.100944385726645,7.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_ASIS,20,J_LADDER,18,99.80847409276758,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_ASIS,20,J_INT,17,99.80847409276758,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_ASIS,20,J_D2,17,99.80847409276758,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_ASIS,20,J_GROUP,19,99.80847409276758,,False
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_COUNT,8,J_LADDER,6,4.926867497353594,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_COUNT,8,J_INT,5,4.926867497353594,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_COUNT,8,J_D2,5,4.926867497353594,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_COUNT,8,J_GROUP,7,4.926867497353594,2.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_COUNT,12,J_LADDER,10,9.174444908022883,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_COUNT,12,J_INT,9,9.174444908022883,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_COUNT,12,J_D2,9,9.174444908022883,5.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_COUNT,12,J_GROUP,11,9.174444908022883,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_COUNT,20,J_LADDER,18,143.5090052909751,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_COUNT,20,J_INT,17,143.5090052909751,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_COUNT,20,J_D2,17,143.5090052909751,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SPREAD,R_COUNT,20,J_GROUP,19,143.5090052909751,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_ASIS,8,J_LADDER,6,1.408707482910634,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_ASIS,8,J_INT,5,1.408707482910634,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_ASIS,8,J_D2,5,1.408707482910634,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_ASIS,8,J_GROUP,7,1.408707482910634,2.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_ASIS,12,J_LADDER,10,2.6174647832709543,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_ASIS,12,J_INT,9,2.6174647832709543,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_ASIS,12,J_D2,9,2.6174647832709543,12.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_ASIS,12,J_GROUP,11,2.6174647832709543,,False
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_ASIS,20,J_LADDER,18,17.630662792451147,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_ASIS,20,J_INT,17,17.630662792451147,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_ASIS,20,J_D2,17,17.630662792451147,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_ASIS,20,J_GROUP,19,17.630662792451147,,False
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_COUNT,8,J_LADDER,6,1.25798756926432,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_COUNT,8,J_INT,5,1.25798756926432,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_COUNT,8,J_D2,5,1.25798756926432,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_COUNT,8,J_GROUP,7,1.25798756926432,2.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_COUNT,12,J_LADDER,10,1.7042050126361445,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_COUNT,12,J_INT,9,1.7042050126361445,6.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_COUNT,12,J_D2,9,1.7042050126361445,7.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_COUNT,12,J_GROUP,11,1.7042050126361445,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_COUNT,20,J_LADDER,18,32.57844839825473,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_COUNT,20,J_INT,17,32.57844839825473,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_COUNT,20,J_D2,17,32.57844839825473,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_SD,R_COUNT,20,J_GROUP,19,32.57844839825473,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_ASIS,8,J_LADDER,6,1.5137467144317074,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_ASIS,8,J_INT,5,1.5137467144317074,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_ASIS,8,J_D2,5,1.5137467144317074,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_ASIS,8,J_GROUP,7,1.5137467144317074,2.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_ASIS,12,J_LADDER,10,3.021628984103698,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_ASIS,12,J_INT,9,3.021628984103698,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_ASIS,12,J_D2,9,3.021628984103698,12.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_ASIS,12,J_GROUP,11,3.021628984103698,,False
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_ASIS,20,J_LADDER,18,19.41170370876195,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_ASIS,20,J_INT,17,19.41170370876195,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_ASIS,20,J_D2,17,19.41170370876195,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_ASIS,20,J_GROUP,19,19.41170370876195,,False
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_COUNT,8,J_LADDER,6,1.2737437778844898,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_COUNT,8,J_INT,5,1.2737437778844898,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_COUNT,8,J_D2,5,1.2737437778844898,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_COUNT,8,J_GROUP,7,1.2737437778844898,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_COUNT,12,J_LADDER,10,1.897934954162765,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_COUNT,12,J_INT,9,1.897934954162765,6.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_COUNT,12,J_D2,9,1.897934954162765,7.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_COUNT,12,J_GROUP,11,1.897934954162765,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_COUNT,20,J_LADDER,18,36.622352289152566,3.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_COUNT,20,J_INT,17,36.622352289152566,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_COUNT,20,J_D2,17,36.622352289152566,4.0,True
U56,ALIGNED,C_POOLED,CAGR,R_MATCHED,R_COUNT,20,J_GROUP,19,36.622352289152566,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_ASIS,8,J_LADDER,6,2.3427315492564995,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_ASIS,8,J_INT,5,2.3427315492564995,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_ASIS,8,J_D2,5,2.3427315492564995,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_ASIS,8,J_GROUP,7,2.3427315492564995,,False
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_ASIS,12,J_LADDER,10,5.5432082601079955,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_ASIS,12,J_INT,9,5.5432082601079955,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_ASIS,12,J_D2,9,5.5432082601079955,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_ASIS,12,J_GROUP,11,5.5432082601079955,,False
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_ASIS,20,J_LADDER,18,3.70199173104747,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_ASIS,20,J_INT,17,3.70199173104747,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_ASIS,20,J_D2,17,3.70199173104747,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_ASIS,20,J_GROUP,19,3.70199173104747,,False
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_COUNT,8,J_LADDER,6,3.0972671798553195,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_COUNT,8,J_INT,5,3.0972671798553195,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_COUNT,8,J_D2,5,3.0972671798553195,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_COUNT,8,J_GROUP,7,3.0972671798553195,,False
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_COUNT,12,J_LADDER,10,2.7842470808982753,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_COUNT,12,J_INT,9,2.7842470808982753,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_COUNT,12,J_D2,9,2.7842470808982753,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_COUNT,12,J_GROUP,11,2.7842470808982753,,False
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_COUNT,20,J_LADDER,18,11.41003206413263,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_COUNT,20,J_INT,17,11.41003206413263,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_COUNT,20,J_D2,17,11.41003206413263,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SPREAD,R_COUNT,20,J_GROUP,19,11.41003206413263,11.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_ASIS,8,J_LADDER,6,0.4372187379606567,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_ASIS,8,J_INT,5,0.4372187379606567,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_ASIS,8,J_D2,5,0.4372187379606567,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_ASIS,8,J_GROUP,7,0.4372187379606567,,False
U56,ALIGNED,C_POOLED,VOL,R_SD,R_ASIS,12,J_LADDER,10,1.0393935378197354,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_ASIS,12,J_INT,9,1.0393935378197354,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_ASIS,12,J_D2,9,1.0393935378197354,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_ASIS,12,J_GROUP,11,1.0393935378197354,,False
U56,ALIGNED,C_POOLED,VOL,R_SD,R_ASIS,20,J_LADDER,18,0.5719686168805544,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_ASIS,20,J_INT,17,0.5719686168805544,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_ASIS,20,J_D2,17,0.5719686168805544,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_ASIS,20,J_GROUP,19,0.5719686168805544,,False
U56,ALIGNED,C_POOLED,VOL,R_SD,R_COUNT,8,J_LADDER,6,1.9166048378114002,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_COUNT,8,J_INT,5,1.9166048378114002,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_COUNT,8,J_D2,5,1.9166048378114002,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_COUNT,8,J_GROUP,7,1.9166048378114002,,False
U56,ALIGNED,C_POOLED,VOL,R_SD,R_COUNT,12,J_LADDER,10,1.8196881919114984,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_COUNT,12,J_INT,9,1.8196881919114984,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_COUNT,12,J_D2,9,1.8196881919114984,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_COUNT,12,J_GROUP,11,1.8196881919114984,,False
U56,ALIGNED,C_POOLED,VOL,R_SD,R_COUNT,20,J_LADDER,18,4.104142149274708,3.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_COUNT,20,J_INT,17,4.104142149274708,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_COUNT,20,J_D2,17,4.104142149274708,4.0,True
U56,ALIGNED,C_POOLED,VOL,R_SD,R_COUNT,20,J_GROUP,19,4.104142149274708,5.0,True
