panel,cost_bps,arm,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
u56,10,S_sharpe (committed grid),0.14939597513667358,1.222523327756279,-0.1807962522663378
u56,10,S_rand (uniform pick),0.1394199072283552,1.1771139179281165,-0.1738662809683286
u56,10,S_null (no overlay),0.14176098516639093,1.1504269124983675,-0.18076361956630624
u56,10,RULES v2 (live baseline),0.1048952517178412,1.3800582856432195,-0.1250919739848424
u56,10,RULES v1 (previous),0.07188753923313929,0.6993644963547185,-0.13827796154480831
u56,10,SPY,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,25,S_sharpe (committed grid),0.14075535162400196,1.0936084583519927,-0.1980585279684444
u56,25,S_rand (uniform pick),0.12235836430486648,1.0454437613002727,-0.178199608344958
u56,25,S_null (no overlay),0.12389937463713695,1.0212920158566707,-0.18577974829003932
u56,25,RULES v2 (live baseline),0.10184397510067522,1.342834399524125,-0.12547471357481377
u56,25,RULES v1 (previous),0.03248680565595685,0.3508826390955172,-0.15021973203894956
u56,25,SPY,0.15450717694493266,0.8820107671822842,-0.33717235283398284
broad,10,S_sharpe (committed grid),0.12989641400613253,0.9858078286711061,-0.2043039435164542
broad,10,S_rand (uniform pick),0.11645160631701457,0.96168413654066,-0.18693616963148482
broad,10,S_null (no overlay),0.12272058378088588,0.9513708234009135,-0.20025023129981107
broad,10,RULES v2 (live baseline),0.07983337481604336,1.1185082795688426,-0.12240793860208021
broad,10,RULES v1 (previous),0.05941502665859644,0.5762505378038233,-0.2119126361153264
broad,10,SPY,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,25,S_sharpe (committed grid),0.10816761930337733,0.8474684298710997,-0.2066510153934331
broad,25,S_rand (uniform pick),0.09655203106111554,0.8173760279667641,-0.19072803547861844
broad,25,S_null (no overlay),0.1019068266255323,0.812946144691594,-0.20357108886176434
broad,25,RULES v2 (live baseline),0.07643420182382155,1.0740236940215924,-0.12284879701089035
broad,25,RULES v1 (previous),0.011143568780353386,0.15539928865606328,-0.26721084947028584
broad,25,SPY,0.1545044425578177,0.8820239235972316,-0.3371595330739301
