n,depth_lo,depth_hi,frac,f_V1u,f_TOP20,f_EWall
35,9.685580050596299,13.021891220943328,0.6291666666666667,0.44107142857142856,0.7910714285714285,0.6553571428571429
32,13.021891220943338,13.022845920226278,0.5950520833333334,0.3515625,0.8203125,0.61328125
32,13.022845920226288,18.60545633455385,0.5416666666666666,0.31640625,0.681640625,0.626953125
34,18.60545633455386,18.605543301045348,0.5110294117647058,0.3235294117647059,0.5183823529411765,0.6911764705882353
31,18.60554330104536,19.34751663909514,0.6276881720430108,0.4778225806451613,0.6814516129032258,0.7237903225806451
33,19.347516639095154,24.49640300574175,0.6685606060606061,0.4943181818181818,0.8181818181818182,0.6931818181818182
35,24.49640300574176,24.496651760884536,0.5720238095238095,0.6321428571428571,0.49107142857142855,0.5928571428571429
32,26.66666666666667,33.71595330739301,0.6959635416666666,0.462890625,0.8671875,0.7578125
32,33.71595330739302,33.717235283398274,0.6803385416666666,0.474609375,0.81640625,0.75
32,33.71723528339828,33.71723528339832,0.6861979166666666,0.55859375,0.75,0.75
