panel,bps,book,CAGR,Sharpe,MaxDD,H1,H2,OOS,v4a,v4b,fail4b
U56,0,BLEND_c0.00_g0,0.05519334080663363,0.9471277435451922,-0.09971247074840006,0.8368201869144293,1.0577076707264754,1.16559189681939,False,False,H1
U56,0,BLEND_c0.25_g0,0.09437931424831447,1.077720232594583,-0.1435659678758372,1.1239836952351,1.0450253283726634,1.1404780087029252,False,False,CAGR
U56,0,BLEND_c0.40_g0,0.11769637913860542,1.0706396863938952,-0.17336618314817187,1.1741671084210028,0.9983522579369513,1.0861353015250788,False,True,
U56,0,BLEND_c0.50_g0,0.13314188532065674,1.05988263093183,-0.198870311363739,1.188159200622009,0.9719291266123272,1.0555090167138736,False,True,
U56,0,BLEND_c0.60_g0,0.14849770723205014,1.048469738859189,-0.2304991711609975,1.1944484138092915,0.9497731039412171,1.0298082838033478,False,False,DD
U56,0,BLEND_c0.70_g0,0.16375490708997198,1.0376153944293012,-0.2615130238496993,1.1964594913396256,0.9313363703788898,1.0083734480116187,False,False,DD
U56,0,BLEND_c0.75_g0,0.17134371013279281,1.0325458419378255,-0.2767804498350972,1.196495229624089,0.9233095442464517,0.9990193755494373,False,False,DD
U56,0,BLEND_c0.80_g0,0.1789044725055975,1.0277422989030482,-0.2918838499559313,1.1961017577555388,0.9159755938818137,0.9904571971324455,False,False,DD
U56,0,BLEND_c0.90_g0,0.19393732232883476,1.0189409445521138,-0.3215865971779267,1.1944548420393781,0.9031201290346474,0.9754028132855904,False,False,DD
U56,0,BLEND_c1.00_g0,0.20884431262876646,1.0111671861825429,-0.35118732642069117,1.192138281889189,0.8923032595351339,0.9626751450683156,False,False,DD
U56,0,BLEND_c0.00_g1,0.05519334080663363,0.9471277435451922,-0.09971247074840006,0.8368201869144293,1.0577076707264754,1.16559189681939,False,False,H1
U56,0,BLEND_c0.25_g1,0.07933283661824997,1.012205002587979,-0.1305397738257169,0.8988359806455396,1.116568915295458,1.2238696573497125,False,False,H1
U56,0,BLEND_c0.40_g1,0.09363671916791572,1.0052641921493481,-0.15557663605992822,0.8985576918533004,1.1020501146828887,1.2061033076202317,False,False,H1
U56,0,BLEND_c0.50_g1,0.10309139618013385,0.9955196674086643,-0.1720456931559432,0.8925079045329883,1.0887806759317284,1.1905863500981169,False,False,H1
U56,0,BLEND_c0.60_g1,0.11247752167452663,0.9845954971725749,-0.18833782795514453,0.8843836814030718,1.0754038643818007,1.175078250748615,False,False,H1
U56,0,BLEND_c0.70_g1,0.12179203971141406,0.973617470402984,-0.2044537478409243,0.8753936126595893,1.0627942047096128,1.1605032869892968,False,False,H1
U56,0,BLEND_c0.75_g1,0.12642148930297115,0.9682894102893199,-0.21244584826162416,0.870801397297235,1.0568880653583708,1.153680536531053,False,False,H1
U56,0,BLEND_c0.80_g1,0.13103188844151914,0.9631199432738753,-0.22039416024432779,0.866221168092907,1.05126819527479,1.1471873637529673,False,False,H1
U56,0,BLEND_c0.90_g1,0.14019400132608517,0.9533314824334246,-0.23681557605129422,0.8572404474945141,1.0408884975872548,1.1351848472953017,False,False,H1
U56,0,BLEND_c1.00_g1,0.14927530837095726,0.944324581796219,-0.2566307102467589,0.8486454768981895,1.031606998812285,1.1244325021568446,False,False,H1
U56,0,MATCH_c0.00_g0,0.13780971588884539,1.0076952679599072,-0.2417450862131818,1.1911024626481306,0.8866631065169928,0.9575073664337498,False,False,DD
U56,0,MATCH_c0.25_g0,0.15566562488799973,1.0085647674423848,-0.2700518595788409,1.191358716904604,0.8880717242458263,0.9588013226516868,False,False,DD
U56,0,MATCH_c0.40_g0,0.1663515856524116,1.009085876156044,-0.2866811990864918,1.1915133144337036,0.8889171270776566,0.9595768644041305,False,False,DD
U56,0,MATCH_c0.50_g0,0.1734629864499997,1.009433079287094,-0.2977132881662209,1.1916167402416102,0.8894809139700203,0.9600936214031913,False,False,DD
U56,0,MATCH_c0.60_g0,0.18056336040554966,1.0097801269286293,-0.30863263394278995,1.1917204543480129,0.8900448699505696,0.9606101780056138,False,False,DD
U56,0,MATCH_c0.70_g0,0.18765220483915201,1.0101270407727088,-0.3194394717527753,1.191824461268253,0.8906090393570143,0.9611265721020574,False,False,DD
U56,0,MATCH_c0.75_g0,0.1911923278499259,1.01030046320216,-0.32480105463725406,1.1918765786390477,0.8908912325250045,0.9613847333416367,False,False,DD
U56,0,MATCH_c0.80_g0,0.19472925792132267,1.010473854362638,-0.33013442380010516,1.1919287691494684,0.8911734861355601,0.9616428593630303,False,False,DD
U56,0,MATCH_c0.90_g0,0.20179349227805576,1.010820563761675,-0.34071698166803643,1.1920333749207288,0.8917382135451809,0.9621590398049206,False,False,DD
U56,0,MATCH_c1.00_g0,0.20884431262876646,1.0111671861825429,-0.35118732642069117,1.192138281889189,0.8923032595351339,0.9626751450683156,False,False,DD
U56,0,MATCH_c0.00_g1,0.13780971588884539,1.0076952679599072,-0.2417450862131818,1.1911024626481306,0.8866631065169928,0.9575073664337498,False,False,DD
U56,0,MATCH_c0.25_g1,0.14691269042991517,1.008138377259268,-0.25625778547521494,1.1912327867119157,0.8873806543009256,0.9581667762233811,False,False,DD
U56,0,MATCH_c0.40_g1,0.15236521312245088,1.0084039488211698,-0.2648690042509414,1.1913111605637137,0.8878110084605434,0.9585619926054252,False,False,DD
